Accession_number	Start	End	Predicted_score
O14511	0	18	0.3134906111111111
O14511	334	350	0.2849859375
P00738	75	104	0.25548296551724137
P00738	138	158	0.25812644999999995
P18084	403	442	0.2811447179487179
P18084	452	668	0.6875209537037037
Q16587	239	290	0.319107568627451
Q16587	515	570	0.3730849636363637
Q494X3	246	341	0.4122716
Q6ZN44	255	297	0.3620702142857143
Q86UK7	178	194	0.3716374375
Q86V71	52	74	0.27170236363636363
Q86V71	164	243	0.3204868607594937
Q8IUW3	349	397	0.38010849999999996
Q8NB42	293	346	0.3461893962264151
Q8WW24	0	17	0.3055420588235294
Q969Z4	24	130	0.37693106603773585
Q969Z4	264	304	0.26671354999999997
Q96LW1	261	312	0.4576429411764706
Q96LW1	345	396	0.3772712549019608
Q96QV1	525	542	0.29391717647058824
Q96QV1	581	675	0.5464330531914894
Q9BUH8	152	243	0.22929851648351646
Q9NQB0	434	505	0.32632516901408454
A6NF34	412	630	0.6135371376146789
O94991	364	389	0.31049512
P17027	109	210	0.2810829900990099
P23327	616	698	0.6064876829268293
P78346	249	267	0.2966831111111111
Q5W186	125	151	0.40615553846153846
Q6P2D0	203	254	0.3278205098039216
Q8IUB2	19	225	0.6985686165048544
Q8WUU4	222	275	0.32353115094339624
Q8WUU4	379	432	0.3743776226415094
Q96N20	144	203	0.3009623050847458
Q9H228	316	337	0.3603217142857143
Q9NSJ1	91	144	0.3101751886792453
Q9NSJ1	201	351	0.4213711733333333
A4IF30	71	95	0.24343641666666668
O95544	11	35	0.33975858333333336
P22460	566	591	0.26755851999999997
Q13434	56	150	0.40225789361702124
Q13434	203	254	0.31638723529411766
Q13434	269	303	0.3168471470588235
Q6PI77	246	290	0.31143329545454546
Q6PI77	302	322	0.3131852
Q7L0X0	20	50	0.42352103333333335
Q8IXL7	26	49	0.35952391304347825
Q8N883	196	246	0.27922374
Q8N883	278	329	0.3421994509803922
Q96NL1	30	55	0.42821432000000004
Q96NL1	89	111	0.34133040909090906
Q9H8N7	118	140	0.24087536363636364
C9J2P7	34	61	0.27218018518518516
P17036	191	242	0.34109980392156863
Q6DN72	418	433	0.3184218666666666
Q86SQ6	312	425	0.4088145486725664
Q86SQ6	460	480	0.3391646
Q8NE31	9	45	0.23190694444444443
Q8NEA6	335	387	0.27370053846153847
Q8NEA6	403	458	0.32160823636363634
Q92966	0	36	0.2374613888888889
Q9NWH7	268	338	0.27383779999999996
Q9NWH7	360	385	0.27144472000000003
Q9NWH7	406	440	0.2041745882352941
Q9ULX5	1	30	0.31032958620689655
Q9ULX5	42	137	0.4315181473684211
Q9Y2Y9	158	213	0.2619563454545455
P17029	368	419	0.37177266666666664
P22674	40	67	0.2539399259259259
P42081	311	328	0.269462294117647
Q86VX9	30	53	0.3612702173913043
Q8N2H3	393	412	0.23827757894736842
Q96PM5	92	114	0.5119616363636363
Q96PM5	126	155	0.49943003448275863
Q96SQ5	53	106	0.2778573962264151
Q96SQ5	259	508	0.4297835542168675
Q9BRR9	181	221	0.25202447499999997
Q9NSN8	148	191	0.26865758139534884
Q9ULG6	601	632	0.26186990322580644
A6NLI5	31	64	0.5258661212121212
O43900	16	97	0.3617448888888889
O43900	240	375	0.4680027185185185
Q15942	373	518	0.47899182758620695
Q16629	96	124	0.2398074285714286
Q8IYL2	719	745	0.3748331153846154
Q8NA31	474	530	0.20750808928571426
Q96KR4	128	186	0.2853915172413793
Q96KR4	590	611	0.41318038095238097
Q96PT4	3	23	0.2990758
Q9NYY3	7	27	0.26879445
Q9UL58	370	449	0.3655777974683544
Q9UL62	907	963	0.27264935714285715
P0DM63	343	364	0.35710419047619046
Q6PI78	21	42	0.3071338571428571
Q8IYX0	117	310	0.41241529015544043
Q8NA42	161	474	0.41425730031948876
Q8NFT6	353	377	0.3251153333333333
Q8NFT6	413	455	0.3370327619047619
Q96BT7	332	358	0.2818558461538462
Q9H8U3	7	44	0.38615613513513514
Q9H8U3	88	127	0.3590909487179487
Q9H8U3	146	226	0.4139933
Q9UHF1	21	185	0.49998684146341466
A6NMN3	80	111	0.45469554838709675
A6NMN3	256	276	0.28207355
O00110	22	42	0.3007246
O00110	61	189	0.4150856484375
P0DJD3	431	480	0.26077132653061225
Q3SXY7	23	43	0.3567057
Q3SXY7	544	569	0.26997936
Q6PJI9	880	919	0.38537653846153846
Q6ZMY6	0	33	0.2674611212121212
Q8IV45	344	366	0.2489543636363636
Q8IYW4	190	219	0.23468568965517242
Q92698	675	708	0.2836934545454545
Q9NPF0	30	176	0.5735534109589041
A7XYQ1	765	789	0.3343197916666667
A7XYQ1	815	852	0.21851767567567565
P10073	259	310	0.3323333137254902
P13945	358	381	0.3142731739130435
P31275	72	104	0.20771115624999997
Q12901	167	248	0.342963987654321
Q12901	307	442	0.44015494814814815
Q13064	261	298	0.2975967297297297
Q15365	185	210	0.2603856
Q4G112	302	341	0.2729354358974359
Q6N063	314	330	0.327111
Q8IZ41	407	435	0.26258860714285714
Q8IZP6	230	260	0.36359256666666667
Q9GZU3	2	27	0.291028
Q9H0F6	343	386	0.43317034883720934
Q9H706	349	371	0.26400113636363637
Q9UNX9	387	405	0.301875
A2VCK2	92	121	0.21283331034482758
P13682	171	236	0.27038686153846153
P13682	457	517	0.43187176666666666
P25490	287	339	0.2806506923076923
P60409	0	369	0.7942405203252032
P62684	537	604	0.32560274626865676
Q5VTR2	894	931	0.30783894594594596
Q86WZ6	241	394	0.43599428758169934
Q8N0Y2	170	193	0.34623126086956524
Q8N0Y2	241	292	0.3786422156862745
Q8N143	292	398	0.3909949811320755
Q8N2R0	191	272	0.4176503333333333
Q92764	392	454	0.5835522258064516
Q9BXR6	189	220	0.3479953870967742
Q9BXR6	372	402	0.3568732666666667
Q9NRM6	485	501	0.5081265625
Q9UK13	143	585	0.459464463800905
O95780	108	133	0.26961752
O95780	220	383	0.42793161963190185
P08048	443	498	0.3182806909090909
P08048	706	757	0.3522261960784314
P0C6A0	9	69	0.28814458333333337
P0C6A0	197	272	0.44094706666666666
P78368	388	410	0.26646504545454547
Q58WW2	121	145	0.30412233333333333
Q58WW2	178	193	0.376648
Q7Z713	19	37	0.31204999999999994
Q7Z713	118	145	0.2868588888888889
Q8IZN3	346	366	0.27760484999999996
Q8N8Y5	78	129	0.3570584117647059
Q92804	354	379	0.31250524
Q969S2	307	331	0.3050201666666667
Q9NYJ8	659	692	0.3837077878787879
A6NDX5	101	124	0.29811291304347826
A6NDX5	268	291	0.37286804347826086
A6NDX5	324	377	0.39212860377358494
A6NDX5	540	591	0.3863842156862745
P61968	140	164	0.3041471666666667
P98153	284	338	0.5522757222222222
Q13886	134	189	0.2644902727272727
Q15415	433	459	0.2874935769230769
Q5SRH9	151	173	0.28440190909090907
Q5UAW9	290	307	0.5489110588235294
Q86YJ5	29	55	0.3146286923076923
Q99684	132	164	0.219294
Q99684	275	326	0.3234359215686275
Q9HCI7	133	163	0.29366216666666667
Q9HCI7	210	256	0.2406261304347826
Q9UKJ8	378	579	0.5478587761194029
Q9UKJ8	635	671	0.45185152777777776
O15218	342	364	0.29048045454545457
O15391	245	297	0.26139703846153844
P19544	314	369	0.28734892727272726
P35523	808	828	0.2863616
Q13643	0	233	0.5000472317596566
Q86VP1	602	625	0.25733595652173913
Q8N3J9	22	39	0.40784564705882353
Q8N3J9	106	255	0.5302851208053692
Q9BYN7	464	479	0.29715706666666664
Q9BYN7	530	599	0.40304659420289857
Q9BYN7	613	669	0.35541062500000004
Q9NZF1	1	38	0.40996308108108104
O15060	334	386	0.25087326923076925
O15060	552	571	0.28395163157894737
O15060	596	649	0.31472766037735844
O95391	112	132	0.24271669999999998
P01877	66	119	0.38570832075471695
P28358	77	122	0.2720257555555555
P49747	58	361	0.571125399339934
Q14D33	488	536	0.2958636666666667
Q5GH76	13	83	0.3902845857142857
Q68DV7	249	276	0.30355340740740744
Q68DV7	471	518	0.2418227659574468
Q68DV7	690	737	0.28450412765957445
Q68DV7	748	782	0.34857435294117645
Q6ZU52	445	484	0.24847066666666665
Q7L622	0	33	0.44296178787878787
Q8N3T1	459	476	0.2216749411764706
Q92956	33	192	0.5985598301886793
Q99676	211	460	0.4172938473895582
Q9BRP7	325	342	0.3105858235294118
Q9BTL4	177	213	0.2617962222222222
Q9UID6	103	119	0.28404837499999996
Q9UID6	225	240	0.3053422666666667
Q9UID6	315	339	0.4268445416666667
Q9UPR6	374	423	0.26642285714285713
A6NK53	190	252	0.33750740322580647
A6NK53	291	416	0.382426672
A6NK53	438	578	0.3948080428571428
O76081	198	229	0.5684570967741935
O95630	386	408	0.28799840909090907
P01876	66	132	0.2920433484848485
P03973	24	131	0.6832992523364486
P35348	408	444	0.32617863888888887
P52740	105	156	0.25302241176470586
P52740	219	250	0.3413924516129032
P52740	338	389	0.3745764705882353
P52740	617	705	0.4097466022727273
Q14995	290	393	0.24220140776699028
Q5VUE5	31	58	0.3119562962962963
Q6ZR52	41	82	0.4031120731707317
Q6ZR52	103	145	0.3064136904761905
Q6ZR52	184	237	0.3410877169811321
Q6ZR52	548	599	0.4127583921568627
Q8IZ20	0	21	0.4434698095238095
Q8IZ20	32	94	0.31783151612903227
Q8IZ20	162	180	0.2897619444444444
Q8IZ20	417	440	0.2755445652173913
Q96NJ6	132	183	0.34382374509803926
Q9P021	0	15	0.41116206666666666
Q9Y5I0	722	746	0.2866500416666667
A6NEL2	177	209	0.36501121875
P00751	87	112	0.31832552
P00751	130	227	0.26320564948453606
P14780	242	314	0.25941675
P14780	356	385	0.24308586206896554
P52742	197	256	0.35828983050847457
Q13574	119	138	0.3699013157894737
Q6ZSB9	119	169	0.2252028
Q6ZSB9	353	409	0.3043008035714286
Q8N328	553	592	0.40222020512820517
Q8TF61	715	735	0.3313904
Q92802	222	260	0.2543610789473685
Q92802	311	386	0.30827817333333335
Q96FV2	0	17	0.4253754705882353
Q96I27	54	72	0.277383
Q96I27	139	302	0.4568101533742331
Q9BZE9	118	147	0.22613024137931034
A2RRD8	152	483	0.41765205438066466
O14978	369	420	0.37800725490196074
O60765	205	256	0.29028827450980393
P17023	145	164	0.33066936842105266
P17023	180	234	0.36578996296296296
P30518	338	367	0.2362381379310345
P48200	157	187	0.2937767333333333
P54107	167	212	0.5426451333333333
Q05586	434	452	0.23639733333333332
Q5MJ70	0	17	0.41493664705882355
Q5T089	346	371	0.29770032
Q68CR7	686	706	0.25387235
Q6ZN08	95	216	0.34938262809917353
Q8IYX8	284	329	0.2257904
Q8NDX6	120	191	0.41715898591549294
Q8WVV4	13	41	0.2905533928571429
Q8WVV4	173	197	0.2707112916666667
Q96SZ4	126	151	0.27052132
Q96SZ4	395	447	0.3688738076923077
Q96SZ4	513	564	0.4018937254901961
Q9NWW7	216	243	0.29363533333333336
Q9NWW7	279	304	0.23906716
Q9ULW2	181	206	0.34468464
Q9Y6M4	421	442	0.32677942857142855
C9JVW0	0	15	0.28006653333333337
O95863	168	222	0.3753339814814815
P0CG23	476	527	0.3198233725490196
P17039	79	165	0.3233800465116279
P17039	195	246	0.3645026862745098
P17039	279	330	0.384807
P21854	215	237	0.29402663636363635
P51508	235	260	0.2340644
P51508	349	400	0.32693601960784313
P63133	925	955	0.3788349666666667
Q3MJ16	732	749	0.2601525294117647
Q6ZMW2	127	164	0.27215905405405405
Q6ZMW2	360	436	0.36287526315789476
Q8TD23	101	144	0.38353451162790697
Q8TD23	163	301	0.42922227536231883
Q96AQ9	0	26	0.2532732307692308
Q9NQX1	152	334	0.3956771098901099
Q9NQX1	423	476	0.35843633962264154
A0JP26	0	51	0.4336535294117647
O43909	166	185	0.2725422631578947
P07202	133	155	0.2607545
P07202	710	846	0.3580764852941177
P10646	81	130	0.34768822448979586
P29320	219	331	0.40175908928571424
P41587	23	47	0.27271012499999997
Q6DHY5	523	545	0.37837272727272725
Q7L3V2	40	81	0.30103465853658534
Q8ND94	37	82	0.3542758
Q8TE49	867	919	0.33853788461538464
Q96T92	254	311	0.30084950877192984
Q96T92	461	484	0.28064430434782606
Q96T92	516	565	0.3028507346938775
P25800	12	28	0.4669430625
Q4V348	14	64	0.20981441999999997
Q4V348	166	404	0.3876191848739496
Q4VC44	680	704	0.25072808333333335
Q6QN14	34	61	0.26996114814814814
Q6ZNA1	209	260	0.3166455882352941
Q86T29	133	157	0.4504700833333333
Q86T29	187	267	0.40280513749999997
Q86VW2	0	35	0.4587438
Q93075	8	37	0.3198431034482758
Q96HE9	129	170	0.3243133658536585
Q9UBU2	67	249	0.46908502747252745
O95361	66	163	0.4514400824742268
O95460	211	389	0.5845291235955056
O95786	208	236	0.2513588214285714
P13385	69	129	0.43060373333333335
P13385	144	166	0.28397604545454547
P32320	0	21	0.444246
Q68DY1	96	271	0.37808223428571425
Q6NXE6	0	20	0.2856926
Q6NXE6	462	480	0.2277111111111111
Q7Z7L9	213	264	0.33163390196078435
Q86UD4	6	49	0.25157539534883716
Q86UD4	194	245	0.40262715686274514
Q8WV37	222	301	0.3780451898734177
Q8WV37	362	413	0.3659049019607843
Q8WV37	446	497	0.37163080392156866
Q96ME7	242	258	0.27465975
Q9H156	333	358	0.356842
Q9UJH8	160	178	0.2881037777777778
Q9UNY5	294	345	0.3032144509803921
A6NGD5	0	19	0.2945176842105263
A6NGD5	347	398	0.31350772549019607
P17098	248	412	0.439892006097561
P60411	0	291	0.731688178694158
Q02447	589	637	0.3799496041666666
Q6GMV2	342	390	0.39679210416666666
Q86UX6	465	485	0.2931266
Q8NCP5	393	441	0.270528
Q8NCP5	478	493	0.28048066666666666
Q9NV72	300	462	0.43422427160493826
Q9NVP4	182	340	0.46341774683544307
Q9NXR8	352	415	0.39383038095238093
Q9UBG7	49	74	0.26256387999999997
Q9UK23	295	438	0.7243792587412587
A0AAG2TUQ4	0	19	0.29730405263157894
O43313	121	206	0.4057187764705882
P0C7P1	431	480	0.26077132653061225
P51523	199	249	0.28542038
Q13422	60	87	0.27258048148148145
Q13422	108	232	0.3794122983870968
Q13422	481	504	0.3265079130434783
Q14525	2	57	0.47489354545454543
Q14525	352	403	0.5577112941176471
Q5JT82	274	324	0.30746092
Q6ZNG1	153	344	0.4550909162303665
Q8N393	185	205	0.28200925
Q8N393	287	325	0.3324734210526316
Q8N393	358	581	0.474647865470852
Q92667	476	529	0.27168143396226413
Q9BZE0	192	212	0.40668784999999996
Q9BZE0	226	279	0.3535155094339622
Q9NSI5	229	248	0.2917766842105263
Q9NSI5	270	380	0.43496260909090906
Q9NZ20	427	449	0.3390186363636363
Q9UIE0	159	260	0.42635437623762373
Q9UIE0	271	341	0.3917909714285714
Q9UIE0	355	458	0.46333534951456307
A8MX34	0	340	0.7438899588235294
O14492	307	342	0.288839
O60687	63	86	0.3394533913043478
P52737	215	322	0.4450998130841122
Q52M93	177	228	0.3107125490196078
Q52M93	429	482	0.37380279245283016
Q6NUJ5	395	427	0.29754828125
Q7L5Y9	298	349	0.269582431372549
Q8IX06	400	425	0.50616868
Q8IX06	446	476	0.33104026666666664
Q8IXW0	573	633	0.25711748333333334
Q8IZQ8	568	642	0.2499561891891892
Q8N680	354	477	0.3028371382113821
Q8N865	348	368	0.30054355
Q96AY2	155	185	0.3004323
Q96MR9	204	247	0.30905658139534886
Q96MR9	339	390	0.31005845098039214
Q96MR9	510	635	0.38073511200000004
Q96MR9	647	782	0.4521392
Q96ST8	761	782	0.2940565238095238
Q9BS34	92	111	0.353104947368421
Q9BS34	123	155	0.37233275
Q9BS34	188	241	0.37755362264150943
Q9HBX8	17	52	0.3957203142857143
Q9UDV7	485	616	0.4433467709923664
Q9Y3Q7	378	662	0.5205175105633804
O43790	0	33	0.5204040606060606
O43790	407	485	0.3554871538461538
P56270	270	321	0.3311610588235294
Q2WGN9	162	182	0.27254395
Q2WGN9	197	217	0.22749360000000002
Q6BEB4	260	312	0.46198813461538457
Q969S8	379	412	0.24049372727272728
Q96IL0	25	71	0.29460908695652177
Q96SF7	375	401	0.2607316923076923
Q9GZP1	0	17	0.5097291764705882
Q9UC07	0	18	0.3652976111111111
Q9UC07	153	206	0.37721777358490566
Q9UC07	234	462	0.4721651754385965
A6NHN0	91	111	0.43431699999999995
A8MWA4	107	242	0.40316953333333333
O95967	25	345	0.5725947125
O95970	36	60	0.3787583333333333
Q2M1V0	0	29	0.35042482758620686
Q5HYA8	49	166	0.43537121367521364
Q8N9H8	772	798	0.326141
Q8TA86	97	118	0.24023295238095238
Q8WXH5	176	214	0.2599254736842105
Q8WXI3	231	269	0.3146742105263158
Q99075	119	151	0.33575646875
Q99814	195	213	0.33370099999999997
Q9BRG2	269	297	0.30382453571428575
Q9NUC0	163	190	0.30476311111111115
Q9NUC0	338	355	0.2683866470588235
A8MTY0	273	352	0.37278211392405064
E9PIF3	343	364	0.3384548095238095
P14652	234	255	0.29326266666666667
P53667	7	29	0.4391874090909091
Q02930	7	32	0.2539184
Q05215	113	134	0.30664838095238095
Q05215	162	179	0.23409341176470588
Q05215	458	527	0.3543308115942029
Q15776	313	364	0.3104346274509804
Q4FZB7	313	333	0.36424905
Q6IQ21	137	174	0.2849008648648649
Q6IQ21	207	230	0.37638965217391307
Q6IQ21	300	323	0.2617829130434783
Q6IQ21	452	517	0.3409550615384615
Q6IQ21	585	628	0.2692133255813953
Q8N6F7	23	40	0.2694285294117647
Q8WYH8	178	239	0.3678462459016394
Q92974	51	95	0.30448397727272725
Q96CS4	140	331	0.5005087486910995
Q9BXB1	886	908	0.32585095454545454
Q9NR81	484	525	0.2694400243902439
P36888	463	483	0.2584942
Q14973	333	348	0.3855474
Q2T9J0	6	40	0.2243124117647059
Q4VXU2	490	522	0.33672153125
Q5JNZ3	226	291	0.37425533846153847
Q6UXD5	693	714	0.31730119047619043
Q8NDP4	110	159	0.3159544285714286
Q8NDP4	175	200	0.41124963999999997
Q8NDP4	224	398	0.4651700632183908
Q8WTP8	1	23	0.3622715909090909
Q8WTP8	72	119	0.2643476170212766
Q9BRH9	228	281	0.3782422075471698
Q9BRH9	585	633	0.2929133541666667
Q9P2F9	36	146	0.38424724545454547
Q9P2F9	191	275	0.38953203571428574
Q9P2F9	562	581	0.2651165789473684
Q9UBP4	136	279	0.5080541748251748
Q9UMF0	414	452	0.2456058947368421
Q9UMF0	495	530	0.23601511428571428
Q9UMF0	585	617	0.25950778125
Q9UMF0	662	711	0.22462767346938778
O00154	14	63	0.40553448979591833
O94933	362	388	0.28807434615384614
P16415	31	145	0.3311848157894737
P16415	211	513	0.449040738410596
P21580	467	636	0.4389437218934911
P21580	705	789	0.5638279642857142
Q14012	338	364	0.5675643846153846
Q2KHT4	269	293	0.27581695833333336
Q5T7W7	424	501	0.44800058441558444
Q8WUB8	369	497	0.48908797656249997
Q96J02	142	190	0.3016290625
Q96L34	675	702	0.27972714814814814
Q9H336	211	250	0.4755763589743589
Q9NST1	407	445	0.3233800789473684
Q9UHL9	0	22	0.2744753181818182
Q9UHL9	293	314	0.29573390476190475
Q9Y2A4	54	145	0.2527203736263736
Q9Y2A4	216	267	0.3650031568627451
Q9Y2A4	579	664	0.3875424470588235
Q9Y2P0	101	236	0.39662431851851854
A6NNL0	1	68	0.36646368656716416
A8MPS7	283	319	0.21219491666666668
B9A6J9	523	545	0.37794500000000003
O95718	1	21	0.25600765
O95718	59	93	0.3447358235294118
P49019	360	386	0.3035374230769231
Q05209	722	745	0.2803372608695653
Q15697	317	371	0.39012503703703705
Q49AA0	290	371	0.3765005432098765
Q63HK3	754	929	0.45082833714285714
Q63HK3	939	960	0.3188465238095238
Q6KB66	8	43	0.22801788571428572
Q9NUK0	18	76	0.36711003448275864
Q9NUK0	173	238	0.28755192307692307
O43296	44	75	0.2519752580645161
O43296	147	245	0.31694951020408163
O43296	362	378	0.3869105625
O43296	437	497	0.35666249999999994
P36508	156	211	0.2784450181818182
P63132	928	958	0.3792447666666667
Q14392	416	438	0.24155686363636367
Q86XJ1	196	225	0.2711632068965517
Q8NFG4	0	30	0.3368566666666667
Q8NFG4	71	94	0.3121214347826087
Q8TF47	245	324	0.38448813924050634
Q8TF47	441	511	0.3520717857142857
Q8WWF5	394	416	0.4028519090909091
Q9NYD6	30	56	0.28549246153846153
Q9NYD6	88	121	0.2969080909090909
Q9NYT6	186	208	0.28272536363636364
Q9NYT6	243	321	0.3435893205128205
Q9UKS7	103	227	0.38519942741935487
Q9UKS7	489	513	0.33911566666666665
O15354	560	591	0.397284064516129
P55259	37	94	0.31610373684210524
P55259	171	234	0.439747
Q6NUM6	199	219	0.28841134999999996
Q6PJW8	66	101	0.2625120285714286
Q8N184	244	324	0.3888316625
Q8NHG8	150	217	0.3052058208955224
Q9ULT6	268	289	0.2605503809523809
Q9ULT6	316	357	0.33399768292682924
Q9ULT6	520	632	0.33940874107142854
Q9ULT6	699	723	0.5335227083333334
Q9ULT6	768	855	0.31525558620689653
Q9ULT6	870	901	0.35970364516129033
O43829	268	319	0.2992405294117647
O76011	0	57	0.5088260701754386
O76011	351	393	0.6600011666666666
O95377	217	239	0.3863607727272727
P00749	18	39	0.4947006666666667
P00749	144	172	0.3136231785714286
P01859	72	118	0.3398667173913043
P0CB33	107	255	0.3837830675675676
P16109	120	349	0.434964672489083
P16109	430	464	0.46027829411764704
P16109	492	667	0.47995823428571427
P50461	0	171	0.3887956023391813
Q02223	123	145	0.36415163636363634
Q7Z419	5	49	0.35970161363636366
Q7Z419	61	91	0.47208046666666664
Q7Z419	231	249	0.3560486666666667
Q7Z419	286	302	0.5908009375
Q8N4T4	0	19	0.34216678947368423
Q8NBP0	62	111	0.30191648979591834
Q8NDY6	190	224	0.3900261176470588
Q8TAX0	194	250	0.35258617857142854
Q96IR2	234	369	0.43354721481481484
Q96IR2	626	705	0.43682988607594936
Q9BRN9	57	90	0.43966660606060604
Q9BRN9	130	164	0.4502230294117647
Q9UKP6	343	371	0.24094553571428573
Q9UKZ9	290	310	0.27926195
P51172	25	99	0.325638472972973
P51172	155	182	0.2608148518518519
Q14153	293	329	0.3534911388888889
Q14153	358	417	0.36168977966101695
Q5EBN2	175	197	0.2935404545454545
Q6ZVW7	453	472	0.2835908421052632
Q8N3F8	106	134	0.2783255
Q8N972	93	154	0.3128913442622951
Q8TD17	334	415	0.4073328148148148
Q8TF39	381	540	0.40197327672955974
Q96AP4	0	16	0.392755375
Q96AP4	72	104	0.29040009375
Q96AP4	145	211	0.30471763636363636
Q96IZ6	122	152	0.222414
Q9BXJ4	19	52	0.3948058484848485
P51786	153	400	0.4053675182186235
P60880	77	99	0.3096385909090909
Q13639	349	381	0.25721015625
Q5K4E3	478	504	0.27525957692307695
Q6ZN18	252	280	0.3781958214285714
Q6ZN18	319	344	0.2681606
Q8IVP9	45	101	0.3055161607142857
Q8IVP9	147	244	0.39772726804123715
Q8IVP9	259	310	0.4014154117647059
Q8IVP9	343	392	0.4177999183673469
Q8N4L4	6	24	0.26464638888888886
Q9BQ16	79	163	0.3660950476190476
Q9H0B8	205	243	0.49405826315789475
Q9H4E5	0	26	0.48666088461538465
Q9H4E5	197	213	0.40272874999999997
Q9NXT0	53	111	0.2650406896551724
Q9NXT0	141	192	0.36914276470588236
Q9Y253	549	587	0.22798934210526317
A6NP11	107	280	0.3711773699421965
P35354	17	37	0.45594225
Q04741	0	15	0.27593886666666667
Q12829	259	277	0.3397763888888889
Q14533	0	33	0.49974833333333335
Q14533	407	504	0.5123880618556701
Q8IVW8	0	15	0.42067293333333333
Q8IVW8	28	49	0.3178235714285714
Q8IWY4	18	506	0.6183795020491804
Q8IWY4	554	578	0.35428566666666667
Q8IWY4	606	807	0.5757897910447761
Q8N4L8	241	269	0.4176755714285715
Q96GY0	289	314	0.3744896
Q96M89	136	169	0.25588339393939397
Q9HDB9	534	604	0.3185055857142857
O14960	23	59	0.27848119444444447
O15270	0	27	0.42988174074074076
P58549	52	75	0.3167395217391304
P98182	246	294	0.32431647916666667
Q86U44	265	305	0.260461075
Q92886	0	17	0.27530470588235295
Q96QS1	230	270	0.426041075
Q96QS1	289	319	0.3133452333333333
Q9BUG6	347	454	0.40122071962616823
Q9NTX7	0	44	0.3919526818181818
Q9P0K1	432	596	0.5865980487804878
Q9P0K1	624	668	0.35365165909090907
B3KNS4	0	21	0.370484
D6R901	34	61	0.27380229629629627
O00144	185	210	0.31735576
O00144	552	576	0.22516625
O95202	1	74	0.2936707397260274
O95985	684	783	0.471498303030303
P0DPA2	313	341	0.29913753571428575
P0DPA2	354	413	0.42322076271186443
P51685	325	345	0.3019364
Q03405	87	310	0.5043466636771301
Q499Z3	391	406	0.33239853333333336
Q86UC2	26	96	0.2990964857142857
Q86V35	163	181	0.30181505555555554
Q8IW36	140	327	0.4689889786096257
Q8IW36	455	514	0.35084916949152545
Q9BSG1	164	215	0.34675947058823525
Q9H3Y0	217	240	0.45851521739130435
Q9HAZ1	38	63	0.26896876
A0AAG2SVG9	0	49	0.4401036734693878
P31391	356	375	0.4425456315789474
P52747	228	283	0.2922568545454546
P61225	166	182	0.32053425
Q1MX18	19	39	0.30806425000000004
Q92782	80	150	0.21480817142857142
Q92782	186	209	0.31150056521739133
Q92782	260	372	0.4824517232142857
Q9UKQ2	397	657	0.5567114538461538
A0A140TA62	42	99	0.49857401754385966
A0A140TA62	393	435	0.6600011666666666
P17735	435	453	0.5210748333333333
P49711	257	336	0.36185377215189873
P49711	486	579	0.36716306451612907
Q07011	16	174	0.6219787784810127
Q07011	230	254	0.34133858333333333
Q08629	75	205	0.41125667692307694
Q08629	301	322	0.33602466666666664
Q2VPK5	492	512	0.267638
Q49AM3	10	38	0.25215635714285717
Q8TDD2	259	310	0.38684296078431374
Q96RE9	258	311	0.34712964150943393
Q96SD1	425	453	0.30880114285714283
Q9UEG4	141	223	0.3749716585365854
Q9UEG4	560	583	0.3154821739130435
Q9UEG4	759	782	0.27918934782608695
Q9UEG4	833	868	0.3078729428571429
Q9Y2K1	113	133	0.36155935
Q9Y2K1	415	479	0.31234179687499997
Q9Y2K1	521	587	0.36787363636363635
Q9Y2K1	597	648	0.3645584117647059
A1YPR0	355	406	0.2647838823529412
P51504	12	91	0.3385894683544304
P51504	178	197	0.49365200000000004
P51504	236	256	0.27062535
P53801	33	59	0.5479695384615385
P53801	115	130	0.5772407333333334
Q13651	441	475	0.22729070588235295
Q16665	197	233	0.2600121388888889
Q63ZY6	264	284	0.3075574
Q8NCK3	149	200	0.32760466666666666
Q96AG4	125	149	0.2914709166666667
Q96H86	152	217	0.32013956923076925
Q96MC5	184	203	0.2848065789473684
Q9BWM5	193	396	0.45710219704433497
O14490	5	29	0.30659858333333334
O14490	248	268	0.27595785
O60671	265	281	0.3559004375
O76009	0	57	0.5469025263157895
O76009	352	403	0.5333450980392156
P10826	0	17	0.31325488235294113
P10826	39	62	0.3098691304347826
P22792	470	494	0.251143875
P26842	17	151	0.5738335597014925
P26842	221	245	0.2585527083333333
P43489	0	170	0.6008159352941177
Q13106	124	175	0.31868219607843135
Q15375	223	337	0.4090003859649123
Q53EL9	759	780	0.3130237142857143
Q6UXV0	17	66	0.4383469183673469
Q8IXT2	1	21	0.3025106
Q8WWZ3	46	73	0.2956923703703704
Q8WWZ3	85	114	0.4149246206896552
Q9P2V4	23	38	0.2887677333333334
Q9UK53	345	408	0.3849156507936508
Q9UPG8	29	84	0.33330316363636364
Q9UPG8	182	205	0.3823453913043478
Q9Y228	24	51	0.28497433333333333
P00740	53	187	0.42771566417910445
P16473	18	40	0.3665825454545455
P49798	23	51	0.22830971428571425
P49798	179	204	0.30079684
Q15935	97	201	0.5267499903846153
Q52LR7	394	455	0.2381998524590164
Q96A83	113	142	0.45824627586206895
Q96NA8	18	65	0.3501495531914893
Q9C0F3	129	180	0.32442384313725486
Q9GZW5	168	189	0.297146380952381
Q9NZU5	17	67	0.39515389999999995
Q9NZU5	232	255	0.3266241739130435
Q9NZU5	296	316	0.44440915
