Accession_number	Region	Domain
Q5SWA1	[235, 271]	eIF2-alpha phosphatase phosphorylation constitutive repressor
Q7Z3Y7	[71, 102]	Intermediate filament protein
Q8N365	[269, 291]	Circadian-associated transcriptional repressor
Q8N9T8	[515, 542]	KRI1-like family C-terminal
Q8NA69	[230, 303]	Stabilizer of axonemal microtubules 5
Q92750	[338, 355]	NHR1 homology to TAF
Q9BYU1	[78, 100]	PBC domain
Q9H5V9	[79, 100]	STEEP1 domain
Q9H706	[183, 227]	Cell-cycle sustaining, positive selection,
Q9NRR6	[551, 581]	Endonuclease/Exonuclease/phosphatase family 2
Q9NYB5	[142, 173]	Organic Anion Transporter Polypeptide (OATP) family
Q9P2G4	[169, 184]	Microtubule associated protein 10, N-terminal domain
Q9Y240	[288, 322]	Lectin C-type domain
A8MYP8	[164, 207]	Sperm-tail PG-rich repeat
O60861	[178, 219]	Unstructured linker region between on GAS7 protein
Q01082	[587, 616]	Spectrin repeat
Q04721	[1616, 1651]	NOTCH protein
Q13751	[19, 88]	Laminin N-terminal (Domain VI)
Q2KHT3	[872, 889]	CLEC16A C-terminal
Q3T906	[445, 492]	LNR domain
Q4VC12	[113, 143]	MYND finger
Q5T5U3	[979, 1003]	PH domain
Q5VTR2	[909, 974]	Zinc finger, C3HC4 type (RING finger)
Q5W5W9	[129, 174]	RESP18 domain
Q6ZN04	[61, 99]	KH domain
Q8IUL8	[307, 330]	Immunoglobulin domain
Q92817	[420, 444]	SH3 domain
Q96FZ2	[81, 103]	SOS response associated peptidase (SRAP)
Q96JY6	[282, 345]	LIM domain
Q96Q05	[972, 988]	Trs120/TRAPPC9, third Ig-like domain
Q9BXR6	[198, 242]	Sushi repeat (SCR repeat)
Q9BXX0	[101, 121]	EMI domain
Q9NRM6	[247, 285]	IL17RD, second fnIII domain
O15072	[337, 384]	Reprolysin (M12B) family zinc metalloprotease
O75150	[941, 1000]	Zinc finger, C3HC4 type (RING finger)
P08048	[200, 246]	Zfx/Zfy transcription activation region
P08069	[166, 350]	Furin-like cysteine rich region
P0C6A0	[207, 272]	GATA zinc finger
P49327	[627, 652]	Acyl transferase domain
P50549	[277, 327]	PEA3 subfamily ETS-domain transcription factor N terminal domain
Q13424	[210, 241]	PH domain
Q16563	[50, 76]	Membrane-associating domain
Q6NUQ4	[451, 485]	TMEM214, C-terminal, caspase 4 activator
Q8IZN3	[161, 213]	DHHC palmitoyltransferase
Q8NHK3	[126, 197]	Immunoglobulin domain
Q8NHX4	[109, 141]	Spermatogenesis-associated protein 3 family
Q8WWQ0	[1374, 1394]	Bromodomain
Q9NYF0	[177, 299]	Dapper
Q9NYJ8	[16, 77]	CUE domain
Q9P0W8	[32, 49]	Spermatogenesis-associated protein 7, or HSD3
Q9Y490	[688, 739]	Talin IBS2B domain
A0A1W2PRS3	[110, 184]	Immunoglobulin domain
O43422	[7, 111]	THAP domain
O75970	[1608, 1630]	Unstructured region 10 on multiple PDZ protein
O94953	[739, 806]	PHD-finger
O95838	[140, 163]	Hormone receptor domain
P00441	[43, 58]	Copper/zinc superoxide dismutase (SODC)
P04731	[0, 59]	Metallothionein
P05026	[119, 146]	Sodium / potassium ATPase beta chain
P06748	[6, 33]	Nucleoplasmin/nucleophosmin domain
P13196	[261, 286]	Aminotransferase class I and II
P21246	[42, 142]	PTN/MK heparin-binding protein family, N-terminal domain
P27701	[165, 201]	Tetraspanin family
P37173	[37, 79]	Transforming growth factor beta receptor 2 ectodomain
P43405	[79, 98]	SH2 domain
P54136	[91, 127]	Arginyl tRNA synthetase N terminal domain
P61968	[14, 31]	LIM domain
P98153	[25, 67]	Low-density lipoprotein receptor domain class A
Q16651	[152, 181]	Trypsin
Q5M775	[952, 998]	Calponin homology (CH) domain
Q7Z3K3	[740, 812]	POGZ-like double zinc finger
Q86YJ5	[99, 155]	RING-variant domain
Q8WTV1	[26, 86]	THAP domain
Q9BTE0	[64, 80]	Acetyltransferase (GNAT) domain
Q9HA65	[87, 122]	Rab-binding domain (RBD)
Q9HCI7	[46, 89]	zinc RING finger of MSL2
Q9NY28	[554, 570]	Ricin-type beta-trefoil lectin domain
Q9Y337	[153, 282]	Trypsin
Q9Y5E1	[742, 758]	Cadherin cytoplasmic C-terminal
Q9Y6X9	[505, 534]	CW-type Zinc Finger
O15391	[338, 368]	Zinc finger, C2H2 type
O60308	[739, 877]	Centrosomal protein CEP104, ZnF
O75081	[544, 595]	MYND finger
P09936	[172, 220]	Ubiquitin carboxyl-terminal hydrolase, family 1
P13688	[281, 347]	Immunoglobulin domain
P17213	[152, 170]	LBP / BPI / CETP family, N-terminal domain
P19544	[206, 303]	Wilm's tumour protein
Q0VAF6	[25, 112]	Syncollin
Q13433	[527, 556]	ZIP Zinc transporter
Q15796	[60, 87]	MH1 domain
Q5EE01	[51, 77]	CENP-W protein
Q5KU26	[688, 741]	Lectin C-type domain
Q5SZK8	[110, 142]	Frem protein N-terminal domain
Q6P3W2	[106, 138]	CSL zinc finger
Q8IXK2	[541, 580]	Ricin-type beta-trefoil lectin domain
Q969G2	[54, 96]	LIM domain
Q99616	[26, 52]	Small cytokines (intecrine/chemokine), interleukin-8 like
Q9BUL5	[331, 391]	PHD-finger
Q9BYN7	[39, 78]	C2H2-type zinc finger
Q9H3J6	[65, 81]	RF-1 domain
Q9H3T3	[362, 388]	Sema domain
Q9NX77	[310, 334]	Retroviral envelope protein
Q9NYP3	[181, 205]	Protein downstream neighbor of Son
Q9NZF1	[21, 106]	PLAC8 family
Q9UJW0	[4, 139]	Dynactin p62 family
Q9UPW0	[134, 154]	Forkhead domain
Q9Y225	[64, 94]	Ring finger domain
Q9Y2W6	[126, 170]	KH domain
A2AJT9	[598, 626]	THRAP3/BCLAF1 family
A2RUH7	[327, 353]	Immunoglobulin I-set domain
A4FU01	[604, 633]	Myotubularin-associated protein
A5YKK6	[624, 653]	CCR4-NOT transcription complex subunit 1 HEAT repeat
O94886	[368, 397]	Cytosolic domain of 10TM putative phosphate transporter
P01717	[85, 111]	Immunoglobulin V-set domain
P01877	[10, 48]	Immunoglobulin C1-set domain
P07585	[29, 78]	Leucine rich repeat N-terminal domain
P20151	[197, 223]	Trypsin
P49747	[502, 524]	Thrombospondin type 3 repeat
P57727	[81, 105]	Low-density lipoprotein receptor domain class A
P98161	[145, 276]	WSC domain
Q14D33	[88, 105]	Zinc-binding domain
Q15746	[1156, 1183]	Immunoglobulin I-set domain
Q2M3G4	[539, 559]	Apx/Shroom domain ASD2
Q5JSP0	[537, 587]	FYVE zinc finger
Q6P9F7	[53, 72]	Pannexin-like TM region of LRRC8
Q7L622	[75, 105]	PHD-like zinc-binding domain
Q8N3T1	[500, 575]	Ricin-type beta-trefoil lectin domain
Q8NEZ3	[1237, 1326]	IFT121, second zinc finger domain
Q8TDM5	[14, 106]	u-PAR/Ly-6 domain
Q969F9	[240, 275]	Hermansky-Pudlak syndrome 3 protein, N-terminal
Q9BWV1	[375, 409]	Immunoglobulin I-set domain
Q9BYX2	[80, 112]	PH domain
Q9P278	[146, 162]	Folliculin-interacting protein N-terminus
Q9UPR6	[266, 290]	Zinc-finger of C2H2 type
Q9Y466	[4, 98]	Double treble clef zinc finger, C4 type
A0PJX4	[38, 77]	Shisa, N-terminal domain
O14525	[247, 266]	Astrotactin 1/2 N-terminal
O60337	[0, 63]	RING-variant domain
O60635	[142, 207]	Tetraspanin family
O94782	[426, 456]	Ubiquitin carboxyl-terminal hydrolase
O95521	[445, 473]	PRAME C-terminal domain
P01876	[1, 44]	Immunoglobulin C1-set domain
P05452	[91, 111]	Lectin C-type domain
P23458	[885, 904]	Protein tyrosine and serine/threonine kinase
P59044	[286, 306]	NACHT domain
P62877	[36, 83]	RING-H2 zinc finger domain
Q08AD1	[1355, 1384]	Microtubule-binding calmodulin-regulated spectrin-associated
Q0VDD8	[3442, 3460]	Dynein heavy chain C-terminal domain
Q14995	[91, 204]	Double treble clef zinc finger, C4 type
Q29RF7	[1062, 1132]	Sister chromatid cohesion protein PDS5 protein
Q5VUE5	[104, 144]	Family of unknown function (DUF5522)
Q6ZNE5	[15, 76]	Vacuolar sorting 38 and autophagy-related subunit 14
Q86XN8	[173, 196]	KH domain
Q86XW9	[157, 172]	Nucleoside diphosphate kinase
Q96RE7	[412, 432]	BEN domain
Q9NZK7	[63, 88]	Phospholipase A2
Q9P021	[45, 100]	Microtubule-associated protein CRIPT
Q9ULD6	[615, 630]	Intu longin-like domain 2
A8K0R7	[692, 765]	Domain of unknown function (DUF4764)
O60333	[12, 43]	Kinesin motor domain
O75962	[1650, 1732]	SH3 domain
O94776	[354, 406]	GATA zinc finger
O95567	[10, 43]	Domain of unknown function (DUF4662)
P00751	[592, 703]	Trypsin
P58004	[301, 336]	PA26 p53-induced protein (sestrin)
Q13574	[661, 720]	Diacylglycerol kinase iota-like domain
Q6ZSB9	[109, 129]	BTB/POZ domain
Q709F0	[503, 525]	Acyl-CoA dehydrogenase, middle domain
Q7Z6V5	[18, 54]	Cytidine and deoxycytidylate deaminase zinc-binding region
Q92502	[975, 990]	START domain
Q96HA4	[50, 114]	Domain of unknown function (DUF4501)
Q96K83	[44, 65]	C2H2-type zinc finger
Q96NY8	[101, 134]	Immunoglobulin V-set domain
Q9GZS1	[99, 173]	A49-like RNA polymerase I associated factor
Q9NRX4	[59, 89]	Janus/Ocnus family (Ocnus)
Q9NUS5	[7, 45]	AP-5 complex subunit sigma-1
Q9Y2L9	[620, 678]	Calponin homology (CH) domain
O75914	[78, 95]	P21-Rho-binding domain
O95158	[234, 277]	Neurexophilin
P06213	[169, 363]	Furin-like cysteine rich region
P08962	[144, 187]	Tetraspanin family
P0DV60	[37, 94]	Late cornified envelope
P48200	[104, 146]	Aconitase family (aconitate hydratase)
P54107	[77, 102]	Cysteine-rich secretory protein family
Q12951	[176, 210]	Forkhead domain
Q13370	[764, 792]	3'5'-cyclic nucleotide phosphodiesterase
Q149N8	[652, 687]	SNF2-related domain
Q49AG3	[99, 159]	BED zinc finger
Q5T4S7	[353, 368]	E3 ubiquitin-protein ligase UBR4 N-terminal
Q8IWV8	[86, 177]	Putative zinc finger in N-recognin (UBR box)
Q8TE56	[109, 128]	Reprolysin family propeptide
Q92622	[487, 527]	Rubicon, PI3K-binding domain
Q99558	[601, 636]	Protein kinase domain
Q9BWT1	[249, 344]	Zinc-finger domain of monoamine-oxidase A repressor R1
Q9NWW7	[10, 51]	Putative treble-clef, zinc-finger, Zn-binding
Q9ULW2	[79, 148]	Fz domain
A0A087WWS6	[22, 39]	Interferon alpha/beta domain
O43497	[247, 335]	Ion transport protein
P21854	[327, 358]	Lectin C-type domain
P56199	[1018, 1064]	Integrin alpha Ig-like domain 3
P60507	[288, 317]	ENV polyprotein (coat polyprotein)
P62079	[162, 207]	Tetraspanin family
Q05469	[782, 804]	alpha/beta hydrolase fold
Q14954	[170, 202]	Immunoglobulin domain
Q14956	[426, 450]	PKAT, KLD domain
Q3MJ16	[180, 332]	Cytosolic phospholipases A2 C2-domain
Q68EM7	[39, 70]	BAR domain
Q8IV04	[75, 130]	Rab-GTPase-TBC domain
Q8NF91	[7945, 7978]	Spectrin repeat
Q8NFP4	[740, 778]	MAM domain, meprin/A5/mu
Q96AQ9	[123, 146]	Putative cell signalling
Q96Q91	[559, 594]	HCO3- transporter integral membrane domain
Q9BS91	[186, 216]	Nucleotide-sugar transporter
Q9BUE6	[109, 128]	Iron-sulphur cluster biosynthesis
Q9C0E4	[483, 503]	PDZ domain
Q9UKQ9	[176, 238]	Trypsin
Q9UNE7	[175, 208]	CHIP N-terminal tetratricopeptide repeat domain
A0A1B0GXF2	[94, 114]	Immunoglobulin V-set domain
O60683	[264, 323]	Ring finger domain
P02452	[32, 93]	von Willebrand factor type C domain
P07202	[238, 339]	Animal haem peroxidase
P08842	[556, 582]	C-terminal region of aryl-sulfatase
P0DP57	[12, 96]	u-PAR/Ly-6 domain
P0DTE7	[143, 173]	Alpha amylase, catalytic domain
P10646	[84, 104]	Kunitz/Bovine pancreatic trypsin inhibitor domain
P13637	[25, 65]	Cation transporter/ATPase, N-terminus
P20645	[175, 191]	Mannose-6-phosphate receptor
P26640	[1079, 1100]	Anticodon-binding domain of tRNA ligase
P41587	[10, 114]	Hormone receptor domain
P61587	[158, 205]	Ras family
Q30KQ5	[29, 81]	Beta defensin
Q3LI83	[10, 206]	PMG protein
Q8NA70	[29, 106]	FAM47 family
Q8TDB6	[151, 179]	DTX3L, alpha/beta domain
Q8TDI0	[336, 389]	PHD-finger
Q8TE49	[882, 920]	A20-like zinc finger
Q8TER5	[1076, 1107]	RhoGEF domain
Q96T92	[418, 451]	Zinc finger, C2H2 type
Q99469	[365, 386]	Variant SH3 domain
Q9BQI3	[470, 503]	Protein kinase domain
Q9GZS9	[153, 180]	Sulfotransferase domain
Q9H756	[345, 369]	Leucine-rich repeat family 19 TM domain
Q9NUL5	[110, 190]	Uncharacterised protein UPF0515
Q9UHF4	[222, 238]	Interferon-alpha/beta receptor, fibronectin type III
Q9UN71	[720, 802]	Cadherin cytoplasmic C-terminal
Q9UQ26	[118, 186]	RIM2-alpha zinc finger
A0A075B6J9	[27, 45]	Immunoglobulin V-set domain
B2RPK0	[7, 49]	HMG-box domain
O43903	[88, 150]	Calponin homology (CH) domain
O95754	[509, 527]	Plexin repeat
P01588	[50, 69]	Erythropoietin/thrombopoietin
P25800	[16, 33]	LIM domain
P51449	[22, 110]	Double treble clef zinc finger, C4 type
Q16620	[9, 52]	Leucine rich repeat N-terminal domain
Q4VC44	[144, 165]	FLYWCH zinc finger domain
Q5JZY3	[357, 412]	Fibronectin type III domain
Q6QN14	[79, 131]	Ubiquitin carboxyl-terminal hydrolase
Q96I15	[380, 399]	Aminotransferase class-V
Q9BXU3	[375, 408]	Putative testis-expressed protein 13C, zinc finger domain
Q9HAI6	[0, 19]	TLR adaptor interacting with SLC15A4 on the lysosome
Q9HBG6	[1223, 1240]	IFT122, C-terminal zinc ribbon domain
Q9HBM6	[83, 122]	Transcription initiation factor IID, 31kD subunit
Q9UBU2	[71, 138]	Dickkopf N-terminal cysteine-rich region
Q9UPV7	[121, 189]	KIAA1045 RING finger
O94759	[1319, 1342]	NUDT9-like, N-terminal domain
O95460	[562, 613]	Trimeric coiled-coil oligomerisation domain of matrilin
O95786	[796, 817]	C-terminal domain of RIG-I
P12645	[391, 410]	Transforming growth factor beta like domain
P32320	[4, 34]	Cytidine and deoxycytidylate deaminase zinc-binding region
P81133	[426, 470]	Single-minded protein C-terminus
Q2MV58	[67, 106]	N-terminal domain of DUF1619
Q5H9J9	[250, 266]	T-complex protein 11
Q92985	[310, 331]	Interferon-regulatory factor 3
Q96ME7	[157, 211]	Zinc finger protein 512, C2HC zinc finger
Q96P53	[311, 334]	FYVE zinc finger
Q9NP77	[11, 37]	Ssu72-like protein
A4GXA9	[95, 134]	ERCC4 domain
A6NNW6	[265, 284]	Enolase, C-terminal TIM barrel domain
O60678	[41, 75]	Protein arginine N-methyltransferase 3, C2H2 zinc finger
P09486	[67, 151]	Kazal-type serine protease inhibitor domain
P35247	[256, 303]	Lectin C-type domain
P63128	[657, 679]	dUTPase
Q10471	[551, 570]	Ricin-type beta-trefoil lectin domain
Q14159	[313, 332]	Domain of unknown function (DUF4502)
Q4G0T1	[198, 243]	Scavenger receptor cysteine-rich domain
Q4KMQ2	[332, 349]	Calcium-activated chloride channel
Q68D85	[210, 246]	Immunoglobulin C1-set domain
Q6GMV2	[84, 145]	SET domain
Q7Z5P9	[1476, 1506]	C8 domain
Q8N690	[14, 73]	Big defensin
Q969Q1	[49, 79]	RING-type zinc-finger
Q96BD5	[480, 550]	PHD-finger
Q96L96	[1530, 1553]	Alpha-kinase family
Q99575	[656, 671]	POPLD (NUC188) domain
Q9BQB4	[72, 181]	Sclerostin (SOST)
Q9H7Y0	[319, 343]	Protein-kinase domain of FAM69
Q9NRD8	[1511, 1537]	Ferric reductase NAD binding domain
Q9NVP4	[692, 719]	Ankyrin repeats (3 copies)
Q9P0V3	[357, 375]	ZU5 domain
Q9UBG7	[46, 158]	LAG1, DNA binding
Q9UK23	[95, 176]	Phosphodiester glycosidase
A0A0B4J1U7	[32, 53]	Immunoglobulin V-set domain
C9J798	[137, 157]	C2 domain
C9JLR9	[257, 315]	Spin-doc/GT2D2, zinc finger domain
O15123	[418, 435]	Fibrinogen beta and gamma chains, C-terminal globular domain
P13236	[26, 57]	Small cytokines (intecrine/chemokine), interleukin-8 like
P43353	[396, 413]	Aldehyde dehydrogenase family
P63215	[15, 74]	GGL domain
Q3LHN2	[0, 51]	Keratin-associated matrix
Q6ZN16	[79, 102]	Deoxyribohydrolase (DRHyd) domain of the ASK signalosome
Q6ZNC4	[380, 411]	Zinc finger protein 704 C-terminal domain
Q7Z333	[2026, 2059]	AAA domain
Q86UT8	[0, 23]	Coiled coil protein 84
Q96JH8	[283, 317]	FHA domain
Q96SW2	[180, 222]	ATP-dependent protease La (LON) substrate-binding domain
Q9BTZ2	[246, 277]	Enoyl-(Acyl carrier protein) reductase
Q9NVU0	[57, 89]	RPC5 protein
Q9NW64	[68, 87]	STL11, N-terminal
Q9NZ20	[154, 197]	Phospholipase A2
Q9UJ41	[6, 46]	A20-like zinc finger
Q9Y6P5	[218, 291]	PA26 p53-induced protein (sestrin)
A0AAG2SUX2	[301, 324]	Olduvai domain
O00442	[12, 66]	RNA 3'-terminal phosphate cyclase
O15496	[57, 164]	Phospholipase A2
O60687	[260, 325]	Sushi repeat (SCR repeat)
P01031	[690, 734]	Anaphylotoxin-like domain
P01889	[106, 139]	Class I Histocompatibility antigen, domains alpha 1 and 2
P20393	[144, 224]	Double treble clef zinc finger, C4 type
P42166	[668, 693]	Lamina-associated polypeptide 2 alpha
P46019	[709, 725]	Glycosyl hydrolases family 15
P98170	[468, 484]	Zinc finger, C3HC4 type (RING finger)
Q5DID0	[505, 552]	Calcium-binding EGF domain
Q6ZRP0	[111, 137]	Protein of unknown function (DUF2476)
Q7Z794	[32, 47]	Keratin type II head
Q8IX06	[312, 328]	ElonginA binding-protein 1
Q8IZP2	[152, 189]	Tetratricopeptide repeat
Q8N370	[276, 304]	Major Facilitator Superfamily
Q8N680	[241, 279]	Zinc finger, C2H2 type
Q8N865	[105, 212]	Sperm-associated microtubule inner protein 4
Q8WXD5	[132, 154]	Gemin6 C-terminal domain
Q96AY2	[282, 310]	ERCC4 domain
Q96FA3	[323, 341]	Pellino, RING domain
Q96SA4	[352, 385]	Serine incorporator (Serinc)
Q9C0K7	[336, 362]	Protein kinase domain
Q9P0L0	[90, 134]	MSP (Major sperm protein) domain
A0A0J9YX75	[92, 110]	Immunoglobulin V-set domain
O14981	[894, 946]	Domain of unknown function (DUF3535)
O43150	[320, 379]	PH domain
O43790	[58, 111]	Keratin type II head
P08118	[10, 113]	Beta-microseminoprotein (PSP-94)
P12755	[80, 117]	SKI/SNO/DAC Dachshund homology domain
P27635	[15, 39]	Ribosomal protein L16p/L10e
P60022	[28, 67]	Beta defensin
Q07627	[4, 92]	Keratin, high sulfur B2 protein
Q13698	[229, 271]	Ion transport protein
Q2LD37	[305, 325]	BLTP1-like family N-terminal region
Q569H4	[203, 233]	Domain of unknown function (DUF4589)
Q96CX2	[292, 311]	KCTD8/12/16 H1 domain
Q9GZP1	[15, 42]	Neurensin/Transmembrane protein 74
Q9Y3B2	[0, 40]	Exosome complex exonuclease RRP4 N-terminal region
Q9Y5E7	[728, 771]	Cadherin cytoplasmic C-terminal
Q9Y6F8	[24, 70]	Chromo (CHRromatin Organisation MOdifier) domain
O15392	[0, 91]	Inhibitor of Apoptosis domain
O43716	[76, 124]	Glu-tRNAGln amidotransferase C subunit
O95967	[36, 91]	Calcium-binding EGF domain
P07315	[11, 33]	Beta/Gamma crystallin
P15882	[238, 260]	Phorbol esters/diacylglycerol binding domain (C1 domain)
P23409	[81, 101]	Myogenic Basic domain
P48065	[164, 185]	Sodium:neurotransmitter symporter family
P49736	[329, 363]	MCM OB domain
P49788	[114, 153]	Latexin
Q2TB90	[691, 738]	Hexokinase
Q7L591	[289, 313]	PTB domain (IRS-1 type)
Q7L8C5	[173, 210]	C2 domain
Q8N468	[255, 297]	Major Facilitator Superfamily
Q8N9H8	[681, 702]	Mut7-C RNAse domain
Q96EK4	[0, 79]	THAP domain
Q96EY5	[22, 47]	MABP domain
Q96PX1	[266, 330]	Zinc finger, C3HC4 type (RING finger)
Q96QI5	[283, 309]	Sulfotransferase domain
Q99750	[164, 245]	MyoD family inhibitor
Q99814	[850, 869]	HIF-1 alpha C terminal transactivation domain
Q9UPN9	[881, 917]	PHD-finger
P23945	[17, 41]	Leucine rich repeat N-terminal domain
P52943	[0, 82]	LIM domain
P53667	[215, 232]	PDZ domain
P55895	[407, 425]	RAG2 PHD domain
Q5JRV8	[152, 200]	FAM70 protein
Q5VXH4	[447, 475]	PRAME C-terminal domain
Q8IZX4	[38, 63]	TATA box-binding protein binding
Q8N5W8	[47, 93]	FAM24 family
Q8N6F7	[73, 106]	Germinal center-associated lymphoma
Q8NHH9	[387, 413]	Guanylate-binding protein, C-terminal domain
Q8TF27	[324, 361]	Putative GTPase activating protein for Arf
Q969W1	[145, 183]	DHHC palmitoyltransferase
Q96PB8	[31, 55]	Leucine rich repeat N-terminal domain
Q96QA6	[6, 36]	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
Q96T60	[424, 450]	AAA domain
Q9BXB1	[29, 51]	Leucine rich repeat N-terminal domain
Q9NR81	[417, 438]	SOS1/NGEF-like PH domain
Q9NTG7	[262, 289]	Sir2 family
Q9P2R6	[93, 174]	BAH domain
Q9UBV2	[119, 167]	Fibronectin type II domain
Q9Y4E8	[269, 325]	Ubiquitin carboxyl-terminal hydrolase
O75151	[0, 64]	PHD-finger
P01106	[92, 116]	Myc amino-terminal region
P11215	[846, 868]	Integrin alpha Ig-like domain 2
P11474	[70, 150]	Double treble clef zinc finger, C4 type
P12955	[236, 261]	Metallopeptidase family M24
P14410	[60, 79]	Trefoil (P-type) domain
P35499	[1000, 1019]	Sodium ion transport-associated
P48357	[180, 200]	Obesity receptor immunoglobulin like domain
P55198	[0, 71]	PHD-finger
Q04844	[412, 438]	Neurotransmitter-gated ion-channel transmembrane region
Q17R31	[0, 21]	TatD related DNase
Q6P3W6	[644, 672]	Olduvai domain
Q6UX46	[109, 151]	ALK and LTK ligand 1/2
Q6UXD5	[455, 545]	Sushi repeat (SCR repeat)
Q86YT6	[952, 1005]	Zinc finger, C3HC4 type (RING finger)
Q8IZF3	[43, 116]	ADGRF2P-like, N-terminal domain
Q8NDH2	[2282, 2331]	Coiled-coil domain-containing protein 168
Q8WTP8	[105, 131]	Exonuclease
Q99518	[17, 42]	Flavin-binding monooxygenase-like
Q9UMF0	[279, 304]	ICAM-1/3/5, D2 domain
Q9UPQ4	[15, 75]	RING-type zinc-finger
A6NI56	[460, 488]	Coiled-coil domain-containing protein 154
P12107	[1592, 1636]	Fibrillar collagen C-terminal domain
P21580	[759, 789]	A20-like zinc finger
P43235	[133, 233]	Papain family cysteine protease
P62068	[160, 244]	Ubiquitin carboxyl-terminal hydrolase
Q01118	[910, 940]	Sodium ion transport-associated
Q16610	[179, 409]	Extracellular matrix protein 1 (ECM1)
Q2KHT4	[112, 144]	GSG1-like protein
Q5T7B8	[493, 554]	Kinesin motor domain
Q5T7W7	[421, 494]	Rhodanase C-terminal
Q6P387	[28, 115]	Protein of unknown function (DUF4529)
Q8N5H3	[116, 137]	Leucine rich adaptor protein
Q8NCW0	[31, 78]	Kringle domain
Q8TBK6	[20, 74]	Zinc knuckle
Q96EL1	[161, 201]	FAM212 family
Q96IV0	[251, 305]	Transglutaminase-like superfamily
Q96M83	[98, 135]	Spermatogenesis family BioT2
Q99704	[13, 42]	PH domain
Q9BZZ2	[474, 510]	Immunoglobulin I-set domain
Q9H336	[285, 322]	LCCL domain
Q9NUL7	[137, 167]	DEAD/DEAH box helicase
Q9NYG5	[11, 60]	Anaphase-promoting complex subunit 11 RING-H2 finger
Q9UBI9	[96, 126]	Headcase N-terminal
Q9UPQ0	[1011, 1078]	LIM domain
A0A1B0GVS7	[88, 105]	MyoD family inhibitor
A1L3X4	[0, 48]	Metallothionein
A1Z1Q3	[96, 131]	Macro domain
A8K979	[587, 650]	GRF zinc finger
A8MPS7	[240, 269]	YdjC-like protein
H3BV60	[136, 152]	ZP-C domain
O95718	[71, 173]	Double treble clef zinc finger, C4 type
P01033	[136, 205]	Tissue inhibitor of metalloproteinase
P0C0L4	[1107, 1127]	A-macroglobulin TED domain
P36544	[362, 429]	Neurotransmitter-gated ion-channel transmembrane region
P57737	[20, 43]	Domain of unknown function (DUF1899)
P62072	[9, 68]	Tim10/DDP family zinc finger
Q08397	[372, 417]	Lysyl oxidase
Q13224	[912, 942]	N-methyl D-aspartate receptor 2B3 C-terminus
Q14667	[240, 264]	Hobbit/FMP27/BTLP2 family
Q15697	[25, 65]	SCAN domain
Q63HK3	[554, 584]	Myb/SANT-like DNA-binding domain
Q7Z408	[316, 381]	Sushi repeat (SCR repeat)
Q7Z5A7	[42, 130]	TAFA family
Q8N187	[289, 322]	Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8
Q8TAY7	[149, 184]	Centrosome-associated C terminus
Q96J92	[679, 705]	WNK CCTL2 domain
Q9H1F0	[35, 78]	WAP-type (Whey Acidic Protein) 'four-disulfide core'
Q9HCE0	[1854, 1877]	Epg5-like, TPR repeats
Q9P2R3	[1119, 1149]	FYVE zinc finger
Q9Y5R5	[118, 163]	DM DNA binding domain
Q9Y6F1	[56, 75]	WGR domain
A0A5F9ZH88	[128, 176]	Immunoglobulin domain
O75182	[380, 417]	Sin3 family co-repressor
O95450	[377, 393]	Reprolysin (M12B) family zinc metalloprotease
P0C7H8	[0, 41]	Keratin, high sulfur B2 protein
P15328	[29, 84]	Folate receptor family
P85037	[175, 192]	FHA domain
P98095	[601, 646]	Coagulation Factor Xa inhibitory site
P98194	[129, 170]	P-type ATPase actuator domain
Q13387	[752, 767]	Phosphotyrosine interaction domain (PTB/PID)
Q5T3F8	[379, 405]	Cytosolic domain of 10TM putative phosphate transporter
Q6ZRI0	[92, 141]	Otogelin-like N-terminal
Q86XJ1	[97, 121]	Calponin homology (CH) domain
Q8NE00	[171, 199]	Transmembrane amino acid transporter protein
Q8TF76	[370, 488]	Haspin like kinase domain
Q96H22	[310, 329]	Kinetochore protein CHL4 like
Q9Y534	[68, 89]	'Cold-shock' DNA-binding domain
Q9Y6K5	[1062, 1082]	2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus
A0A0A6YYD4	[96, 115]	Immunoglobulin V-set domain
A0A1W2PQ64	[88, 172]	Ssu72-like protein
B7Z1M9	[278, 327]	C2 domain
F5H094	[452, 501]	Kazal-type serine protease inhibitor domain
O60810	[452, 477]	PRAME C-terminal domain
O75152	[0, 31]	Zinc-finger containing family
P07949	[505, 650]	RET, Cysteine Rich Domain
P10276	[79, 159]	Double treble clef zinc finger, C4 type
P28340	[995, 1084]	C4-type zinc-finger of DNA polymerase delta
P40818	[975, 999]	Ubiquitin carboxyl-terminal hydrolase
P55010	[94, 149]	Domain found in IF2B/IF5
P55259	[468, 488]	ZP-C domain
P57087	[99, 161]	Immunoglobulin V-set domain
P58397	[359, 378]	Reprolysin (M12B) family zinc metalloprotease
Q03167	[711, 728]	ZP-C domain
Q12830	[403, 457]	PHD-finger
Q5FYA8	[524, 561]	C-terminal region of aryl-sulfatase
Q6NVV7	[43, 91]	CDPF1
Q75V66	[334, 354]	Calcium-activated chloride channel
Q7Z3E1	[526, 556]	Poly(ADP-ribose) polymerase catalytic domain
Q7Z442	[163, 236]	D-galactoside/L-rhamnose binding SUEL lectin domain
