Accession_number	Region	Region_length
Q969S2	[307, 331]	25
Q9NYJ8	[659, 692]	34
A6NDX5	[101, 124]	24
A6NDX5	[268, 291]	24
A6NDX5	[324, 377]	54
A6NDX5	[540, 591]	52
P61968	[140, 164]	25
P98153	[284, 338]	55
Q13886	[134, 189]	56
Q15415	[433, 459]	27
Q5SRH9	[151, 173]	23
Q5UAW9	[290, 307]	18
Q86YJ5	[29, 55]	27
Q99684	[132, 164]	33
Q99684	[275, 326]	52
Q9HCI7	[133, 163]	31
Q9HCI7	[210, 256]	47
Q9UKJ8	[378, 579]	202
Q9UKJ8	[635, 671]	37
O15218	[342, 364]	23
O15391	[245, 297]	53
P19544	[314, 369]	56
P35523	[808, 828]	21
Q13643	[0, 233]	234
Q86VP1	[602, 625]	24
Q8N3J9	[22, 39]	18
Q8N3J9	[106, 255]	150
Q9BYN7	[464, 479]	16
Q9BYN7	[530, 599]	70
Q9BYN7	[613, 669]	57
Q9NZF1	[1, 38]	38
O15060	[334, 386]	53
O15060	[552, 571]	20
O15060	[596, 649]	54
O95391	[112, 132]	21
P01877	[66, 119]	54
P28358	[77, 122]	46
P49747	[58, 361]	304
Q14D33	[488, 536]	49
Q5GH76	[13, 83]	71
Q68DV7	[249, 276]	28
Q68DV7	[471, 518]	48
Q68DV7	[690, 737]	48
Q68DV7	[748, 782]	35
Q6ZU52	[445, 484]	40
Q7L622	[0, 33]	34
Q8N3T1	[459, 476]	18
Q92956	[33, 192]	160
Q99676	[211, 460]	250
Q9BRP7	[325, 342]	18
Q9BTL4	[177, 213]	37
Q9UID6	[103, 119]	17
Q9UID6	[225, 240]	16
Q9UID6	[315, 339]	25
Q9UPR6	[374, 423]	50
A6NK53	[190, 252]	63
A6NK53	[291, 416]	126
A6NK53	[438, 578]	141
O76081	[198, 229]	32
O95630	[386, 408]	23
P01876	[66, 132]	67
P03973	[24, 131]	108
P35348	[408, 444]	37
P52740	[105, 156]	52
P52740	[219, 250]	32
P52740	[338, 389]	52
P52740	[617, 705]	89
Q14995	[290, 393]	104
Q5VUE5	[31, 58]	28
Q6ZR52	[41, 82]	42
Q6ZR52	[103, 145]	43
Q6ZR52	[184, 237]	54
Q6ZR52	[548, 599]	52
Q8IZ20	[0, 21]	22
Q8IZ20	[32, 94]	63
Q8IZ20	[162, 180]	19
Q8IZ20	[417, 440]	24
Q96NJ6	[132, 183]	52
Q9P021	[0, 15]	16
Q9Y5I0	[722, 746]	25
A6NEL2	[177, 209]	33
P00751	[87, 112]	26
P00751	[130, 227]	98
P14780	[242, 314]	73
P14780	[356, 385]	30
P52742	[197, 256]	60
Q13574	[119, 138]	20
Q6ZSB9	[119, 169]	51
Q6ZSB9	[353, 409]	57
Q8N328	[553, 592]	40
Q8TF61	[715, 735]	21
Q92802	[222, 260]	39
Q92802	[311, 386]	76
Q96FV2	[0, 17]	18
Q96I27	[54, 72]	19
Q96I27	[139, 302]	164
Q9BZE9	[118, 147]	30
A2RRD8	[152, 483]	332
O14978	[369, 420]	52
O60765	[205, 256]	52
P17023	[145, 164]	20
P17023	[180, 234]	55
P30518	[338, 367]	30
P48200	[157, 187]	31
P54107	[167, 212]	46
Q05586	[434, 452]	19
Q5MJ70	[0, 17]	18
Q5T089	[346, 371]	26
Q68CR7	[686, 706]	21
Q6ZN08	[95, 216]	122
Q8IYX8	[284, 329]	46
Q8NDX6	[120, 191]	72
Q8WVV4	[13, 41]	29
Q8WVV4	[173, 197]	25
Q96SZ4	[126, 151]	26
Q96SZ4	[395, 447]	53
Q96SZ4	[513, 564]	52
Q9NWW7	[216, 243]	28
Q9NWW7	[279, 304]	26
Q9ULW2	[181, 206]	26
Q9Y6M4	[421, 442]	22
C9JVW0	[0, 15]	16
O95863	[168, 222]	55
P0CG23	[476, 527]	52
P17039	[79, 165]	87
P17039	[195, 246]	52
P17039	[279, 330]	52
P21854	[215, 237]	23
P51508	[235, 260]	26
P51508	[349, 400]	52
P63133	[925, 955]	31
Q3MJ16	[732, 749]	18
Q6ZMW2	[127, 164]	38
Q6ZMW2	[360, 436]	77
Q8TD23	[101, 144]	44
Q8TD23	[163, 301]	139
Q96AQ9	[0, 26]	27
Q9NQX1	[152, 334]	183
Q9NQX1	[423, 476]	54
A0JP26	[0, 51]	52
O43909	[166, 185]	20
P07202	[133, 155]	23
P07202	[710, 846]	137
P10646	[81, 130]	50
P29320	[219, 331]	113
P41587	[23, 47]	25
Q6DHY5	[523, 545]	23
Q7L3V2	[40, 81]	42
Q8ND94	[37, 82]	46
Q8TE49	[867, 919]	53
Q96T92	[254, 311]	58
Q96T92	[461, 484]	24
Q96T92	[516, 565]	50
P25800	[12, 28]	17
Q4V348	[14, 64]	51
Q4V348	[166, 404]	239
Q4VC44	[680, 704]	25
Q6QN14	[34, 61]	28
Q6ZNA1	[209, 260]	52
Q86T29	[133, 157]	25
Q86T29	[187, 267]	81
Q86VW2	[0, 35]	36
Q93075	[8, 37]	30
Q96HE9	[129, 170]	42
Q9UBU2	[67, 249]	183
O95361	[66, 163]	98
O95460	[211, 389]	179
O95786	[208, 236]	29
P13385	[69, 129]	61
P13385	[144, 166]	23
P32320	[0, 21]	22
Q68DY1	[96, 271]	176
Q6NXE6	[0, 20]	21
Q6NXE6	[462, 480]	19
Q7Z7L9	[213, 264]	52
Q86UD4	[6, 49]	44
Q86UD4	[194, 245]	52
Q8WV37	[222, 301]	80
Q8WV37	[362, 413]	52
Q8WV37	[446, 497]	52
Q96ME7	[242, 258]	17
Q9H156	[333, 358]	26
Q9UJH8	[160, 178]	19
Q9UNY5	[294, 345]	52
A6NGD5	[0, 19]	20
A6NGD5	[347, 398]	52
P17098	[248, 412]	165
P60411	[0, 291]	292
Q02447	[589, 637]	49
Q6GMV2	[342, 390]	49
Q86UX6	[465, 485]	21
Q8NCP5	[393, 441]	49
Q8NCP5	[478, 493]	16
Q9NV72	[300, 462]	163
Q9NVP4	[182, 340]	159
Q9NXR8	[352, 415]	64
Q9UBG7	[49, 74]	26
Q9UK23	[295, 438]	144
A0AAG2TUQ4	[0, 19]	20
O43313	[121, 206]	86
P0C7P1	[431, 480]	50
P51523	[199, 249]	51
Q13422	[60, 87]	28
Q13422	[108, 232]	125
Q13422	[481, 504]	24
Q14525	[2, 57]	56
Q14525	[352, 403]	52
Q5JT82	[274, 324]	51
Q6ZNG1	[153, 344]	192
Q8N393	[185, 205]	21
Q8N393	[287, 325]	39
Q8N393	[358, 581]	224
Q92667	[476, 529]	54
Q9BZE0	[192, 212]	21
Q9BZE0	[226, 279]	54
Q9NSI5	[229, 248]	20
Q9NSI5	[270, 380]	111
Q9NZ20	[427, 449]	23
Q9UIE0	[159, 260]	102
Q9UIE0	[271, 341]	71
Q9UIE0	[355, 458]	104
A8MX34	[0, 340]	341
O14492	[307, 342]	36
O60687	[63, 86]	24
P52737	[215, 322]	108
Q52M93	[177, 228]	52
Q52M93	[429, 482]	54
Q6NUJ5	[395, 427]	33
Q7L5Y9	[298, 349]	52
Q8IX06	[400, 425]	26
Q8IX06	[446, 476]	31
Q8IXW0	[573, 633]	61
Q8IZQ8	[568, 642]	75
Q8N680	[354, 477]	124
Q8N865	[348, 368]	21
Q96AY2	[155, 185]	31
Q96MR9	[204, 247]	44
Q96MR9	[339, 390]	52
Q96MR9	[510, 635]	126
Q96MR9	[647, 782]	136
Q96ST8	[761, 782]	22
Q9BS34	[92, 111]	20
Q9BS34	[123, 155]	33
Q9BS34	[188, 241]	54
Q9HBX8	[17, 52]	36
Q9UDV7	[485, 616]	132
Q9Y3Q7	[378, 662]	285
O43790	[0, 33]	34
O43790	[407, 485]	79
P56270	[270, 321]	52
Q2WGN9	[162, 182]	21
Q2WGN9	[197, 217]	21
Q6BEB4	[260, 312]	53
Q969S8	[379, 412]	34
Q96IL0	[25, 71]	47
Q96SF7	[375, 401]	27
Q9GZP1	[0, 17]	18
Q9UC07	[0, 18]	19
Q9UC07	[153, 206]	54
Q9UC07	[234, 462]	229
A6NHN0	[91, 111]	21
A8MWA4	[107, 242]	136
O95967	[25, 345]	321
O95970	[36, 60]	25
Q2M1V0	[0, 29]	30
Q5HYA8	[49, 166]	118
Q8N9H8	[772, 798]	27
Q8TA86	[97, 118]	22
Q8WXH5	[176, 214]	39
Q8WXI3	[231, 269]	39
Q99075	[119, 151]	33
Q99814	[195, 213]	19
Q9BRG2	[269, 297]	29
Q9NUC0	[163, 190]	28
Q9NUC0	[338, 355]	18
A8MTY0	[273, 352]	80
E9PIF3	[343, 364]	22
P14652	[234, 255]	22
P53667	[7, 29]	23
Q02930	[7, 32]	26
Q05215	[113, 134]	22
Q05215	[162, 179]	18
Q05215	[458, 527]	70
Q15776	[313, 364]	52
Q4FZB7	[313, 333]	21
Q6IQ21	[137, 174]	38
Q6IQ21	[207, 230]	24
Q6IQ21	[300, 323]	24
Q6IQ21	[452, 517]	66
Q6IQ21	[585, 628]	44
Q8N6F7	[23, 40]	18
Q8WYH8	[178, 239]	62
Q92974	[51, 95]	45
Q96CS4	[140, 331]	192
Q9BXB1	[886, 908]	23
Q9NR81	[484, 525]	42
P36888	[463, 483]	21
Q14973	[333, 348]	16
Q2T9J0	[6, 40]	35
Q4VXU2	[490, 522]	33
Q5JNZ3	[226, 291]	66
Q6UXD5	[693, 714]	22
Q8NDP4	[110, 159]	50
Q8NDP4	[175, 200]	26
Q8NDP4	[224, 398]	175
Q8WTP8	[1, 23]	23
Q8WTP8	[72, 119]	48
Q9BRH9	[228, 281]	54
Q9BRH9	[585, 633]	49
Q9P2F9	[36, 146]	111
Q9P2F9	[191, 275]	85
Q9P2F9	[562, 581]	20
Q9UBP4	[136, 279]	144
Q9UMF0	[414, 452]	39
Q9UMF0	[495, 530]	36
Q9UMF0	[585, 617]	33
Q9UMF0	[662, 711]	50
O00154	[14, 63]	50
O94933	[362, 388]	27
P16415	[31, 145]	115
P16415	[211, 513]	303
P21580	[467, 636]	170
P21580	[705, 789]	85
Q14012	[338, 364]	27
Q2KHT4	[269, 293]	25
Q5T7W7	[424, 501]	78
Q8WUB8	[369, 497]	129
Q96J02	[142, 190]	49
Q96L34	[675, 702]	28
Q9H336	[211, 250]	40
Q9NST1	[407, 445]	39
Q9UHL9	[0, 22]	23
Q9UHL9	[293, 314]	22
Q9Y2A4	[54, 145]	92
Q9Y2A4	[216, 267]	52
Q9Y2A4	[579, 664]	86
Q9Y2P0	[101, 236]	136
A6NNL0	[1, 68]	68
A8MPS7	[283, 319]	37
B9A6J9	[523, 545]	23
O95718	[1, 21]	21
O95718	[59, 93]	35
P49019	[360, 386]	27
Q05209	[722, 745]	24
Q15697	[317, 371]	55
Q49AA0	[290, 371]	82
Q63HK3	[754, 929]	176
Q63HK3	[939, 960]	22
Q6KB66	[8, 43]	36
Q9NUK0	[18, 76]	59
Q9NUK0	[173, 238]	66
O43296	[44, 75]	32
O43296	[147, 245]	99
O43296	[362, 378]	17
O43296	[437, 497]	61
P36508	[156, 211]	56
P63132	[928, 958]	31
Q14392	[416, 438]	23
Q86XJ1	[196, 225]	30
Q8NFG4	[0, 30]	31
Q8NFG4	[71, 94]	24
Q8TF47	[245, 324]	80
Q8TF47	[441, 511]	71
Q8WWF5	[394, 416]	23
Q9NYD6	[30, 56]	27
Q9NYD6	[88, 121]	34
Q9NYT6	[186, 208]	23
Q9NYT6	[243, 321]	79
Q9UKS7	[103, 227]	125
Q9UKS7	[489, 513]	25
O15354	[560, 591]	32
P55259	[37, 94]	58
P55259	[171, 234]	64
Q6NUM6	[199, 219]	21
Q6PJW8	[66, 101]	36
Q8N184	[244, 324]	81
Q8NHG8	[150, 217]	68
Q9ULT6	[268, 289]	22
Q9ULT6	[316, 357]	42
Q9ULT6	[520, 632]	113
Q9ULT6	[699, 723]	25
Q9ULT6	[768, 855]	88
Q9ULT6	[870, 901]	32
O43829	[268, 319]	52
O76011	[0, 57]	58
O76011	[351, 393]	43
O95377	[217, 239]	23
P00749	[18, 39]	22
P00749	[144, 172]	29
P01859	[72, 118]	47
P0CB33	[107, 255]	149
P16109	[120, 349]	230
P16109	[430, 464]	35
P16109	[492, 667]	176
P50461	[0, 171]	172
Q02223	[123, 145]	23
Q7Z419	[5, 49]	45
Q7Z419	[61, 91]	31
Q7Z419	[231, 249]	19
Q7Z419	[286, 302]	17
Q8N4T4	[0, 19]	20
Q8NBP0	[62, 111]	50
Q8NDY6	[190, 224]	35
Q8TAX0	[194, 250]	57
Q96IR2	[234, 369]	136
Q96IR2	[626, 705]	80
Q9BRN9	[57, 90]	34
Q9BRN9	[130, 164]	35
Q9UKP6	[343, 371]	29
Q9UKZ9	[290, 310]	21
P51172	[25, 99]	75
P51172	[155, 182]	28
Q14153	[293, 329]	37
Q14153	[358, 417]	60
Q5EBN2	[175, 197]	23
Q6ZVW7	[453, 472]	20
Q8N3F8	[106, 134]	29
Q8N972	[93, 154]	62
Q8TD17	[334, 415]	82
Q8TF39	[381, 540]	160
Q96AP4	[0, 16]	17
Q96AP4	[72, 104]	33
Q96AP4	[145, 211]	67
Q96IZ6	[122, 152]	31
Q9BXJ4	[19, 52]	34
P51786	[153, 400]	248
P60880	[77, 99]	23
Q13639	[349, 381]	33
Q5K4E3	[478, 504]	27
Q6ZN18	[252, 280]	29
Q6ZN18	[319, 344]	26
Q8IVP9	[45, 101]	57
Q8IVP9	[147, 244]	98
Q8IVP9	[259, 310]	52
Q8IVP9	[343, 392]	50
Q8N4L4	[6, 24]	19
Q9BQ16	[79, 163]	85
Q9H0B8	[205, 243]	39
Q9H4E5	[0, 26]	27
Q9H4E5	[197, 213]	17
Q9NXT0	[53, 111]	59
Q9NXT0	[141, 192]	52
Q9Y253	[549, 587]	39
A6NP11	[107, 280]	174
P35354	[17, 37]	21
Q04741	[0, 15]	16
Q12829	[259, 277]	19
Q14533	[0, 33]	34
Q14533	[407, 504]	98
Q8IVW8	[0, 15]	16
Q8IVW8	[28, 49]	22
Q8IWY4	[18, 506]	489
Q8IWY4	[554, 578]	25
Q8IWY4	[606, 807]	202
Q8N4L8	[241, 269]	29
Q96GY0	[289, 314]	26
Q96M89	[136, 169]	34
Q9HDB9	[534, 604]	71
O14960	[23, 59]	37
O15270	[0, 27]	28
P58549	[52, 75]	24
P98182	[246, 294]	49
Q86U44	[265, 305]	41
Q92886	[0, 17]	18
Q96QS1	[230, 270]	41
Q96QS1	[289, 319]	31
Q9BUG6	[347, 454]	108
Q9NTX7	[0, 44]	45
Q9P0K1	[432, 596]	165
Q9P0K1	[624, 668]	45
B3KNS4	[0, 21]	22
D6R901	[34, 61]	28
O00144	[185, 210]	26
O00144	[552, 576]	25
O95202	[1, 74]	74
O95985	[684, 783]	100
P0DPA2	[313, 341]	29
P0DPA2	[354, 413]	60
P51685	[325, 345]	21
Q03405	[87, 310]	224
Q499Z3	[391, 406]	16
Q86UC2	[26, 96]	71
Q86V35	[163, 181]	19
Q8IW36	[140, 327]	188
Q8IW36	[455, 514]	60
Q9BSG1	[164, 215]	52
Q9H3Y0	[217, 240]	24
Q9HAZ1	[38, 63]	26
A0AAG2SVG9	[0, 49]	50
P31391	[356, 375]	20
P52747	[228, 283]	56
P61225	[166, 182]	17
Q1MX18	[19, 39]	21
Q92782	[80, 150]	71
Q92782	[186, 209]	24
Q92782	[260, 372]	113
Q9UKQ2	[397, 657]	261
A0A140TA62	[42, 99]	58
A0A140TA62	[393, 435]	43
P17735	[435, 453]	19
P49711	[257, 336]	80
P49711	[486, 579]	94
Q07011	[16, 174]	159
Q07011	[230, 254]	25
Q08629	[75, 205]	131
Q08629	[301, 322]	22
Q2VPK5	[492, 512]	21
Q49AM3	[10, 38]	29
Q8TDD2	[259, 310]	52
Q96RE9	[258, 311]	54
Q96SD1	[425, 453]	29
Q9UEG4	[141, 223]	83
Q9UEG4	[560, 583]	24
Q9UEG4	[759, 782]	24
Q9UEG4	[833, 868]	36
Q9Y2K1	[113, 133]	21
Q9Y2K1	[415, 479]	65
Q9Y2K1	[521, 587]	67
Q9Y2K1	[597, 648]	52
A1YPR0	[355, 406]	52
P51504	[12, 91]	80
P51504	[178, 197]	20
P51504	[236, 256]	21
P53801	[33, 59]	27
P53801	[115, 130]	16
Q13651	[441, 475]	35
Q16665	[197, 233]	37
Q63ZY6	[264, 284]	21
Q8NCK3	[149, 200]	52
Q96AG4	[125, 149]	25
Q96H86	[152, 217]	66
Q96MC5	[184, 203]	20
Q9BWM5	[193, 396]	204
O14490	[5, 29]	25
O14490	[248, 268]	21
O60671	[265, 281]	17
O76009	[0, 57]	58
O76009	[352, 403]	52
P10826	[0, 17]	18
P10826	[39, 62]	24
P22792	[470, 494]	25
P26842	[17, 151]	135
P26842	[221, 245]	25
P43489	[0, 170]	171
Q13106	[124, 175]	52
Q15375	[223, 337]	115
Q53EL9	[759, 780]	22
Q6UXV0	[17, 66]	50
Q8IXT2	[1, 21]	21
Q8WWZ3	[46, 73]	28
Q8WWZ3	[85, 114]	30
Q9P2V4	[23, 38]	16
Q9UK53	[345, 408]	64
Q9UPG8	[29, 84]	56
Q9UPG8	[182, 205]	24
Q9Y228	[24, 51]	28
P00740	[53, 187]	135
P16473	[18, 40]	23
P49798	[23, 51]	29
P49798	[179, 204]	26
Q15935	[97, 201]	105
Q52LR7	[394, 455]	62
Q96A83	[113, 142]	30
Q96NA8	[18, 65]	48
Q9C0F3	[129, 180]	52
Q9GZW5	[168, 189]	22
Q9NZU5	[17, 67]	51
Q9NZU5	[232, 255]	24
Q9NZU5	[296, 316]	21
Q9UGM5	[142, 163]	22
O14921	[3, 18]	16
O43353	[369, 423]	55
P07358	[492, 590]	99
P49767	[198, 418]	221
P51522	[420, 473]	54
P56915	[93, 122]	30
P58166	[229, 252]	24
Q16478	[922, 945]	24
Q2VY69	[166, 497]	332
Q6S545	[17, 126]	110
Q6UWL2	[24, 190]	167
Q6ZN79	[107, 134]	28
Q6ZN79	[162, 267]	106
Q96LK8	[0, 20]	21
Q9H116	[308, 391]	84
F8WFD2	[323, 345]	23
O00237	[560, 597]	38
O00237	[658, 684]	27
Q14134	[162, 196]	35
Q2M3R5	[34, 64]	31
Q5SXH7	[416, 437]	22
Q8NCA9	[92, 143]	52
Q8NCA9	[187, 238]	52
Q8TED9	[349, 378]	30
Q96G46	[113, 186]	74
Q96G46	[279, 297]	19
Q96PC2	[167, 193]	27
Q99835	[53, 80]	28
Q9H898	[44, 86]	43
E9PKD4	[325, 345]	21
Q05996	[622, 643]	22
Q14990	[125, 249]	125
Q1ZYL8	[213, 231]	19
Q4G1C9	[199, 224]	26
Q56NI9	[17, 58]	42
Q7Z4H8	[485, 506]	22
Q8N4Y2	[344, 392]	49
Q8N7K0	[133, 186]	54
Q8N7K0	[217, 410]	194
Q8N9Z0	[223, 274]	52
Q8TBZ5	[50, 85]	36
Q8TBZ5	[134, 197]	64
Q96MI6	[80, 98]	19
Q96MI6	[157, 177]	21
Q96S65	[17, 42]	26
Q99650	[847, 864]	18
Q9BSK1	[107, 201]	95
Q9NRG4	[254, 276]	23
Q9NY57	[334, 355]	22
Q9NY57	[388, 413]	26
Q9Y620	[218, 260]	43
Q9Y620	[598, 615]	18
Q9Y620	[822, 838]	17
A0AAG2TWJ7	[0, 19]	20
O76014	[0, 101]	102
O76014	[402, 441]	40
P60331	[0, 281]	282
Q3KNS6	[203, 366]	164
Q5H9K5	[0, 28]	29
Q5T6C5	[61, 108]	48
Q5T6C5	[402, 420]	19
Q5T6C5	[509, 534]	26
Q5T6C5	[574, 607]	34
Q5T6C5	[651, 721]	71
Q68BL7	[36, 107]	72
Q8NCE0	[181, 232]	52
Q8TB69	[95, 110]	16
Q8TB69	[228, 252]	25
Q8TB69	[283, 336]	54
Q96GF1	[28, 48]	21
Q9BYV9	[138, 158]	21
Q9BYV9	[489, 559]	71
Q9BYV9	[652, 799]	148
Q9BYV9	[812, 839]	28
Q9H4T2	[227, 278]	52
A6NHQ4	[0, 55]	56
P03952	[364, 392]	29
P54762	[242, 328]	87
Q06889	[296, 347]	52
Q3ZCT1	[16, 122]	107
Q5HY98	[206, 257]	52
Q6WBX8	[399, 414]	16
Q6ZNG0	[201, 228]	28
Q6ZNG0	[243, 294]	52
Q6ZNG0	[317, 378]	62
Q8N7R1	[108, 128]	21
Q9BT49	[112, 132]	21
Q9NW07	[142, 193]	52
Q9Y5W5	[166, 377]	212
O15393	[55, 83]	29
O15393	[111, 149]	39
O43918	[385, 484]	100
O75712	[218, 269]	52
P08476	[303, 318]	16
P32926	[565, 604]	40
P32926	[794, 836]	43
P32926	[979, 998]	20
P49619	[302, 361]	60
Q00987	[351, 383]	33
Q08ER8	[153, 241]	89
Q08ER8	[330, 383]	54
Q499Z4	[0, 325]	326
Q5TEC3	[252, 298]	47
Q5TEC3	[343, 423]	81
Q6PF04	[195, 246]	52
Q96CX3	[13, 270]	258
Q96PR1	[67, 94]	28
Q96PR1	[498, 534]	37
Q96PR1	[564, 594]	31
Q9BRB3	[632, 677]	46
Q9BUK6	[392, 452]	61
Q9BUK6	[472, 494]	23
Q9NR12	[271, 289]	19
Q9NWN3	[163, 196]	34
Q9NWN3	[621, 642]	22
Q9NWS9	[323, 346]	24
Q9NWS9	[386, 437]	52
Q9NYW8	[154, 187]	34
Q9NYW8	[252, 436]	185
Q9NYW8	[448, 499]	52
Q9NYW8	[614, 665]	52
Q9UJW8	[344, 395]	52
P17035	[170, 191]	22
P17035	[206, 313]	108
P17035	[337, 419]	83
P84550	[939, 964]	26
Q5SXM1	[72, 96]	25
Q5SXM1	[116, 189]	74
Q5SXM1	[200, 447]	248
Q8IVC4	[135, 159]	25
Q8IVC4	[205, 256]	52
Q8IVC4	[317, 369]	53
Q8IXM7	[70, 96]	27
Q8WW33	[6, 109]	104
Q96AW1	[140, 167]	28
Q96N22	[95, 139]	45
Q96N22	[217, 242]	26
Q96N22	[329, 380]	52
A0A0J9YY54	[672, 713]	42
B7ZLF3	[28, 82]	55
O95980	[28, 58]	31
O95980	[109, 310]	202
O95980	[543, 772]	230
P01854	[433, 486]	54
P0CG36	[79, 131]	53
P0CG36	[188, 222]	35
P0DPD5	[108, 145]	38
P0DPD5	[164, 383]	220
P14151	[117, 269]	153
P22749	[32, 54]	23
P60368	[0, 254]	255
Q6DJT9	[25, 78]	54
Q6DJT9	[176, 227]	52
Q8N3A8	[311, 341]	31
Q8N3A8	[356, 404]	49
Q8N9L1	[162, 180]	19
Q8N9L1	[195, 250]	56
Q8TBB1	[3, 31]	29
Q8TBB1	[74, 89]	16
Q8TBB1	[102, 161]	60
Q96CC6	[490, 527]	38
Q96CC6	[537, 609]	73
C9JLJ4	[34, 61]	28
P48745	[26, 350]	325
P52738	[152, 203]	52
Q13705	[17, 60]	44
Q5HYM0	[356, 382]	27
Q7RTU7	[126, 148]	23
Q7RTU7	[171, 191]	21
Q9C073	[59, 87]	29
Q9H1K6	[320, 346]	27
Q9H3Z4	[125, 147]	23
A8MXY4	[241, 299]	59
A8MXY4	[388, 439]	52
O43692	[227, 242]	16
P22413	[92, 212]	121
P22413	[603, 632]	30
Q5T5D7	[178, 229]	52
Q6MZP7	[514, 638]	125
Q6MZP7	[694, 709]	16
Q6MZP7	[731, 748]	18
Q8NGA4	[0, 33]	34
Q96FC9	[843, 902]	60
Q96FC9	[923, 961]	39
Q96MD7	[123, 145]	23
Q9BUY5	[135, 187]	53
Q9BUY5	[299, 350]	52
Q9H4Q3	[592, 644]	53
Q9H5U6	[87, 105]	19
Q9H5U6	[380, 470]	91
E7ERA6	[40, 168]	129
E7ERA6	[219, 236]	18
O94907	[74, 265]	192
P0DJD4	[431, 480]	50
P10828	[9, 45]	37
P13284	[217, 249]	33
P22001	[72, 110]	39
P22001	[545, 571]	27
P43250	[550, 574]	25
Q6ZMM2	[352, 372]	21
Q6ZP65	[11, 31]	21
Q8IW70	[536, 565]	30
Q8TD20	[590, 614]	25
Q92670	[311, 327]	17
Q96MY7	[114, 137]	24
Q9BSK4	[261, 298]	38
Q9NQ86	[104, 127]	24
Q9UBR4	[9, 30]	22
A4QPH2	[281, 306]	26
O43364	[286, 314]	29
O75074	[155, 259]	105
O75074	[357, 494]	138
P14138	[148, 182]	35
P14138	[217, 237]	21
Q12849	[12, 27]	16
Q16600	[127, 279]	153
Q2TAK8	[149, 175]	27
Q6PGQ7	[476, 558]	83
Q6U7Q0	[0, 24]	25
Q6U7Q0	[52, 103]	52
Q6U7Q0	[134, 256]	123
Q8IUD6	[90, 112]	23
Q8IUQ4	[0, 37]	38
Q9BXJ1	[62, 85]	24
Q9HCC9	[468, 490]	23
Q9HCC9	[548, 594]	47
Q9HCC9	[776, 799]	24
Q9NQE9	[5, 74]	70
O00220	[121, 232]	112
O00220	[262, 288]	27
P01112	[170, 188]	19
P05107	[378, 409]	32
P05107	[438, 675]	238
P23769	[278, 382]	105
P23769	[402, 429]	28
Q14526	[207, 249]	43
Q14526	[415, 451]	37
Q14526	[498, 549]	52
Q15493	[3, 22]	20
Q2I0M4	[35, 53]	19
Q68DU8	[278, 339]	62
Q6P9A1	[230, 281]	52
Q6UXH8	[36, 211]	176
Q7LFX5	[6, 45]	40
Q8IVU1	[743, 761]	19
Q8IWR0	[579, 601]	23
Q8IWR0	[714, 737]	24
Q8IWR0	[764, 794]	31
Q8IWR0	[854, 875]	22
Q96G27	[17, 44]	28
Q96G27	[146, 173]	28
Q96G27	[194, 228]	35
Q96RP8	[0, 16]	17
Q9HB15	[11, 33]	23
Q9NQ03	[146, 200]	55
Q9P0L1	[374, 425]	52
C9JSJ3	[253, 280]	28
O43184	[356, 624]	269
O43184	[743, 773]	31
O75330	[705, 723]	19
P01861	[95, 115]	21
P05981	[1, 16]	16
P15622	[99, 131]	33
P15622	[190, 241]	52
P15622	[498, 556]	59
P62508	[0, 44]	45
P62508	[93, 126]	34
Q01101	[258, 315]	58
Q01101	[429, 455]	27
Q3SY52	[91, 112]	22
Q3SY52	[189, 253]	65
Q5VIY5	[170, 191]	22
Q5VIY5	[228, 426]	199
Q7Z3E5	[751, 771]	21
Q8N8K9	[39, 82]	44
Q8N8K9	[102, 134]	33
Q8WTR8	[15, 62]	48
Q8WTR8	[146, 373]	228
Q96K75	[193, 274]	82
Q96RL1	[494, 533]	40
Q96RL1	[552, 610]	59
Q9H1H1	[0, 72]	73
Q9H1H1	[86, 109]	24
Q9H7E9	[10, 53]	44
Q9UK10	[167, 246]	80
Q9Y330	[378, 429]	52
P06681	[47, 98]	52
P35858	[560, 592]	33
Q5D1E8	[295, 337]	43
Q5TD97	[86, 111]	26
Q8IYR2	[586, 649]	64
Q8N720	[203, 254]	52
Q8N720	[371, 447]	77
Q99612	[191, 246]	56
O75751	[533, 552]	20
P08709	[101, 204]	104
P23921	[773, 791]	19
P52736	[55, 87]	33
P52736	[99, 119]	21
P52736	[205, 256]	52
Q08AG5	[92, 117]	26
Q08AG5	[132, 184]	53
Q08AG5	[204, 286]	83
Q08AG5	[300, 351]	52
Q14508	[27, 123]	97
Q5T601	[121, 141]	21
Q70EK9	[223, 243]	21
Q7RTY8	[481, 605]	125
Q8WY91	[341, 369]	29
Q96K78	[41, 68]	28
Q9H8X9	[343, 376]	34
Q9Y2G7	[108, 133]	26
Q9Y2G7	[149, 340]	192
Q9Y2K6	[0, 46]	47
A8MUX0	[0, 516]	517
O75509	[3, 21]	19
O75509	[56, 220]	165
P08138	[28, 197]	170
Q13835	[124, 251]	128
Q13835	[460, 485]	26
Q13835	[502, 537]	36
Q8N1W2	[286, 303]	18
Q8N1W2	[314, 365]	52
Q8N1W2	[381, 452]	72
Q96GE5	[216, 407]	192
Q96GE5	[467, 518]	52
Q96GE5	[551, 637]	87
Q99435	[218, 236]	19
Q99435	[257, 815]	559
Q9BY31	[246, 314]	69
Q9BY31	[330, 493]	164
