Accession_number	Region	Domain
O95428	[1055, 1087]	Immunoglobulin domain
O95428	[1235, 1267]	PLAC (protease and lacunin) domain
P01718	[84, 109]	Immunoglobulin V-set domain
P04792	[111, 146]	Hsp20/alpha crystallin family
P22674	[108, 125]	Cyclin, N-terminal domain
Q13621	[450, 471]	Amino acid permease
Q14541	[11, 79]	Double treble clef zinc finger, C4 type
Q3MIN7	[284, 311]	RasGEF domain
Q86TJ2	[9, 43]	ADA2 ZZ-type zing finger
Q86XP1	[186, 226]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q86XP1	[1024, 1044]	Diacylglycerol kinase delta, helical domain
Q8IZF5	[185, 225]	ADGRF3-like, N-terminal domain
Q8N2H3	[382, 400]	Flavin containing amine oxidoreductase
Q92614	[784, 807]	Myosin head (motor domain)
Q9BQF6	[963, 999]	Ulp1 protease family, C-terminal catalytic domain
Q9BUB5	[210, 266]	Protein kinase domain
Q9BXP8	[746, 823]	Pregnancy-associated plasma protein-A
Q9BXP8	[883, 940]	Pappalysin-1, SD scarf domain, C-terminal
Q9H1C7	[74, 93]	Cysteine-rich TM module stress tolerance
Q9H1J5	[108, 126]	wnt family
Q9H2P9	[209, 239]	Tetrapyrrole (Corrin/Porphyrin) Methylases
Q9UBI6	[23, 71]	GGL domain
Q9UI33	[283, 328]	Ion transport protein
Q9UI33	[873, 893]	Sodium ion transport-associated
Q9Y371	[108, 127]	BAR domain
Q9Y5E6	[726, 768]	Cadherin cytoplasmic C-terminal
Q9Y6I4	[29, 105]	Zn-finger in ubiquitin-hydrolases and other protein
Q9Y6I4	[337, 399]	Ubiquitin carboxyl-terminal hydrolase
O00294	[296, 314]	Tub family
O43395	[622, 658]	Small nuclear ribonucleoprotein Prp3, C-terminal domain
O43900	[75, 112]	PET Domain
O43900	[251, 270]	LIM domain
O75607	[93, 131]	Nucleoplasmin/nucleophosmin domain
P0C8F1	[22, 97]	u-PAR/Ly-6 domain
P35052	[23, 80]	Glypican
P49901	[1, 69]	Sperm mitochondrial-associated cysteine-rich protein
Q08431	[27, 65]	EGF-like domain
Q10469	[376, 394]	N-acetylglucosaminyltransferase II (MGAT2)
Q12797	[628, 658]	Aspartyl/Asparaginyl beta-hydroxylase
Q13395	[290, 313]	TARBP1 domain
Q16134	[589, 615]	Electron transfer flavoprotein-ubiquinone oxidoreductase, 4Fe-4S
Q16553	[21, 36]	Snake toxin and toxin-like protein
Q5JTZ9	[721, 741]	Threonyl and Alanyl tRNA synthetase second additional domain
Q6NTF7	[22, 50]	APOBEC3H
Q6P1J6	[1267, 1285]	GDSL-like Lipase/Acylhydrolase
Q8IZP9	[205, 240]	ADGRG2, N-terminal domain
Q8IZP9	[580, 605]	GPCR proteolysis site, GPS, motif
Q8N1G0	[588, 599]	ZNF592-like C2H2 zinc finger
Q8NES8	[26, 55]	Beta defensin
Q96KR4	[429, 503]	Leishmanolysin
Q96PZ2	[484, 510]	Trypsin-like peptidase domain
Q9GZM8	[246, 286]	NUDE protein, C-terminal conserved region
Q9HB21	[192, 209]	PH domain
Q9NY59	[490, 592]	Endonuclease/Exonuclease/phosphatase family
Q9UL62	[176, 191]	Transient receptor ion channel II
Q9UM73	[888, 914]	ALK/LTK, Glycine-rich domain
Q9Y5K2	[181, 212]	Trypsin
A8MW99	[125, 145]	Meiosis-specific protein Mei4
O43149	[1803, 1812]	Zinc finger, ZZ type
O43663	[168, 213]	Microtubule associated protein (MAP65/ASE1 family)
O60462	[646, 678]	MAM domain, meprin/A5/mu
P05062	[328, 349]	Fructose-bisphosphate aldolase class-I
P29459	[56, 114]	Interleukin-12 alpha subunit
P48506	[97, 146]	Glutamate-cysteine ligase
P53804	[1956, 1997]	Ring finger domain
P78563	[452, 483]	Adenosine-deaminase (editase) domain
Q12756	[11, 40]	Kinesin motor domain
Q12756	[538, 583]	FHA domain
Q12955	[1406, 1425]	UPA domain
Q16586	[213, 233]	Sarcoglycan alpha/epsilon second domain
Q3SY46	[1, 143]	PMG protein
Q6P158	[282, 326]	RWD domain
Q86Y79	[137, 182]	Peptidyl-tRNA hydrolase
Q8IWV1	[272, 296]	Lymphocyte activation family X
Q8NFT6	[296, 317]	DBF zinc finger
Q8TF44	[339, 355]	C2 domain
Q96C24	[52, 117]	FYVE-type zinc finger
Q96P11	[353, 418]	16S rRNA methyltransferase RsmB/F
Q9H8U3	[158, 196]	AN1-like Zinc finger
Q9HBJ7	[392, 420]	Ubiquitin carboxyl-terminal hydrolase
Q9NZU1	[54, 66]	Leucine rich repeat N-terminal domain
A6NMN3	[177, 214]	Spermatogenesis-associated protein 46
A8MYU2	[788, 826]	Calcium-activated potassium channel slowpoke-like RCK domain
P05165	[684, 703]	Biotin-requiring enzyme
P10147	[32, 71]	Small cytokines (intecrine/chemokine), interleukin-8 like
P11150	[305, 327]	Lipase
P38935	[897, 935]	AN1-like Zinc finger
Q14512	[61, 149]	FGF binding protein 1 (FGF-BP1)
Q6PJI9	[938, 970]	RING/Ubox like zinc-binding domain
Q86TC9	[274, 316]	Immunoglobulin I-set domain
Q8IV45	[160, 193]	ZU5 domain
Q8NG31	[884, 893]	MELT motif
Q8WXQ8	[274, 297]	Zinc carboxypeptidase
Q96RN5	[565, 599]	ARC105/Med15 mediator subunit central domain
Q96RN5	[714, 737]	ARC105/Med15 mediator subunit C-terminal domain
Q9BRT2	[6, 17]	Complex III assembly factor UQCC2/CBP6
Q9BUM1	[93, 117]	PAP2 superfamily
Q9C0K1	[262, 293]	ZIP Zinc transporter
Q9H0Q0	[211, 231]	CYRIA/CYRIB Rac1 binding domain
Q9HAW0	[9, 37]	TFIIB zinc-binding
O60437	[390, 422]	SH3 domain
O75051	[510, 559]	Plexin repeat
P01715	[86, 112]	Immunoglobulin V-set domain
P35318	[93, 125]	Calcitonin / CGRP / IAPP family
P36896	[85, 104]	Activin types I and II receptor domain
P52594	[16, 73]	Putative GTPase activating protein for Arf
P68543	[123, 138]	SEP domain
Q13064	[100, 118]	CCCH-type zinc finger
Q13064	[399, 420]	RNA-binding, Nab2-type zinc finger
Q5DT21	[32, 85]	Kazal-type serine protease inhibitor domain
Q5SWA1	[235, 271]	eIF2-alpha phosphatase phosphorylation constitutive repressor
Q5SWA1	[593, 650]	Phosphatase-1 catalytic subunit binding region
Q7Z3Y7	[85, 102]	Intermediate filament protein
Q8N365	[269, 291]	Circadian-associated transcriptional repressor
Q8N9T8	[515, 542]	KRI1-like family C-terminal
Q8NA69	[230, 303]	Stabilizer of axonemal microtubules 5
Q92750	[338, 348]	NHR1 homology to TAF
Q9BYU1	[78, 100]	PBC domain
Q9H5V9	[79, 100]	STEEP1 domain
Q9H706	[183, 227]	Cell-cycle sustaining, positive selection,
Q9NRR6	[551, 581]	Endonuclease/Exonuclease/phosphatase family 2
Q9NYB5	[142, 173]	Organic Anion Transporter Polypeptide (OATP) family
Q9P2G4	[169, 184]	Microtubule associated protein 10, N-terminal domain
Q9P2G4	[885, 904]	Domain of unknown function
Q9Y240	[288, 321]	Lectin C-type domain
A8MYP8	[181, 207]	Sperm-tail PG-rich repeat
O60861	[178, 201]	Unstructured linker region between on GAS7 protein
Q01082	[587, 616]	Spectrin repeat
Q04721	[1618, 1651]	NOTCH protein
Q13751	[26, 88]	Laminin N-terminal (Domain VI)
Q2KHT3	[872, 889]	CLEC16A C-terminal
Q3T906	[445, 469]	LNR domain
Q4VC12	[113, 143]	MYND finger
Q5T5U3	[979, 1003]	PH domain
Q5VTR2	[922, 960]	Zinc finger, C3HC4 type (RING finger)
Q5W5W9	[129, 155]	RESP18 domain
Q6ZN04	[68, 99]	KH domain
Q6ZN04	[516, 563]	Zinc finger, C3HC4 type (RING finger)
Q8IUL8	[307, 330]	Immunoglobulin domain
Q8IUL8	[384, 455]	Cartilage intermediate layer protein 1-like domain
Q8IUL8	[973, 993]	Cartilage intermediate layer protein 1-like, C-terminal
Q92817	[420, 444]	SH3 domain
Q96FZ2	[81, 103]	SOS response associated peptidase (SRAP)
Q96JY6	[286, 338]	LIM domain
Q96Q05	[972, 988]	Trs120/TRAPPC9, third Ig-like domain
Q9BXR6	[208, 242]	Sushi repeat (SCR repeat)
Q9BXX0	[101, 115]	EMI domain
Q9NRM6	[247, 268]	IL17RD, second fnIII domain
Q9NRM6	[400, 417]	SEFIR domain
O15072	[337, 384]	Reprolysin (M12B) family zinc metalloprotease
O75150	[948, 986]	Zinc finger, C3HC4 type (RING finger)
P08048	[200, 246]	Zfx/Zfy transcription activation region
P08069	[176, 333]	Furin-like cysteine rich region
P0C6A0	[208, 241]	GATA zinc finger
P49327	[627, 652]	Acyl transferase domain
P49327	[1296, 1320]	Methyltransferase domain
P50549	[277, 327]	PEA3 subfamily ETS-domain transcription factor N terminal domain
Q13424	[210, 241]	PH domain
Q16563	[50, 76]	Membrane-associating domain
Q6NUQ4	[451, 485]	TMEM214, C-terminal, caspase 4 activator
Q8IZN3	[163, 213]	DHHC palmitoyltransferase
Q8NHK3	[131, 197]	Immunoglobulin domain
Q8NHX4	[109, 141]	Spermatogenesis-associated protein 3 family
Q8WWQ0	[1374, 1394]	Bromodomain
Q9NYF0	[177, 299]	Dapper
Q9NYJ8	[16, 50]	CUE domain
Q9P0W8	[32, 49]	Spermatogenesis-associated protein 7, or HSD3
Q9Y490	[688, 739]	Talin IBS2B domain
Q9Y490	[1903, 1949]	Vinculin Binding Site
A0A1W2PRS3	[116, 184]	Immunoglobulin domain
O43422	[7, 86]	THAP domain
O75970	[1608, 1626]	Unstructured region 10 on multiple PDZ protein
O94953	[754, 789]	PHD-finger
O94953	[853, 872]	PHD-zinc-finger like domain
O95838	[140, 162]	Hormone receptor domain
P00441	[43, 58]	Copper/zinc superoxide dismutase (SODC)
P04731	[1, 59]	Metallothionein
P05026	[119, 146]	Sodium / potassium ATPase beta chain
P06748	[16, 33]	Nucleoplasmin/nucleophosmin domain
P13196	[261, 286]	Aminotransferase class I and II
P21246	[42, 95]	PTN/MK heparin-binding protein family, N-terminal domain
P27701	[165, 201]	Tetraspanin family
P37173	[49, 79]	Transforming growth factor beta receptor 2 ectodomain
P37173	[464, 537]	Protein tyrosine and serine/threonine kinase
P43405	[79, 92]	SH2 domain
P54136	[91, 127]	Arginyl tRNA synthetase N terminal domain
P61968	[23, 31]	LIM domain
P98153	[29, 66]	Low-density lipoprotein receptor domain class A
Q16651	[152, 181]	Trypsin
Q5M775	[964, 998]	Calponin homology (CH) domain
Q7Z3K3	[750, 791]	POGZ-like double zinc finger
Q86YJ5	[110, 155]	RING-variant domain
Q8WTV1	[26, 82]	THAP domain
Q9BTE0	[64, 80]	Acetyltransferase (GNAT) domain
Q9HA65	[87, 122]	Rab-binding domain (RBD)
Q9HCI7	[46, 89]	zinc RING finger of MSL2
Q9HCI7	[460, 500]	CXC domain of E3 ubiquitin-protein ligase MSL2
Q9NY28	[554, 570]	Ricin-type beta-trefoil lectin domain
Q9Y337	[153, 282]	Trypsin
Q9Y5E1	[742, 758]	Cadherin cytoplasmic C-terminal
Q9Y6X9	[505, 534]	CW-type Zinc Finger
O15391	[341, 365]	Zinc finger, C2H2 type
O60308	[754, 864]	Centrosomal protein CEP104, ZnF
O75081	[556, 592]	MYND finger
P09936	[172, 205]	Ubiquitin carboxyl-terminal hydrolase, family 1
P13688	[281, 318]	Immunoglobulin domain
P17213	[152, 170]	LBP / BPI / CETP family, N-terminal domain
P19544	[206, 303]	Wilm's tumour protein
Q0VAF6	[25, 112]	Syncollin
Q13433	[527, 556]	ZIP Zinc transporter
Q15796	[60, 87]	MH1 domain
Q5EE01	[51, 77]	CENP-W protein
Q5KU26	[688, 732]	Lectin C-type domain
Q5SZK8	[110, 142]	Frem protein N-terminal domain
Q6P3W2	[106, 138]	CSL zinc finger
Q8IXK2	[541, 574]	Ricin-type beta-trefoil lectin domain
Q969G2	[54, 85]	LIM domain
Q99616	[32, 52]	Small cytokines (intecrine/chemokine), interleukin-8 like
Q9BUL5	[352, 385]	PHD-finger
Q9BYN7	[52, 73]	C2H2-type zinc finger
Q9H3J6	[65, 81]	RF-1 domain
Q9H3T3	[362, 388]	Sema domain
Q9NX77	[311, 334]	Retroviral envelope protein
Q9NYP3	[181, 205]	Protein downstream neighbor of Son
Q9NZF1	[26, 104]	PLAC8 family
Q9UJW0	[23, 124]	Dynactin p62 family
Q9UPW0	[134, 154]	Forkhead domain
Q9Y225	[77, 94]	Ring finger domain
Q9Y2W6	[127, 170]	KH domain
A2AJT9	[598, 626]	THRAP3/BCLAF1 family
A2RUH7	[327, 350]	Immunoglobulin I-set domain
A4FU01	[604, 633]	Myotubularin-associated protein
A5YKK6	[624, 653]	CCR4-NOT transcription complex subunit 1 HEAT repeat
O94886	[368, 397]	Cytosolic domain of 10TM putative phosphate transporter
P01717	[85, 108]	Immunoglobulin V-set domain
P01877	[11, 48]	Immunoglobulin C1-set domain
P01877	[123, 202]	Immunoglobulin domain
P07585	[54, 78]	Leucine rich repeat N-terminal domain
P20151	[197, 223]	Trypsin
P49747	[502, 524]	Thrombospondin type 3 repeat
P57727	[81, 105]	Low-density lipoprotein receptor domain class A
P57727	[366, 409]	Trypsin
P98161	[180, 252]	WSC domain
P98161	[303, 324]	PKD domain
P98161	[478, 531]	Lectin C-type domain
P98161	[3751, 3800]	Polycystin domain
Q14D33	[88, 105]	Zinc-binding domain
Q15746	[1156, 1183]	Immunoglobulin I-set domain
Q2M3G4	[544, 559]	Apx/Shroom domain ASD2
Q5JSP0	[537, 584]	FYVE zinc finger
Q6P9F7	[53, 72]	Pannexin-like TM region of LRRC8
Q7L622	[75, 105]	PHD-like zinc-binding domain
Q7L622	[232, 286]	G2E3-like, PHD zinc finger domain
Q8N3T1	[506, 575]	Ricin-type beta-trefoil lectin domain
Q8NEZ3	[1275, 1320]	IFT121, second zinc finger domain
Q8TDM5	[22, 98]	u-PAR/Ly-6 domain
Q969F9	[240, 275]	Hermansky-Pudlak syndrome 3 protein, N-terminal
Q9BWV1	[375, 406]	Immunoglobulin I-set domain
Q9BWV1	[798, 805]	Fibronectin type III domain
Q9BYX2	[80, 112]	PH domain
Q9P278	[146, 162]	Folliculin-interacting protein N-terminus
Q9P278	[934, 999]	Folliculin-interacting protein C-terminus
Q9UPR6	[272, 290]	Zinc-finger of C2H2 type
Q9UPR6	[846, 866]	DZF C-terminal domain
Q9Y466	[15, 85]	Double treble clef zinc finger, C4 type
A0PJX4	[38, 77]	Shisa, N-terminal domain
O14525	[247, 266]	Astrotactin 1/2 N-terminal
O60337	[9, 55]	RING-variant domain
O60635	[142, 207]	Tetraspanin family
O94782	[426, 456]	Ubiquitin carboxyl-terminal hydrolase
O95521	[445, 473]	PRAME C-terminal domain
P01876	[8, 44]	Immunoglobulin C1-set domain
P01876	[136, 215]	Immunoglobulin domain
P05452	[91, 111]	Lectin C-type domain
P23458	[885, 904]	Protein tyrosine and serine/threonine kinase
P59044	[286, 306]	NACHT domain
P62877	[40, 83]	RING-H2 zinc finger domain
Q08AD1	[1355, 1384]	Microtubule-binding calmodulin-regulated spectrin-associated
Q0VDD8	[3442, 3460]	Dynein heavy chain C-terminal domain
Q14995	[102, 171]	Double treble clef zinc finger, C4 type
Q29RF7	[1062, 1109]	Sister chromatid cohesion protein PDS5 protein
Q5VUE5	[104, 129]	Family of unknown function (DUF5522)
Q6ZNE5	[43, 76]	Vacuolar sorting 38 and autophagy-related subunit 14
Q86XN8	[181, 196]	KH domain
Q86XN8	[598, 645]	Zinc finger, C3HC4 type (RING finger)
Q86XW9	[161, 172]	Nucleoside diphosphate kinase
Q96RE7	[412, 432]	BEN domain
Q9NZK7	[63, 88]	Phospholipase A2
Q9P021	[45, 99]	Microtubule-associated protein CRIPT
Q9ULD6	[615, 630]	Intu longin-like domain 2
A8K0R7	[692, 765]	Domain of unknown function (DUF4764)
O60333	[12, 43]	Kinesin motor domain
O60333	[565, 623]	FHA domain
O75962	[1662, 1713]	SH3 domain
O94776	[367, 403]	GATA zinc finger
O95567	[10, 43]	Domain of unknown function (DUF4662)
P00751	[592, 703]	Trypsin
P58004	[301, 336]	PA26 p53-induced protein (sestrin)
Q13574	[661, 720]	Diacylglycerol kinase iota-like domain
Q6ZSB9	[109, 119]	BTB/POZ domain
Q709F0	[503, 525]	Acyl-CoA dehydrogenase, middle domain
Q7Z6V5	[20, 54]	Cytidine and deoxycytidylate deaminase zinc-binding region
Q92502	[975, 990]	START domain
Q96HA4	[61, 114]	Domain of unknown function (DUF4501)
Q96K83	[46, 65]	C2H2-type zinc finger
Q96K83	[1139, 1158]	Zinc-finger of C2H2 type
Q96NY8	[101, 134]	Immunoglobulin V-set domain
Q9GZS1	[99, 173]	A49-like RNA polymerase I associated factor
Q9NRX4	[59, 89]	Janus/Ocnus family (Ocnus)
Q9NUS5	[7, 45]	AP-5 complex subunit sigma-1
Q9Y2L9	[620, 678]	Calponin homology (CH) domain
O75914	[78, 95]	P21-Rho-binding domain
O95158	[234, 277]	Neurexophilin
P06213	[179, 340]	Furin-like cysteine rich region
P08962	[144, 187]	Tetraspanin family
P0DV60	[37, 94]	Late cornified envelope
P48200	[104, 131]	Aconitase family (aconitate hydratase)
P54107	[77, 102]	Cysteine-rich secretory protein family
P54107	[195, 248]	Crisp
Q12951	[176, 207]	Forkhead domain
Q13370	[764, 792]	3'5'-cyclic nucleotide phosphodiesterase
Q149N8	[652, 687]	SNF2-related domain
Q149N8	[1208, 1246]	E3 ubiquitin-protein ligase SHPRH, second helical domain
Q49AG3	[127, 157]	BED zinc finger
Q5T4S7	[353, 368]	E3 ubiquitin-protein ligase UBR4 N-terminal
Q5T4S7	[1662, 1720]	Putative zinc finger in N-recognin (UBR box)
Q8IWV8	[99, 166]	Putative zinc finger in N-recognin (UBR box)
Q8IWV8	[1605, 1663]	Proteolysis_6 C-terminal
Q8TE56	[109, 128]	Reprolysin family propeptide
Q8TE56	[395, 449]	Reprolysin (M12B) family zinc metalloprotease
Q92622	[487, 527]	Rubicon, PI3K-binding domain
Q92622	[886, 936]	Rubicon Homology Domain
Q99558	[601, 636]	Protein kinase domain
Q9BWT1	[263, 344]	Zinc-finger domain of monoamine-oxidase A repressor R1
Q9NWW7	[16, 51]	Putative treble-clef, zinc-finger, Zn-binding
Q9ULW2	[79, 140]	Fz domain
A0A087WWS6	[27, 39]	Interferon alpha/beta domain
O43497	[247, 335]	Ion transport protein
P21854	[327, 352]	Lectin C-type domain
P56199	[1018, 1064]	Integrin alpha Ig-like domain 3
P60507	[288, 317]	ENV polyprotein (coat polyprotein)
P62079	[162, 207]	Tetraspanin family
Q05469	[782, 795]	alpha/beta hydrolase fold
Q14954	[170, 202]	Immunoglobulin domain
Q14956	[426, 450]	PKAT, KLD domain
Q3MJ16	[209, 321]	Cytosolic phospholipases A2 C2-domain
Q68EM7	[39, 70]	BAR domain
Q8IV04	[96, 130]	Rab-GTPase-TBC domain
Q8NF91	[7945, 7978]	Spectrin repeat
Q8NFP4	[753, 778]	MAM domain, meprin/A5/mu
Q96AQ9	[123, 146]	Putative cell signalling
Q96Q91	[559, 594]	HCO3- transporter integral membrane domain
Q9BS91	[186, 216]	Nucleotide-sugar transporter
Q9BUE6	[109, 125]	Iron-sulphur cluster biosynthesis
Q9C0E4	[490, 503]	PDZ domain
Q9UKQ9	[176, 238]	Trypsin
Q9UNE7	[175, 208]	CHIP N-terminal tetratricopeptide repeat domain
A0A1B0GXF2	[94, 112]	Immunoglobulin V-set domain
O60683	[272, 311]	Ring finger domain
P02452	[40, 93]	von Willebrand factor type C domain
P02452	[1229, 1279]	Fibrillar collagen C-terminal domain
P07202	[238, 339]	Animal haem peroxidase
P08842	[556, 572]	C-terminal region of aryl-sulfatase
P0DP57	[22, 96]	u-PAR/Ly-6 domain
P0DTE7	[143, 173]	Alpha amylase, catalytic domain
P10646	[84, 104]	Kunitz/Bovine pancreatic trypsin inhibitor domain
P13637	[33, 65]	Cation transporter/ATPase, N-terminus
P13637	[221, 252]	P-type ATPase actuator domain
P20645	[175, 191]	Mannose-6-phosphate receptor
P26640	[1079, 1100]	Anticodon-binding domain of tRNA ligase
P41587	[50, 110]	Hormone receptor domain
P61587	[158, 193]	Ras family
Q30KQ5	[37, 66]	Beta defensin
Q3LI83	[10, 190]	PMG protein
Q8NA70	[29, 106]	FAM47 family
Q8TDB6	[151, 179]	DTX3L, alpha/beta domain
Q8TDB6	[237, 320]	DTX3L, KH-like domain
Q8TDB6	[561, 599]	Zinc finger, C3HC4 type (RING finger)
Q8TDI0	[346, 387]	PHD-finger
Q8TE49	[889, 912]	A20-like zinc finger
Q8TER5	[1090, 1107]	RhoGEF domain
Q96T92	[426, 448]	Zinc finger, C2H2 type
Q99469	[365, 386]	Variant SH3 domain
Q9BQI3	[470, 503]	Protein kinase domain
Q9GZS9	[153, 180]	Sulfotransferase domain
Q9H756	[345, 369]	Leucine-rich repeat family 19 TM domain
Q9NUL5	[110, 190]	Uncharacterised protein UPF0515
Q9UHF4	[222, 238]	Interferon-alpha/beta receptor, fibronectin type III
Q9UN71	[720, 766]	Cadherin cytoplasmic C-terminal
Q9UQ26	[123, 171]	RIM2-alpha zinc finger
A0A075B6J9	[27, 45]	Immunoglobulin V-set domain
B2RPK0	[7, 49]	HMG-box domain
B2RPK0	[95, 119]	HMG (high mobility group) box
O43903	[88, 150]	Calponin homology (CH) domain
O43903	[205, 226]	Growth-Arrest-Specific Protein 2 Domain
O95754	[512, 527]	Plexin repeat
P01588	[50, 69]	Erythropoietin/thrombopoietin
P25800	[24, 33]	LIM domain
P51449	[30, 98]	Double treble clef zinc finger, C4 type
Q16620	[31, 52]	Leucine rich repeat N-terminal domain
Q4VC44	[144, 165]	FLYWCH zinc finger domain
Q5JZY3	[357, 412]	Fibronectin type III domain
Q6QN14	[80, 131]	Ubiquitin carboxyl-terminal hydrolase
Q96I15	[380, 399]	Aminotransferase class-V
Q9BXU3	[380, 399]	Putative testis-expressed protein 13C, zinc finger domain
Q9HAI6	[1, 19]	TLR adaptor interacting with SLC15A4 on the lysosome
Q9HBG6	[1223, 1239]	IFT122, C-terminal zinc ribbon domain
Q9HBM6	[83, 122]	Transcription initiation factor IID, 31kD subunit
Q9UBU2	[77, 128]	Dickkopf N-terminal cysteine-rich region
Q9UBU2	[211, 258]	Dickkopf-related protein 1/2/4, C-terminal subdomain 2
Q9UPV7	[126, 189]	KIAA1045 RING finger
O94759	[1319, 1342]	NUDT9-like, N-terminal domain
O95460	[580, 613]	Trimeric coiled-coil oligomerisation domain of matrilin
O95786	[807, 817]	C-terminal domain of RIG-I
P12645	[391, 410]	Transforming growth factor beta like domain
P32320	[15, 34]	Cytidine and deoxycytidylate deaminase zinc-binding region
P81133	[426, 470]	Single-minded protein C-terminus
Q2MV58	[70, 106]	N-terminal domain of DUF1619
Q5H9J9	[250, 266]	T-complex protein 11
Q92985	[310, 331]	Interferon-regulatory factor 3
Q96ME7	[157, 193]	Zinc finger protein 512, C2HC zinc finger
Q96P53	[311, 334]	FYVE zinc finger
Q9NP77	[11, 37]	Ssu72-like protein
A4GXA9	[95, 134]	ERCC4 domain
A6NNW6	[275, 284]	Enolase, C-terminal TIM barrel domain
O60678	[49, 66]	Protein arginine N-methyltransferase 3, C2H2 zinc finger
P09486	[95, 149]	Kazal-type serine protease inhibitor domain
P35247	[272, 303]	Lectin C-type domain
P63128	[668, 679]	dUTPase
Q10471	[551, 563]	Ricin-type beta-trefoil lectin domain
Q14159	[313, 332]	Domain of unknown function (DUF4502)
Q14159	[748, 832]	Domain of unknown function (DUF4503)
Q4G0T1	[198, 227]	Scavenger receptor cysteine-rich domain
Q4KMQ2	[332, 349]	Calcium-activated chloride channel
Q68D85	[210, 235]	Immunoglobulin C1-set domain
Q6GMV2	[84, 145]	SET domain
Q7Z5P9	[1476, 1506]	C8 domain
Q7Z5P9	[1549, 1604]	Otogelin-like/Mucin TIL domain
Q8N690	[14, 50]	Big defensin
Q969Q1	[49, 76]	RING-type zinc-finger
Q969Q1	[119, 153]	B-box zinc finger
Q96BD5	[491, 532]	PHD-finger
Q96L96	[1530, 1553]	Alpha-kinase family
Q99575	[656, 671]	POPLD (NUC188) domain
Q99575	[855, 872]	POP1 C-terminal domain
Q9BQB4	[72, 181]	Sclerostin (SOST)
Q9H7Y0	[319, 343]	Protein-kinase domain of FAM69
Q9NRD8	[1511, 1531]	Ferric reductase NAD binding domain
Q9NVP4	[692, 706]	Ankyrin repeats (3 copies)
Q9P0V3	[357, 375]	ZU5 domain
Q9UBG7	[69, 158]	LAG1, DNA binding
Q9UK23	[132, 176]	Phosphodiester glycosidase
A0A0B4J1U7	[32, 53]	Immunoglobulin V-set domain
C9J798	[137, 157]	C2 domain
C9J798	[690, 710]	BTK motif
C9JLR9	[265, 315]	Spin-doc/GT2D2, zinc finger domain
O15123	[418, 435]	Fibrinogen beta and gamma chains, C-terminal globular domain
P13236	[33, 57]	Small cytokines (intecrine/chemokine), interleukin-8 like
P43353	[396, 413]	Aldehyde dehydrogenase family
P63215	[15, 74]	GGL domain
Q3LHN2	[3, 46]	Keratin-associated matrix
Q6ZN16	[86, 102]	Deoxyribohydrolase (DRHyd) domain of the ASK signalosome
Q6ZNC4	[384, 411]	Zinc finger protein 704 C-terminal domain
Q7Z333	[2026, 2059]	AAA domain
Q86UT8	[6, 23]	Coiled coil protein 84
Q96JH8	[283, 317]	FHA domain
Q96SW2	[180, 222]	ATP-dependent protease La (LON) substrate-binding domain
Q96SW2	[321, 335]	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
Q9BTZ2	[246, 273]	Enoyl-(Acyl carrier protein) reductase
Q9NVU0	[57, 89]	RPC5 protein
Q9NW64	[68, 87]	STL11, N-terminal
Q9NZ20	[154, 197]	Phospholipase A2
Q9UJ41	[17, 40]	A20-like zinc finger
Q9Y6P5	[218, 291]	PA26 p53-induced protein (sestrin)
A0AAG2SUX2	[301, 324]	Olduvai domain
O00442	[13, 66]	RNA 3'-terminal phosphate cyclase
O15496	[57, 149]	Phospholipase A2
O60687	[264, 319]	Sushi repeat (SCR repeat)
P01031	[698, 732]	Anaphylotoxin-like domain
P01889	[106, 139]	Class I Histocompatibility antigen, domains alpha 1 and 2
P20393	[144, 200]	Double treble clef zinc finger, C4 type
P42166	[668, 693]	Lamina-associated polypeptide 2 alpha
P46019	[709, 725]	Glycosyl hydrolases family 15
P98170	[468, 484]	Zinc finger, C3HC4 type (RING finger)
Q5DID0	[507, 539]	Calcium-binding EGF domain
Q6ZRP0	[111, 137]	Protein of unknown function (DUF2476)
Q7Z794	[32, 47]	Keratin type II head
Q8IX06	[312, 328]	ElonginA binding-protein 1
Q8IZP2	[152, 176]	Tetratricopeptide repeat
Q8N370	[276, 304]	Major Facilitator Superfamily
Q8N680	[254, 276]	Zinc finger, C2H2 type
Q8N865	[105, 212]	Sperm-associated microtubule inner protein 4
Q8WXD5	[132, 154]	Gemin6 C-terminal domain
Q96AY2	[282, 310]	ERCC4 domain
Q96FA3	[323, 341]	Pellino, RING domain
Q96SA4	[352, 385]	Serine incorporator (Serinc)
Q9C0K7	[336, 362]	Protein kinase domain
Q9P0L0	[90, 117]	MSP (Major sperm protein) domain
A0A0J9YX75	[92, 110]	Immunoglobulin V-set domain
O14981	[894, 946]	Domain of unknown function (DUF3535)
O43150	[320, 379]	PH domain
O43150	[426, 451]	Putative GTPase activating protein for Arf
O43790	[58, 102]	Keratin type II head
P08118	[21, 113]	Beta-microseminoprotein (PSP-94)
P12755	[83, 117]	SKI/SNO/DAC Dachshund homology domain
P27635	[15, 39]	Ribosomal protein L16p/L10e
P60022	[33, 67]	Beta defensin
Q07627	[4, 49]	Keratin, high sulfur B2 protein
Q13698	[229, 271]	Ion transport protein
Q2LD37	[305, 325]	BLTP1-like family N-terminal region
