Accession_number	Region	Domain
Q9BXP8	[1104, 436]	Concanavalin A-like lectin/glucanases superfamily
Q9BXP8	[1194, 436]	Concanavalin A-like lectin/glucanases superfamily
Q9BXP8	[1362, 436]	Concanavalin A-like lectin/glucanases superfamily
Q9BXP8	[1438, 436]	Concanavalin A-like lectin/glucanases superfamily
Q9BXP8	[1586, 436]	Concanavalin A-like lectin/glucanases superfamily
Q9BXP8	[1703, 436]	Concanavalin A-like lectin/glucanases superfamily
Q9HCH0	[880, 163]	Nck-associated protein 5, Peripheral clock protein
Q9NSN8	[148, 136]	PDZ domain
Q9UHC6	[1055, 601]	Laminin G domain
Q9UHC6	[1055, 746]	Laminin G domain
Q9UHC6	[1055, 997]	Laminin G domain
Q9ULG6	[633, 632]	CCPG1 C-terminal domain
A6NLI5	[340, 64]	SPRY domain
O43900	[75, 97]	PET Domain
O43900	[240, 174]	PET Domain
O95153	[977, 564]	RIMBP2-like, immunoglobulin-like domain
O95153	[1465, 1078]	RIMBP2-like, immunoglobulin-like domain
Q01804	[750, 140]	OTU-like cysteine protease
Q15942	[504, 518]	LIM domain
Q16629	[96, 77]	RNA recognition motif
Q5EBL2	[622, 78]	Zinc finger, C2H2 type
Q5EBL2	[622, 190]	Zinc finger, C2H2 type
Q5EBL2	[622, 314]	Zinc finger, C2H2 type
Q5EBL2	[622, 437]	Zinc finger, C2H2 type
Q5EBL2	[622, 608]	Zinc finger, C2H2 type
Q8IYL2	[719, 400]	Predicted AdoMet-dependent methyltransferase
Q8IZP9	[965, 612]	GPCR proteolysis site, GPS, motif
Q8N1G0	[1133, 764]	zinc-finger C2H2-type
Q8N1G0	[1133, 806]	zinc-finger C2H2-type
Q8N1G0	[1133, 872]	zinc-finger C2H2-type
Q8N1G0	[1133, 1012]	zinc-finger C2H2-type
Q8NA31	[671, 530]	Myb-like DNA-binding domain
Q96KR4	[419, 186]	Leishmanolysin
Q96KR4	[590, 595]	Leishmanolysin
Q96PT4	[122, 23]	Homeodomain
Q9NYY3	[84, 27]	Protein kinase domain
Q9UL58	[370, 203]	KRAB box
Q9UL62	[907, 118]	Ankyrin repeats (3 copies)
Q9UM73	[1116, 474]	Protein tyrosine and serine/threonine kinase
Q9UM73	[1116, 1010]	Protein tyrosine and serine/threonine kinase
A6NMZ7	[1392, 1397]	Collagen triple helix repeat (20 copies)
A6NMZ7	[1940, 1450]	Collagen triple helix repeat (20 copies)
O43149	[707, 380]	Anaphase-promoting complex, subunit 10 (APC10)
P0DM63	[343, 243]	Nuclear pore complex interacting protein (NPIP)
Q6PI78	[121, 42]	Transmembrane protein 65
Q8IYX0	[117, 56]	KRAB box
Q8NA42	[436, 461]	Zinc-finger double domain
Q8NFT6	[353, 340]	DBF zinc finger
Q8NFT6	[413, 340]	DBF zinc finger
Q96BT7	[332, 37]	Alkylated DNA repair protein alkB homolog 8, N-terminal
Q9H8U3	[158, 44]	AN1-like Zinc finger
Q9H8U3	[158, 127]	AN1-like Zinc finger
Q9H8U3	[158, 196]	AN1-like Zinc finger
Q9UHF1	[141, 176]	Coagulation Factor Xa inhibitory site
A6NMN3	[177, 111]	Spermatogenesis-associated protein 46
A6NMN3	[256, 239]	Spermatogenesis-associated protein 46
A8MYU2	[919, 636]	Ca2+-activated K+ channel Slowpoke, TrkA_C like domain
O00110	[113, 42]	Zinc-finger double domain
O00110	[113, 137]	Zinc-finger double domain
P0CJ78	[697, 277]	C2H2-type zinc finger
P0CJ78	[697, 392]	C2H2-type zinc finger
P0CJ78	[697, 592]	C2H2-type zinc finger
P0CJ78	[858, 719]	C2H2-type zinc finger
P0CJ78	[980, 719]	C2H2-type zinc finger
P0DJD3	[431, 79]	RNA recognition motif
Q3SXY7	[130, 43]	Leucine rich repeat
Q3SXY7	[544, 175]	Leucine rich repeat
Q6PJI9	[923, 919]	RING/Ubox like zinc-binding domain
Q6ZMY6	[357, 33]	WD domain, G-beta repeat
Q8IV45	[344, 193]	ZU5 domain
Q8IYW4	[190, 136]	ENTH domain
Q8NG31	[2087, 1364]	Knl1 RWD C-terminal domain
Q92698	[675, 461]	SNF2-related domain
Q9NPF0	[131, 167]	Low-density lipoprotein receptor domain class A
A7XYQ1	[765, 180]	MYM-type Zinc finger with FCS sequence motif
A7XYQ1	[815, 180]	MYM-type Zinc finger with FCS sequence motif
P10073	[259, 132]	SCAN domain
P13945	[358, 346]	7 transmembrane receptor (rhodopsin family)
P31275	[215, 104]	Homeodomain
P54198	[764, 301]	TUP1-like enhancer of split
P78312	[292, 117]	FAM193A N-terminal domain
P78312	[292, 159]	FAM193A N-terminal domain
P78312	[292, 217]	FAM193A N-terminal domain
P78312	[482, 463]	FAM193A N-terminal domain
P78312	[1000, 463]	FAM193A N-terminal domain
P78312	[1067, 463]	FAM193A N-terminal domain
Q12901	[167, 48]	KRAB box
Q12901	[307, 48]	KRAB box
Q13064	[311, 298]	Zinc finger, C3HC4 type (RING finger)
Q15365	[281, 210]	KH domain
Q4G112	[302, 129]	HSF-type DNA-binding
Q6N063	[314, 211]	OGFOD2-like domain
Q8IZ41	[543, 435]	Ras family
Q8IZP6	[255, 260]	Zinc finger, C3HC4 type (RING finger)
Q8N2N9	[774, 215]	Ankyrin repeats (3 copies)
Q9GZU3	[49, 27]	Putative transmembrane protein
Q9H0F6	[343, 127]	Sharpin PH domain
Q9H2D6	[1781, 35]	PH domain
Q9H2D6	[1781, 127]	PH domain
Q9H2D6	[1781, 1122]	PH domain
Q9H2D6	[1781, 1169]	PH domain
Q9H706	[349, 305]	Cell-cycle sustaining, positive selection,
Q9UNX9	[387, 191]	Inward rectifier potassium channel transmembrane domain
Q9Y2E4	[911, 119]	DMAP1-binding Domain
A2VCK2	[148, 121]	Doublecortin
O94983	[534, 251]	IPT/TIG domain
P13682	[502, 236]	Zinc finger, C2H2 type
P13682	[502, 517]	Zinc finger, C2H2 type
P25490	[383, 339]	Zinc finger, C2H2 type
P60409	[287, 332]	Keratin, high sulfur B2 protein
P62684	[578, 604]	GAG-polyprotein viral zinc-finger
Q04721	[2011, 1543]	Ankyrin repeat
Q13751	[316, 367]	Laminin/attractin EGF domain
Q13751	[780, 367]	Laminin/attractin EGF domain
Q5VTR2	[894, 264]	Bre1, coiled-coil containing domain
Q86WZ6	[241, 63]	KRAB box
Q8IUL8	[291, 215]	Immunoglobulin domain
Q8N0Y2	[278, 193]	Zinc finger, C2H2 type
Q8N0Y2	[278, 292]	Zinc finger, C2H2 type
Q8N143	[292, 134]	BTB/POZ domain
Q8N2R0	[284, 272]	Zinc finger, C2H2 type
Q92764	[392, 406]	Intermediate filament protein
Q9BXR6	[449, 220]	Sushi repeat (SCR repeat)
Q9BXR6	[449, 402]	Sushi repeat (SCR repeat)
Q9BXX0	[908, 675]	C1q domain
Q9C0D5	[1201, 218]	Ankyrin repeats (3 copies)
Q9NRM6	[485, 479]	SEFIR domain
Q9UK13	[562, 584]	Zinc finger, C2H2 type
O15072	[556, 605]	Thrombospondin type 1 domain
O15072	[857, 605]	Thrombospondin type 1 domain
O95780	[453, 133]	Zinc finger, C2H2 type
O95780	[453, 383]	Zinc finger, C2H2 type
P08048	[572, 498]	C2H2-type zinc-finger domain
P08048	[706, 597]	C2H2-type zinc-finger domain
P08069	[683, 462]	Receptor L domain
P0C6A0	[208, 69]	GATA zinc finger
P0C6A0	[208, 241]	GATA zinc finger
P78368	[388, 262]	Protein kinase domain
Q03112	[200, 199]	PR domain zinc finger protein 2, PR domain
Q03112	[254, 199]	PR domain zinc finger protein 2, PR domain
Q03112	[931, 199]	PR domain zinc finger protein 2, PR domain
Q58WW2	[762, 145]	WD domain, G-beta repeat
Q58WW2	[762, 193]	WD domain, G-beta repeat
Q6ZN30	[442, 44]	Zinc-finger of C2H2 type
Q6ZN30	[442, 136]	Zinc-finger of C2H2 type
Q6ZN30	[818, 461]	Zinc-finger of C2H2 type
Q7Z713	[36, 37]	Ankyrin repeats (3 copies)
Q7Z713	[118, 117]	Ankyrin repeats (3 copies)
Q8IZN3	[346, 287]	DHHC palmitoyltransferase
Q8N8Y5	[143, 129]	C2H2-type zinc finger
Q92804	[354, 313]	RNA recognition motif
Q969S2	[307, 266]	Formamidopyrimidine-DNA glycosylase H2TH domain
Q9NYJ8	[659, 50]	CUE domain
A6NDX5	[101, 82]	KRAB box
A6NDX5	[268, 82]	KRAB box
A6NDX5	[324, 82]	KRAB box
A6NDX5	[540, 82]	KRAB box
O94953	[754, 746]	PHD-finger
P22105	[4026, 96]	Fibrinogen beta and gamma chains, C-terminal globular domain
P22105	[4026, 754]	Fibrinogen beta and gamma chains, C-terminal globular domain
P61968	[140, 140]	LIM domain
P98153	[284, 267]	Lectin C-type domain
Q13886	[203, 189]	Zinc finger, C2H2 type
Q15415	[433, 218]	RBM1CTR (NUC064) family
Q5SRH9	[176, 173]	Iml2/Tetratricopeptide repeat protein 39
Q5UAW9	[290, 235]	7 transmembrane receptor (Secretin family)
Q6ZMY3	[608, 170]	Transcription factor S-II (TFIIS), central domain
Q6ZMY3	[608, 353]	Transcription factor S-II (TFIIS), central domain
Q6ZMY3	[779, 718]	Transcription factor S-II (TFIIS), central domain
Q70EL1	[1057, 348]	Ubiquitin carboxyl-terminal hydrolase
Q7Z3K3	[1026, 407]	Tc5 transposase DNA-binding domain
Q7Z3K3	[1026, 508]	Tc5 transposase DNA-binding domain
Q7Z3K3	[1026, 557]	Tc5 transposase DNA-binding domain
Q86YJ5	[110, 55]	RING-variant domain
Q8IZA0	[887, 884]	KIAA0319 C-terminal domain
Q99684	[398, 164]	Zinc finger, C2H2 type
Q99684	[398, 326]	Zinc finger, C2H2 type
Q9HCI7	[133, 111]	zinc RING finger of MSL2
Q9HCI7	[210, 111]	zinc RING finger of MSL2
Q9UKJ8	[492, 579]	ADAM cysteine-rich
Q9UKJ8	[635, 604]	ADAM cysteine-rich
A8TX70	[2291, 1402]	von Willebrand factor type A domain
O15218	[342, 320]	7 transmembrane receptor (rhodopsin family)
O15391	[341, 297]	Zinc finger, C2H2 type
P19544	[414, 369]	Zinc finger, C2H2 type
P35523	[808, 571]	Voltage gated chloride channel
Q13643	[6, 33]	FHL2/3 N-terminal LIM domain
Q5T8P6	[292, 76]	PWI domain
Q86VP1	[755, 625]	Autophagy receptor zinc finger-C2H2 domain
Q8N3J9	[227, 39]	Zinc finger, C2H2 type
Q8N3J9	[227, 249]	Zinc finger, C2H2 type
Q8TCU4	[4032, 2585]	ALMS motif
Q8TF46	[236, 48]	Rrp44-like cold shock domain
Q9BYN7	[503, 479]	C2H2-type zinc finger
Q9BYN7	[530, 525]	C2H2-type zinc finger
Q9BYN7	[613, 525]	C2H2-type zinc finger
Q9NZF1	[26, 38]	PLAC8 family
O15060	[334, 121]	BTB/POZ domain
O15060	[552, 121]	BTB/POZ domain
O15060	[596, 121]	BTB/POZ domain
O94855	[686, 325]	Sec23/Sec24 beta-sandwich domain
O95391	[162, 132]	Pre-mRNA splicing Prp18-interacting factor
P01877	[217, 119]	Immunoglobulin C1-set domain
P28358	[267, 122]	Homeodomain
P49747	[493, 361]	Thrombospondin type 3 repeat
P98161	[3714, 53]	Polycystin domain
P98161	[3714, 268]	Polycystin domain
P98161	[3714, 676]	Polycystin domain
Q14D33	[488, 149]	Zinc-binding domain
Q5GH76	[113, 83]	XK-related protein
Q68DV7	[272, 276]	Ring finger domain
Q68DV7	[471, 312]	Ring finger domain
Q68DV7	[690, 312]	Ring finger domain
Q68DV7	[748, 312]	Ring finger domain
Q6ZU52	[445, 54]	SOGA 1/2-like, coiled-coil
Q7L622	[433, 33]	HECT-domain (ubiquitin-transferase)
Q8N3T1	[459, 347]	Glycosyl transferase family 2
Q8NEZ3	[1307, 1271]	IFT144, first zinc finger domain
Q92956	[78, 119]	TNFR/NGFR cysteine-rich region
Q99676	[211, 68]	KRAB box
Q9BRP7	[530, 342]	Ferredoxin-fold anticodon binding domain
Q9BTL4	[177, 125]	Immediate early response protein (IER)
Q9BWV1	[919, 805]	Fibronectin type III domain
Q9BWV1	[1007, 805]	Fibronectin type III domain
Q9BWV1	[1045, 805]	Fibronectin type III domain
Q9H0B3	[1138, 279]	IQ calmodulin-binding motif
Q9H0B3	[1138, 764]	IQ calmodulin-binding motif
Q9H0B3	[1138, 1081]	IQ calmodulin-binding motif
Q9P278	[927, 712]	Folliculin-interacting protein C-terminus
Q9P278	[927, 786]	Folliculin-interacting protein C-terminus
Q9P278	[927, 881]	Folliculin-interacting protein C-terminus
Q9UID6	[403, 119]	Zinc finger, C2H2 type
Q9UID6	[403, 240]	Zinc finger, C2H2 type
Q9UID6	[403, 339]	Zinc finger, C2H2 type
Q9UPR6	[788, 423]	DZF C-terminal domain
A6NK53	[190, 48]	KRAB box
A6NK53	[291, 48]	KRAB box
A6NK53	[438, 48]	KRAB box
O14525	[1153, 728]	Annexin-like domain
O14525	[1153, 963]	Annexin-like domain
O14525	[1153, 1035]	Annexin-like domain
O76081	[262, 229]	Regulator of G protein signaling domain
O95630	[386, 361]	JAB1/Mov34/MPN/PAD-1 ubiquitin protease
P01876	[136, 132]	Immunoglobulin domain
P03973	[85, 129]	WAP-type (Whey Acidic Protein) 'four-disulfide core'
P35348	[408, 326]	7 transmembrane receptor (rhodopsin family)
P52740	[683, 156]	Zinc finger, C2H2 type
P52740	[683, 250]	Zinc finger, C2H2 type
P52740	[683, 389]	Zinc finger, C2H2 type
P52740	[683, 705]	Zinc finger, C2H2 type
Q0VDD8	[1219, 587]	Hydrolytic ATP binding site of dynein motor region
Q14995	[403, 393]	Ligand-binding domain of nuclear hormone receptor
Q5VUE5	[82, 58]	Family of unknown function (DUF5522)
Q6ZR52	[613, 82]	Zinc finger, C2H2 type
Q6ZR52	[613, 145]	Zinc finger, C2H2 type
Q6ZR52	[613, 237]	Zinc finger, C2H2 type
Q6ZR52	[613, 599]	Zinc finger, C2H2 type
Q86W24	[744, 597]	NLRC4 helical domain HD2
Q8IZ20	[402, 21]	Zinc finger, C2H2 type
Q8IZ20	[402, 94]	Zinc finger, C2H2 type
Q8IZ20	[402, 180]	Zinc finger, C2H2 type
Q8IZ20	[417, 420]	Zinc finger, C2H2 type
Q96NJ6	[477, 183]	Zinc finger, C2H2 type
Q9P021	[12, 15]	Microtubule-associated protein CRIPT
Q9UPT6	[958, 864]	WD40 repeated domain
Q9Y5I0	[800, 746]	Cadherin C-terminal cytoplasmic tail, catenin-binding region
A6NEL2	[630, 209]	Ankyrin repeats (3 copies)
P00751	[176, 112]	Sushi repeat (SCR repeat)
P00751	[176, 218]	Sushi repeat (SCR repeat)
P14780	[663, 314]	Hemopexin
P14780	[663, 385]	Hemopexin
P52742	[634, 256]	Zinc finger, C2H2 type
Q13574	[446, 138]	Diacylglycerol kinase accessory domain
Q6ZSB9	[563, 169]	Zinc finger, C2H2 type
Q6ZSB9	[563, 409]	Zinc finger, C2H2 type
Q7Z3B3	[885, 601]	PEHE domain
Q7Z3B3	[885, 645]	PEHE domain
Q8N328	[553, 499]	Transposase IS4
Q8TF61	[715, 594]	F-box-like
Q92802	[404, 260]	AAA domain
Q92802	[404, 386]	AAA domain
Q96FV2	[95, 17]	Peptidase family C69
Q96I27	[181, 72]	C2H2-type zinc finger
Q96I27	[181, 203]	C2H2-type zinc finger
Q96K83	[1256, 160]	Zinc finger, C2H2 type
Q96K83	[1256, 324]	Zinc finger, C2H2 type
Q96K83	[1256, 641]	Zinc finger, C2H2 type
Q96K83	[1256, 851]	Zinc finger, C2H2 type
Q96K83	[1256, 900]	Zinc finger, C2H2 type
Q96K83	[1256, 973]	Zinc finger, C2H2 type
Q96K83	[1256, 1079]	Zinc finger, C2H2 type
Q96K83	[1256, 1105]	Zinc finger, C2H2 type
Q96K83	[1256, 1252]	Zinc finger, C2H2 type
Q9BZE9	[118, 78]	TUG ubiquitin-like domain
Q9ULD8	[907, 511]	Ion transport protein
A2RRD8	[152, 48]	KRAB box
A6QL64	[1498, 1358]	CCDC144C protein coiled-coil region
O14978	[369, 256]	KRAB box
O15399	[1171, 856]	Ligand-gated ion channel
O15399	[1216, 856]	Ligand-gated ion channel
O60765	[205, 54]	KRAB box
P06213	[1023, 719]	Protein tyrosine and serine/threonine kinase
P17023	[145, 54]	KRAB box
P17023	[180, 54]	KRAB box
P30518	[338, 325]	7 transmembrane receptor (rhodopsin family)
P48200	[212, 187]	Aconitase family (aconitate hydratase)
P54107	[167, 175]	Cysteine-rich secretory protein family
Q05586	[560, 452]	Ligand-gated ion channel
Q13370	[736, 75]	3'5'-cyclic nucleotide phosphodiesterase
Q149N8	[1432, 1440]	RING-type zinc-finger
Q5MJ70	[69, 17]	Cell cycle regulatory protein
Q5T089	[346, 196]	MORN repeat
Q5T4S7	[4367, 1798]	E3 ubiquitin-protein ligase UBR4
Q5T4S7	[4367, 3697]	E3 ubiquitin-protein ligase UBR4
Q5T4S7	[4367, 3875]	E3 ubiquitin-protein ligase UBR4
Q68CR7	[686, 194]	Leucine Rich Repeat
Q6ZN08	[95, 44]	KRAB box
Q8IWV8	[1150, 874]	E3 ubiquitin-protein ligase UBR1-like, winged-helix domain
Q8IYX8	[312, 329]	Centrosome microtubule-binding domain of Cep57
Q8NDX6	[120, 123]	C2H2-type zinc finger
Q8TE56	[976, 1028]	Thrombospondin type 1 domain
Q8WVV4	[255, 41]	POF1B helix-loop-helix domain
Q8WVV4	[255, 197]	POF1B helix-loop-helix domain
Q96SZ4	[126, 127]	SCAN domain
Q96SZ4	[395, 127]	SCAN domain
Q96SZ4	[513, 127]	SCAN domain
Q9NWW7	[216, 56]	Putative treble-clef, zinc-finger, Zn-binding
Q9NWW7	[279, 56]	Putative treble-clef, zinc-finger, Zn-binding
Q9ULW2	[218, 206]	Frizzled/Smoothened family membrane region
Q9Y6M4	[421, 417]	Casein kinase 1 gamma C terminal
C9JVW0	[26, 15]	TRP-interacting helix
O43497	[1611, 570]	Ion transport protein
O43497	[1611, 679]	Ion transport protein
O95863	[168, 176]	C2H2-type zinc finger
P0CG23	[597, 527]	Zinc finger, C2H2 type
P17039	[596, 165]	Zinc finger, C2H2 type
P17039	[596, 246]	Zinc finger, C2H2 type
P17039	[596, 330]	Zinc finger, C2H2 type
P21854	[251, 237]	Lectin C-type domain
P51508	[638, 260]	Zinc finger, C2H2 type
P51508	[638, 400]	Zinc finger, C2H2 type
P56199	[966, 87]	Integrin alpha Ig-like domain 3
P56199	[966, 567]	Integrin alpha Ig-like domain 3
P59046	[997, 754]	Leucine Rich repeat
P63133	[925, 739]	Integrase core domain
Q3MJ16	[732, 612]	Lysophospholipase catalytic domain
Q685J3	[4188, 4169]	SEA domain
Q685J3	[4338, 4282]	SEA domain
Q6ZMW2	[127, 48]	KRAB box
Q6ZMW2	[360, 48]	KRAB box
Q8TD23	[536, 144]	Zinc finger, C2H2 type
Q8TD23	[536, 301]	Zinc finger, C2H2 type
Q96AQ9	[72, 26]	Putative cell signalling
Q9C0E4	[942, 371]	PDZ domain
Q9NQX1	[152, 128]	PR domain zinc finger protein 2, PR domain
Q9NQX1	[423, 128]	PR domain zinc finger protein 2, PR domain
A0JP26	[470, 51]	CCDC144C protein coiled-coil region
O43909	[192, 185]	Exostosin GT47 domain
P07202	[151, 155]	Animal haem peroxidase
P07202	[710, 709]	Animal haem peroxidase
P10646	[216, 130]	Kunitz/Bovine pancreatic trypsin inhibitor domain
P29320	[219, 259]	Ephrin cysteine rich domain
P41587	[50, 47]	Hormone receptor domain
Q6DHY5	[523, 312]	Rab-GTPase-TBC domain
Q6WCQ1	[390, 34]	PH domain
Q7L3V2	[99, 81]	Domain of unknown function (DUF4939)
Q8ND94	[85, 82]	Fibronectin type III domain
Q8TDI0	[594, 471]	Chromo (CHRromatin Organisation MOdifier) domain
Q8TE49	[867, 368]	OTU-like cysteine protease
Q96T92	[426, 311]	Zinc finger, C2H2 type
Q96T92	[461, 448]	Zinc finger, C2H2 type
Q96T92	[516, 448]	Zinc finger, C2H2 type
P25800	[88, 28]	LIM domain
Q13796	[463, 104]	PDZ domain
Q4V348	[782, 64]	Zinc finger, C2H2 type
Q4V348	[782, 404]	Zinc finger, C2H2 type
Q4VC44	[680, 391]	FLYWCH-type zinc finger-containing protein 1
Q5JZY3	[646, 343]	Protein tyrosine and serine/threonine kinase
Q6QN14	[80, 61]	Ubiquitin carboxyl-terminal hydrolase
Q6ZNA1	[209, 48]	KRAB box
Q86T29	[619, 157]	Zinc finger, C2H2 type
Q86T29	[619, 267]	Zinc finger, C2H2 type
Q86VW2	[164, 35]	RhoGEF domain
Q93075	[496, 37]	TatD related DNase
Q96HE9	[129, 102]	PRR11 first helical domain
Q96T76	[555, 556]	RNAPII transcription regulator C-terminal
Q9NQV6	[560, 195]	Zinc-finger of C2H2 type
Q9NQV6	[638, 580]	Zinc-finger of C2H2 type
Q9NQV6	[824, 580]	Zinc-finger of C2H2 type
Q9UBU2	[179, 208]	Dickkopf-related protein 1/2/4, C-terminal subdomain 1
A6QL63	[604, 60]	Ankyrin repeat
A6QL63	[604, 323]	Ankyrin repeat
O95361	[129, 163]	B-box zinc finger
O95460	[580, 389]	Trimeric coiled-coil oligomerisation domain of matrilin
O95786	[807, 236]	C-terminal domain of RIG-I
P13385	[115, 129]	Cripto_Frl-1_Cryptic (CFC)
P13385	[144, 149]	Cripto_Frl-1_Cryptic (CFC)
P32320	[15, 21]	Cytidine and deoxycytidylate deaminase zinc-binding region
Q68DQ2	[2754, 403]	Beta/Gamma crystallin
Q68DQ2	[2754, 974]	Beta/Gamma crystallin
Q68DY1	[481, 271]	Zinc finger, C2H2 type
Q6NXE6	[29, 20]	Armadillo repeat-containing protein 6 N-terminal domain
Q6NXE6	[462, 89]	Armadillo repeat-containing protein 6 N-terminal domain
Q7Z7L9	[586, 264]	Zinc finger, C2H2 type
Q86UD4	[512, 49]	Zinc finger, C2H2 type
Q86UD4	[512, 245]	Zinc finger, C2H2 type
Q8WV37	[511, 301]	Zinc finger, C2H2 type
Q8WV37	[511, 413]	Zinc finger, C2H2 type
Q8WV37	[511, 497]	Zinc finger, C2H2 type
Q96ME7	[394, 258]	Zinc finger protein 512, C2HC zinc finger
Q9BY66	[1164, 607]	JmjC domain, hydroxylase
Q9H156	[400, 358]	Leucine rich repeat
Q9UJH8	[160, 157]	Meteorin-like protein N-terminal domain
Q9UNY5	[294, 160]	SCAN domain
A6NGD5	[412, 19]	Zinc-finger of C2H2 type
A6NGD5	[412, 398]	Zinc-finger of C2H2 type
P17098	[248, 65]	KRAB box
P35442	[921, 279]	Thrombospondin type 3 repeat
P35442	[921, 862]	Thrombospondin type 3 repeat
P60411	[209, 254]	Keratin, high sulfur B2 protein
P63128	[999, 604]	Reverse transcriptase (RNA-dependent DNA polymerase)
Q02447	[681, 637]	Zinc finger, C2H2 type
Q4G0T1	[790, 731]	Scavenger receptor cysteine-rich domain
Q4G0T1	[790, 804]	Scavenger receptor cysteine-rich domain
Q6GMV2	[342, 351]	SET domain
Q7Z5P9	[1469, 653]	C8 domain
Q7Z5P9	[1469, 829]	C8 domain
Q7Z5P9	[1469, 1282]	C8 domain
Q7Z5P9	[1469, 1458]	C8 domain
Q7Z5P9	[1609, 1537]	C8 domain
Q7Z5P9	[8140, 1537]	C8 domain
Q86UX6	[465, 345]	Protein kinase domain
Q8NCP5	[487, 441]	Zinc finger, C2H2 type
Q8NCP5	[487, 493]	Zinc finger, C2H2 type
Q96JM4	[1396, 732]	IQ calmodulin-binding motif
Q96L96	[753, 169]	Immunoglobulin I-set domain
Q9NV72	[504, 462]	Zinc finger, C2H2 type
Q9NVP4	[182, 100]	Fn3 associated
Q9NXR8	[352, 104]	Inhibitor of growth proteins N-terminal histone-binding
Q9UBG7	[234, 74]	Beta-trefoil DNA-binding domain
Q9UK23	[295, 324]	Phosphodiester glycosidase
Q9ULE0	[935, 484]	WWC1-like, helical hairpin
A0AAG2TUQ4	[28, 19]	GM130 C-terminal binding motif
O43313	[130, 163]	ASCIZ first and second C2H2 zinc finger domains
O60503	[1050, 63]	Adenylate and Guanylate cyclase catalytic domain
P0C7P1	[431, 79]	RNA recognition motif
P51523	[199, 48]	KRAB box
Q13422	[201, 87]	Zinc finger, C2H2 type
Q13422	[201, 224]	Zinc finger, C2H2 type
Q13422	[481, 224]	Zinc finger, C2H2 type
Q14432	[751, 53]	3'5'-cyclic nucleotide phosphodiesterase
Q14525	[55, 57]	Intermediate filament protein
Q14525	[352, 366]	Intermediate filament protein
Q5JT82	[343, 324]	Zinc finger, C2H2 type
Q6ZNG1	[694, 344]	Zinc finger, C2H2 type
Q7Z333	[1934, 1451]	AAA domain
Q7Z333	[1934, 1574]	AAA domain
Q8N393	[185, 49]	KRAB box
Q8N393	[287, 49]	KRAB box
Q8N393	[358, 49]	KRAB box
Q92667	[610, 529]	KH domain
Q9BZE0	[204, 212]	C2H2 zinc finger
Q9BZE0	[226, 233]	C2H2 zinc finger
Q9NSI5	[229, 139]	Immunoglobulin I-set domain
Q9NSI5	[270, 139]	Immunoglobulin I-set domain
Q9NZ20	[427, 427]	Phospholipase A2
Q9UIE0	[159, 48]	KRAB box
Q9UIE0	[271, 48]	KRAB box
Q9UIE0	[355, 48]	KRAB box
A6NM62	[321, 193]	Leucine rich repeat
A6NM62	[404, 193]	Leucine rich repeat
A8MX34	[165, 209]	Keratin, high sulfur B2 protein
O14492	[307, 304]	PH domain
O60687	[264, 86]	Sushi repeat (SCR repeat)
P52737	[364, 322]	C2H2-type zinc finger
Q52M93	[177, 67]	KRAB box
Q52M93	[429, 67]	KRAB box
Q6NUJ5	[491, 427]	PWWP domain
Q7L5Y9	[298, 301]	CTLH/CRA C-terminal to LisH motif domain
Q8IX06	[400, 401]	ElonginA binding-protein 1
Q8IX06	[446, 401]	ElonginA binding-protein 1
Q8IXW0	[573, 464]	Lamin Tail Domain
Q8IZQ8	[568, 129]	RPEL repeat
Q8N680	[354, 109]	BTB/POZ domain
Q8N865	[348, 283]	Sperm-associated microtubule inner protein 4
Q96AY2	[270, 185]	ERCC4 domain
Q96MR9	[740, 247]	Zinc finger, C2H2 type
Q96MR9	[740, 390]	Zinc finger, C2H2 type
Q96MR9	[740, 635]	Zinc finger, C2H2 type
Q96MR9	[740, 762]	Zinc finger, C2H2 type
Q96QU1	[1685, 1359]	PCDH15-like domain
Q96QU1	[1816, 1359]	PCDH15-like domain
Q96ST8	[761, 736]	Centrosomal protein of 89 kDa
Q9BS34	[92, 44]	KRAB box
Q9BS34	[123, 44]	KRAB box
Q9BS34	[188, 44]	KRAB box
Q9HBX8	[375, 52]	Leucine rich repeat
Q9UDV7	[630, 616]	Zinc finger, C2H2 type
Q9Y3Q7	[479, 589]	ADAM cysteine-rich
O43790	[34, 33]	Keratin type II head
O43790	[407, 102]	Keratin type II head
P56270	[307, 321]	C2H2-type zinc finger
Q2WGN9	[162, 151]	PH domain
Q2WGN9	[197, 151]	PH domain
Q6BEB4	[356, 312]	Zinc finger, C2H2 type
Q969S8	[379, 320]	Histone deacetylase domain
Q96IL0	[66, 71]	Cytochrome c oxidase assembly factor 8
Q96SF7	[375, 304]	T-box
Q9GZP1	[22, 17]	Neurensin/Transmembrane protein 74
Q9UC07	[478, 18]	C2H2-type zinc finger
Q9UC07	[478, 206]	C2H2-type zinc finger
Q9UC07	[478, 462]	C2H2-type zinc finger
Q9UHC1	[1009, 269]	DNA mismatch repair protein, C-terminal domain
Q9UHC1	[1426, 269]	DNA mismatch repair protein, C-terminal domain
Q9Y4C4	[426, 308]	Leucine rich repeat
A6NHN0	[344, 111]	C1q domain
A8MWA4	[228, 242]	Zinc finger, C2H2 type
O95967	[224, 246]	Complement Clr-like EGF-like
O95970	[115, 60]	Leucine rich repeat
P29323	[257, 256]	Ephrin cysteine rich domain
P59923	[516, 273]	KRAB box
