Accession_number	Region	Region_length
Q9NW64	[25, 45]	21
Q9NW64	[62, 82]	21
Q9NW64	[162, 182]	21
Q9NZ20	[148, 193]	46
Q9NZ20	[204, 225]	22
Q9NZ20	[350, 406]	57
A0AAG2SUX2	[507, 539]	33
O15496	[73, 139]	67
O60687	[121, 195]	75
O60687	[253, 326]	74
P0C7W8	[36, 72]	37
P0C7X0	[36, 72]	37
P20393	[139, 202]	64
P35321	[10, 82]	73
Q52M93	[289, 312]	24
Q52M93	[373, 396]	24
Q5T6S3	[91, 107]	17
Q6ZRP0	[0, 20]	21
Q96AY2	[269, 289]	21
Q96FA3	[322, 341]	20
Q96FA3	[356, 380]	25
O43790	[45, 86]	42
P08118	[24, 85]	62
P27635	[0, 24]	25
Q07627	[0, 176]	177
Q569H4	[161, 182]	22
Q569H4	[202, 229]	28
Q6BEB4	[347, 370]	24
Q9BQ04	[153, 174]	22
Q9GZP1	[38, 54]	17
O15392	[24, 62]	39
P07315	[12, 31]	20
P15882	[236, 262]	27
P23409	[62, 94]	33
P49736	[334, 364]	31
Q8N9H8	[683, 708]	26
Q8N9H8	[720, 737]	18
Q8TC90	[11, 58]	48
Q8TC90	[85, 100]	16
Q96EK4	[0, 20]	21
Q96EK4	[43, 68]	26
Q99750	[76, 170]	95
Q99750	[182, 241]	60
A8MTY0	[161, 189]	29
A8MTY0	[217, 240]	24
P52943	[0, 65]	66
P52943	[115, 187]	73
P53667	[193, 217]	25
Q4FZB7	[274, 300]	27
Q6IQ21	[644, 667]	24
Q8TF27	[472, 494]	23
Q9BXB1	[21, 52]	32
A8MQ03	[25, 143]	119
P11474	[103, 142]	40
Q6UXD5	[330, 358]	29
Q6UXD5	[741, 780]	40
Q8IZF3	[41, 98]	58
Q9UPQ4	[30, 71]	42
Q9UPQ4	[116, 132]	17
O00154	[81, 106]	26
O60911	[163, 184]	22
P21580	[376, 416]	41
P62068	[206, 241]	36
Q16610	[209, 297]	89
Q16610	[337, 402]	66
Q16610	[415, 507]	93
Q6P387	[20, 52]	33
Q6P387	[84, 114]	31
Q8NCW0	[78, 101]	24
Q8NCW0	[121, 136]	16
Q8NCW0	[176, 219]	44
Q9H336	[284, 343]	60
Q9H336	[394, 429]	36
Q9NYG5	[24, 49]	26
Q9NYG5	[65, 83]	19
Q9UBI9	[83, 131]	49
Q9UBI9	[145, 189]	45
Q9Y2A4	[160, 183]	24
Q9Y5J7	[31, 58]	28
A0A1B0GVS7	[73, 107]	35
A0A1B0GVS7	[125, 184]	60
A1L3X4	[0, 48]	49
A1Z1Q3	[105, 130]	26
A8K979	[586, 627]	42
A8MPS7	[246, 270]	25
O95718	[132, 161]	30
P36544	[351, 373]	23
P36544	[397, 421]	25
P62072	[18, 63]	46
Q08397	[490, 509]	20
Q15697	[28, 62]	35
Q7Z5A7	[57, 130]	74
Q8N4Q1	[42, 103]	62
Q99932	[109, 129]	21
Q9H1F0	[21, 69]	49
Q9Y5R5	[111, 161]	51
A0A8V8TNH8	[36, 72]	37
O43296	[394, 415]	22
O43296	[530, 553]	24
P0C2L3	[80, 106]	27
P0C7H8	[0, 127]	128
P15173	[54, 79]	26
P15328	[29, 74]	46
Q06828	[65, 90]	26
Q5T3F8	[305, 324]	20
Q5T3F8	[383, 399]	17
Q8TF47	[202, 225]	24
Q8WWF5	[334, 360]	27
B7Z1M9	[247, 267]	21
F5H094	[452, 474]	23
O15354	[469, 485]	17
O75152	[19, 89]	71
P10276	[77, 157]	81
P55010	[91, 147]	57
P55259	[467, 482]	16
Q03167	[711, 727]	17
Q5FYA8	[543, 560]	18
Q6NUM6	[341, 359]	19
Q9NQ79	[534, 614]	81
O43439	[496, 552]	57
O95260	[61, 88]	28
P00749	[54, 131]	78
P00749	[277, 306]	30
P00749	[342, 384]	43
P01859	[3, 29]	27
P09871	[332, 368]	37
P13598	[37, 61]	25
P16109	[368, 409]	42
P16109	[677, 714]	38
P16109	[736, 766]	31
P78333	[50, 77]	28
P78333	[336, 367]	32
Q02223	[23, 45]	23
Q15654	[268, 291]	24
Q15654	[397, 412]	16
Q17RB8	[129, 167]	39
Q17RB8	[493, 513]	21
Q6UWQ7	[26, 48]	23
Q6UWQ7	[100, 118]	19
Q7Z419	[113, 175]	63
Q7Z419	[191, 214]	24
Q8TBN0	[288, 311]	24
A4D1P6	[407, 423]	17
O15273	[0, 17]	18
P01229	[97, 135]	39
P23490	[5, 283]	279
P51172	[603, 628]	26
Q14153	[103, 126]	24
Q14153	[170, 251]	82
Q15013	[39, 66]	28
Q3KNT9	[29, 49]	21
Q3KNT9	[98, 123]	26
Q3KNV8	[37, 64]	28
Q5EBN2	[86, 102]	17
Q5EBN2	[115, 135]	21
Q6ZVW7	[160, 178]	19
Q6ZVW7	[302, 324]	23
Q6ZVW7	[389, 415]	27
Q86SR1	[556, 577]	22
Q8N3F8	[153, 224]	72
Q96EK2	[333, 405]	73
Q96JB6	[101, 141]	41
Q96JB6	[248, 295]	48
Q96JB6	[371, 419]	49
Q96JB6	[489, 525]	37
Q96JB6	[635, 659]	25
Q96JB6	[720, 740]	21
Q9H1K0	[155, 199]	45
Q9H1K0	[240, 264]	25
Q15527	[21, 47]	27
Q15527	[72, 136]	65
Q5K4E3	[226, 255]	30
Q5K4E3	[751, 770]	20
Q9BQ16	[302, 389]	88
Q9H0B8	[141, 174]	34
Q9H0B8	[279, 313]	35
Q9H0B8	[393, 421]	29
Q9Y253	[624, 645]	22
A6NNH2	[35, 67]	33
P04155	[21, 83]	63
Q14533	[45, 86]	42
Q6R6M4	[78, 131]	54
Q8N4L8	[185, 204]	20
Q8WUH1	[0, 20]	21
Q9H3S3	[390, 413]	24
Q9NQ29	[32, 53]	22
O00238	[21, 111]	91
P10153	[42, 64]	23
P10153	[80, 147]	68
Q14596	[223, 252]	30
Q14681	[91, 111]	21
Q15406	[15, 129]	115
Q53T94	[2, 17]	16
Q6ZT77	[137, 162]	26
Q8N158	[11, 34]	24
Q8N158	[58, 77]	20
Q8TEW6	[41, 59]	19
Q8WU68	[143, 178]	36
Q96MF7	[203, 224]	22
Q96QS1	[163, 180]	18
Q9H019	[200, 231]	32
Q9P0K1	[384, 402]	19
Q9P0K1	[679, 720]	42
D6R901	[101, 135]	35
O00144	[100, 161]	62
O43164	[622, 644]	23
O43164	[665, 683]	19
O95985	[640, 659]	20
P0C874	[116, 134]	19
P0CW20	[67, 84]	18
P10827	[0, 114]	115
P51948	[0, 58]	59
Q02509	[93, 177]	85
Q02509	[303, 434]	132
Q03405	[20, 42]	23
Q03405	[55, 76]	22
Q5VWM3	[450, 474]	25
Q8IW36	[343, 382]	40
Q9UKN8	[736, 758]	23
Q9Y6H1	[105, 145]	41
P0C7X2	[202, 222]	21
Q96A56	[58, 100]	43
Q96A56	[207, 239]	33
Q9BYE3	[0, 91]	92
Q9BZL6	[172, 197]	26
Q9BZL6	[267, 323]	57
Q9C019	[5, 69]	65
Q9NVS9	[75, 91]	17
Q9Y242	[281, 344]	64
P02788	[181, 203]	23
P02788	[504, 543]	40
P78348	[315, 342]	28
Q08629	[333, 385]	53
Q2VPK5	[377, 396]	20
Q2VPK5	[422, 475]	54
Q8TDD2	[345, 368]	24
Q93097	[155, 186]	32
Q93097	[310, 388]	79
Q9UEG4	[705, 728]	24
A5X5Y0	[355, 370]	16
O95159	[81, 109]	29
Q12836	[117, 186]	70
Q12836	[434, 468]	35
Q16667	[102, 126]	25
Q63ZY6	[172, 187]	16
P05067	[51, 68]	18
P05067	[90, 110]	21
P05067	[132, 195]	64
P05067	[313, 350]	38
P10826	[77, 157]	81
P15976	[188, 237]	50
P15976	[247, 291]	45
P17787	[409, 427]	19
P53803	[8, 48]	41
P98175	[211, 242]	32
Q12899	[28, 63]	36
Q12899	[91, 133]	43
Q15375	[358, 391]	34
Q53EL9	[805, 847]	43
Q6NT52	[18, 137]	120
Q6P4A8	[463, 485]	23
Q6UW32	[88, 109]	22
Q6UXV0	[149, 168]	20
Q6UXV0	[188, 274]	87
Q6ZRF8	[10, 74]	65
Q6ZRF8	[91, 136]	46
Q7RTY9	[237, 254]	18
Q86YI8	[224, 286]	63
Q8IXT2	[31, 80]	50
Q8N912	[22, 52]	31
Q96GM1	[168, 189]	22
Q9BYS1	[0, 173]	174
A0A0G2JLG4	[361, 379]	19
O00151	[249, 316]	68
Q13145	[48, 113]	66
Q13145	[214, 233]	20
Q7Z5Q1	[516, 538]	23
Q96A83	[33, 83]	51
Q99748	[153, 174]	22
Q9H4G8	[13, 47]	35
Q9NX70	[119, 140]	22
Q9NX70	[173, 190]	18
Q9UGM5	[210, 234]	25
Q9UQC9	[195, 210]	16
O15151	[419, 475]	57
O75594	[60, 83]	24
P07358	[94, 163]	70
P49767	[154, 176]	23
P51522	[120, 165]	46
P58166	[270, 289]	20
P82921	[40, 62]	23
Q13126	[134, 152]	19
Q5T1V6	[100, 140]	41
Q7Z5L9	[494, 563]	70
Q8N9Q2	[0, 30]	31
Q9HAJ7	[18, 39]	22
A8MXU0	[22, 68]	47
O00237	[618, 639]	22
P10398	[128, 153]	26
P23352	[74, 110]	37
P23352	[135, 181]	47
P28331	[117, 146]	30
Q14134	[214, 256]	43
Q5T0J7	[166, 196]	31
Q5VWK0	[440, 490]	51
Q6UXN2	[46, 69]	24
Q96G46	[318, 341]	24
Q96PC2	[228, 252]	25
Q96QK8	[0, 47]	48
Q99835	[122, 213]	92
Q9BRX9	[230, 250]	21
Q9UNE2	[111, 141]	31
A0AVI4	[277, 315]	39
P0DN86	[20, 139]	120
Q86T03	[73, 161]	89
Q86YP4	[408, 450]	43
Q8NHY2	[156, 176]	21
Q96RD9	[154, 182]	29
Q96S65	[226, 284]	59
Q9BR11	[371, 387]	17
A0AAG2TWJ7	[42, 65]	24
O76014	[131, 154]	24
O76014	[304, 358]	55
Q08380	[82, 132]	51
Q15027	[409, 434]	26
Q3KNS6	[147, 170]	24
Q495C1	[14, 54]	41
Q5T6C5	[232, 269]	38
Q96GF1	[60, 88]	29
Q9BUK0	[5, 39]	35
Q9NT22	[111, 138]	28
O60637	[163, 189]	27
P03952	[93, 114]	22
P03952	[126, 141]	16
P03952	[552, 586]	35
P54762	[349, 385]	37
Q16288	[35, 54]	20
Q5T754	[0, 117]	118
Q5XKK7	[171, 197]	27
Q8NA57	[0, 15]	16
Q9BT49	[0, 20]	21
Q9BVT8	[158, 178]	21
O00482	[78, 155]	78
O43918	[288, 349]	62
P04085	[118, 149]	32
P04085	[166, 188]	23
P08476	[343, 363]	21
P20231	[207, 232]	26
Q00987	[294, 328]	35
Q00987	[427, 485]	59
Q05655	[188, 217]	30
Q05655	[260, 279]	20
Q14644	[696, 721]	26
Q16822	[414, 434]	21
Q5TEC3	[183, 203]	21
Q5TEC3	[308, 331]	24
Q8N6Q3	[38, 60]	23
Q8N6Q3	[122, 220]	99
Q8N6Q3	[314, 378]	65
Q8NI32	[54, 157]	104
Q8WU90	[102, 128]	27
Q9NYW8	[558, 581]	24
P41732	[169, 192]	24
Q6P1W5	[354, 386]	33
B7ZLF3	[157, 180]	24
O60870	[23, 54]	32
O95980	[332, 379]	48
O95980	[409, 525]	117
P08217	[202, 225]	24
P0CG36	[143, 170]	28
P22749	[121, 144]	24
Q07869	[91, 118]	28
Q07869	[136, 161]	26
Q2TBC4	[73, 97]	25
Q2TBC4	[138, 209]	72
Q9Y334	[201, 219]	19
C9JLJ4	[101, 135]	35
O95396	[222, 240]	19
P0CW19	[67, 84]	18
P11229	[249, 272]	24
P31150	[391, 417]	27
Q13705	[83, 107]	25
Q5T4F4	[339, 410]	72
Q96I34	[123, 144]	22
Q9NX58	[12, 29]	18
Q5T5D7	[318, 335]	18
Q5T5D7	[346, 369]	24
Q96MD7	[34, 97]	64
Q9BUY5	[215, 238]	24
A6NGG3	[4, 59]	56
O14829	[364, 384]	21
O60609	[33, 105]	73
O60609	[173, 256]	84
O60609	[305, 335]	31
O75954	[163, 184]	22
P10828	[80, 168]	89
P43250	[118, 141]	24
P43250	[414, 436]	23
Q14142	[8, 38]	31
Q6ZMM2	[61, 107]	47
Q6ZMM2	[156, 201]	46
Q6ZMM2	[414, 436]	23
Q8IW70	[400, 509]	110
Q8N2H9	[65, 88]	24
Q8N2H9	[367, 431]	65
Q8NHM4	[188, 206]	19
Q92670	[367, 384]	18
Q92670	[395, 418]	24
Q9BUD6	[305, 330]	26
Q9C030	[29, 68]	40
Q9C037	[1, 61]	61
Q9C037	[76, 118]	43
Q9NQ86	[146, 191]	46
Q9NQ86	[201, 244]	44
Q9UBR4	[53, 71]	19
A6NFK2	[186, 247]	62
F5H4A9	[37, 63]	27
P03971	[477, 501]	25
P03971	[517, 534]	18
P14138	[86, 105]	20
Q02985	[103, 154]	52
Q02985	[174, 219]	46
Q02985	[236, 277]	42
Q14254	[0, 15]	16
Q5TA79	[0, 105]	106
Q76B58	[272, 298]	27
Q76B58	[417, 474]	58
Q8IUD6	[50, 71]	22
Q8IUQ4	[53, 84]	32
Q8IUQ4	[100, 143]	44
Q9HCC9	[824, 868]	45
P05107	[24, 82]	59
P10321	[332, 365]	34
P56730	[127, 174]	48
P56730	[339, 388]	50
P56730	[444, 490]	47
P56730	[558, 620]	63
P56730	[803, 834]	32
Q04771	[24, 54]	31
Q04771	[73, 108]	36
Q14526	[582, 605]	24
Q86XT4	[80, 95]	16
Q8IWR0	[905, 930]	26
Q8N8N0	[19, 63]	45
Q96G27	[91, 110]	20
C9JSJ3	[532, 566]	35
P05981	[337, 363]	27
P62508	[152, 188]	37
Q01101	[358, 381]	24
Q01101	[478, 505]	28
Q9Y314	[0, 17]	18
Q9Y314	[34, 61]	28
O60811	[447, 473]	27
P06681	[114, 160]	47
P06681	[175, 213]	39
P06681	[662, 680]	19
P21741	[26, 142]	117
P35858	[32, 51]	20
Q5TD97	[38, 70]	33
Q5TD97	[128, 148]	21
Q6NW40	[46, 68]	23
Q6NW40	[82, 103]	22
Q7Z6K1	[0, 19]	20
Q8IVH2	[300, 327]	28
Q8IYR2	[295, 318]	24
Q8NEQ6	[74, 137]	64
Q8NEQ6	[152, 168]	17
Q96SC8	[59, 99]	41
Q9H1D9	[286, 304]	19
Q9NXF7	[172, 188]	17
P08709	[66, 89]	24
P0DMB1	[207, 223]	17
P23921	[404, 423]	20
P32927	[74, 98]	25
P34059	[490, 521]	32
P98174	[725, 808]	84
Q16819	[663, 691]	29
Q5VYX0	[40, 63]	24
Q5VYX0	[283, 312]	30
Q6P5W5	[51, 71]	21
Q6ZSG1	[285, 313]	29
Q6ZSG1	[326, 343]	18
Q70CQ3	[223, 246]	24
Q70CQ3	[274, 296]	23
Q70EK9	[467, 506]	40
Q70EK9	[541, 584]	44
Q7RTY8	[778, 795]	18
Q8WWY6	[1, 21]	21
Q8WY91	[0, 19]	20
Q96K78	[98, 119]	22
Q96P47	[833, 852]	20
A7E2F4	[605, 628]	24
O75764	[299, 343]	45
P08174	[90, 107]	18
P08174	[124, 172]	49
P08174	[207, 292]	86
Q8IV20	[390, 405]	16
Q8N1W2	[482, 505]	24
Q96GE5	[160, 183]	24
Q9P0M4	[118, 143]	26
Q9P2E8	[158, 191]	34
Q9Y483	[98, 144]	47
Q9Y581	[168, 186]	19
O14964	[155, 224]	70
P78385	[60, 91]	32
Q12933	[63, 79]	17
Q13241	[150, 174]	25
Q7Z6W1	[153, 178]	26
Q8N5C8	[22, 51]	30
Q8NDX5	[793, 817]	25
Q96AP0	[127, 160]	34
Q9BYV1	[213, 268]	56
A0A0U1RRI6	[190, 207]	18
A0AAG2TVJ1	[370, 406]	37
P01213	[23, 47]	25
P01860	[3, 36]	34
P02795	[0, 60]	61
P33992	[186, 215]	30
Q10588	[147, 166]	20
Q13263	[617, 678]	62
Q8N104	[24, 45]	22
Q8WV22	[194, 240]	47
Q96J86	[108, 135]	28
Q99523	[709, 749]	41
Q9NQT5	[56, 90]	35
Q9UJ78	[233, 298]	66
P58294	[49, 91]	43
Q04206	[88, 129]	42
Q49AR2	[184, 236]	53
Q5VV52	[106, 157]	52
Q7Z7A3	[276, 311]	36
Q8TEY7	[50, 93]	44
Q8TEY7	[310, 333]	24
Q93098	[104, 129]	26
Q93098	[169, 203]	35
Q93098	[245, 350]	106
Q9H1Z9	[236, 258]	23
O15235	[53, 102]	50
O15235	[121, 137]	17
O15375	[194, 215]	22
O95633	[27, 74]	48
P14770	[16, 33]	18
P34896	[373, 396]	24
Q6UXB2	[39, 86]	48
Q8IZP7	[164, 193]	30
Q8IZP7	[214, 237]	24
Q8IZP7	[262, 286]	25
Q8N488	[16, 52]	37
Q9HC57	[55, 113]	59
Q9UFP1	[437, 459]	23
Q9Y336	[152, 173]	22
A0A8V8TPE2	[36, 72]	37
P01127	[119, 150]	32
P01127	[167, 189]	23
P40313	[200, 219]	20
P41091	[90, 114]	25
Q5T7P2	[0, 109]	110
Q8N895	[496, 519]	24
Q8NA82	[648, 682]	35
Q96D46	[6, 30]	25
Q9ULV3	[645, 694]	50
Q9Y6H3	[70, 118]	49
O15344	[33, 68]	36
O15344	[108, 154]	47
O15344	[164, 189]	26
O60636	[152, 170]	19
P00748	[406, 446]	41
P00748	[477, 506]	30
P00748	[547, 574]	28
P00750	[111, 190]	80
P00750	[256, 278]	23
P00750	[417, 453]	37
P00750	[465, 521]	57
P03372	[205, 254]	50
P21941	[229, 268]	40
P32297	[385, 403]	19
Q15695	[175, 195]	21
Q52M58	[30, 115]	86
Q6Q0C0	[129, 170]	42
Q7Z3G6	[119, 143]	25
Q7Z3G6	[184, 208]	25
Q7Z3G6	[254, 319]	66
Q7Z736	[399, 421]	23
Q8TDW5	[53, 107]	55
Q9Y383	[32, 53]	22
P38936	[2, 43]	42
P83881	[61, 97]	37
Q02386	[183, 206]	24
Q13285	[31, 82]	52
Q3MIR4	[65, 85]	21
Q8IWB7	[305, 329]	25
Q8TDE3	[39, 59]	21
Q8TDE3	[77, 144]	68
Q9H8W5	[208, 231]	24
Q9HBF4	[595, 663]	69
Q9HBF4	[710, 776]	67
Q9UJL9	[270, 321]	52
Q9Y3A3	[84, 103]	20
Q13253	[178, 193]	16
Q16568	[74, 104]	31
Q5BLP8	[37, 79]	43
Q5TA78	[0, 98]	99
Q6UWX4	[111, 139]	29
Q70Z44	[351, 368]	18
Q86X76	[48, 69]	22
Q86X76	[161, 185]	25
Q8WXI4	[76, 93]	18
Q93099	[3, 52]	50
Q96BD0	[498, 514]	17
Q9H8Y5	[677, 722]	46
Q9NP62	[97, 125]	29
Q9NZV8	[518, 539]	22
Q9UHD0	[117, 137]	21
A6NC86	[27, 63]	37
O00585	[20, 41]	22
P01591	[92, 140]	49
P59991	[0, 52]	53
P59991	[66, 137]	72
Q13907	[75, 95]	21
Q86VZ4	[126, 150]	25
Q86VZ4	[322, 353]	32
Q9H977	[287, 307]	21
O15304	[58, 84]	27
O15304	[103, 174]	72
O75382	[29, 71]	43
O75382	[104, 147]	44
P23771	[238, 296]	59
P23771	[306, 350]	45
P78552	[84, 133]	50
Q05513	[37, 81]	45
Q14258	[0, 71]	72
Q5T7M9	[332, 361]	30
Q96NS5	[281, 296]	16
Q9BUH6	[0, 33]	34
Q9H4P4	[15, 62]	48
Q9P0K7	[90, 123]	34
Q9P2Y4	[76, 99]	24
Q9P2Y4	[296, 316]	21
Q9UDV6	[360, 399]	40
O43255	[84, 123]	40
O43255	[143, 180]	38
P00734	[251, 300]	50
P05556	[17, 84]	68
Q5T1A1	[602, 622]	21
Q8IYU2	[161, 191]	31
Q92537	[38, 60]	23
Q96RI1	[126, 226]	101
Q9H2U9	[339, 373]	35
Q9H2U9	[401, 583]	183
Q9Y6L6	[448, 474]	27
A8MTI9	[224, 248]	25
B1AKI9	[222, 270]	49
B1AKI9	[310, 332]	23
B1AKI9	[377, 395]	19
O00470	[96, 112]	17
O15162	[137, 195]	59
P36980	[103, 158]	56
P36980	[175, 211]	37
P36980	[246, 269]	24
P55001	[86, 114]	29
Q3B820	[389, 435]	47
Q3B820	[490, 520]	31
Q8N8A2	[388, 446]	59
Q8ND04	[557, 585]	29
Q8ND04	[600, 651]	52
Q9BV68	[2, 41]	40
Q9BV68	[218, 278]	61
O43374	[684, 713]	30
P02768	[104, 134]	31
P02768	[280, 322]	43
P02768	[450, 474]	25
P02768	[487, 514]	28
P15692	[252, 283]	32
P15692	[294, 319]	26
P15692	[335, 394]	60
Q6P5X5	[30, 74]	45
Q6S5L8	[313, 330]	18
Q7Z7B7	[21, 47]	27
Q8IWS0	[71, 137]	67
Q8IWS0	[269, 313]	45
Q8N660	[357, 384]	28
Q8N660	[507, 541]	35
Q8N819	[319, 334]	16
Q8WXB4	[420, 442]	23
Q9BYM8	[271, 292]	22
Q9BYM8	[304, 329]	26
Q9H1B7	[703, 773]	71
Q9H8H0	[546, 580]	35
Q9UHI8	[360, 394]	35
Q9UHI8	[671, 732]	62
Q9UHI8	[870, 966]	97
P16562	[162, 242]	81
P48742	[29, 44]	16
P48742	[60, 75]	16
Q15257	[83, 103]	21
Q8IZF7	[70, 144]	75
Q93086	[118, 156]	39
Q9BYV2	[67, 83]	17
Q9BYV2	[115, 140]	26
Q9H091	[315, 341]	27
Q9NVR0	[642, 660]	19
Q9NX47	[20, 35]	16
Q9UG22	[178, 202]	25
P01130	[665, 707]	43
P28325	[94, 116]	23
P48995	[187, 204]	18
P78536	[412, 432]	21
P78536	[625, 641]	17
Q09328	[638, 656]	19
Q09328	[714, 731]	18
Q13105	[606, 628]	23
Q2M3W8	[368, 408]	41
Q5VZI3	[311, 328]	18
Q8N2G4	[93, 119]	27
Q96P50	[407, 432]	26
Q9BR84	[232, 255]	24
Q9NVM4	[623, 649]	27
O14682	[457, 478]	22
O43278	[76, 92]	17
O43278	[417, 446]	30
O43805	[12, 36]	25
O60942	[86, 110]	25
P10909	[284, 314]	31
P14555	[45, 76]	32
P14555	[93, 143]	51
P21709	[359, 395]	37
Q13641	[51, 77]	27
Q6Q6R5	[0, 65]	66
Q6Q6R5	[112, 185]	74
Q8IWU5	[649, 671]	23
Q8N339	[0, 60]	61
Q92908	[379, 423]	45
Q92908	[433, 477]	45
Q9BQ83	[174, 260]	87
Q9BUZ4	[14, 51]	38
O14775	[103, 120]	18
O43361	[547, 570]	24
O43361	[603, 645]	43
P0C7P0	[87, 118]	32
Q8WXE9	[124, 147]	24
Q96T68	[341, 365]	25
Q9UII5	[95, 137]	43
P01185	[20, 163]	144
P10643	[598, 623]	26
P49763	[72, 103]	32
P49763	[117, 139]	23
Q05516	[461, 478]	18
Q30KQ9	[27, 57]	31
Q5T4W7	[139, 163]	25
Q5T4W7	[176, 197]	22
Q6UWJ8	[51, 120]	70
Q6UXZ4	[259, 302]	44
Q6UXZ4	[321, 368]	48
Q6ZNM6	[0, 21]	22
Q96T51	[637, 707]	71
Q9GZZ7	[22, 141]	120
Q9GZZ7	[206, 237]	32
Q9HB63	[21, 49]	29
Q9HB63	[63, 87]	25
Q9HB63	[223, 245]	23
Q9UGR2	[890, 918]	29
Q9Y2X7	[0, 29]	30
P08294	[196, 222]	27
P35637	[422, 449]	28
P52735	[559, 581]	23
Q4KMG9	[67, 91]	25
Q4VX76	[51, 77]	27
Q9BQG2	[284, 316]	33
Q9BSG5	[28, 93]	66
Q9BSG5	[113, 190]	78
Q9NY12	[75, 95]	21
Q9Y3Y4	[332, 404]	73
A6NCL2	[72, 158]	87
O15105	[114, 144]	31
O15105	[168, 234]	67
P49116	[109, 186]	78
Q02487	[860, 881]	22
Q14515	[422, 508]	87
Q6EMK4	[403, 448]	46
Q7Z698	[298, 373]	76
Q7Z698	[397, 417]	21
Q86TM6	[312, 338]	27
Q8NDY4	[103, 139]	37
Q9C029	[27, 90]	64
Q9C029	[116, 161]	46
Q9UIG8	[459, 482]	24
Q9ULV8	[351, 392]	42
O43612	[29, 52]	24
O43612	[99, 124]	26
P08861	[203, 236]	34
Q1L5Z9	[465, 491]	27
Q5HYJ3	[0, 140]	141
Q5U5Q3	[597, 656]	60
Q7Z4M0	[29, 54]	26
Q7Z7K0	[20, 55]	36
Q8IUX8	[214, 267]	54
Q8IVN8	[157, 226]	70
Q8TE58	[325, 354]	30
Q8TE58	[415, 431]	17
Q8TE58	[638, 687]	50
Q9BYT5	[0, 122]	123
P49863	[190, 226]	37
P52743	[64, 106]	43
P52743	[147, 170]	24
Q6UXB0	[242, 267]	26
Q6UXB0	[303, 341]	39
Q8NAC3	[395, 417]	23
Q8NAC3	[473, 495]	23
Q9C0K0	[47, 97]	51
Q9C0K0	[446, 469]	24
Q9NYP9	[118, 139]	22
O60259	[134, 243]	110
P31689	[123, 205]	83
Q07352	[109, 144]	36
Q14190	[569, 590]	22
Q6VVB1	[26, 52]	27
Q6VVB1	[62, 85]	24
Q86SG6	[489, 505]	17
Q86SG6	[662, 683]	22
Q8IW19	[368, 394]	27
Q8IZC7	[160, 185]	26
Q8WUP2	[172, 257]	86
Q8WUP2	[302, 372]	71
Q96B54	[155, 175]	21
Q96H15	[51, 68]	18
Q96PX6	[168, 203]	36
Q9H2X0	[66, 134]	69
Q9H2X0	[694, 793]	100
Q9NVW2	[559, 617]	59
Q9NXJ5	[79, 117]	39
Q9UBC3	[423, 454]	32
Q9Y5Y2	[188, 208]	21
A0A8Q3WKH5	[0, 26]	27
O43463	[178, 204]	27
P02749	[116, 144]	29
P02749	[176, 214]	39
P02749	[231, 273]	43
P02749	[291, 323]	33
P04004	[19, 67]	49
P48059	[0, 24]	25
P48059	[109, 136]	28
P48059	[150, 205]	56
P49754	[819, 847]	29
Q13231	[409, 462]	54
Q14061	[12, 62]	51
Q16609	[66, 114]	49
Q30KQ4	[29, 77]	49
Q5JQC9	[505, 532]	28
Q5JQC9	[555, 596]	42
Q5JQC9	[634, 694]	61
Q8NAX2	[91, 121]	31
Q8NAX2	[176, 197]	22
Q9P0P0	[65, 95]	31
Q9P0P0	[108, 125]	18
Q9UGK8	[124, 148]	25
Q9UGK8	[307, 344]	38
A6NFZ4	[50, 104]	55
A6NMD2	[607, 625]	19
O75478	[6, 28]	23
O75478	[93, 113]	21
O95813	[158, 218]	61
P04054	[51, 79]	29
P04054	[96, 147]	52
P04233	[251, 280]	30
P13056	[147, 209]	63
P24592	[179, 224]	46
P36897	[82, 115]	34
P40394	[99, 130]	32
P56192	[406, 431]	26
Q13875	[15, 72]	58
Q3KNT7	[90, 105]	16
Q8TAT5	[319, 349]	31
Q8TAT5	[496, 537]	42
Q96MM3	[236, 253]	18
Q96MM3	[266, 291]	26
Q96QF0	[389, 405]	17
Q9P2Z0	[0, 19]	20
A6NP61	[250, 307]	58
O14633	[0, 109]	110
O95600	[325, 348]	24
P05106	[21, 77]	57
P15509	[65, 82]	18
P41439	[26, 75]	50
P42127	[82, 126]	45
P43354	[252, 332]	81
Q2I0M5	[64, 205]	142
Q7RTZ1	[222, 249]	28
Q96C12	[133, 150]	18
Q96C12	[177, 204]	28
Q9BZJ3	[207, 241]	35
Q9GZM7	[254, 271]	18
Q9NS23	[95, 115]	21
O43865	[377, 404]	28
O60320	[142, 161]	20
O95409	[254, 316]	63
P07911	[212, 233]	22
P07911	[572, 587]	16
P0C7V4	[36, 72]	37
P29317	[355, 388]	34
P48443	[128, 208]	81
P54317	[309, 332]	24
Q5SNT2	[55, 79]	25
Q5SNT2	[110, 126]	17
Q5VUJ5	[585, 607]	23
Q6UWH4	[340, 360]	21
Q6UWH4	[383, 407]	25
Q6UXU6	[34, 49]	16
Q6UXU6	[77, 103]	27
Q9H2R5	[120, 147]	28
Q9H2R5	[158, 245]	88
A0A183	[6, 79]	74
O95256	[141, 186]	46
P47974	[63, 96]	34
Q03181	[50, 133]	84
Q53H47	[63, 132]	70
Q86T96	[453, 470]	18
Q86Y97	[183, 243]	61
