Accession_number	Region	Region_length
Q9H4A4	[61, 92]	32
Q9Y6X2	[390, 415]	26
A8MZ36	[262, 289]	28
O95084	[58, 76]	19
P62745	[179, 195]	17
Q5HYJ1	[24, 39]	16
Q86UQ0	[198, 363]	166
Q8IXS0	[146, 169]	24
Q8IZ26	[238, 558]	321
Q8N2G8	[506, 529]	24
Q8NEP9	[90, 627]	538
Q8TCN5	[116, 175]	60
Q8TCN5	[245, 320]	76
Q8TCN5	[432, 457]	26
Q8TCN5	[629, 719]	91
Q8TCN5	[748, 829]	82
Q8TCN5	[896, 939]	44
Q8TCP9	[543, 563]	21
Q8TF66	[17, 46]	30
Q96KE9	[107, 126]	20
Q9BTD8	[348, 371]	24
Q9H2S5	[72, 156]	85
Q9H2S5	[273, 293]	21
Q9NP71	[238, 262]	25
Q9Y4K3	[137, 262]	126
A6NFA0	[28, 57]	30
A6NK02	[0, 156]	157
O00139	[208, 224]	17
Q6UXU4	[282, 309]	28
Q86UD3	[12, 107]	96
Q8IXT1	[194, 262]	69
Q8IXT1	[523, 649]	127
Q8IXT1	[659, 688]	30
Q8IXT1	[843, 906]	64
Q8IXT1	[917, 997]	81
Q8TD94	[197, 280]	84
Q92785	[265, 390]	126
Q96P64	[94, 116]	23
Q99259	[24, 76]	53
Q9BTT6	[0, 15]	16
Q9BTT6	[410, 462]	53
Q9H0F5	[429, 470]	42
Q9NXN4	[6, 35]	30
Q9UJU3	[187, 891]	705
Q9UPU9	[487, 502]	16
Q9Y4X4	[315, 399]	85
A2A3K4	[36, 72]	37
P21980	[355, 381]	27
P30307	[25, 60]	36
P30307	[427, 454]	28
P45844	[382, 404]	23
Q14520	[65, 212]	148
Q58G82	[8, 46]	39
Q5T0B9	[219, 410]	192
Q6ZTB9	[0, 186]	187
Q7L8L6	[656, 717]	62
Q7Z3I7	[119, 518]	400
Q86UN3	[35, 57]	23
Q8N474	[161, 196]	36
Q8N9W5	[430, 458]	29
Q8NFZ3	[725, 747]	23
Q8TCC7	[36, 97]	62
Q8WXH2	[326, 347]	22
Q9BZ11	[337, 687]	351
Q9BZ11	[705, 737]	33
A6NGJ6	[4, 138]	135
P00738	[138, 158]	21
P18084	[454, 662]	209
Q16587	[245, 454]	210
Q16587	[509, 593]	85
Q494X3	[114, 136]	23
Q494X3	[210, 551]	342
Q5VWI1	[123, 157]	35
Q6X4W1	[318, 348]	31
Q6ZN44	[254, 269]	16
Q86UK7	[169, 197]	29
Q86V71	[165, 650]	486
Q8IUW3	[356, 417]	62
Q8NB42	[212, 608]	397
Q969Z4	[34, 126]	93
Q96LW1	[202, 326]	125
Q96LW1	[343, 611]	269
Q96QV1	[578, 694]	117
Q9BUH8	[117, 195]	79
Q9NWS6	[307, 342]	36
Q9NYN1	[216, 231]	16
Q9UHP7	[58, 80]	23
A6NF34	[421, 591]	171
A6NJ88	[0, 23]	24
A6NJ88	[132, 171]	40
A6NJ88	[476, 497]	22
O75061	[390, 436]	47
O94991	[265, 296]	32
O94991	[364, 403]	40
P17027	[153, 637]	485
P23327	[624, 683]	60
P57052	[92, 107]	16
P78330	[0, 17]	18
Q5W186	[110, 158]	49
Q6P2D0	[174, 406]	233
Q8IUB2	[28, 214]	187
Q8NA54	[614, 634]	21
Q8NCL4	[74, 105]	32
Q8NCL4	[126, 172]	47
Q8WUU4	[231, 278]	48
Q8WUU4	[386, 466]	81
Q96DZ1	[194, 225]	32
Q96N20	[139, 290]	152
Q96T49	[547, 566]	20
Q9H4I2	[67, 141]	75
Q9H4I2	[461, 560]	100
Q9NSJ1	[66, 143]	78
Q9NSJ1	[195, 427]	233
Q9NXG2	[33, 73]	41
Q9P2B2	[150, 168]	19
A4IF30	[5, 35]	31
A6NDI0	[46, 67]	22
O14640	[357, 376]	20
O15266	[59, 96]	38
O95544	[65, 100]	36
P0C025	[2, 49]	48
Q13434	[81, 149]	69
Q13434	[240, 366]	127
Q14449	[77, 120]	44
Q15389	[29, 56]	28
Q3C1V0	[12, 43]	32
Q6PI77	[252, 297]	46
Q7L0X0	[23, 50]	28
Q7L0X0	[672, 703]	32
Q7L0X0	[790, 810]	21
Q86WK6	[15, 54]	40
Q8IXL7	[30, 50]	21
Q8N883	[53, 115]	63
Q8N883	[171, 353]	183
Q8N883	[366, 572]	207
Q96D09	[447, 482]	36
Q96D09	[571, 592]	22
Q96L94	[144, 171]	28
Q96NL1	[95, 118]	24
A6NDD5	[22, 77]	56
O76083	[204, 240]	37
O94941	[348, 365]	18
O95760	[12, 83]	72
P01111	[170, 188]	19
P17036	[196, 426]	231
P62955	[213, 228]	16
Q5JST6	[375, 416]	42
Q6DN72	[381, 415]	35
Q86SQ6	[350, 403]	54
Q86YC3	[31, 57]	27
Q8ND61	[659, 688]	30
Q8NEA6	[335, 356]	22
Q8NEA6	[430, 493]	64
Q8NEA6	[743, 774]	32
Q92966	[86, 131]	46
Q96JZ2	[112, 137]	26
Q9BX73	[70, 140]	71
Q9H2U2	[282, 326]	45
Q9NWH7	[139, 174]	36
Q9NWH7	[287, 328]	42
Q9ULX5	[347, 362]	16
Q9ULX5	[390, 414]	25
Q9Y2Y9	[165, 250]	86
O43525	[675, 694]	20
P08253	[327, 352]	26
P0DJJ0	[334, 371]	38
P17029	[372, 562]	191
Q6P9F5	[5, 114]	110
Q86TJ2	[121, 148]	28
Q8TAM1	[509, 532]	24
Q96PM5	[16, 153]	138
Q96SQ5	[47, 68]	22
Q96SQ5	[87, 151]	65
Q96SQ5	[213, 571]	359
Q9BRR9	[191, 242]	52
Q9BRR9	[516, 535]	20
Q9BUB5	[166, 183]	18
Q9NSN8	[145, 199]	55
Q9ULG6	[615, 647]	33
A2CJ06	[220, 302]	83
A6NLI5	[6, 136]	131
O43900	[22, 62]	41
O95294	[670, 768]	99
P51798	[720, 746]	27
Q14CB8	[14, 32]	19
Q14CB8	[319, 350]	32
Q15942	[368, 571]	204
Q16134	[4, 32]	29
Q16629	[94, 124]	31
Q6WRX3	[14, 33]	20
Q8IYL2	[490, 512]	23
Q8IYL2	[553, 600]	48
Q8IYL2	[715, 746]	32
Q8N2A8	[30, 77]	48
Q8NA31	[552, 615]	64
Q96KR4	[127, 173]	47
Q96PT4	[11, 32]	22
Q9NYY3	[68, 97]	30
Q9NYY3	[344, 368]	25
Q9NYY3	[436, 473]	38
Q9UL58	[264, 515]	252
Q9UL62	[924, 968]	45
P02750	[41, 62]	22
P26045	[312, 355]	44
P26045	[473, 502]	30
P48506	[617, 633]	17
Q5EG05	[92, 123]	32
Q6ZN28	[73, 96]	24
Q6ZN28	[209, 232]	24
Q8IXQ6	[35, 59]	25
Q8IYX0	[73, 410]	338
Q8N4M1	[155, 190]	36
Q8NA42	[168, 474]	307
Q8NFT6	[447, 464]	18
Q8NFT6	[532, 552]	21
Q8NFT6	[593, 614]	22
Q96BT7	[327, 365]	39
Q9HBJ7	[122, 145]	24
Q9NR80	[187, 207]	21
Q9NZU1	[367, 384]	18
Q9NZU1	[643, 658]	16
Q9UHF1	[28, 176]	149
Q9UNX4	[262, 281]	20
A0A5F9ZHS7	[104, 165]	62
A0A5F9ZHS7	[178, 226]	49
A6NMN3	[77, 135]	59
O00110	[70, 187]	118
P0DJD3	[418, 459]	42
Q01081	[48, 66]	19
Q01081	[134, 188]	55
Q15361	[863, 904]	42
Q16576	[89, 108]	20
Q3SXY7	[12, 52]	41
Q3SXY7	[652, 668]	17
Q6PJI9	[383, 456]	74
Q6PJI9	[481, 524]	44
Q6PJI9	[900, 921]	22
Q6ZMY6	[410, 448]	39
Q8IYW4	[136, 156]	21
Q8IYW4	[363, 385]	23
Q8WTZ4	[91, 135]	45
Q92698	[665, 713]	49
Q96RN5	[642, 685]	44
Q9NPF0	[52, 162]	111
A7XYQ1	[134, 222]	89
P10073	[259, 490]	232
P20674	[22, 51]	30
P26368	[381, 404]	24
P36896	[157, 183]	27
P68543	[13, 65]	53
Q12901	[156, 537]	382
Q13064	[223, 240]	18
Q13064	[258, 374]	117
Q15365	[176, 200]	25
Q15365	[210, 245]	36
Q15365	[262, 289]	28
Q4G112	[336, 357]	22
Q4G112	[440, 472]	33
Q6N063	[0, 30]	31
Q6N063	[334, 349]	16
Q8IZP6	[186, 309]	124
Q8WXF8	[0, 17]	18
Q92750	[571, 631]	61
Q9H0F6	[220, 244]	25
Q9H706	[344, 399]	56
Q9H706	[776, 800]	25
Q9NRR6	[249, 265]	17
Q9P2Y5	[650, 687]	38
Q9UNX9	[352, 398]	47
Q9Y240	[163, 217]	55
A2VCK2	[93, 121]	29
P09960	[0, 27]	28
P13682	[214, 401]	188
P13682	[442, 526]	85
P25490	[281, 412]	132
P41134	[22, 55]	34
P60409	[13, 73]	61
P62684	[482, 600]	119
Q86WZ6	[248, 798]	551
Q8N0Y2	[243, 298]	56
Q8N143	[296, 467]	172
Q8N2R0	[165, 310]	146
Q8NCQ5	[58, 76]	19
Q8NEM7	[194, 374]	181
Q9BXR6	[365, 568]	204
Q9NRM6	[484, 501]	18
Q9UK13	[107, 597]	491
A6NKX4	[97, 124]	28
O95170	[0, 28]	29
O95780	[106, 182]	77
O95780	[218, 497]	280
P08048	[420, 798]	379
P0C6A0	[39, 75]	37
Q7Z713	[94, 151]	58
Q8IZN3	[292, 315]	24
Q8N8Y5	[57, 197]	141
Q969S2	[280, 331]	52
Q96EF0	[532, 670]	139
Q9NYJ8	[659, 692]	34
A6NDX5	[137, 524]	388
A6NDX5	[544, 712]	169
P37173	[212, 235]	24
P98153	[227, 368]	142
Q13886	[142, 231]	90
Q14296	[33, 71]	39
Q14296	[436, 457]	22
Q15415	[418, 458]	41
Q504Y3	[192, 212]	21
Q5SRH9	[8, 23]	16
Q5SRH9	[139, 168]	30
Q5VST6	[0, 29]	30
Q7Z6W7	[74, 91]	18
Q99684	[119, 143]	25
Q99684	[229, 421]	193
Q9HCI7	[131, 162]	32
Q9HCI7	[241, 320]	80
Q9HCI7	[557, 576]	20
Q9NS64	[15, 37]	23
Q9UKJ8	[396, 547]	152
Q9UKJ8	[634, 665]	32
O15391	[246, 266]	21
O15391	[289, 327]	39
P35523	[802, 833]	32
P60893	[347, 369]	23
Q13433	[258, 320]	63
Q13643	[0, 279]	280
Q6A1A2	[330, 395]	66
Q6P1M9	[287, 307]	21
Q86VP1	[711, 788]	78
Q8IWG1	[195, 226]	32
Q8IWG1	[566, 617]	52
Q8N3J9	[0, 94]	95
Q8N3J9	[107, 260]	154
Q8N475	[47, 147]	101
Q96EW2	[341, 362]	22
Q9BYN7	[318, 377]	60
Q9BYN7	[485, 735]	251
Q9H3T3	[529, 600]	72
Q9UPW0	[182, 203]	22
Q9UPW0	[452, 526]	75
O15060	[553, 662]	110
O95391	[99, 150]	52
P49747	[56, 290]	235
P52954	[40, 66]	27
Q14D33	[493, 532]	40
Q68DV7	[228, 284]	57
Q6J4K2	[40, 87]	48
Q6ZU52	[567, 603]	37
Q7L190	[109, 143]	35
Q7L622	[4, 27]	24
Q8N3T1	[161, 190]	30
Q92956	[24, 200]	177
Q99676	[218, 750]	533
Q9BRP7	[320, 345]	26
Q9UID6	[180, 203]	24
Q9UID6	[222, 253]	32
Q9UID6	[283, 335]	53
Q9UMX2	[39, 95]	57
A6NK53	[188, 232]	45
A6NK53	[291, 667]	377
O95521	[124, 150]	27
O95630	[387, 423]	37
P03973	[31, 130]	100
P23435	[25, 42]	18
P32942	[180, 195]	16
P32942	[326, 353]	28
P35348	[399, 448]	50
P51788	[65, 84]	20
P52740	[99, 122]	24
P52740	[167, 705]	539
P53794	[554, 581]	28
P53794	[593, 613]	21
Q14995	[312, 398]	87
Q2NL67	[15, 34]	20
Q2NL67	[198, 253]	56
Q6ZR52	[40, 81]	42
Q6ZR52	[101, 644]	544
Q7RTY1	[221, 272]	52
Q8IUM7	[562, 588]	27
Q8IZ20	[22, 88]	67
Q8IZ20	[336, 462]	127
Q8NHP6	[435, 479]	45
Q8TBB6	[444, 467]	24
Q8TCT1	[16, 33]	18
Q96NJ5	[0, 31]	32
Q96NJ6	[112, 501]	390
Q9H159	[563, 597]	35
Q9ULD6	[640, 674]	35
P00751	[61, 255]	195
P52742	[195, 655]	461
Q06203	[482, 516]	35
Q13574	[130, 207]	78
Q5T447	[91, 106]	16
Q6ZSB9	[389, 607]	219
Q86UN2	[24, 44]	21
Q86UN2	[279, 308]	30
Q8N328	[543, 592]	50
Q8N7P1	[100, 117]	18
Q92802	[266, 391]	126
Q96FV2	[5, 28]	24
Q96FV2	[285, 333]	49
Q96I27	[56, 290]	235
Q96KN1	[73, 111]	39
A2RRD8	[134, 507]	374
A4D263	[23, 60]	38
O14978	[373, 677]	305
O60765	[209, 604]	396
P17023	[150, 457]	308
P48200	[196, 216]	21
P51808	[0, 32]	33
Q02809	[356, 373]	18
Q14442	[17, 40]	24
Q16206	[82, 129]	48
Q49AG3	[669, 692]	24
Q6ZN08	[66, 570]	505
Q8N0V3	[28, 49]	22
Q8NDX6	[142, 191]	50
Q8WVV4	[154, 184]	31
Q8WVV4	[224, 258]	35
Q96SZ4	[333, 499]	167
Q96SZ4	[520, 706]	187
Q96SZ4	[723, 779]	57
Q99558	[55, 110]	56
Q99558	[317, 333]	17
Q9NWW7	[211, 252]	42
Q9NWW7	[262, 292]	31
Q9Y448	[12, 47]	36
O60716	[510, 542]	33
O95863	[154, 262]	109
P0CG23	[487, 618]	132
P17039	[74, 622]	549
P21854	[211, 245]	35
P28223	[47, 69]	23
P51508	[228, 286]	59
P51508	[343, 660]	318
Q15022	[497, 578]	82
Q3MJ16	[731, 804]	74
Q6ZMW2	[121, 181]	61
Q6ZMW2	[234, 696]	463
Q8NA03	[469, 504]	36
Q8NFP4	[444, 646]	203
Q8NFP4	[914, 933]	20
Q8TAG9	[10, 42]	33
Q8TD23	[90, 567]	478
Q96AQ9	[29, 81]	53
Q96I13	[3, 20]	18
Q96I13	[75, 90]	16
Q9NQX1	[167, 628]	462
Q9NRA0	[73, 124]	52
A0JP26	[39, 125]	87
O43909	[157, 184]	28
P07202	[124, 173]	50
P07202	[702, 853]	152
P10646	[138, 285]	148
P29320	[218, 324]	107
Q6DHY5	[467, 500]	34
Q70YC5	[8, 76]	69
Q7L3V2	[30, 68]	39
Q7L3V2	[85, 101]	17
Q8NA70	[439, 510]	72
Q8ND94	[38, 85]	48
Q8TDB6	[119, 134]	16
Q8TE49	[121, 144]	24
Q96FN4	[11, 26]	16
Q96T92	[254, 314]	61
Q96T92	[465, 495]	31
Q96T92	[522, 558]	37
Q99469	[103, 209]	107
Q9H756	[217, 244]	28
Q9NPR2	[561, 605]	45
A0AV02	[411, 452]	42
O75325	[390, 420]	31
O95398	[511, 560]	50
O95754	[544, 571]	28
Q15029	[435, 475]	41
Q4V348	[13, 91]	79
Q4V348	[153, 818]	666
Q4VC44	[644, 710]	67
Q6ZNA1	[56, 81]	26
Q6ZNA1	[129, 569]	441
Q86SU0	[313, 334]	22
Q86T29	[129, 157]	29
Q86T29	[182, 569]	388
Q86T29	[579, 640]	62
Q86VW2	[0, 34]	35
Q8ND83	[190, 236]	47
Q92904	[123, 148]	26
Q96HE9	[130, 162]	33
Q9NPG1	[169, 195]	27
O43586	[296, 318]	23
O95361	[71, 177]	107
O95460	[210, 384]	175
O95786	[199, 242]	44
P13385	[70, 158]	89
P81133	[708, 756]	49
Q06495	[22, 55]	34
Q68DY1	[93, 511]	419
Q7Z7L9	[213, 613]	401
Q86UD4	[174, 531]	358
Q8N9N5	[440, 456]	17
Q8NHS0	[128, 158]	31
Q8WV37	[89, 166]	78
Q8WV37	[195, 342]	148
Q8WV37	[415, 526]	112
Q92826	[159, 207]	49
Q92985	[465, 491]	27
Q96KW9	[0, 15]	16
Q96ME7	[279, 345]	67
Q9H156	[329, 375]	47
Q9H156	[684, 699]	16
Q9H156	[767, 796]	30
Q9H6Y5	[85, 120]	36
Q9UKZ1	[283, 314]	32
Q9UNY5	[278, 441]	164
A6NGD5	[349, 491]	143
P17098	[249, 491]	243
P82650	[8, 23]	16
Q02447	[594, 701]	108
Q13148	[169, 191]	23
Q68D85	[377, 394]	18
Q6GMV2	[345, 386]	42
Q8NCP5	[423, 491]	69
Q8TBM8	[163, 191]	29
Q969Q1	[3, 24]	22
Q9H7Y0	[413, 432]	20
Q9NV72	[292, 528]	237
Q9NVP4	[186, 404]	219
Q9NVP4	[549, 564]	16
Q9NXR8	[350, 417]	68
Q9P0V3	[276, 332]	57
Q9UJV9	[567, 608]	42
Q9UK23	[304, 425]	122
Q9Y3D5	[53, 75]	23
O15123	[32, 68]	37
O43313	[71, 221]	151
O43313	[386, 402]	17
P0C7P1	[418, 459]	42
P19823	[631, 668]	38
P20823	[203, 261]	59
P25205	[101, 119]	19
P43353	[432, 467]	36
P51523	[207, 735]	529
Q13422	[108, 269]	162
Q13422	[486, 508]	23
Q14525	[0, 74]	75
Q14525	[358, 403]	46
Q16849	[29, 47]	19
Q16849	[711, 747]	37
Q5JT82	[279, 360]	82
Q6ZNG1	[158, 720]	563
Q8N393	[69, 98]	30
Q8N393	[183, 212]	30
Q8N393	[230, 287]	58
Q8N393	[373, 762]	390
Q9BZE0	[224, 321]	98
Q9HCM4	[649, 668]	20
Q9HCM4	[679, 732]	54
Q9NW64	[105, 195]	91
Q9NZ20	[422, 460]	39
Q9UIE0	[156, 473]	318
Q9Y6P5	[7, 33]	27
A8MX34	[21, 340]	320
O14492	[140, 156]	17
O14492	[297, 346]	50
O14492	[366, 382]	17
O60687	[70, 203]	134
P20393	[409, 426]	18
P52737	[82, 118]	37
P52737	[136, 539]	404
P98170	[79, 118]	40
Q52M93	[171, 399]	229
Q52M93	[427, 767]	341
Q6NUJ5	[8, 32]	25
Q7L5Y9	[294, 395]	102
Q8IX06	[394, 425]	32
Q8IX06	[441, 479]	39
Q8N680	[357, 474]	118
Q8N865	[339, 383]	45
Q8WXI8	[47, 82]	36
Q96AY2	[242, 257]	16
Q96MR9	[197, 245]	49
Q96MR9	[312, 430]	119
Q96MR9	[478, 496]	19
Q96MR9	[508, 787]	280
Q9BS34	[88, 113]	26
Q9BS34	[124, 388]	265
Q9HBX8	[0, 17]	18
Q9HBX8	[29, 65]	37
Q9HBX8	[878, 910]	33
Q9NXB0	[115, 143]	29
Q9UDV7	[508, 652]	145
Q9Y3Q7	[375, 605]	231
Q9Y3Q7	[616, 667]	52
O43790	[0, 48]	49
O43790	[391, 454]	64
P56270	[179, 210]	32
P56270	[274, 440]	167
Q5TAQ9	[272, 288]	17
Q6BEB4	[254, 378]	125
Q8IV13	[335, 368]	34
Q969S8	[316, 338]	23
Q9BQ04	[140, 218]	79
Q9NRM0	[31, 54]	24
Q9NVN8	[453, 496]	44
Q9NVN8	[518, 536]	19
Q9P2S6	[464, 514]	51
Q9P2S6	[639, 665]	27
Q9UC07	[115, 564]	450
A6NHN0	[90, 106]	17
A8MWA4	[108, 299]	192
O95967	[111, 350]	240
O95970	[37, 64]	28
P23409	[209, 239]	31
P37287	[16, 43]	28
Q5GH77	[418, 458]	41
Q5HYA8	[41, 198]	158
Q5VW32	[4, 20]	17
Q7L591	[119, 154]	36
Q7L591	[169, 186]	18
Q7L8C5	[122, 139]	18
Q86X95	[116, 156]	41
Q8TA86	[73, 133]	61
Q8WXH5	[67, 158]	92
Q8WXH5	[170, 186]	17
Q8WXH5	[232, 253]	22
Q8WXI3	[8, 36]	29
Q8WXI3	[233, 299]	67
Q99075	[103, 154]	52
Q99814	[380, 399]	20
Q9NUC0	[8, 27]	20
Q9NUC0	[147, 204]	58
Q9NUC0	[255, 270]	16
Q9NUC0	[303, 341]	39
A8MTY0	[103, 618]	516
P53667	[0, 32]	33
P53667	[320, 340]	21
Q05215	[151, 171]	21
Q05215	[470, 562]	93
Q15776	[286, 570]	285
Q4FZB7	[272, 353]	82
Q6IQ21	[2, 92]	91
Q6IQ21	[124, 245]	122
Q6IQ21	[284, 334]	51
Q6IQ21	[394, 534]	141
Q6IQ21	[592, 683]	92
Q8N6F7	[26, 56]	31
Q8TF27	[68, 86]	19
Q8WYH8	[174, 239]	66
Q92974	[36, 99]	64
Q96CS4	[146, 481]	336
Q96PB8	[165, 202]	38
Q9BXB1	[857, 950]	94
Q9GZU1	[526, 562]	37
Q9NW82	[308, 333]	26
A5PLL7	[12, 33]	22
O15484	[7, 32]	26
P12955	[477, 492]	16
P36888	[202, 223]	22
P36888	[464, 483]	20
P36888	[954, 977]	24
P53805	[53, 74]	22
Q15043	[73, 137]	65
Q5JNZ3	[105, 125]	21
Q5JNZ3	[151, 206]	56
Q5JNZ3	[229, 635]	407
Q6UXD5	[165, 193]	29
Q6UXD5	[331, 369]	39
Q765I0	[102, 118]	17
Q7Z7M1	[53, 98]	46
Q7Z7M1	[327, 353]	27
Q8N129	[179, 203]	25
Q8NDP4	[114, 195]	82
Q8NDP4	[218, 497]	280
Q8NG66	[521, 566]	46
Q8TD55	[120, 140]	21
Q96B23	[332, 361]	30
Q9BRH9	[178, 655]	478
Q9P2F9	[71, 169]	99
Q9P2F9	[201, 567]	367
Q9UBP4	[128, 319]	192
Q9UMF0	[140, 254]	115
Q9UMF0	[330, 385]	56
Q9UMF0	[413, 490]	78
Q9UMF0	[548, 621]	74
Q9UMF0	[637, 657]	21
Q9UMF0	[672, 751]	80
Q9UPQ4	[252, 268]	17
A6NGE4	[123, 148]	26
A6NHP3	[135, 159]	25
O00154	[39, 70]	32
O94933	[361, 399]	39
P16415	[90, 138]	49
P16415	[151, 609]	459
P21580	[471, 550]	80
P21580	[588, 688]	101
P21580	[714, 740]	27
Q14012	[342, 368]	27
Q5JSJ4	[178, 206]	29
Q5T7W7	[10, 76]	67
Q8WUB8	[370, 486]	117
Q96EL1	[268, 286]	19
Q96J02	[125, 192]	68
Q96L34	[646, 731]	86
Q9BRI3	[350, 371]	22
Q9H2G9	[291, 399]	109
Q9H336	[212, 249]	38
Q9NV88	[469, 495]	27
Q9UHL9	[208, 228]	21
Q9UHL9	[303, 320]	18
Q9Y2A4	[99, 670]	572
Q9Y2P0	[106, 498]	393
A8K979	[263, 280]	18
A8K979	[439, 455]	17
B9A6J9	[467, 500]	34
P55286	[585, 612]	28
Q13634	[578, 604]	27
Q15697	[123, 146]	24
Q15697	[319, 405]	87
Q49AA0	[224, 525]	302
Q63HK3	[3, 53]	51
Q63HK3	[750, 944]	195
Q7Z403	[95, 118]	24
Q7Z403	[301, 333]	33
Q8N187	[185, 242]	58
Q8N4Q1	[32, 109]	78
Q8TEA7	[751, 790]	40
Q9NP56	[0, 36]	37
Q9NUK0	[0, 95]	96
Q9NUK0	[169, 250]	82
Q9UID3	[766, 781]	16
Q9UL03	[183, 213]	31
Q9Y223	[0, 15]	16
Q9Y5R5	[274, 319]	46
Q9Y5R5	[343, 374]	32
Q9Y5R5	[490, 523]	34
Q9Y6K8	[32, 58]	27
O43296	[58, 76]	19
O43296	[195, 322]	128
O43296	[411, 565]	155
P36508	[141, 375]	235
P54284	[48, 88]	41
P98194	[333, 353]	21
Q06828	[28, 93]	66
Q58DX5	[227, 254]	28
Q58DX5	[385, 413]	29
Q86XJ1	[193, 210]	18
Q8N653	[319, 336]	18
Q8N6Y1	[128, 168]	41
Q8NFG4	[82, 108]	27
Q8TF47	[201, 634]	434
Q8WWF5	[273, 365]	93
Q8WWF5	[375, 404]	30
Q96DU3	[195, 214]	20
Q9NYT6	[111, 130]	20
Q9NYT6	[169, 519]	351
Q9NYT6	[534, 783]	250
Q9UKS7	[103, 232]	130
Q9UKS7	[492, 516]	25
B7Z1M9	[196, 247]	52
O15354	[553, 580]	28
O43889	[267, 335]	69
O94819	[547, 575]	29
P55259	[32, 58]	27
P55259	[175, 232]	58
Q01780	[612, 670]	59
Q4J6C6	[1, 86]	86
Q6NVV7	[0, 18]	19
Q6PJW8	[247, 287]	41
Q8N184	[245, 643]	399
Q8NHG8	[145, 241]	97
Q9BXW7	[345, 417]	73
Q9ULT6	[554, 599]	46
Q9ULT6	[770, 835]	66
O43829	[257, 410]	154
O76011	[0, 79]	80
O76011	[352, 393]	42
O95260	[0, 41]	42
O95260	[444, 466]	23
P00749	[18, 91]	74
P00749	[149, 165]	17
P09871	[346, 367]	22
P0CB33	[59, 411]	353
P16109	[118, 773]	656
Q02223	[88, 183]	96
Q08345	[20, 47]	28
Q15654	[264, 292]	29
Q17RB8	[417, 472]	56
Q6PIY7	[111, 126]	16
Q7Z419	[21, 40]	20
Q8IYD9	[16, 43]	28
Q8IYD9	[54, 139]	86
Q8IZK6	[521, 565]	45
Q8NBP0	[96, 125]	30
Q8NDY6	[204, 224]	21
Q8TAX0	[166, 264]	99
Q8TBN0	[205, 223]	19
Q96IR2	[48, 104]	57
Q96IR2	[207, 562]	356
Q96IR2	[598, 965]	368
Q9BRN9	[53, 170]	118
Q9ULN7	[410, 429]	20
A0AVK6	[75, 145]	71
P21554	[84, 106]	23
P21554	[434, 468]	35
P27544	[29, 44]	16
Q3KNV8	[147, 176]	30
Q5EBN2	[172, 193]	22
Q6ZVW7	[13, 76]	64
Q8N3F8	[102, 117]	16
Q8N972	[93, 640]	548
Q8TD17	[331, 586]	256
Q8TEV9	[296, 321]	26
Q8TF39	[246, 262]	17
Q8TF39	[383, 743]	361
Q8WWI5	[133, 193]	61
Q96AP4	[0, 64]	65
Q96AP4	[169, 244]	76
Q96EK2	[316, 418]	103
Q96IZ6	[110, 137]	28
P14635	[132, 165]	34
P35611	[494, 571]	78
P51786	[93, 505]	413
Q4W5G0	[132, 154]	23
Q5K4E3	[480, 502]	23
Q5K4E3	[567, 590]	24
Q6ZN18	[253, 272]	20
Q6ZN18	[308, 350]	43
Q8IVP9	[77, 401]	325
Q8N4L4	[118, 171]	54
Q9BQ16	[70, 206]	137
Q9BYJ1	[167, 190]	24
Q9H0B8	[205, 244]	40
Q9H4E5	[0, 22]	23
Q9H4E5	[194, 213]	20
Q9NP80	[30, 82]	53
Q9NXT0	[50, 398]	349
A6NP11	[66, 494]	429
O14879	[335, 370]	36
P35354	[13, 54]	42
Q14533	[370, 504]	135
Q8IWY4	[33, 457]	425
Q8IWY4	[548, 816]	269
Q96GY0	[289, 324]	36
Q96M89	[5, 48]	44
Q9BV99	[201, 258]	58
Q9BZF3	[236, 279]	44
Q9H2I8	[163, 190]	28
Q9HAS3	[626, 645]	20
Q9HAS3	[656, 690]	35
Q9HDB9	[530, 599]	70
Q9UJY4	[329, 391]	63
A6NFY4	[28, 59]	32
O14960	[27, 60]	34
P17540	[26, 60]	35
P19235	[325, 345]	21
P57789	[489, 515]	27
P98182	[84, 102]	19
P98182	[116, 137]	22
P98182	[247, 394]	148
Q14596	[193, 286]	94
Q53T94	[482, 497]	16
Q63HQ0	[0, 22]	23
Q6ZT77	[104, 176]	73
Q86U44	[253, 344]	92
Q8NDB2	[654, 681]	28
Q8NDB2	[741, 784]	44
Q8WU68	[133, 184]	52
Q96PB1	[35, 55]	21
Q9BUG6	[351, 489]	139
Q9P0K1	[386, 595]	210
Q9UHW5	[263, 283]	21
Q9UIJ5	[282, 303]	22
O95202	[36, 101]	66
O95985	[690, 740]	51
P00739	[80, 99]	20
P0DPA2	[348, 381]	34
P10827	[437, 452]	16
Q03405	[62, 307]	246
Q08499	[112, 134]	23
Q499Z3	[194, 210]	17
Q5VWM3	[124, 151]	28
Q86V35	[152, 191]	40
Q8IW36	[131, 383]	253
Q8IW36	[454, 514]	61
Q8NHY0	[1, 18]	18
Q8NHY0	[142, 164]	23
Q9BRQ6	[184, 234]	51
Q9BSG1	[169, 423]	255
Q9H3Y0	[214, 252]	39
Q9HAZ1	[46, 102]	57
Q9NUQ8	[71, 115]	45
Q9UK96	[48, 65]	18
Q9UK96	[384, 401]	18
Q9UKN8	[794, 821]	28
A0AAG2SVG9	[23, 124]	102
