Accession_number	Region	Region_length
Q6UWN0	[124, 172]	49
Q86UK7	[12, 66]	55
Q86UK7	[858, 900]	43
Q8WZ79	[302, 341]	40
Q96AE4	[142, 163]	22
Q96QV1	[52, 94]	43
Q9BYZ8	[122, 157]	36
Q9GZT9	[12, 58]	47
Q9H1P6	[73, 136]	64
Q9H270	[567, 592]	26
Q9H270	[805, 869]	65
Q9NQB0	[444, 497]	54
O75596	[165, 196]	32
P06731	[279, 332]	54
P06731	[462, 501]	40
P10620	[46, 62]	17
P13501	[24, 47]	24
P19075	[173, 188]	16
P51124	[178, 218]	41
Q14249	[107, 130]	24
Q16878	[123, 188]	66
Q8NCL4	[564, 580]	17
Q96EN8	[660, 692]	33
Q96JK4	[748, 766]	19
Q9P2B2	[108, 133]	26
Q9UQR0	[449, 465]	17
Q9Y5F8	[717, 804]	88
O00744	[91, 115]	25
O00744	[210, 271]	62
O00744	[309, 382]	74
O43290	[544, 569]	26
O43290	[646, 691]	46
P56706	[120, 138]	19
P56706	[188, 223]	36
P56706	[266, 348]	83
P59025	[173, 206]	34
Q13434	[397, 433]	37
Q14449	[366, 416]	51
Q14807	[39, 76]	38
Q66K41	[58, 105]	48
Q8IXL7	[71, 167]	97
Q8IY33	[0, 24]	25
Q8IY33	[179, 240]	62
Q96L94	[28, 44]	17
Q9H2X3	[354, 398]	45
Q9H8N7	[485, 512]	28
Q9P0J6	[64, 93]	30
Q9UKJ5	[82, 99]	18
A0A075B6J6	[24, 40]	17
A0A075B6J6	[62, 101]	40
A0A5F9Z9Y6	[124, 184]	61
C9J2P7	[79, 131]	53
O00187	[130, 214]	85
O00187	[611, 632]	22
O94941	[247, 336]	90
O94941	[474, 540]	67
P00326	[30, 56]	27
P00326	[86, 113]	28
P12018	[93, 128]	36
P13349	[55, 120]	66
Q14416	[490, 517]	28
Q6DN72	[154, 204]	51
Q6DN72	[258, 275]	18
Q6PH81	[7, 45]	39
Q6UX71	[317, 374]	58
Q8IYX7	[0, 58]	59
Q8IYX7	[167, 234]	68
Q8IYX7	[271, 313]	43
Q96BF6	[391, 408]	18
Q96E14	[115, 133]	19
Q9BZC1	[202, 227]	26
Q9H2U2	[152, 168]	17
Q9H4W6	[155, 179]	25
Q9UBT2	[148, 177]	30
Q9UBZ4	[2, 20]	19
Q9UBZ4	[82, 120]	39
Q9UBZ4	[450, 486]	37
Q9UKI8	[715, 730]	16
Q9ULX5	[45, 117]	73
P01718	[84, 109]	26
P04792	[111, 146]	36
P22674	[94, 125]	32
Q14541	[0, 83]	84
Q3MIN7	[284, 311]	28
Q86TJ2	[0, 43]	44
Q8N2H3	[382, 407]	26
Q9BUB5	[210, 266]	57
Q9H1C7	[74, 93]	20
Q9H1J5	[108, 126]	19
Q9H1J5	[222, 341]	120
Q9H2P9	[209, 241]	33
Q9UBI6	[23, 71]	49
Q9Y371	[108, 127]	20
Q9Y5E6	[726, 773]	48
Q9Y6I4	[12, 112]	101
Q9Y6I4	[337, 399]	63
O00294	[296, 314]	19
O43395	[622, 658]	37
O43900	[75, 112]	38
O43900	[249, 270]	22
O43900	[280, 364]	85
O75607	[93, 131]	39
P0C8F1	[13, 97]	85
P35052	[23, 80]	58
P35052	[396, 448]	53
P49901	[0, 69]	70
Q08431	[13, 82]	70
Q10469	[376, 394]	19
Q12797	[628, 658]	31
Q16134	[589, 616]	28
Q16553	[13, 36]	24
Q16553	[59, 130]	72
Q5JTZ9	[719, 741]	23
Q6NTF7	[6, 50]	45
Q8NES8	[19, 64]	46
Q96KR4	[429, 503]	75
Q96PZ2	[484, 510]	27
Q9GZM8	[246, 286]	41
Q9HB21	[174, 209]	36
Q9NY59	[490, 592]	103
Q9UL62	[168, 191]	24
Q9Y5K2	[181, 212]	32
A8MW99	[125, 145]	21
O43663	[168, 213]	46
O60462	[624, 678]	55
P05062	[328, 349]	22
P29459	[56, 114]	59
P48506	[97, 146]	50
P48506	[491, 506]	16
P78563	[452, 483]	32
Q16586	[213, 233]	21
Q3SY46	[0, 143]	144
Q86Y79	[137, 182]	46
Q8IWV1	[272, 296]	25
Q8NFT6	[296, 317]	22
Q8TF44	[339, 355]	17
Q96C24	[52, 117]	66
Q96P11	[353, 418]	66
Q9H8U3	[152, 226]	75
Q9HBJ7	[392, 420]	29
Q9NZU1	[46, 66]	21
A6NMN3	[146, 214]	69
P05165	[684, 703]	20
P10147	[20, 71]	52
P11150	[305, 327]	23
P38935	[879, 948]	70
Q14512	[61, 149]	89
Q14512	[203, 233]	31
Q6PJI9	[938, 973]	36
Q8IV45	[160, 200]	41
Q8WXQ8	[274, 297]	24
Q96RN5	[565, 599]	35
Q96RN5	[714, 737]	24
Q9BRT2	[0, 17]	18
Q9BUM1	[93, 117]	25
Q9C0K1	[262, 293]	32
Q9H0Q0	[211, 231]	21
Q9HAW0	[9, 58]	50
P01715	[86, 114]	29
P35318	[93, 125]	33
P36896	[85, 117]	33
P52594	[16, 73]	58
P68543	[123, 143]	21
Q13064	[94, 118]	25
Q13064	[397, 436]	40
Q5DT21	[20, 85]	66
Q5SWA1	[235, 271]	37
Q5SWA1	[593, 650]	58
Q7Z3Y7	[71, 102]	32
Q8N365	[269, 291]	23
Q8N9T8	[515, 542]	28
Q8NA69	[230, 303]	74
Q8NA69	[320, 335]	16
Q92750	[338, 355]	18
Q9BYU1	[78, 100]	23
Q9H5V9	[79, 100]	22
Q9H706	[183, 227]	45
Q9NRR6	[551, 581]	31
Q9NYB5	[142, 173]	32
Q9NYB5	[469, 492]	24
Q9NYB5	[502, 542]	41
Q9P2G4	[169, 184]	16
Q9P2G4	[885, 904]	20
Q9Y240	[288, 322]	35
A8MYP8	[164, 207]	44
O60861	[178, 219]	42
Q4VC12	[113, 143]	31
Q5VTR2	[909, 974]	66
Q5W5W9	[129, 174]	46
Q6ZN04	[61, 99]	39
Q6ZN04	[513, 568]	56
Q96FZ2	[81, 103]	23
Q96JY6	[282, 345]	64
Q9BXR6	[198, 242]	45
Q9NRM6	[247, 285]	39
Q9NRM6	[400, 417]	18
P08048	[200, 246]	47
P0C6A0	[207, 272]	66
P50549	[277, 327]	51
Q13424	[210, 241]	32
Q16563	[50, 76]	27
Q6NUQ4	[451, 485]	35
Q8IZN3	[161, 213]	53
Q8NHK3	[126, 197]	72
Q8NHX4	[109, 141]	33
Q9NYF0	[177, 299]	123
Q9NYJ8	[16, 77]	62
Q9P0W8	[32, 49]	18
A0A1W2PRS3	[110, 184]	75
O43422	[7, 111]	105
O95838	[140, 163]	24
P00441	[43, 58]	16
P00441	[99, 120]	22
P04731	[0, 59]	60
P05026	[119, 146]	28
P06748	[6, 33]	28
P13196	[261, 286]	26
P21246	[42, 142]	101
P27701	[165, 201]	37
P37173	[37, 79]	43
P37173	[129, 154]	26
P37173	[464, 552]	89
P43405	[79, 98]	20
P54136	[91, 127]	37
P61968	[14, 31]	18
P61968	[44, 82]	39
P61968	[99, 164]	66
P98153	[25, 67]	43
Q16651	[152, 181]	30
Q16651	[210, 246]	37
Q86YJ5	[99, 155]	57
Q8WTV1	[26, 86]	61
Q9BTE0	[64, 80]	17
Q9HA65	[87, 122]	36
Q9HCI7	[46, 89]	44
Q9HCI7	[460, 514]	55
Q9NY28	[554, 570]	17
Q9Y337	[153, 282]	130
Q9Y5E1	[742, 758]	17
O15391	[338, 368]	31
O60308	[739, 877]	139
O75081	[544, 595]	52
P09936	[172, 220]	49
P13688	[281, 347]	67
P17213	[152, 170]	19
P19544	[206, 303]	98
Q0VAF6	[25, 112]	88
Q13433	[527, 556]	30
Q15796	[60, 87]	28
Q15796	[154, 179]	26
Q5EE01	[51, 77]	27
Q5KU26	[688, 741]	54
Q6P3W2	[106, 138]	33
Q8IXK2	[541, 580]	40
Q969G2	[54, 96]	43
Q99616	[26, 52]	27
Q9BUL5	[331, 391]	61
Q9BYN7	[39, 78]	40
Q9H3J6	[65, 81]	17
Q9H3T3	[362, 388]	27
Q9NX77	[310, 334]	25
Q9NYP3	[181, 205]	25
Q9NZF1	[21, 106]	86
Q9UJW0	[4, 139]	136
Q9UJW0	[257, 292]	36
Q9UPW0	[134, 154]	21
Q9Y225	[64, 94]	31
Q9Y2W6	[126, 170]	45
A2AJT9	[598, 626]	29
A2RUH7	[327, 353]	27
A4FU01	[604, 633]	30
O94886	[368, 397]	30
P01717	[85, 111]	27
P01877	[10, 48]	39
P01877	[70, 216]	147
P07585	[29, 78]	50
P20151	[197, 223]	27
P49747	[502, 524]	23
P57727	[81, 105]	25
P57727	[366, 409]	44
Q14D33	[88, 105]	18
Q14D33	[129, 154]	26
Q2M3G4	[539, 559]	21
Q5JSP0	[537, 587]	51
Q6P9F7	[53, 72]	20
Q7L622	[75, 105]	31
Q7L622	[232, 309]	78
Q8N3T1	[500, 575]	76
Q8TDM5	[14, 106]	93
Q9BYX2	[80, 112]	33
Q9UPR6	[266, 290]	25
Q9UPR6	[311, 354]	44
Q9UPR6	[456, 503]	48
Q9UPR6	[846, 866]	21
Q9Y466	[4, 98]	95
A0PJX4	[38, 77]	40
O60337	[0, 63]	64
O60635	[142, 207]	66
O94782	[426, 456]	31
O95521	[445, 473]	29
P01876	[1, 44]	44
P01876	[63, 98]	36
P01876	[115, 229]	115
P05452	[91, 111]	21
P05452	[161, 192]	32
P59044	[286, 306]	21
P59044	[328, 351]	24
P62877	[36, 83]	48
Q14995	[91, 204]	114
Q5VUE5	[104, 144]	41
Q6ZNE5	[15, 76]	62
Q86XN8	[173, 196]	24
Q86XN8	[594, 650]	57
Q86XW9	[157, 172]	16
Q96RE7	[412, 432]	21
Q9NZK7	[63, 88]	26
Q9NZK7	[106, 141]	36
Q9P021	[45, 100]	56
Q9ULD6	[615, 630]	16
A8K0R7	[692, 765]	74
O94776	[354, 406]	53
O95567	[10, 43]	34
P00751	[592, 703]	112
P58004	[301, 336]	36
Q13574	[661, 720]	60
Q6ZSB9	[109, 129]	21
Q709F0	[503, 525]	23
Q7Z6V5	[18, 54]	37
Q96HA4	[50, 114]	65
Q96NY8	[101, 134]	34
Q9GZS1	[99, 173]	75
Q9NRX4	[59, 89]	31
Q9NUS5	[7, 45]	39
Q9Y2L9	[620, 678]	59
O75914	[78, 95]	18
O95158	[234, 277]	44
P08962	[144, 187]	44
P0DV60	[37, 94]	58
P48200	[104, 146]	43
P54107	[77, 102]	26
P54107	[170, 248]	79
Q12951	[176, 210]	35
Q49AG3	[99, 159]	61
Q92622	[487, 527]	41
Q92622	[886, 968]	83
Q99558	[601, 636]	36
Q9BWT1	[249, 344]	96
Q9NWW7	[10, 51]	42
Q9ULW2	[79, 148]	70
A0A087WWS6	[22, 39]	18
P21854	[327, 358]	32
P60507	[288, 317]	30
P62079	[162, 207]	46
Q14954	[170, 202]	33
Q14956	[426, 450]	25
Q3MJ16	[180, 332]	153
Q68EM7	[39, 70]	32
Q8IV04	[75, 130]	56
Q8NFP4	[740, 778]	39
Q96AQ9	[123, 146]	24
Q96Q91	[559, 594]	36
Q9BS91	[186, 216]	31
Q9BUE6	[109, 128]	20
Q9UKQ9	[176, 238]	63
Q9UNE7	[175, 208]	34
A0A1B0GXF2	[94, 114]	21
O60683	[264, 323]	60
P07202	[238, 339]	102
P07202	[360, 397]	38
P08842	[556, 582]	27
P0DP57	[12, 96]	85
P0DTE7	[143, 173]	31
P10646	[84, 104]	21
P20645	[175, 191]	17
P20645	[228, 248]	21
P41587	[10, 114]	105
P61587	[158, 205]	48
Q30KQ5	[29, 81]	53
Q3LI83	[10, 206]	197
Q8NA70	[29, 106]	78
Q8NA70	[333, 403]	71
Q8TDB6	[151, 179]	29
Q8TDB6	[234, 320]	87
Q8TDB6	[551, 602]	52
Q8TE49	[882, 920]	39
Q96T92	[418, 451]	34
Q99469	[365, 386]	22
Q9BQI3	[470, 503]	34
Q9GZS9	[153, 180]	28
Q9H756	[345, 369]	25
Q9NUL5	[110, 190]	81
Q9UHF4	[222, 238]	17
Q9UN71	[720, 802]	83
A0A075B6J9	[27, 45]	19
A0A075B6J9	[57, 88]	32
B2RPK0	[7, 49]	43
B2RPK0	[91, 119]	29
O43903	[88, 150]	63
O43903	[205, 226]	22
O95754	[509, 527]	19
P01588	[50, 69]	20
P25800	[16, 33]	18
P51449	[22, 110]	89
Q16620	[9, 52]	44
Q4VC44	[144, 165]	22
Q4VC44	[300, 340]	41
Q4VC44	[445, 487]	43
Q4VC44	[534, 581]	48
Q6QN14	[79, 131]	53
Q96I15	[380, 399]	20
Q9BXU3	[375, 408]	34
Q9HAI6	[0, 19]	20
Q9HAI6	[39, 139]	101
Q9HBM6	[83, 122]	40
Q9UBU2	[71, 138]	68
Q9UBU2	[168, 258]	91
Q9UPV7	[121, 189]	69
O95460	[562, 613]	52
O95786	[796, 817]	22
P12645	[391, 410]	20
P32320	[4, 34]	31
P81133	[426, 470]	45
Q2MV58	[67, 106]	40
Q5H9J9	[250, 266]	17
Q92985	[310, 331]	22
Q96ME7	[157, 211]	55
Q96ME7	[408, 427]	20
Q96P53	[311, 334]	24
Q9NP77	[11, 37]	27
Q9NP77	[113, 193]	81
A4GXA9	[95, 134]	40
A6NNW6	[265, 284]	20
O60678	[41, 75]	35
P09486	[67, 151]	85
P35247	[256, 303]	48
P35247	[324, 367]	44
Q10471	[551, 570]	20
Q14159	[313, 332]	20
Q14159	[748, 832]	85
Q4KMQ2	[332, 349]	18
Q4KMQ2	[423, 443]	21
Q4KMQ2	[792, 817]	26
Q68D85	[210, 246]	37
Q6GMV2	[84, 145]	62
Q8N690	[14, 73]	60
Q969Q1	[49, 79]	31
Q969Q1	[106, 163]	58
Q96BD5	[480, 550]	71
Q9BQB4	[72, 181]	110
Q9H7Y0	[319, 343]	25
Q9NVP4	[692, 719]	28
Q9P0V3	[357, 375]	19
Q9UBG7	[46, 158]	113
Q9UK23	[95, 176]	82
A0A0B4J1U7	[32, 53]	22
C9J798	[137, 157]	21
C9J798	[690, 716]	27
C9JLR9	[257, 315]	59
O15123	[418, 435]	18
P13236	[26, 57]	32
P43353	[396, 413]	18
P63215	[15, 74]	60
Q3LHN2	[0, 51]	52
Q6ZNC4	[380, 411]	32
Q86UT8	[0, 23]	24
Q96SW2	[180, 222]	43
Q96SW2	[316, 335]	20
Q9BTZ2	[246, 277]	32
Q9NVU0	[57, 89]	33
Q9NVU0	[99, 120]	22
Q9NVU0	[223, 249]	27
Q9NW64	[68, 87]	20
Q9NZ20	[154, 197]	44
Q9UJ41	[6, 46]	41
Q9Y6P5	[218, 291]	74
A0AAG2SUX2	[301, 324]	24
A0AAG2SUX2	[366, 413]	48
A0AAG2SUX2	[441, 480]	40
O00442	[12, 66]	55
O15496	[57, 164]	108
O60687	[260, 325]	66
P01889	[106, 139]	34
P20393	[144, 224]	81
P42166	[668, 693]	26
P98170	[468, 484]	17
Q6ZRP0	[111, 137]	27
Q7Z794	[32, 47]	16
Q8IX06	[312, 328]	17
Q8IZP2	[152, 189]	38
Q8N370	[276, 304]	29
Q8N680	[241, 279]	39
Q8N865	[105, 212]	108
Q8WXD5	[132, 154]	23
Q96AY2	[282, 310]	29
Q96FA3	[323, 341]	19
Q96FA3	[363, 388]	26
Q96SA4	[352, 385]	34
Q9C0K7	[336, 362]	27
Q9P0L0	[90, 134]	45
A0A0J9YX75	[92, 110]	19
O43790	[58, 111]	54
P08118	[10, 113]	104
P12755	[80, 117]	38
P27635	[15, 39]	25
P60022	[28, 67]	40
Q07627	[4, 92]	89
Q07627	[119, 176]	58
Q569H4	[203, 233]	31
Q96CX2	[292, 311]	20
Q9GZP1	[15, 42]	28
Q9Y3B2	[0, 40]	41
Q9Y5E7	[728, 771]	44
Q9Y6F8	[24, 70]	47
O15392	[0, 91]	92
O43716	[76, 124]	49
O95967	[36, 91]	56
P07315	[11, 33]	23
P15882	[238, 260]	23
P23409	[81, 101]	21
P48065	[164, 185]	22
P49736	[329, 363]	35
P49788	[114, 153]	40
Q2TB90	[691, 738]	48
Q7L591	[289, 313]	25
Q7L8C5	[173, 210]	38
Q7L8C5	[374, 412]	39
Q8N468	[255, 297]	43
Q8N9H8	[681, 702]	22
Q96EK4	[0, 79]	80
Q96EY5	[22, 47]	26
Q96EY5	[91, 107]	17
Q96PX1	[266, 330]	65
Q96QI5	[283, 309]	27
Q99750	[164, 245]	82
Q99814	[850, 869]	20
P23945	[17, 41]	25
P23945	[322, 358]	37
P52943	[0, 82]	83
P52943	[120, 193]	74
P53667	[215, 232]	18
P55895	[407, 425]	19
Q5JRV8	[152, 200]	49
Q5VXH4	[447, 475]	29
Q8N5W8	[47, 93]	47
Q8N6F7	[73, 106]	34
Q8NHH9	[387, 413]	27
Q8TF27	[324, 361]	38
Q969W1	[145, 183]	39
Q96PB8	[31, 55]	25
Q96QA6	[6, 36]	31
Q96T60	[424, 450]	27
Q9BXB1	[29, 51]	23
Q9NR81	[417, 438]	22
Q9NTG7	[262, 289]	28
Q9UBV2	[119, 167]	49
Q9Y4E8	[269, 325]	57
Q9Y4E8	[753, 818]	66
P01106	[92, 116]	25
P11474	[70, 150]	81
P12955	[236, 261]	26
Q04844	[412, 438]	27
Q17R31	[0, 21]	22
Q6UX46	[109, 151]	43
Q6UXD5	[455, 545]	91
Q6UXD5	[698, 731]	34
Q8IZF3	[43, 116]	74
Q8WTP8	[105, 131]	27
Q99518	[17, 42]	26
Q9UMF0	[279, 304]	26
Q9UMF0	[784, 837]	54
Q9UPQ4	[15, 75]	61
Q9UPQ4	[94, 152]	59
A6NI56	[460, 488]	29
P21580	[759, 789]	31
P43235	[133, 233]	101
P62068	[160, 244]	85
Q16610	[179, 409]	231
Q16610	[422, 514]	93
Q2KHT4	[112, 144]	33
Q5T7W7	[421, 494]	74
Q6P387	[28, 115]	88
Q6P387	[210, 260]	51
Q6P387	[286, 311]	26
Q8N5H3	[116, 137]	22
Q8NCW0	[31, 78]	48
Q8TBK6	[20, 74]	55
Q96EL1	[161, 201]	41
Q96IV0	[251, 305]	55
Q99704	[13, 42]	30
Q99704	[57, 101]	45
Q9H336	[285, 322]	38
Q9H336	[399, 425]	27
Q9NUL7	[137, 167]	31
Q9NYG5	[11, 60]	50
Q9UBI9	[96, 126]	31
A0A1B0GVS7	[88, 105]	18
A0A1B0GVS7	[118, 188]	71
A1L3X4	[0, 48]	49
A1Z1Q3	[96, 131]	36
A8K979	[587, 650]	64
A8MPS7	[240, 269]	30
H3BV60	[136, 152]	17
O95718	[71, 173]	103
P01033	[136, 205]	70
P36544	[362, 429]	68
P57737	[20, 43]	24
P62072	[9, 68]	60
Q08397	[372, 417]	46
Q15697	[25, 65]	41
Q63HK3	[554, 584]	31
Q7Z5A7	[42, 130]	89
Q8N187	[289, 322]	34
Q8TAY7	[149, 184]	36
Q9H1F0	[35, 78]	44
Q9Y5R5	[118, 163]	46
Q9Y6F1	[56, 75]	20
A0A5F9ZH88	[128, 176]	49
P0C7H8	[0, 41]	42
P15328	[29, 84]	56
P15328	[126, 141]	16
P85037	[175, 192]	18
P98194	[129, 170]	42
P98194	[197, 216]	20
Q13387	[752, 767]	16
Q5T3F8	[379, 405]	27
Q86XJ1	[97, 121]	25
Q8NE00	[171, 199]	29
Q8TF76	[370, 488]	119
Q96H22	[310, 329]	20
Q9Y534	[68, 89]	22
Q9Y534	[117, 133]	17
A0A0A6YYD4	[96, 115]	20
A0A1W2PQ64	[88, 172]	85
B7Z1M9	[278, 327]	50
F5H094	[452, 501]	50
O60810	[452, 477]	26
O75152	[0, 31]	32
O75152	[48, 99]	52
P10276	[79, 159]	81
P55010	[94, 149]	56
P55259	[468, 488]	21
P57087	[99, 161]	63
Q03167	[711, 728]	18
Q5FYA8	[524, 561]	38
Q6NVV7	[43, 91]	49
Q75V66	[334, 354]	21
Q7Z3E1	[526, 556]	31
Q8WUN7	[88, 106]	19
Q9BXF9	[262, 299]	38
Q9NQ79	[515, 604]	90
Q9ULT6	[283, 356]	74
Q9Y2C4	[105, 121]	17
O43439	[493, 546]	54
O95260	[58, 93]	36
P00749	[288, 304]	17
P00749	[357, 425]	69
P01824	[37, 56]	20
P01859	[15, 121]	107
P01859	[230, 245]	16
P01859	[300, 316]	17
P09871	[74, 89]	16
P09871	[581, 640]	60
P13598	[44, 59]	16
P50461	[0, 93]	94
P50461	[108, 193]	86
P78333	[51, 68]	18
Q02223	[0, 53]	54
Q15654	[436, 458]	23
Q17RB8	[101, 164]	64
Q17RB8	[496, 517]	22
Q6UWQ7	[21, 86]	66
Q7Z419	[63, 178]	116
Q8IYD9	[167, 220]	54
Q8TBN0	[285, 325]	41
Q96IQ7	[146, 176]	31
Q96IQ7	[198, 235]	38
A4D1P6	[396, 424]	29
O15273	[4, 22]	19
P01229	[97, 124]	28
P02489	[110, 150]	41
P04435	[92, 114]	23
P33121	[259, 313]	55
P33121	[459, 474]	16
P51172	[574, 635]	62
Q14153	[24, 99]	76
Q15013	[45, 81]	37
Q3KNT9	[15, 49]	35
Q3KNT9	[96, 144]	49
Q5EBN2	[30, 78]	49
Q5EBN2	[94, 138]	45
Q6ZTK2	[496, 527]	32
Q6ZVW7	[303, 332]	30
Q6ZVW7	[391, 464]	74
Q86SR1	[552, 602]	51
Q8N3F8	[0, 20]	21
Q8N3F8	[67, 88]	22
Q8N3F8	[156, 229]	74
Q96JB6	[98, 167]	70
Q96JB6	[245, 292]	48
Q96JB6	[364, 421]	58
Q96JB6	[500, 530]	31
Q9H1K0	[145, 204]	60
Q9H1K0	[240, 276]	37
Q9NP61	[87, 107]	21
Q9NZI5	[418, 433]	16
A0A0B4J1U3	[87, 116]	30
O00472	[83, 143]	61
O75841	[180, 228]	49
P50502	[167, 187]	21
P60880	[73, 127]	55
Q15527	[36, 137]	102
Q5K4E3	[230, 255]	26
Q5K4E3	[340, 385]	46
Q99645	[104, 146]	43
Q9BQ16	[270, 286]	17
Q9BQ16	[316, 397]	82
Q9BUB4	[226, 242]	17
Q9BUB4	[258, 275]	18
Q9H0B8	[275, 315]	41
Q9H0B8	[394, 431]	38
Q9H0B8	[467, 494]	28
Q9H169	[47, 80]	34
A0A087WV62	[82, 114]	33
O43172	[96, 125]	30
P04155	[27, 83]	57
P47872	[46, 86]	41
P47872	[103, 130]	28
Q12829	[208, 223]	16
Q14533	[0, 111]	112
Q14938	[97, 116]	20
Q14938	[233, 256]	24
Q15424	[425, 481]	57
Q15485	[95, 110]	16
Q6R6M4	[85, 129]	45
Q8NBU5	[283, 336]	54
Q8WUH1	[0, 27]	28
Q8WUH1	[87, 106]	20
Q96GY0	[108, 152]	45
Q9H3S3	[191, 227]	37
Q9HBH1	[108, 145]	38
Q9NQ29	[0, 74]	75
A6NIM6	[273, 294]	22
O00238	[23, 106]	84
P02778	[20, 70]	51
P10153	[69, 160]	92
Q14681	[95, 115]	21
Q15406	[47, 132]	86
Q53T94	[0, 42]	43
Q6PIV2	[229, 251]	23
Q86WV6	[298, 340]	43
Q8N158	[29, 77]	49
Q8TEW6	[13, 71]	59
Q969R2	[750, 770]	21
Q96AZ6	[0, 27]	28
Q96MF7	[178, 232]	55
Q96QS1	[155, 188]	34
Q9H019	[13, 66]	54
Q9H019	[230, 256]	27
Q9H0E7	[311, 347]	37
Q9H0E7	[533, 548]	16
Q9NTX7	[19, 57]	39
Q9P0K1	[675, 722]	48
Q9UIJ5	[119, 166]	48
D6R901	[79, 131]	53
O00144	[97, 150]	54
O43164	[614, 683]	70
P0C874	[92, 148]	57
P0CW20	[60, 116]	57
P10827	[38, 117]	80
P51948	[6, 23]	18
P51948	[277, 296]	20
P59666	[58, 90]	33
Q02509	[91, 217]	127
Q02509	[321, 409]	89
Q03405	[12, 48]	37
Q5VWM3	[447, 476]	30
Q96A46	[73, 88]	16
Q9UBN4	[168, 192]	25
Q9UK96	[771, 791]	21
Q9UKN8	[116, 144]	29
Q9Y6H1	[111, 149]	39
A0A087X1C5	[333, 366]	34
A0A087X1C5	[498, 514]	17
O15066	[2, 30]	29
P01210	[15, 35]	21
P10109	[97, 177]	81
P14784	[44, 72]	29
P49840	[379, 428]	50
P78395	[482, 508]	27
Q17R89	[41, 76]	36
Q1MX18	[540, 578]	39
Q6UXZ0	[188, 208]	21
Q86WB0	[275, 296]	22
Q8IUH5	[435, 470]	36
Q96A56	[78, 99]	22
Q96A56	[119, 140]	22
Q96A56	[154, 178]	25
Q9BZL6	[165, 194]	30
Q9BZL6	[280, 322]	43
Q9NVS9	[145, 179]	35
Q9Y242	[287, 344]	58
P02788	[26, 60]	35
P02788	[180, 266]	87
P02788	[374, 399]	26
P02788	[509, 533]	25
P02788	[637, 660]	24
P02788	[680, 709]	30
P11362	[169, 190]	22
P19387	[82, 130]	49
P48382	[147, 174]	28
P78348	[321, 355]	35
Q08629	[312, 369]	58
Q13203	[391, 473]	83
Q15185	[49, 91]	43
Q2VPK5	[373, 405]	33
Q2VPK5	[425, 504]	80
Q5VUJ6	[681, 718]	38
Q93097	[306, 390]	85
Q99460	[792, 809]	18
Q9BZQ6	[79, 94]	16
A5X5Y0	[347, 363]	17
O95159	[0, 22]	23
O95159	[80, 116]	37
P46721	[115, 145]	31
P48147	[2, 18]	17
P51504	[183, 201]	19
P55317	[229, 267]	39
Q12836	[112, 183]	72
Q12836	[433, 475]	43
Q13686	[296, 372]	77
Q63ZY6	[125, 151]	27
Q63ZY6	[170, 197]	28
Q8N2I9	[111, 126]	16
Q9H2C0	[266, 292]	27
Q9NTM9	[17, 58]	42
P05067	[149, 198]	50
P05067	[281, 357]	77
P10826	[79, 160]	82
P17787	[342, 357]	16
P17787	[369, 405]	37
P53803	[7, 50]	44
P78396	[99, 158]	60
P98175	[194, 247]	54
Q12899	[1, 77]	77
Q12899	[93, 140]	48
Q15646	[326, 345]	20
Q53EL9	[764, 784]	21
Q53EL9	[809, 892]	84
Q6NT52	[90, 124]	35
Q6P4A8	[462, 490]	29
Q6UW32	[12, 80]	69
Q6UXV0	[187, 274]	88
Q7RTY9	[231, 251]	21
Q86YI8	[221, 295]	75
Q8IXT2	[33, 87]	55
Q96GM1	[161, 206]	46
Q9BYS1	[125, 173]	49
Q9H211	[461, 493]	33
Q9P2V4	[280, 295]	16
A0A0G2JLG4	[344, 410]	67
O00625	[72, 92]	21
P00740	[396, 417]	22
P08887	[29, 54]	26
P08887	[117, 135]	19
P29083	[113, 174]	62
P49913	[67, 133]	67
Q08426	[547, 574]	28
Q12857	[88, 118]	31
Q13145	[18, 121]	104
Q13145	[200, 236]	37
Q7Z5Q1	[525, 541]	17
Q8IVL6	[71, 99]	29
Q8IVL6	[295, 311]	17
Q92730	[173, 190]	18
Q96A83	[54, 95]	42
Q99748	[150, 196]	47
Q9H4G8	[8, 71]	64
Q9NX70	[109, 134]	26
Q9NX70	[168, 188]	21
Q9NZ32	[180, 204]	25
Q9NZU5	[341, 364]	24
Q9UGM5	[211, 261]	51
O15151	[297, 342]	46
O15151	[425, 488]	64
O75594	[28, 81]	54
P49767	[163, 185]	23
P55157	[851, 892]	42
P58166	[270, 346]	77
Q0VDF9	[481, 506]	26
Q16478	[69, 123]	55
Q5T1V6	[97, 142]	46
Q6UWL2	[262, 286]	25
Q7Z5L9	[8, 43]	36
Q7Z5L9	[496, 583]	88
Q8N490	[317, 373]	57
Q969J5	[65, 131]	67
Q96NY9	[158, 183]	26
A0A0A0MS03	[77, 113]	37
A6NGN4	[453, 477]	25
A8MXU0	[20, 53]	34
O00237	[649, 669]	21
P01703	[84, 117]	34
P10398	[131, 157]	27
P23352	[48, 116]	69
P23352	[127, 189]	63
P23760	[41, 98]	58
P28331	[129, 156]	28
P28331	[680, 726]	47
Q5T0J7	[169, 199]	31
Q6UXN2	[0, 57]	58
Q96PC2	[213, 252]	40
Q96QK8	[0, 19]	20
Q99835	[63, 86]	24
Q99835	[105, 223]	119
Q9H5Z1	[384, 409]	26
