Accession_number	Region	Domain
Q9NRM6	[400, 417]	-
A6NKX4	[110, 124]	MFS general substrate transporter like domains
O15072	[337, 384]	Collagenase (Catalytic Domain)
O15072	[406, 423]	Collagenase (Catalytic Domain)
O60266	[461, 486]	Nucleotide cyclase
O75150	[941, 1000]	Zinc/RING finger domain, C3HC4 (zinc finger)
O95780	[141, 182]	Classic Zinc Finger
P08069	[166, 258]	Receptor L-domain
P08069	[672, 716]	Immunoglobulins
P0C6A0	[207, 244]	Erythroid Transcription Factor GATA-1, subunit A
P49327	[627, 652]	Malonyl-Coenzyme A Acyl Carrier Protein, domain 2
P49327	[1110, 1120]	Vaccinia Virus protein VP39
P49327	[1153, 1180]	Vaccinia Virus protein VP39
P49327	[1296, 1320]	Vaccinia Virus protein VP39
Q13424	[210, 241]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q6ZN30	[425, 490]	Classic Zinc Finger
Q6ZN30	[818, 889]	Classic Zinc Finger
Q6ZN30	[1025, 1082]	Classic Zinc Finger
Q7Z713	[94, 123]	Ankyrin repeat-containing domain
Q8NHK3	[126, 197]	Immunoglobulins
Q8WWQ0	[1374, 1394]	Bromodomain-like
Q969S2	[280, 324]	-
Q9NYJ8	[16, 73]	DNA helicase RuvA subunit, C-terminal domain
Q9NYJ8	[661, 692]	Zn-finger domain of Sec23/24
Q9Y490	[232, 253]	-
Q9Y490	[688, 739]	Alpha-catenin/vinculin-like
Q9Y490	[1377, 1408]	Talin, central domain
Q9Y490	[1457, 1584]	Alpha-catenin/vinculin-like
Q9Y490	[1903, 1949]	Alpha-catenin/vinculin-like
Q9Y490	[2157, 2202]	Talin, central domain
A0A1W2PRS3	[110, 184]	Immunoglobulins
O75970	[1612, 1630]	-
O94953	[739, 791]	Zinc/RING finger domain, C3HC4 (zinc finger)
O94953	[853, 872]	Zinc/RING finger domain, C3HC4 (zinc finger)
O95838	[140, 161]	GPCR, family 2, extracellular hormone receptor domain
P00441	[43, 58]	Superoxide dismutase, copper/zinc binding domain
P00441	[99, 120]	Superoxide dismutase, copper/zinc binding domain
P04731	[1, 59]	Metallothionein Isoform II
P05026	[119, 146]	Na, k-atpase alpha subunit.
P06748	[14, 33]	Nucleoplasmin core domain
P13196	[261, 286]	Type I PLP-dependent aspartate aminotransferase-like (Major domain)
P21246	[42, 96]	Pleiotrophin/Midkine, N-terminal domain
P27701	[165, 201]	Tetraspanin
P37173	[38, 79]	CD59
P37173	[129, 153]	CD59
P37173	[464, 549]	Transferase(Phosphotransferase) domain 1
P43405	[79, 98]	SH2 domain
P54136	[91, 127]	Arginyl tRNA synthetase N-terminal domain
P61968	[23, 31]	Cysteine Rich Protein
P61968	[44, 82]	Cysteine Rich Protein
P61968	[99, 150]	Cysteine Rich Protein
P98153	[29, 67]	Low-density Lipoprotein Receptor
Q16651	[152, 181]	Trypsin-like serine proteases
Q16651	[210, 246]	Trypsin-like serine proteases
Q504Y3	[192, 207]	-
Q5M775	[961, 998]	Calponin-like domain
Q7Z3K3	[492, 557]	Classic Zinc Finger
Q7Z6W7	[74, 91]	DnaJ domain
Q86YJ5	[99, 155]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BTE0	[64, 80]	-
Q9HCI7	[46, 89]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9NY28	[554, 570]	-
Q9UKJ8	[406, 488]	Disintegrin domain
Q9Y337	[153, 282]	Trypsin-like serine proteases
Q9Y6X9	[505, 534]	-
O15391	[251, 266]	Classic Zinc Finger
O15391	[308, 327]	Classic Zinc Finger
O15391	[340, 368]	Classic Zinc Finger
O75081	[544, 595]	-
P09936	[172, 220]	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
P13688	[281, 316]	Immunoglobulins
P17213	[152, 170]	Bactericidal permeability-increasing protein; domain 2
P35523	[802, 833]	CBS-domain
P60893	[347, 363]	Rhodopsin 7-helix transmembrane proteins
P78364	[790, 828]	-
Q0VAF6	[25, 112]	Crystallins
Q15796	[60, 87]	SMAD MH1 domain
Q15796	[154, 175]	SMAD MH1 domain
Q5EE01	[51, 77]	Histone, subunit A
Q5KU26	[688, 741]	Mannose-Binding Protein A, subunit A
Q6P3W2	[106, 138]	DPH Zinc finger
Q86VP1	[721, 788]	-
Q8IXK2	[541, 580]	-
Q8N475	[63, 132]	-
Q8TF46	[13, 53]	5'-nuclease
Q8TF46	[309, 327]	-
Q969G2	[54, 84]	Cysteine Rich Protein
Q99616	[26, 52]	-
Q9BUL5	[336, 386]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H3J6	[65, 81]	-
Q9H3T3	[362, 388]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9H3T3	[529, 589]	ligand-binding face of the semaphorins, domain 2
Q9UPW0	[134, 154]	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q9Y225	[64, 94]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9Y2W6	[126, 170]	K Homology domain, type 1
A2RUH7	[327, 352]	Immunoglobulins
O94855	[307, 369]	beta-sandwich domain of Sec23/24
O94886	[368, 389]	-
P01717	[85, 111]	Immunoglobulins
P01877	[10, 48]	Immunoglobulins
P01877	[109, 209]	Immunoglobulins
P07585	[52, 78]	Ribonuclease Inhibitor
P20151	[197, 223]	Trypsin-like serine proteases
P49747	[502, 524]	TSP type-3 repeat
P57727	[81, 105]	Low-density Lipoprotein Receptor
P57727	[366, 409]	Trypsin-like serine proteases
P98161	[32, 64]	Ribonuclease Inhibitor
P98161	[303, 324]	Immunoglobulins
P98161	[478, 533]	Mannose-Binding Protein A, subunit A
Q15746	[1156, 1183]	Immunoglobulins
Q15746	[1808, 1900]	Immunoglobulins
Q5JSP0	[537, 587]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q68DV7	[239, 284]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q7L622	[8, 27]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q7L622	[75, 105]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q7L622	[232, 293]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8N3T1	[161, 190]	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
Q8N3T1	[501, 575]	-
Q8TDM5	[19, 102]	CD59
Q9BRP7	[320, 345]	Bira Bifunctional Protein; Domain 2
Q9BWV1	[375, 409]	Immunoglobulins
Q9BWV1	[798, 811]	Immunoglobulins
Q9BYX2	[80, 112]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q9UID6	[180, 203]	Classic Zinc Finger
Q9UID6	[222, 253]	Classic Zinc Finger
Q9UID6	[283, 316]	Classic Zinc Finger
Q9UPR6	[266, 290]	Classic Zinc Finger
Q9UPR6	[311, 351]	Classic Zinc Finger
Q9UPR6	[846, 866]	-
Q9Y466	[8, 98]	Erythroid Transcription Factor GATA-1, subunit A
O60337	[1, 63]	Zinc/RING finger domain, C3HC4 (zinc finger)
O60635	[142, 205]	Tetraspanin
O94782	[426, 456]	Cysteine proteinases
O95630	[387, 423]	Cytidine Deaminase, domain 2
P01876	[3, 44]	Immunoglobulins
P01876	[63, 98]	Immunoglobulins
P01876	[122, 222]	Immunoglobulins
P05452	[91, 111]	Mannose-Binding Protein A, subunit A
P05452	[161, 192]	Mannose-Binding Protein A, subunit A
P23458	[885, 904]	Phosphorylase Kinase; domain 1
P32942	[180, 195]	Immunoglobulins
P32942	[326, 353]	Immunoglobulins
P59044	[286, 306]	P-loop containing nucleotide triphosphate hydrolases
P62877	[36, 83]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q08AD1	[1358, 1384]	CKK domain
Q0VDD8	[3442, 3460]	-
Q14995	[94, 187]	Erythroid Transcription Factor GATA-1, subunit A
Q14995	[312, 398]	Retinoid X Receptor
Q2M2W7	[191, 213]	-
Q6ZR52	[40, 81]	Classic Zinc Finger
Q86XN8	[177, 196]	K Homology domain, type 1
Q86XN8	[594, 650]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q86XW9	[157, 172]	Nucleoside diphosphate kinase-like domain
Q8TCT1	[18, 33]	HAD superfamily/HAD-like
Q8WWZ4	[1189, 1215]	P-loop containing nucleotide triphosphate hydrolases
Q96NJ5	[11, 31]	Potassium Channel Kv1.1; Chain A
Q96RE7	[412, 432]	BEN domain
Q9H159	[563, 582]	Cadherins
Q9NZK7	[63, 88]	Phospholipase A2 domain
Q9NZK7	[106, 141]	Phospholipase A2 domain
O60333	[12, 43]	Kinesin motor domain
O60333	[565, 623]	-
O75962	[1650, 1716]	SH3 Domains
P00751	[592, 703]	-
Q6ZSB9	[109, 128]	Potassium Channel Kv1.1; Chain A
Q709F0	[503, 525]	Butyryl-CoA Dehydrogenase, subunit A, domain 2
Q7Z6V5	[18, 54]	Cytidine Deaminase, domain 2
Q86UN2	[24, 44]	Ribonuclease Inhibitor
Q86UN2	[279, 308]	Ribonuclease Inhibitor
Q92502	[975, 990]	-
Q96FV2	[12, 28]	Penicillin V Acylase; Chain A
Q96FV2	[285, 317]	Penicillin V Acylase; Chain A
Q96K83	[277, 333]	Classic Zinc Finger
Q96K83	[584, 644]	Classic Zinc Finger
Q96K83	[772, 782]	Classic Zinc Finger
Q96K83	[878, 954]	Classic Zinc Finger
Q96K83	[1137, 1165]	Classic Zinc Finger
Q96K83	[1279, 1307]	Classic Zinc Finger
Q96NY8	[101, 134]	Immunoglobulins
Q9NRX4	[59, 89]	Janus/Ocnus
Q9Y2L9	[620, 678]	Calponin-like domain
O15399	[443, 485]	Periplasmic binding protein-like II
O75914	[78, 95]	CRIB domain
P06213	[169, 267]	Receptor L-domain
P06213	[699, 724]	Immunoglobulins
P08962	[144, 187]	Tetraspanin
P48200	[104, 145]	Aconitase, domain 3
P48200	[204, 216]	Aconitase, domain 3
P51808	[15, 32]	Tctex-1
P54107	[77, 102]	CAP
P54107	[209, 248]	Crisp domain
Q12951	[176, 210]	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q13370	[764, 792]	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
Q149N8	[652, 687]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q149N8	[1422, 1439]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IWV8	[99, 168]	-
Q8NDX6	[152, 181]	Classic Zinc Finger
Q8TE56	[395, 453]	Collagenase (Catalytic Domain)
Q96SZ4	[749, 778]	Classic Zinc Finger
Q99558	[325, 333]	Phosphorylase Kinase; domain 1
Q99558	[601, 636]	Transferase(Phosphotransferase) domain 1
Q9ULW2	[79, 148]	Frizzled cysteine-rich domain
A0A087WWS6	[22, 39]	-
O43497	[247, 335]	-
O60716	[510, 542]	Leucine-rich Repeat Variant
P21854	[327, 358]	Mannose-Binding Protein A, subunit A
P51508	[249, 286]	Classic Zinc Finger
P56199	[546, 567]	Integrin alpha, N-terminal
P56199	[1018, 1064]	ntegrin, alpha v. Chain A, domain 4
P62079	[162, 207]	Tetraspanin
Q05469	[782, 804]	alpha/beta hydrolase
Q14954	[170, 202]	Immunoglobulins
Q3MJ16	[731, 804]	Cytosolic phospholipase A2 catalytic domain
Q68EM7	[39, 70]	Arfaptin homology (AH) domain/BAR domain
Q6ZSZ6	[239, 274]	Classic Zinc Finger
Q6ZSZ6	[1019, 1057]	Classic Zinc Finger
Q8IV04	[75, 108]	Ypt/Rab-GAP domain of gyp1p, domain 1
Q8NF91	[2587, 2627]	-
Q8NF91	[4035, 4072]	-
Q8NF91	[5707, 5745]	-
Q8NF91	[7961, 7978]	-
Q8NFP4	[744, 778]	-
Q8NFP4	[914, 927]	-
Q9BUE6	[109, 128]	HesB-like domain
Q9C0E4	[448, 458]	-
Q9C0E4	[483, 503]	-
Q9UKQ9	[176, 238]	Trypsin-like serine proteases
Q9UNE7	[175, 208]	-
A0A1B0GXF2	[94, 114]	Immunoglobulins
O60683	[264, 323]	Zinc/RING finger domain, C3HC4 (zinc finger)
P02452	[39, 74]	Complement Module, domain 1
P02452	[1229, 1279]	-
P07202	[139, 173]	Haem peroxidase domain superfamily, animal type
P07202	[238, 339]	Haem peroxidase domain superfamily, animal type
P07202	[360, 397]	Haem peroxidase domain superfamily, animal type
P0DP57	[22, 96]	CD59
P0DTE7	[143, 173]	Glycosidases
P10646	[84, 104]	Pancreatic trypsin inhibitor Kunitz domain
P13637	[28, 65]	Calcium-transporting ATPase, cytoplasmic transduction domain A
P13637	[221, 252]	Calcium-transporting ATPase, cytoplasmic transduction domain A
P13637	[335, 375]	Calcium-transporting ATPase, transmembrane domain
P26640	[1079, 1100]	Isoleucyl-tRNA Synthetase; Domain 1
P29320	[259, 322]	Tumor Necrosis Factor Receptor, subunit A, domain 2
P41587	[29, 99]	GPCR, family 2, extracellular hormone receptor domain
P61587	[158, 205]	P-loop containing nucleotide triphosphate hydrolases
Q8TDB6	[551, 602]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8TDI0	[336, 389]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8TDI0	[412, 468]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8TE49	[883, 920]	-
Q8TER5	[1077, 1107]	Dbl homology (DH) domain
Q96FN4	[19, 26]	C2 domain
Q96T92	[260, 314]	Classic Zinc Finger
Q96T92	[425, 449]	Classic Zinc Finger
Q96T92	[465, 495]	Classic Zinc Finger
Q96T92	[522, 553]	Classic Zinc Finger
Q99469	[105, 163]	-
Q9BQI3	[470, 503]	Transferase(Phosphotransferase) domain 1
Q9GZS9	[153, 180]	P-loop containing nucleotide triphosphate hydrolases
Q9H756	[217, 233]	Ribonuclease Inhibitor
Q9NPR2	[561, 593]	ligand-binding face of the semaphorins, domain 2
Q9UHF4	[222, 238]	Immunoglobulins
Q9UQ26	[118, 186]	Zinc/RING finger domain, C3HC4 (zinc finger)
A0A075B6J9	[27, 45]	Immunoglobulins
A0A075B6J9	[57, 88]	Immunoglobulins
B2RPK0	[7, 49]	High mobility group box domain
B2RPK0	[91, 119]	High mobility group box domain
O43903	[88, 150]	Calponin-like domain
O43903	[205, 226]	Gas2-like domain
O75325	[390, 411]	Ribonuclease Inhibitor
O95398	[511, 550]	Son of sevenless (SoS) protein Chain: S domain 1
O95754	[513, 527]	ligand-binding face of the semaphorins, domain 2
O95754	[544, 571]	ligand-binding face of the semaphorins, domain 2
P01588	[50, 69]	-
P25800	[24, 33]	Cysteine Rich Protein
P51449	[22, 110]	Erythroid Transcription Factor GATA-1, subunit A
Q13261	[49, 96]	-
Q15029	[441, 475]	Translation factors
Q4V348	[46, 91]	Classic Zinc Finger
Q4VC44	[144, 165]	-
Q4VC44	[300, 340]	-
Q4VC44	[445, 487]	-
Q4VC44	[534, 581]	-
Q5JZY3	[273, 329]	Tumor Necrosis Factor Receptor, subunit A, domain 2
Q5JZY3	[357, 412]	Immunoglobulins
Q6QN14	[79, 131]	Cysteine proteinases
Q96I15	[380, 399]	Aspartate Aminotransferase, domain 1
Q96T76	[537, 556]	Leucine-rich Repeat Variant
Q9BXU3	[375, 402]	Zinc finger, RanBP2-type
Q9NPG1	[169, 195]	Rhodopsin 7-helix transmembrane proteins
Q9NQV6	[172, 185]	SET domain
Q9UBU2	[170, 258]	Lipase, subunit A
Q9UPV7	[121, 189]	Zinc/RING finger domain, C3HC4 (zinc finger)
O95361	[118, 177]	Classic Zinc Finger
O95460	[577, 613]	-
O95786	[802, 817]	RIG-I-like receptor, C-terminal regulatory domain
P12645	[391, 410]	Cystine-knot cytokines
P32320	[4, 34]	Cytidine Deaminase, domain 2
Q92985	[310, 331]	-
Q92985	[465, 491]	-
Q96ME7	[157, 211]	Classic Zinc Finger
Q96ME7	[279, 314]	Classic Zinc Finger
Q96ME7	[408, 427]	Classic Zinc Finger
Q96P53	[311, 334]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9BY66	[282, 360]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BY66	[1169, 1211]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H156	[340, 375]	Ribonuclease Inhibitor
Q9NP77	[11, 37]	-
Q9NP77	[113, 193]	-
A4GXA9	[95, 134]	-
A6NNW6	[265, 284]	Enolase-like C-terminal domain
P09486	[68, 151]	-
P35247	[260, 303]	Mannose-Binding Protein A, subunit A
P35247	[324, 367]	Mannose-Binding Protein A, subunit A
P63128	[540, 601]	Zinc finger, CCHC-type
P63128	[661, 679]	-
Q10471	[551, 570]	-
Q13148	[169, 188]	-
Q4G0T1	[198, 232]	SRCR-like domain
Q4G0T1	[258, 285]	SRCR-like domain
Q4G0T1	[304, 328]	SRCR-like domain
Q4G0T1	[359, 395]	SRCR-like domain
Q4G0T1	[405, 431]	SRCR-like domain
Q4G0T1	[466, 533]	SRCR-like domain
Q4G0T1	[573, 598]	SRCR-like domain
Q4G0T1	[711, 719]	SRCR-like domain
Q4G0T1	[786, 805]	SRCR-like domain
Q4G0T1	[840, 881]	SRCR-like domain
Q68D85	[210, 245]	Immunoglobulins
Q6GMV2	[84, 145]	-
Q6GMV2	[345, 386]	SET domain
Q8NCP5	[451, 491]	Classic Zinc Finger
Q8TBM8	[163, 191]	DnaJ domain
Q969Q1	[10, 24]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q969Q1	[49, 79]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q969Q1	[115, 161]	Classic Zinc Finger
Q96BD5	[481, 535]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96L96	[70, 87]	Immunoglobulins
Q96L96	[1534, 1553]	MHCK/EF2 kinase
Q9BQB4	[73, 169]	Cystine-knot cytokines
Q9NRD8	[1511, 1537]	Nucleotide-binding domain of ferredoxin-NADP reductase (FNR) module
Q9NVP4	[692, 719]	Ankyrin repeat-containing domain
Q9NXR8	[353, 409]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9P0V3	[357, 375]	-
Q9UBG7	[56, 158]	LAG1, DNA binding domain
Q9UK23	[354, 425]	Tie2 ligand-binding domain superfamily
A0A0B4J1U7	[32, 53]	Immunoglobulins
C9J798	[137, 157]	C2 domain
C9J798	[690, 713]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
O15123	[418, 435]	Gamma-fibrinogen Carboxyl Terminal Fragment, domain 2
O43313	[80, 187]	Classic Zinc Finger
P13236	[26, 57]	-
P20823	[203, 261]	Homeodomain-like
P43353	[396, 408]	Aldehyde Dehydrogenase; Chain A, domain 2
P63215	[15, 74]	Transducin (heterotrimeric G protein), gamma chain
Q13422	[486, 508]	Classic Zinc Finger
Q16849	[711, 747]	Protein tyrosine phosphatase superfamily
Q7Z333	[2026, 2059]	P-loop containing nucleotide triphosphate hydrolases
Q8N393	[183, 212]	Classic Zinc Finger
Q8N393	[230, 271]	Classic Zinc Finger
Q96JH8	[283, 317]	-
Q96SW2	[316, 335]	Peptide methionine sulfoxide reductase.
Q9BTZ2	[246, 276]	NAD(P)-binding Rossmann-like Domain
Q9NZ20	[154, 197]	Phospholipase A2 domain
Q9NZ20	[422, 460]	Phospholipase A2 domain
O00442	[12, 66]	RNA 3'-terminal phosphate cyclase domain
O15496	[57, 164]	Phospholipase A2 domain
O60687	[260, 320]	Complement Module, domain 1
P01031	[690, 734]	Anaphylotoxins (complement system)
P01031	[867, 888]	Immunoglobulins
P01031	[1526, 1551]	-
P01889	[106, 139]	MHC class I-like antigen recognition-like
P20393	[144, 216]	Erythroid Transcription Factor GATA-1, subunit A
P20393	[409, 426]	Retinoid X Receptor
P98170	[79, 118]	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
P98170	[468, 484]	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
Q5DID0	[114, 158]	Elafin-like
Q5DID0	[509, 549]	Laminin
Q5DID0	[895, 941]	Laminin
Q5DID0	[1225, 1242]	Zona pellucida, ZP-C domain
Q7RTP6	[750, 768]	Cysteine Rich Protein
Q7RTP6	[814, 823]	Cysteine Rich Protein
Q8IZP2	[152, 189]	Tetratricopeptide repeat domain
Q8N370	[276, 304]	MFS general substrate transporter like domains
Q8N680	[252, 279]	Classic Zinc Finger
Q8N680	[357, 421]	Classic Zinc Finger
Q8WXI8	[60, 82]	Mannose-Binding Protein A, subunit A
Q96AY2	[247, 257]	ERCC4, Mus81-Eme1 complex, nuclease domain, subdomain 1
Q96AY2	[282, 308]	ERCC4, Mus81-Eme1 complex, nuclease domain, subdomain 1
Q96MR9	[478, 496]	Classic Zinc Finger
Q9BS34	[88, 113]	Classic Zinc Finger
Q9C0K7	[336, 362]	Transferase(Phosphotransferase) domain 1
Q9HBX8	[32, 65]	Ribonuclease Inhibitor
Q9P0L0	[90, 134]	Immunoglobulins
A0A0J9YX75	[92, 110]	Immunoglobulins
O14981	[276, 314]	Leucine-rich Repeat Variant
O43150	[320, 379]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
O43150	[426, 451]	Arf GTPase activating protein
O43150	[493, 521]	Arf GTPase activating protein
P08118	[21, 72]	Complement Module, domain 1
P12755	[88, 117]	Ski
P27635	[15, 39]	Ribosomal protein L10e/L16
P56270	[179, 210]	Classic Zinc Finger
P60022	[32, 67]	Antimicrobial Peptide, Beta-defensin 2; Chain A
Q13698	[229, 271]	-
Q13698	[1209, 1226]	Voltage-gated potassium channels. Chain C
Q5TAQ9	[272, 288]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q68CZ1	[1127, 1147]	C2 domain
Q969S8	[316, 338]	Histone deacetylase domain
Q96P20	[691, 724]	Ribonuclease Inhibitor
Q9BQ04	[157, 200]	Zinc finger, CCHC-type
Q9P2S6	[478, 514]	Ankyrin repeat-containing domain
Q9P2S6	[639, 665]	Ankyrin repeat-containing domain
Q9UHC1	[1389, 1403]	MutL, C-terminal domain, dimerisation subdomain
Q9Y3B2	[6, 40]	-
Q9Y4C4	[424, 455]	ROC domain from the Parkinson's disease-associated leucine-rich repeat kinase 2
Q9Y6F8	[24, 63]	-
O15392	[1, 91]	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
O95967	[36, 91]	Laminin
O95970	[40, 64]	Ribonuclease Inhibitor
P07315	[11, 33]	Crystallins
P15882	[238, 255]	-
P23409	[83, 101]	Helix-loop-helix DNA-binding domain
P29323	[255, 324]	Tumor Necrosis Factor Receptor, subunit A, domain 2
P49736	[329, 363]	Nucleic acid-binding proteins
P49788	[114, 151]	-
Q2TB90	[691, 738]	-
Q5VW32	[4, 20]	alix/aip1 like domains
Q7L591	[119, 154]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q7L591	[169, 179]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q7L591	[289, 313]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q7L8C5	[173, 210]	C2 domain
Q7L8C5	[374, 412]	C2 domain
Q8N468	[255, 297]	MFS general substrate transporter like domains
Q8WXI3	[233, 268]	Ankyrin repeat-containing domain
Q96EY5	[22, 47]	-
Q96EY5	[91, 107]	-
Q96PX1	[266, 326]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96QI5	[283, 309]	P-loop containing nucleotide triphosphate hydrolases
Q99075	[103, 144]	Laminin
Q9UPN9	[122, 207]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UPN9	[881, 917]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UPN9	[930, 957]	Zinc/RING finger domain, C3HC4 (zinc finger)
P12259	[2066, 2084]	Galactose-binding domain-like
P23945	[17, 41]	Ribonuclease Inhibitor
P23945	[322, 358]	Ribonuclease Inhibitor
P52943	[3, 78]	Cysteine Rich Protein
P52943	[125, 193]	Cysteine Rich Protein
P53667	[12, 32]	Cysteine Rich Protein
P53667	[215, 232]	-
P53667	[328, 340]	Phosphorylase Kinase; domain 1
Q05932	[499, 534]	Mur ligase, C-terminal domain
Q4FZB7	[272, 335]	SET domain
Q8IZX4	[38, 63]	TAFII-230 TBP-binding domain
Q8NHH9	[387, 413]	AHSP
Q8TF27	[324, 361]	Arf GTPase activating protein
Q8WYH8	[179, 236]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q92974	[36, 99]	-
Q96PB8	[33, 55]	Ribonuclease Inhibitor
Q96PB8	[165, 202]	Ribonuclease Inhibitor
Q96T60	[424, 450]	P-loop containing nucleotide triphosphate hydrolases
Q9BXB1	[29, 51]	Ribonuclease Inhibitor
Q9GZU1	[526, 549]	-
Q9NR81	[417, 438]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q9NTG7	[262, 289]	SIR2/SIRT2 'Small Domain'
Q9NW82	[308, 333]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9P2R6	[93, 174]	-
Q9P2R6	[339, 365]	-
Q9UBV2	[119, 166]	Fibronectin, type II, collagen-binding
Q9Y4E8	[272, 325]	Cysteine proteinases
Q9Y4E8	[753, 818]	Cysteine proteinases
O75151	[1, 64]	Zinc/RING finger domain, C3HC4 (zinc finger)
P10071	[479, 497]	Classic Zinc Finger
P11215	[846, 868]	ntegrin, alpha v. Chain A, domain 3
P11474	[72, 150]	Erythroid Transcription Factor GATA-1, subunit A
P12955	[236, 261]	Creatinase/methionine aminopeptidase superfamily
P12955	[477, 491]	Creatinase/methionine aminopeptidase superfamily
P14410	[61, 79]	Spasmolytic Protein, domain 1
P14410	[936, 975]	Spasmolytic Protein, domain 1
P14410	[1395, 1412]	Glycosidases
P36888	[464, 483]	Immunoglobulins
P48357	[180, 200]	Immunoglobulins
P53805	[64, 74]	-
P55198	[2, 60]	Zinc/RING finger domain, C3HC4 (zinc finger)
P55198	[118, 182]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q04844	[412, 438]	Neurotransmitter-gated ion-channel transmembrane domain
Q17R31	[4, 21]	Metal-dependent hydrolases
Q5JNZ3	[105, 115]	-
Q6UXD5	[172, 193]	Spermadhesin, CUB domain
Q6UXD5	[346, 369]	Spermadhesin, CUB domain
Q6UXD5	[464, 523]	Complement Module, domain 1
Q6UXD5	[704, 731]	Complement Module, domain 1
Q86YT6	[952, 1005]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8N3K9	[3502, 3536]	Classic Zinc Finger
Q8NDP4	[142, 190]	Classic Zinc Finger
Q8WTP8	[107, 131]	Ribonuclease H-like superfamily/Ribonuclease H
Q99518	[17, 42]	FAD/NAD(P)-binding domain
Q9P2F9	[76, 161]	Classic Zinc Finger
Q9UMF0	[140, 227]	Immunoglobulins
Q9UMF0	[279, 304]	Immunoglobulins
Q9UMF0	[330, 385]	Immunoglobulins
Q9UMF0	[413, 489]	Immunoglobulins
Q9UMF0	[572, 621]	Immunoglobulins
Q9UMF0	[637, 657]	Immunoglobulins
Q9UMF0	[672, 742]	Immunoglobulins
Q9UMF0	[784, 832]	Immunoglobulins
Q9UPQ4	[15, 75]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UPQ4	[100, 138]	Classic Zinc Finger
O75541	[116, 199]	Classic Zinc Finger
O94933	[373, 399]	Ribonuclease Inhibitor
P12107	[43, 80]	-
P12107	[228, 247]	-
P12107	[1592, 1636]	-
P14543	[1210, 1242]	Laminin
P20648	[371, 391]	Calcium-transporting ATPase, transmembrane domain
P21580	[594, 656]	-
P21580	[759, 788]	-
P43235	[133, 233]	Cysteine proteinases
P62068	[160, 244]	Cysteine proteinases
Q16610	[431, 502]	-
Q2KHT4	[112, 144]	-
Q5JSJ4	[178, 206]	von Willebrand factor, type A domain
Q5T7B8	[493, 550]	Kinesin motor domain
Q8IZM8	[535, 598]	Classic Zinc Finger
Q8IZM8	[789, 843]	Classic Zinc Finger
