Accession_number	Region	Domain
Q96D09	[571, 592]	No_Gene3D_overlap
Q96FS4	[744, 780]	-
Q96L94	[144, 171]	No_Gene3D_overlap
Q9ULL4	[1075, 1127]	No_Gene3D_overlap
Q9ULL4	[1142, 1162]	No_Gene3D_overlap
Q9UQP3	[78, 265]	Immunoglobulins
O76083	[204, 240]	No_Gene3D_overlap
O94941	[348, 365]	No_Gene3D_overlap
O95760	[12, 83]	No_Gene3D_overlap
P01111	[170, 188]	P-loop containing nucleotide triphosphate hydrolases
P17036	[196, 426]	Classic Zinc Finger
P62955	[213, 228]	-
Q16363	[58, 316]	Laminin
Q5JST6	[375, 416]	-
Q6DN72	[381, 415]	No_Gene3D_overlap
Q7Z353	[236, 275]	No_Gene3D_overlap
Q86SQ6	[350, 403]	No_Gene3D_overlap
Q8NEA6	[430, 493]	Classic Zinc Finger
Q8NEA6	[743, 774]	No_Gene3D_overlap
Q9NY47	[861, 884]	No_Gene3D_overlap
Q9NY47	[1062, 1109]	No_Gene3D_overlap
Q9UBT2	[148, 177]	Ubiquitin activating enzymes (Uba3). Chain: B, domain 2
Q9UBZ4	[450, 486]	No_Gene3D_overlap
Q9UL68	[312, 349]	No_Gene3D_overlap
Q9Y2Y9	[165, 250]	Classic Zinc Finger
O14709	[152, 179]	No_Gene3D_overlap
O14709	[344, 990]	Classic Zinc Finger
O43525	[675, 694]	No_Gene3D_overlap
O95428	[34, 191]	Thrombospondin type-1 (TSP1) repeat
O95428	[291, 530]	Thrombospondin type-1 (TSP1) repeat
O95428	[629, 676]	No_Gene3D_overlap
O95428	[1230, 1277]	No_Gene3D_overlap
P0DJJ0	[334, 371]	Arfaptin homology (AH) domain/BAR domain
P17029	[372, 562]	Classic Zinc Finger
P22674	[94, 125]	Cyclin-like
Q13621	[51, 80]	No_Gene3D_overlap
Q86TJ2	[121, 148]	No_Gene3D_overlap
Q86XP1	[1024, 1044]	No_Gene3D_overlap
Q8IZF5	[185, 227]	No_Gene3D_overlap
Q8IZF5	[1039, 1061]	Rhodopsin 7-helix transmembrane proteins
Q8N2H3	[382, 407]	FAD/NAD(P)-binding domain
Q8TAM1	[509, 532]	No_Gene3D_overlap
Q96PM5	[16, 153]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96SQ5	[213, 571]	Classic Zinc Finger
Q9BQF6	[93, 173]	No_Gene3D_overlap
Q9BQF6	[482, 510]	No_Gene3D_overlap
Q9BXP8	[581, 663]	Collagenase (Catalytic Domain)
Q9BXP8	[876, 940]	No_Gene3D_overlap
Q9BXP8	[1091, 1249]	No_Gene3D_overlap
Q9BXP8	[1371, 1499]	Complement Module, domain 1
Q9BXP8	[1570, 1790]	Complement Module, domain 1
Q9H1J5	[108, 126]	No_Gene3D_overlap
Q9H9K5	[347, 373]	No_Gene3D_overlap
Q9NSN8	[145, 199]	No_Gene3D_overlap
Q9UI33	[530, 554]	No_Gene3D_overlap
Q9UI33	[873, 893]	No_Gene3D_overlap
Q9UI33	[1014, 1042]	No_Gene3D_overlap
Q9ULG6	[615, 647]	No_Gene3D_overlap
Q9Y5E6	[726, 773]	No_Gene3D_overlap
O43395	[622, 658]	No_Gene3D_overlap
O43900	[22, 62]	No_Gene3D_overlap
O43900	[75, 112]	No_Gene3D_overlap
O95153	[1705, 1728]	No_Gene3D_overlap
O95294	[670, 768]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q01804	[277, 314]	No_Gene3D_overlap
Q01804	[657, 694]	No_Gene3D_overlap
Q13395	[290, 313]	No_Gene3D_overlap
Q13395	[850, 878]	No_Gene3D_overlap
Q14CB8	[14, 32]	No_Gene3D_overlap
Q14CB8	[319, 350]	No_Gene3D_overlap
Q15942	[368, 571]	Cysteine Rich Protein
Q16134	[4, 32]	No_Gene3D_overlap
Q5EBL2	[32, 224]	Classic Zinc Finger
Q5EBL2	[280, 311]	No_Gene3D_overlap
Q5EBL2	[451, 640]	Classic Zinc Finger
Q6P1J6	[311, 365]	No_Gene3D_overlap
Q6P1J6	[670, 707]	SGNH hydrolase
Q6P1J6	[1021, 1060]	SGNH hydrolase
Q6WRX3	[14, 33]	No_Gene3D_overlap
Q86T65	[1, 41]	Leucine-rich Repeat Variant
Q8IZP9	[205, 251]	No_Gene3D_overlap
Q8N1G0	[505, 555]	No_Gene3D_overlap
Q8N1G0	[588, 609]	No_Gene3D_overlap
Q8N1G0	[660, 883]	Classic Zinc Finger
Q8NA31	[552, 615]	No_Gene3D_overlap
Q96PT4	[11, 32]	No_Gene3D_overlap
Q9GZM8	[246, 286]	No_Gene3D_overlap
Q9NYY3	[344, 368]	No_Gene3D_overlap
Q9NYY3	[436, 473]	No_Gene3D_overlap
Q9P1Y6	[100, 260]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UL58	[264, 515]	Classic Zinc Finger
Q9UL62	[924, 968]	No_Gene3D_overlap
Q9UM73	[83, 98]	No_Gene3D_overlap
Q9UM73	[888, 914]	No_Gene3D_overlap
Q9UM73	[961, 1045]	No_Gene3D_overlap
A6NMZ7	[1378, 1395]	No_Gene3D_overlap
O43149	[704, 722]	No_Gene3D_overlap
O43149	[1411, 1435]	No_Gene3D_overlap
O43149	[1918, 1937]	No_Gene3D_overlap
O43149	[2695, 2715]	No_Gene3D_overlap
O43149	[2727, 2767]	No_Gene3D_overlap
O43663	[168, 213]	No_Gene3D_overlap
O95819	[870, 895]	No_Gene3D_overlap
P26045	[312, 355]	No_Gene3D_overlap
P26045	[473, 502]	-
P48506	[491, 506]	No_Gene3D_overlap
P53804	[1458, 1473]	No_Gene3D_overlap
P78563	[452, 483]	No_Gene3D_overlap
Q12756	[905, 926]	No_Gene3D_overlap
Q12756	[1109, 1126]	No_Gene3D_overlap
Q12756	[1326, 1351]	No_Gene3D_overlap
Q12756	[1443, 1474]	No_Gene3D_overlap
Q12955	[3986, 4017]	No_Gene3D_overlap
Q5EG05	[92, 123]	No_Gene3D_overlap
Q5TCQ9	[320, 344]	-
Q6P158	[171, 220]	No_Gene3D_overlap
Q6ZN28	[73, 96]	No_Gene3D_overlap
Q8IXQ6	[35, 59]	Leucine Aminopeptidase, subunit E, domain 1
Q8IYX0	[73, 410]	Classic Zinc Finger
Q8NA42	[168, 474]	Classic Zinc Finger
Q8NFT6	[447, 464]	No_Gene3D_overlap
Q8NFT6	[532, 552]	No_Gene3D_overlap
Q8NFT6	[593, 614]	No_Gene3D_overlap
Q96BT7	[327, 365]	-
Q9HBJ7	[122, 145]	No_Gene3D_overlap
Q9NZU1	[643, 658]	No_Gene3D_overlap
Q9UHF1	[28, 176]	Laminin
Q9UNX4	[262, 281]	YVTN repeat-like/Quinoprotein amine dehydrogenase
A0A5F9ZHS7	[104, 165]	No_Gene3D_overlap
A0A5F9ZHS7	[178, 226]	No_Gene3D_overlap
A8MYU2	[614, 644]	No_Gene3D_overlap
A8MYU2	[684, 717]	NAD(P)-binding Rossmann-like Domain
O14497	[1819, 1840]	No_Gene3D_overlap
P0CJ78	[211, 276]	Classic Zinc Finger
P0CJ78	[344, 428]	Classic Zinc Finger
P0CJ78	[549, 635]	Classic Zinc Finger
P0CJ78	[831, 1038]	Classic Zinc Finger
P0DJD3	[418, 459]	No_Gene3D_overlap
P23378	[970, 1010]	No_Gene3D_overlap
Q01081	[134, 188]	-
Q14679	[85, 141]	No_Gene3D_overlap
Q14679	[336, 387]	No_Gene3D_overlap
Q14679	[403, 433]	No_Gene3D_overlap
Q14679	[544, 570]	No_Gene3D_overlap
Q15361	[863, 904]	No_Gene3D_overlap
Q3SXY7	[652, 668]	No_Gene3D_overlap
Q6PJI9	[900, 921]	No_Gene3D_overlap
Q6PJI9	[938, 973]	No_Gene3D_overlap
Q6ZMY6	[410, 448]	No_Gene3D_overlap
Q8IYW4	[136, 156]	-
Q8IYW4	[363, 385]	No_Gene3D_overlap
Q8N3X1	[199, 219]	-
Q8WTZ4	[91, 135]	Alpha carbonic anhydrase
Q96RN5	[565, 599]	No_Gene3D_overlap
Q96RN5	[642, 685]	No_Gene3D_overlap
Q96RN5	[714, 737]	No_Gene3D_overlap
Q9NPF0	[52, 162]	Low-density Lipoprotein Receptor
P10073	[259, 490]	Classic Zinc Finger
P20674	[22, 51]	Cytochrome c oxidase, subunit Va/VI
P68543	[13, 65]	SEP domain
Q12901	[156, 537]	Classic Zinc Finger
Q13064	[223, 240]	No_Gene3D_overlap
Q13064	[397, 436]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q15365	[176, 200]	No_Gene3D_overlap
Q15365	[210, 245]	No_Gene3D_overlap
Q4G112	[336, 357]	No_Gene3D_overlap
Q4G112	[440, 472]	No_Gene3D_overlap
Q6N063	[0, 30]	No_Gene3D_overlap
Q6N063	[334, 349]	No_Gene3D_overlap
Q7Z3Y7	[71, 102]	No_Gene3D_overlap
Q8IZP6	[186, 309]	Zinc finger, CCCH-type
Q8N2N9	[776, 805]	No_Gene3D_overlap
Q8WXF8	[0, 17]	No_Gene3D_overlap
Q92750	[571, 631]	No_Gene3D_overlap
Q9BYU1	[78, 100]	No_Gene3D_overlap
Q9H2D6	[0, 39]	No_Gene3D_overlap
Q9H706	[183, 227]	No_Gene3D_overlap
Q9H706	[344, 399]	No_Gene3D_overlap
Q9H706	[776, 800]	No_Gene3D_overlap
Q9NRR6	[249, 265]	No_Gene3D_overlap
Q9NYB5	[469, 492]	No_Gene3D_overlap
Q9NYB5	[502, 542]	No_Gene3D_overlap
Q9P2Y5	[650, 687]	No_Gene3D_overlap
Q9UNX9	[352, 398]	G protein-activated inward rectifier potassium channel 1
Q9Y2E4	[915, 936]	No_Gene3D_overlap
A2VCK2	[93, 121]	Doublecortin domain
O94983	[200, 225]	No_Gene3D_overlap
P09960	[0, 27]	tricorn interacting facor f3 domain
P13682	[214, 401]	Classic Zinc Finger
P13682	[442, 526]	Classic Zinc Finger
P25490	[281, 412]	Classic Zinc Finger
P41134	[22, 55]	Helix-loop-helix DNA-binding domain
Q04721	[19, 1542]	Laminin
Q13423	[3, 30]	No_Gene3D_overlap
Q13751	[220, 593]	Tie2 ligand-binding domain superfamily
Q13751	[763, 846]	No_Gene3D_overlap
Q3T906	[1076, 1106]	No_Gene3D_overlap
Q5TIE3	[171, 194]	No_Gene3D_overlap
Q5TIE3	[1078, 1099]	No_Gene3D_overlap
Q86WZ6	[248, 798]	Classic Zinc Finger
Q8IUL8	[112, 272]	Thrombospondin type-1 (TSP1) repeat
Q8IUL8	[370, 457]	Immunoglobulins
Q8IUL8	[777, 822]	No_Gene3D_overlap
Q8IUL8	[973, 993]	No_Gene3D_overlap
Q8IUL8	[1077, 1134]	No_Gene3D_overlap
Q8N143	[296, 467]	Classic Zinc Finger
Q8N2R0	[165, 310]	Classic Zinc Finger
Q8N446	[101, 118]	No_Gene3D_overlap
Q8N446	[142, 161]	No_Gene3D_overlap
Q92547	[314, 342]	BRCT domain
Q92817	[2004, 2031]	Plakin repeat
Q96S38	[717, 747]	No_Gene3D_overlap
Q96S38	[792, 827]	No_Gene3D_overlap
Q9BXR6	[365, 568]	Complement Module, domain 1
Q9BXX0	[101, 121]	No_Gene3D_overlap
Q9BXX0	[546, 565]	No_Gene3D_overlap
Q9C0C9	[338, 388]	No_Gene3D_overlap
Q9C0C9	[903, 926]	Ubiquitin Conjugating Enzyme
Q9C0D5	[131, 176]	No_Gene3D_overlap
Q9NRM6	[484, 501]	-
Q9UK13	[107, 597]	Classic Zinc Finger
O15072	[500, 721]	-
O15072	[859, 1058]	Thrombospondin type-1 (TSP1) repeat
O60266	[620, 642]	No_Gene3D_overlap
O95170	[0, 28]	No_Gene3D_overlap
O95780	[218, 497]	Classic Zinc Finger
P08048	[200, 246]	No_Gene3D_overlap
P08048	[420, 798]	Classic Zinc Finger
P0C6A0	[39, 75]	No_Gene3D_overlap
P50549	[277, 327]	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
P54296	[70, 91]	No_Gene3D_overlap
Q03112	[199, 431]	Classic Zinc Finger
Q03112	[875, 995]	Classic Zinc Finger
Q6ZN30	[114, 138]	No_Gene3D_overlap
Q8N8Y5	[57, 197]	Classic Zinc Finger
Q96EF0	[532, 670]	No_Gene3D_overlap
A6NDX5	[137, 524]	Classic Zinc Finger
A6NDX5	[544, 712]	Classic Zinc Finger
O75970	[629, 665]	-
O94953	[655, 708]	No_Gene3D_overlap
P22105	[68, 169]	Laminin
P22105	[183, 797]	Laminin
P37173	[212, 235]	Phosphorylase Kinase; domain 1
P98153	[227, 368]	Mannose-Binding Protein A, subunit A
Q13886	[142, 231]	Classic Zinc Finger
Q15415	[418, 458]	No_Gene3D_overlap
Q5H9F3	[1048, 1073]	No_Gene3D_overlap
Q5H9F3	[1628, 1649]	No_Gene3D_overlap
Q5SRH9	[8, 23]	No_Gene3D_overlap
Q5SRH9	[139, 168]	No_Gene3D_overlap
Q5VST6	[0, 29]	No_Gene3D_overlap
Q6ZMY3	[114, 159]	No_Gene3D_overlap
Q6ZMY3	[462, 493]	No_Gene3D_overlap
Q70EL1	[804, 847]	No_Gene3D_overlap
Q7Z3K3	[364, 409]	No_Gene3D_overlap
Q7Z3K3	[740, 812]	No_Gene3D_overlap
Q8IZA0	[889, 908]	No_Gene3D_overlap
Q99684	[119, 143]	No_Gene3D_overlap
Q99684	[229, 421]	Classic Zinc Finger
Q9HA65	[87, 122]	No_Gene3D_overlap
Q9HCI7	[131, 162]	No_Gene3D_overlap
Q9HCI7	[241, 320]	No_Gene3D_overlap
Q9HCI7	[460, 514]	No_Gene3D_overlap
Q9HCI7	[557, 576]	No_Gene3D_overlap
Q9UKJ8	[634, 665]	No_Gene3D_overlap
Q9UMD9	[363, 382]	No_Gene3D_overlap
Q9Y5E1	[742, 758]	No_Gene3D_overlap
A8TX70	[1379, 1400]	No_Gene3D_overlap
A8TX70	[2503, 2519]	No_Gene3D_overlap
O60308	[739, 877]	No_Gene3D_overlap
P19544	[206, 303]	No_Gene3D_overlap
P78364	[727, 756]	No_Gene3D_overlap
Q13643	[0, 279]	Cysteine Rich Protein
Q5SZK8	[110, 142]	No_Gene3D_overlap
Q5SZK8	[2479, 2500]	No_Gene3D_overlap
Q6A1A2	[330, 395]	Transferase(Phosphotransferase) domain 1
Q6P1M9	[287, 307]	Leucine-rich Repeat Variant
Q8IWG1	[195, 226]	No_Gene3D_overlap
Q8IWG1	[566, 617]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8N3J9	[0, 94]	Classic Zinc Finger
Q8N3J9	[107, 260]	Classic Zinc Finger
Q96EW2	[341, 362]	No_Gene3D_overlap
Q9BYN7	[39, 78]	No_Gene3D_overlap
Q9BYN7	[318, 377]	Classic Zinc Finger
Q9BYN7	[485, 735]	Classic Zinc Finger
Q9UPW0	[182, 203]	No_Gene3D_overlap
Q9UPW0	[452, 526]	No_Gene3D_overlap
A5YKK6	[624, 653]	No_Gene3D_overlap
A5YKK6	[663, 683]	No_Gene3D_overlap
O15060	[553, 662]	Classic Zinc Finger
P49747	[56, 290]	Laminin
P52954	[40, 66]	No_Gene3D_overlap
P98161	[145, 276]	Ribonuclease Inhibitor
P98161	[571, 597]	No_Gene3D_overlap
P98161	[637, 682]	No_Gene3D_overlap
P98161	[711, 751]	No_Gene3D_overlap
P98161	[3357, 3384]	No_Gene3D_overlap
P98161	[3414, 3433]	No_Gene3D_overlap
P98161	[3751, 3800]	No_Gene3D_overlap
Q2M3G4	[539, 559]	No_Gene3D_overlap
Q6J4K2	[40, 87]	No_Gene3D_overlap
Q6P9F7	[53, 72]	No_Gene3D_overlap
Q8NEZ3	[1237, 1326]	No_Gene3D_overlap
Q92956	[24, 200]	Tumor Necrosis Factor Receptor, subunit A, domain 2
Q99676	[218, 750]	Classic Zinc Finger
Q9H0B3	[226, 282]	No_Gene3D_overlap
Q9H0B3	[1013, 1080]	No_Gene3D_overlap
Q9UMX2	[39, 95]	-
Q9UPR6	[456, 503]	No_Gene3D_overlap
A6NK53	[188, 232]	No_Gene3D_overlap
A6NK53	[291, 667]	Classic Zinc Finger
O14525	[247, 266]	No_Gene3D_overlap
O14525	[470, 492]	No_Gene3D_overlap
O14525	[565, 728]	Laminin
O14525	[916, 995]	No_Gene3D_overlap
O14525	[1014, 1035]	No_Gene3D_overlap
O14525	[1281, 1301]	No_Gene3D_overlap
O95521	[124, 150]	No_Gene3D_overlap
O95521	[445, 473]	No_Gene3D_overlap
P03973	[31, 130]	Elafin-like
P23435	[25, 42]	No_Gene3D_overlap
P23458	[0, 28]	No_Gene3D_overlap
P35348	[399, 448]	No_Gene3D_overlap
P51788	[65, 84]	Clc chloride channel
P52740	[99, 122]	Classic Zinc Finger
P52740	[167, 705]	Classic Zinc Finger
P53794	[554, 581]	Sodium/glucose cotransporter
P53794	[593, 613]	No_Gene3D_overlap
P59044	[328, 351]	P-loop containing nucleotide triphosphate hydrolases
Q0VDD8	[27, 43]	No_Gene3D_overlap
Q0VDD8	[497, 537]	No_Gene3D_overlap
Q29RF7	[1062, 1132]	Leucine-rich Repeat Variant
Q2NL67	[15, 34]	No_Gene3D_overlap
Q2NL67	[198, 253]	No_Gene3D_overlap
Q6ZR52	[101, 644]	Classic Zinc Finger
Q7RTY1	[221, 272]	No_Gene3D_overlap
Q8IUM7	[562, 588]	No_Gene3D_overlap
Q8IZ20	[22, 88]	No_Gene3D_overlap
Q8IZ20	[336, 462]	Classic Zinc Finger
Q8NHP6	[435, 479]	Immunoglobulins
Q8TBB6	[444, 467]	Amino acid/polyamine transporter I
Q96NJ6	[112, 501]	Classic Zinc Finger
Q9ULD6	[615, 630]	No_Gene3D_overlap
Q9ULD6	[640, 674]	No_Gene3D_overlap
Q9UPT6	[836, 863]	No_Gene3D_overlap
O60333	[1437, 1464]	No_Gene3D_overlap
O94776	[354, 406]	No_Gene3D_overlap
P00751	[61, 255]	Complement Module, domain 1
P52742	[195, 655]	Classic Zinc Finger
P58004	[301, 336]	No_Gene3D_overlap
Q06203	[482, 516]	No_Gene3D_overlap
Q13574	[130, 207]	-
Q13574	[661, 720]	No_Gene3D_overlap
Q5T447	[91, 106]	No_Gene3D_overlap
Q6ZSB9	[389, 607]	Classic Zinc Finger
Q7Z3B3	[78, 102]	No_Gene3D_overlap
Q7Z3B3	[625, 642]	No_Gene3D_overlap
Q8N7P1	[100, 117]	No_Gene3D_overlap
Q92502	[200, 267]	No_Gene3D_overlap
Q92502	[753, 809]	Rho GTPase activation protein
Q92802	[266, 391]	No_Gene3D_overlap
Q96I27	[56, 290]	Classic Zinc Finger
Q96K83	[44, 65]	No_Gene3D_overlap
Q96K83	[110, 228]	Classic Zinc Finger
Q96K83	[533, 556]	Classic Zinc Finger
Q96K83	[831, 860]	Classic Zinc Finger
Q96K83	[1079, 1113]	No_Gene3D_overlap
Q96K83	[1216, 1266]	Classic Zinc Finger
Q96KN1	[73, 111]	endopeptidase domain like (from Nostoc punctiforme)
A2RRD8	[134, 507]	Classic Zinc Finger
A6QL64	[353, 428]	No_Gene3D_overlap
A6QL64	[1338, 1367]	No_Gene3D_overlap
O14978	[373, 677]	Classic Zinc Finger
O15040	[1144, 1168]	No_Gene3D_overlap
O15399	[881, 897]	No_Gene3D_overlap
O15399	[1170, 1193]	No_Gene3D_overlap
O43683	[671, 722]	No_Gene3D_overlap
O60765	[209, 604]	Classic Zinc Finger
P17023	[150, 457]	Classic Zinc Finger
Q02809	[356, 373]	No_Gene3D_overlap
Q13370	[37, 56]	No_Gene3D_overlap
Q13370	[71, 91]	No_Gene3D_overlap
Q13370	[294, 314]	No_Gene3D_overlap
Q13370	[350, 390]	No_Gene3D_overlap
Q149N8	[33, 84]	No_Gene3D_overlap
Q149N8	[1208, 1246]	No_Gene3D_overlap
Q16206	[82, 129]	-
Q6ZN08	[66, 570]	Classic Zinc Finger
Q8IWV8	[1108, 1210]	No_Gene3D_overlap
Q8IWV8	[1605, 1663]	No_Gene3D_overlap
Q8N0V3	[28, 49]	No_Gene3D_overlap
Q8TBY9	[1097, 1134]	EF-hand
Q8TE56	[109, 128]	No_Gene3D_overlap
Q8TE56	[188, 215]	No_Gene3D_overlap
Q8TE56	[486, 724]	-
Q8TE56	[805, 1094]	Thrombospondin type-1 (TSP1) repeat
Q92622	[487, 527]	No_Gene3D_overlap
Q92622	[886, 968]	No_Gene3D_overlap
Q96SZ4	[333, 499]	Classic Zinc Finger
Q96SZ4	[520, 706]	Classic Zinc Finger
Q99558	[55, 110]	No_Gene3D_overlap
O95863	[154, 262]	Classic Zinc Finger
P0CG23	[487, 618]	Classic Zinc Finger
P17039	[74, 622]	Classic Zinc Finger
P21854	[211, 245]	Mannose-Binding Protein A, subunit A
P28223	[47, 69]	No_Gene3D_overlap
P51508	[343, 660]	Classic Zinc Finger
P59046	[99, 127]	P-loop containing nucleotide triphosphate hydrolases
P60507	[288, 317]	No_Gene3D_overlap
Q14956	[426, 450]	No_Gene3D_overlap
Q3MJ16	[180, 332]	C2 domain
Q685J3	[4127, 4194]	SEA domain
Q685J3	[4340, 4387]	No_Gene3D_overlap
Q6ZMW2	[121, 181]	No_Gene3D_overlap
Q6ZMW2	[234, 696]	Classic Zinc Finger
Q6ZSZ6	[395, 440]	No_Gene3D_overlap
Q76KP1	[323, 344]	No_Gene3D_overlap
Q8NF91	[6401, 6423]	No_Gene3D_overlap
Q8NFP4	[444, 646]	Immunoglobulins
Q8TAG9	[10, 42]	No_Gene3D_overlap
Q8TD23	[90, 567]	Classic Zinc Finger
Q96I13	[3, 20]	No_Gene3D_overlap
Q96I13	[75, 90]	No_Gene3D_overlap
Q96Q91	[559, 594]	No_Gene3D_overlap
Q9NQX1	[167, 628]	Classic Zinc Finger
Q9NRA0	[73, 124]	No_Gene3D_overlap
Q9Y4D1	[5, 24]	No_Gene3D_overlap
A0JP26	[39, 125]	No_Gene3D_overlap
O43909	[157, 184]	No_Gene3D_overlap
P07202	[702, 853]	Haem peroxidase domain superfamily, animal type
P08842	[556, 582]	Alkaline Phosphatase, subunit A
P10646	[138, 285]	Pancreatic trypsin inhibitor Kunitz domain
P20645	[175, 191]	Mannose-6-phosphate receptor binding domain
P20645	[228, 248]	No_Gene3D_overlap
Q6DHY5	[467, 500]	No_Gene3D_overlap
Q6WCQ1	[0, 36]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q8ND94	[38, 85]	Immunoglobulins
Q8TDB6	[119, 134]	No_Gene3D_overlap
Q8TDB6	[151, 179]	No_Gene3D_overlap
Q8TDB6	[234, 320]	No_Gene3D_overlap
Q8TE49	[121, 144]	No_Gene3D_overlap
Q99469	[365, 386]	No_Gene3D_overlap
Q9H756	[345, 369]	No_Gene3D_overlap
Q9UN71	[720, 802]	No_Gene3D_overlap
A0AV02	[411, 452]	Amino acid/polyamine transporter I
Q15477	[10, 45]	No_Gene3D_overlap
Q16620	[9, 52]	Ribonuclease Inhibitor
Q4V348	[153, 818]	Classic Zinc Finger
Q4VC44	[644, 710]	-
Q5JZY3	[905, 936]	Transferase(Phosphotransferase) domain 1
Q6P4R8	[12, 44]	No_Gene3D_overlap
Q6ZNA1	[56, 81]	-
Q6ZNA1	[129, 569]	Classic Zinc Finger
Q86SU0	[313, 334]	No_Gene3D_overlap
Q86T29	[129, 157]	No_Gene3D_overlap
Q86T29	[182, 569]	Classic Zinc Finger
Q86T29	[579, 640]	Classic Zinc Finger
Q86VW2	[0, 34]	No_Gene3D_overlap
Q8TE73	[835, 856]	No_Gene3D_overlap
Q92904	[123, 148]	-
Q9HBG6	[1223, 1240]	No_Gene3D_overlap
Q9HBM6	[83, 122]	No_Gene3D_overlap
Q9NQV6	[519, 600]	Classic Zinc Finger
Q9NQV6	[610, 701]	Classic Zinc Finger
Q9NQV6	[713, 792]	Classic Zinc Finger
Q9NZ56	[560, 608]	No_Gene3D_overlap
Q9UBU2	[71, 138]	No_Gene3D_overlap
A6QL63	[55, 99]	No_Gene3D_overlap
A6QL63	[347, 400]	No_Gene3D_overlap
O43586	[296, 318]	No_Gene3D_overlap
O94759	[29, 110]	No_Gene3D_overlap
O94759	[1319, 1342]	No_Gene3D_overlap
O95460	[210, 384]	Laminin
O95786	[199, 242]	Death Domain, Fas
P13385	[70, 158]	Laminin
P81133	[426, 470]	No_Gene3D_overlap
P81133	[708, 756]	No_Gene3D_overlap
Q68DQ2	[644, 701]	No_Gene3D_overlap
Q68DQ2	[934, 992]	No_Gene3D_overlap
Q68DQ2	[1792, 1814]	No_Gene3D_overlap
Q68DY1	[93, 511]	Classic Zinc Finger
Q7Z7L9	[213, 613]	Classic Zinc Finger
Q86UD4	[174, 531]	Classic Zinc Finger
Q8N9N5	[440, 456]	No_Gene3D_overlap
Q8NHS0	[128, 158]	No_Gene3D_overlap
Q8WV37	[89, 166]	No_Gene3D_overlap
Q8WV37	[195, 342]	Classic Zinc Finger
Q8WV37	[415, 526]	Classic Zinc Finger
Q92826	[159, 207]	Homeodomain-like
Q9C0B2	[1529, 1552]	No_Gene3D_overlap
Q9H156	[684, 699]	No_Gene3D_overlap
Q9H156	[767, 796]	No_Gene3D_overlap
Q9H6Y5	[85, 120]	-
Q9UNY5	[278, 441]	Classic Zinc Finger
A6NGD5	[349, 491]	Classic Zinc Finger
O60678	[41, 75]	No_Gene3D_overlap
O75140	[734, 796]	No_Gene3D_overlap
P17098	[249, 491]	Classic Zinc Finger
P35442	[257, 274]	No_Gene3D_overlap
P35442	[306, 468]	-
P35442	[481, 729]	Laminin
Q02447	[594, 701]	Classic Zinc Finger
Q68D85	[377, 394]	Gamma-retroviral matrix domain
Q7Z5P9	[599, 825]	Laminin
Q7Z5P9	[952, 988]	No_Gene3D_overlap
Q7Z5P9	[1000, 1277]	Laminin
Q7Z5P9	[1407, 1465]	No_Gene3D_overlap
Q7Z5P9	[1476, 1506]	No_Gene3D_overlap
Q7Z5P9	[1539, 1643]	No_Gene3D_overlap
Q7Z5P9	[8200, 8297]	No_Gene3D_overlap
Q8N7Z5	[243, 271]	No_Gene3D_overlap
Q8N7Z5	[1004, 1063]	No_Gene3D_overlap
Q8N7Z5	[1642, 1668]	No_Gene3D_overlap
Q8N7Z5	[1831, 1872]	No_Gene3D_overlap
Q96JM4	[49, 86]	No_Gene3D_overlap
Q96JM4	[679, 739]	No_Gene3D_overlap
Q96JM4	[1635, 1674]	No_Gene3D_overlap
Q9NRD8	[939, 975]	EF-hand
Q9NV72	[292, 528]	Classic Zinc Finger
Q9NVP4	[186, 404]	No_Gene3D_overlap
Q9NVP4	[549, 564]	No_Gene3D_overlap
Q9P0V3	[276, 332]	-
Q9UJV9	[567, 608]	P-loop containing nucleotide triphosphate hydrolases
Q9UK23	[95, 176]	No_Gene3D_overlap
Q9ULE0	[289, 351]	No_Gene3D_overlap
Q9ULE0	[678, 701]	No_Gene3D_overlap
Q9Y3D5	[53, 75]	Ribosomal protein S18
O15123	[32, 68]	No_Gene3D_overlap
O43313	[386, 402]	No_Gene3D_overlap
O60503	[94, 110]	No_Gene3D_overlap
O60503	[572, 592]	Nucleotide cyclase
P0C7P1	[418, 459]	No_Gene3D_overlap
P19823	[631, 668]	No_Gene3D_overlap
P25205	[101, 119]	Nucleic acid-binding proteins
P43353	[432, 467]	No_Gene3D_overlap
P51523	[207, 735]	Classic Zinc Finger
Q13422	[108, 269]	Classic Zinc Finger
Q14432	[357, 389]	No_Gene3D_overlap
Q14525	[0, 74]	No_Gene3D_overlap
Q14525	[358, 403]	-
Q16849	[29, 47]	No_Gene3D_overlap
Q5JT82	[279, 360]	Classic Zinc Finger
Q6ZN16	[79, 102]	No_Gene3D_overlap
Q6ZNG1	[158, 720]	Classic Zinc Finger
Q7Z333	[0, 17]	No_Gene3D_overlap
Q7Z333	[597, 619]	No_Gene3D_overlap
