Accession_number	Region	Domain
P19544	[314, 369]	Classic Zinc Finger
P35523	[808, 828]	CBS-domain
P78364	[789, 840]	-
Q0VAF6	[17, 56]	Crystallins
Q15796	[59, 83]	SMAD MH1 domain
Q86VP1	[746, 769]	-
Q8N3J9	[22, 39]	Classic Zinc Finger
Q8N3J9	[51, 73]	Classic Zinc Finger
Q8N475	[62, 123]	-
Q8TF46	[28, 48]	5'-nuclease
Q969G2	[52, 70]	Cysteine Rich Protein
Q969G2	[82, 101]	Cysteine Rich Protein
Q9BUL5	[331, 393]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BYN7	[341, 364]	Classic Zinc Finger
Q9BYN7	[464, 479]	Classic Zinc Finger
Q9BYN7	[530, 599]	Classic Zinc Finger
Q9BYN7	[613, 669]	Classic Zinc Finger
Q9H3T3	[528, 543]	ligand-binding face of the semaphorins, domain 2
O15060	[334, 386]	Classic Zinc Finger
O15060	[552, 571]	Classic Zinc Finger
O15060	[596, 649]	Classic Zinc Finger
O94855	[288, 325]	beta-sandwich domain of Sec23/24
O94886	[293, 311]	-
P01877	[66, 119]	Immunoglobulins
P01877	[156, 200]	Immunoglobulins
P20151	[198, 240]	Trypsin-like serine proteases
P57727	[389, 409]	Trypsin-like serine proteases
P98161	[23, 53]	Ribonuclease Inhibitor
P98161	[481, 535]	Mannose-Binding Protein A, subunit A
Q15746	[1164, 1192]	Immunoglobulins
Q15746	[1862, 1902]	Immunoglobulins
Q5JSP0	[527, 592]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q68DV7	[249, 276]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q68DV7	[297, 321]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q7L622	[0, 33]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q7L622	[74, 96]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q7L622	[226, 271]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IVE3	[1077, 1096]	MyTH4 domain
Q8N3T1	[459, 476]	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
Q8N3T1	[506, 545]	-
Q8N3T1	[608, 629]	-
Q8TDM5	[18, 106]	CD59
Q9BRP7	[325, 342]	Bira Bifunctional Protein; Domain 2
Q9UID6	[225, 240]	Classic Zinc Finger
Q9UPR6	[262, 289]	Classic Zinc Finger
Q9UPR6	[310, 337]	Classic Zinc Finger
Q9Y466	[5, 87]	Erythroid Transcription Factor GATA-1, subunit A
O14525	[700, 728]	Laminin
O60337	[0, 23]	Zinc/RING finger domain, C3HC4 (zinc finger)
O60635	[173, 194]	Tetraspanin
O95630	[386, 408]	Cytidine Deaminase, domain 2
P01876	[3, 29]	Immunoglobulins
P01876	[66, 132]	Immunoglobulins
P01876	[169, 213]	Immunoglobulins
P23458	[799, 830]	Transferase(Phosphotransferase) domain 1
P52740	[105, 156]	Classic Zinc Finger
P52740	[219, 250]	Classic Zinc Finger
P52740	[282, 305]	Classic Zinc Finger
P52740	[338, 389]	Classic Zinc Finger
P62877	[48, 69]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q14995	[110, 173]	Erythroid Transcription Factor GATA-1, subunit A
Q14995	[290, 393]	Retinoid X Receptor
Q2M2W7	[182, 206]	-
Q6ZR52	[41, 82]	Classic Zinc Finger
Q6ZR52	[103, 145]	Classic Zinc Finger
Q6ZR52	[184, 237]	Classic Zinc Finger
Q6ZR52	[548, 599]	Classic Zinc Finger
Q86W24	[744, 761]	Ribonuclease Inhibitor
Q86XN8	[589, 648]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IZ20	[341, 364]	Classic Zinc Finger
Q8IZ20	[417, 440]	Classic Zinc Finger
Q8TCT1	[160, 183]	HAD superfamily/HAD-like
Q96NJ6	[132, 183]	Classic Zinc Finger
Q9NZK7	[96, 141]	Phospholipase A2 domain
P00751	[87, 112]	Complement Module, domain 1
P00751	[130, 227]	Complement Module, domain 1
P00751	[590, 621]	-
P00751	[680, 704]	-
P14780	[242, 314]	Fibronectin, type II, collagen-binding
P14780	[356, 385]	Collagenase (Catalytic Domain)
P52742	[197, 256]	Classic Zinc Finger
Q13574	[119, 138]	-
Q8TF61	[715, 735]	Ribonuclease Inhibitor
Q96I27	[54, 72]	Classic Zinc Finger
Q96I27	[88, 111]	Classic Zinc Finger
Q96K83	[237, 324]	Classic Zinc Finger
Q96K83	[625, 641]	Classic Zinc Finger
Q96K83	[656, 677]	Classic Zinc Finger
Q96K83	[877, 900]	Classic Zinc Finger
Q96K83	[921, 973]	Classic Zinc Finger
Q96K83	[1129, 1152]	Classic Zinc Finger
Q9NRX4	[60, 80]	Janus/Ocnus
O14978	[369, 420]	Classic Zinc Finger
O60765	[205, 256]	Classic Zinc Finger
P06213	[173, 355]	Receptor L-domain
P06213	[699, 719]	Immunoglobulins
P17023	[180, 234]	Classic Zinc Finger
P30518	[338, 367]	Rhodopsin 7-helix transmembrane proteins
P54107	[167, 212]	CAP
Q05586	[434, 452]	Periplasmic binding protein-like II
Q149N8	[1421, 1440]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IWV8	[94, 117]	-
Q8IWV8	[138, 172]	-
Q8IYX8	[346, 371]	-
Q8TE56	[395, 415]	Collagenase (Catalytic Domain)
Q8TE56	[458, 541]	-
Q96SZ4	[338, 361]	Classic Zinc Finger
Q96SZ4	[395, 447]	Classic Zinc Finger
Q99558	[600, 631]	Transferase(Phosphotransferase) domain 1
Q9ULW2	[19, 51]	Frizzled cysteine-rich domain
Q9ULW2	[93, 156]	Frizzled cysteine-rich domain
Q9ULW2	[181, 206]	Rhodopsin 7-helix transmembrane proteins
P0CG23	[476, 527]	Classic Zinc Finger
P17039	[195, 246]	Classic Zinc Finger
P17039	[279, 330]	Classic Zinc Finger
P56199	[539, 567]	Integrin alpha, N-terminal
P59046	[730, 754]	Ribonuclease Inhibitor
Q3MJ16	[732, 749]	Cytosolic phospholipase A2 catalytic domain
Q8IV04	[90, 120]	Ypt/Rab-GAP domain of gyp1p, domain 1
Q9NQX1	[423, 476]	Classic Zinc Finger
Q9NQX1	[593, 616]	Classic Zinc Finger
Q9UKQ9	[188, 232]	Trypsin-like serine proteases
P07202	[133, 155]	Haem peroxidase domain superfamily, animal type
P07202	[251, 278]	Haem peroxidase domain superfamily, animal type
P0DP57	[27, 68]	CD59
P10646	[81, 130]	Pancreatic trypsin inhibitor Kunitz domain
P10646	[147, 187]	Pancreatic trypsin inhibitor Kunitz domain
P10646	[243, 276]	Pancreatic trypsin inhibitor Kunitz domain
P26640	[1081, 1102]	Isoleucyl-tRNA Synthetase; Domain 1
P29320	[219, 331]	Tumor Necrosis Factor Receptor, subunit A, domain 2
P29320	[355, 385]	Immunoglobulins
P41587	[23, 47]	GPCR, family 2, extracellular hormone receptor domain
Q8TDB6	[550, 608]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8TE49	[867, 919]	-
Q96T92	[254, 311]	Classic Zinc Finger
Q96T92	[461, 484]	Classic Zinc Finger
Q96T92	[516, 565]	Classic Zinc Finger
Q99469	[123, 168]	-
Q9NPR2	[579, 606]	ligand-binding face of the semaphorins, domain 2
Q9UQ26	[112, 171]	Zinc/RING finger domain, C3HC4 (zinc finger)
O43903	[204, 227]	Gas2-like domain
O95754	[506, 522]	ligand-binding face of the semaphorins, domain 2
P51449	[20, 100]	Erythroid Transcription Factor GATA-1, subunit A
Q5JZY3	[229, 343]	Tumor Necrosis Factor Receptor, subunit A, domain 2
Q5JZY3	[366, 401]	Immunoglobulins
Q6QN14	[101, 135]	Cysteine proteinases
Q6ZNA1	[209, 260]	Classic Zinc Finger
Q7L3T8	[280, 301]	Bira Bifunctional Protein; Domain 2
Q96T76	[538, 556]	Leucine-rich Repeat Variant
Q9BXU3	[371, 408]	Zinc finger, RanBP2-type
Q9NQV6	[167, 195]	SET domain
Q9NQV6	[547, 574]	Classic Zinc Finger
Q9NQV6	[638, 686]	Classic Zinc Finger
Q9NQV6	[824, 848]	Classic Zinc Finger
Q9UPV7	[109, 142]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UPV7	[174, 189]	Zinc/RING finger domain, C3HC4 (zinc finger)
O95361	[66, 163]	-
O95460	[570, 590]	-
P13385	[69, 129]	Laminin
P32320	[0, 21]	Cytidine Deaminase, domain 2
Q6NXE6	[462, 480]	Leucine-rich Repeat Variant
Q7Z7L9	[213, 264]	Classic Zinc Finger
Q86UD4	[194, 245]	Classic Zinc Finger
Q8WV37	[362, 413]	Classic Zinc Finger
Q8WV37	[446, 497]	Classic Zinc Finger
Q96ME7	[163, 211]	Classic Zinc Finger
Q96ME7	[242, 258]	Classic Zinc Finger
Q96ME7	[275, 301]	Classic Zinc Finger
Q96P53	[306, 329]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9BY66	[1164, 1180]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H156	[333, 358]	Ribonuclease Inhibitor
Q9UNY5	[294, 345]	Classic Zinc Finger
A6NGD5	[33, 53]	DNA breaking-rejoining enzymes
P09486	[61, 158]	-
P35442	[901, 955]	TSP type-3 repeat
P63128	[537, 604]	Zinc finger, CCHC-type
Q02447	[589, 637]	Classic Zinc Finger
Q02447	[672, 695]	Classic Zinc Finger
Q4G0T1	[189, 249]	SRCR-like domain
Q4G0T1	[286, 347]	SRCR-like domain
Q4G0T1	[399, 451]	SRCR-like domain
Q4G0T1	[465, 542]	SRCR-like domain
Q6GMV2	[90, 145]	-
Q6GMV2	[309, 327]	SET domain
Q6GMV2	[342, 390]	SET domain
Q8NCP5	[393, 441]	Classic Zinc Finger
Q8NCP5	[478, 493]	Classic Zinc Finger
Q969Q1	[64, 86]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q969Q1	[106, 136]	Classic Zinc Finger
Q96BD5	[480, 515]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96L96	[1526, 1551]	MHCK/EF2 kinase
Q9BQB4	[80, 176]	Cystine-knot cytokines
Q9NXR8	[352, 415]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UBG7	[49, 74]	LAG1, DNA binding domain
Q9UK23	[295, 438]	Tie2 ligand-binding domain superfamily
Q9Y6R0	[184, 213]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
C9J798	[684, 713]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
O43313	[75, 100]	Classic Zinc Finger
O43313	[121, 206]	Classic Zinc Finger
O60658	[90, 108]	-
P43353	[210, 225]	Aldehyde Dehydrogenase; Chain A, domain 2
P51523	[199, 249]	Classic Zinc Finger
P63215	[40, 59]	Transducin (heterotrimeric G protein), gamma chain
Q13422	[481, 504]	Classic Zinc Finger
Q5JT82	[274, 324]	Classic Zinc Finger
Q5JT82	[334, 357]	Classic Zinc Finger
Q8N393	[185, 205]	Classic Zinc Finger
Q8N393	[231, 263]	Classic Zinc Finger
Q96SW2	[315, 336]	Peptide methionine sulfoxide reductase.
Q9BZE0	[192, 212]	Classic Zinc Finger
Q9BZE0	[226, 279]	Classic Zinc Finger
Q9NSI5	[229, 248]	Immunoglobulins
Q9NW64	[162, 182]	Zinc finger, CCCH-type
Q9NZ20	[148, 193]	Phospholipase A2 domain
Q9NZ20	[204, 225]	Phospholipase A2 domain
Q9NZ20	[350, 406]	Phospholipase A2 domain
Q9NZ20	[427, 449]	Phospholipase A2 domain
O15496	[73, 139]	Phospholipase A2 domain
O60687	[63, 86]	Complement Module, domain 1
O60687	[121, 195]	Complement Module, domain 1
O60687	[253, 326]	Complement Module, domain 1
P01031	[696, 721]	Anaphylotoxins (complement system)
P20393	[139, 202]	Erythroid Transcription Factor GATA-1, subunit A
Q52M93	[289, 312]	Classic Zinc Finger
Q52M93	[373, 396]	Classic Zinc Finger
Q5DID0	[110, 163]	Elafin-like
Q5DID0	[506, 560]	Laminin
Q5DID0	[896, 945]	Laminin
Q5T6S3	[91, 107]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8N680	[354, 477]	Classic Zinc Finger
Q96AY2	[269, 289]	ERCC4, Mus81-Eme1 complex, nuclease domain, subdomain 1
Q96MR9	[339, 390]	Classic Zinc Finger
Q9BS34	[92, 111]	Classic Zinc Finger
Q9BS34	[123, 155]	Classic Zinc Finger
Q9BS34	[188, 241]	Classic Zinc Finger
Q9HBX8	[17, 52]	Ribonuclease Inhibitor
O43150	[343, 394]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
O43150	[425, 452]	Arf GTPase activating protein
O43150	[497, 513]	Arf GTPase activating protein
P08118	[24, 85]	Complement Module, domain 1
P27635	[0, 24]	Ribosomal protein L10e/L16
P56270	[270, 321]	Classic Zinc Finger
Q13698	[243, 263]	-
Q6BEB4	[260, 312]	Classic Zinc Finger
Q6BEB4	[347, 370]	Classic Zinc Finger
Q9BQ04	[153, 174]	Zinc finger, CCHC-type
Q9UC07	[153, 206]	Classic Zinc Finger
Q9Y4C4	[426, 451]	ROC domain from the Parkinson's disease-associated leucine-rich repeat kinase 2
O15392	[24, 62]	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
O95970	[36, 60]	Ribonuclease Inhibitor
P07315	[12, 31]	Crystallins
P15882	[236, 262]	-
P29323	[257, 330]	Tumor Necrosis Factor Receptor, subunit A, domain 2
P29323	[351, 384]	Immunoglobulins
P49736	[334, 364]	Nucleic acid-binding proteins
P59923	[476, 499]	Classic Zinc Finger
P59923	[516, 546]	Classic Zinc Finger
P59923	[753, 804]	Classic Zinc Finger
P59923	[831, 882]	Classic Zinc Finger
Q8WXI3	[231, 269]	Ankyrin repeat-containing domain
Q92585	[19, 46]	-
Q99075	[119, 151]	Laminin
Q99814	[195, 213]	PAS domain
Q9BRG2	[269, 297]	Ras guanine-nucleotide exchange factors catalytic domain
Q9UPN9	[115, 197]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UPN9	[284, 308]	Classic Zinc Finger
Q9UPN9	[879, 907]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UPN9	[936, 961]	Zinc/RING finger domain, C3HC4 (zinc finger)
A8MTY0	[161, 189]	Classic Zinc Finger
A8MTY0	[217, 240]	Classic Zinc Finger
P52943	[0, 65]	Cysteine Rich Protein
P52943	[115, 187]	Cysteine Rich Protein
P53667	[7, 29]	Cysteine Rich Protein
P53667	[193, 217]	-
Q02930	[7, 32]	Classic Zinc Finger
Q15776	[313, 364]	Classic Zinc Finger
Q4FZB7	[274, 300]	SET domain
Q4FZB7	[313, 333]	SET domain
Q6IQ21	[207, 230]	Classic Zinc Finger
Q6IQ21	[644, 667]	Classic Zinc Finger
Q8TF27	[472, 494]	Ankyrin repeat-containing domain
Q8WYH8	[178, 239]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q92974	[51, 95]	-
Q9BXB1	[21, 52]	Ribonuclease Inhibitor
Q9P2R6	[123, 162]	-
O75151	[39, 62]	Zinc/RING finger domain, C3HC4 (zinc finger)
P10071	[471, 529]	Classic Zinc Finger
P11215	[95, 114]	Integrin alpha, N-terminal
P11474	[103, 142]	Erythroid Transcription Factor GATA-1, subunit A
P14410	[77, 93]	Spasmolytic Protein, domain 1
P14410	[944, 969]	Spasmolytic Protein, domain 1
P36888	[463, 483]	Immunoglobulins
P55198	[0, 25]	Zinc/RING finger domain, C3HC4 (zinc finger)
P55198	[44, 79]	Zinc/RING finger domain, C3HC4 (zinc finger)
P55198	[116, 167]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6UXD5	[330, 358]	Complement Module, domain 1
Q6UXD5	[693, 714]	Complement Module, domain 1
Q6UXD5	[741, 780]	Complement Module, domain 1
Q86YT6	[74, 99]	-
Q86YT6	[975, 997]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8NDP4	[175, 200]	Classic Zinc Finger
Q9BRH9	[228, 281]	Classic Zinc Finger
Q9BRH9	[585, 633]	Classic Zinc Finger
Q9P2F9	[36, 146]	Classic Zinc Finger
Q9P2F9	[562, 581]	Classic Zinc Finger
Q9UBP4	[136, 279]	Lipase, subunit A
Q9UMF0	[414, 452]	Immunoglobulins
Q9UMF0	[495, 530]	Immunoglobulins
Q9UMF0	[585, 617]	Immunoglobulins
Q9UMF0	[662, 711]	Immunoglobulins
Q9UPQ4	[30, 71]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UPQ4	[116, 132]	Classic Zinc Finger
O00154	[81, 106]	Hotdog Thioesterase
O60911	[163, 184]	Cysteine proteinases
O75541	[107, 164]	Classic Zinc Finger
O94933	[362, 388]	Ribonuclease Inhibitor
P14543	[379, 432]	Green fluorescent protein
P14543	[1194, 1246]	Laminin
P21580	[376, 416]	-
P62068	[206, 241]	Cysteine proteinases
Q16610	[209, 297]	-
Q16610	[337, 402]	-
Q16610	[415, 507]	-
Q8NCW0	[78, 101]	Plasminogen Kringle 4
Q8WUB8	[369, 497]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96L34	[675, 702]	Kinase associated domain 1, KA1
Q9BZZ2	[642, 668]	Immunoglobulins
Q9H336	[211, 250]	CAP
Q9H336	[284, 343]	LCCL-like domain
Q9H336	[394, 429]	LCCL-like domain
Q9NYG5	[24, 49]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9NYG5	[65, 83]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UPQ0	[983, 1025]	Cysteine Rich Protein
Q9UPQ0	[1037, 1080]	Cysteine Rich Protein
Q9Y2A4	[160, 183]	Classic Zinc Finger
Q9Y2A4	[216, 267]	Classic Zinc Finger
Q9Y5J7	[31, 58]	Mitochondrial import inner membrane translocase subunit tim13 like domains
A1L3X4	[0, 48]	Metallothionein Isoform II
A1Z1Q3	[105, 130]	Leucine Aminopeptidase, subunit E, domain 1
A8MPS7	[246, 270]	Glycoside hydrolase/deacetylase
O95718	[132, 161]	Erythroid Transcription Factor GATA-1, subunit A
P0C0L4	[691, 745]	Anaphylotoxins (complement system)
P0C0L4	[1580, 1604]	-
P62072	[18, 63]	Mitochondrial import inner membrane translocase subunit tim13 like domains
Q15034	[325, 346]	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
Q15697	[28, 62]	DNA breaking-rejoining enzymes
Q15697	[317, 371]	Classic Zinc Finger
Q7Z408	[2112, 2132]	Complement Module, domain 1
Q7Z408	[2143, 2191]	Complement Module, domain 1
Q7Z408	[2571, 2597]	Complement Module, domain 1
Q7Z408	[2639, 2667]	Complement Module, domain 1
Q7Z408	[2700, 2725]	Complement Module, domain 1
Q7Z408	[2754, 2786]	Complement Module, domain 1
Q7Z408	[2800, 2902]	Complement Module, domain 1
Q7Z408	[2926, 2961]	Complement Module, domain 1
Q7Z408	[2984, 3018]	Complement Module, domain 1
Q7Z408	[3059, 3079]	Complement Module, domain 1
Q7Z408	[3096, 3199]	Complement Module, domain 1
Q7Z408	[3216, 3254]	Complement Module, domain 1
Q8N4Q1	[42, 103]	-
Q9H1F0	[21, 69]	Elafin-like
Q9NUK0	[18, 76]	-
Q9NUK0	[173, 238]	-
Q9P2R3	[703, 754]	Ankyrin repeat-containing domain
Q9P2R3	[1114, 1135]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9Y5R5	[111, 161]	DM DNA-binding domain
O43296	[44, 75]	-
O43296	[362, 378]	Classic Zinc Finger
O43296	[394, 415]	Classic Zinc Finger
O43296	[530, 553]	Classic Zinc Finger
O95450	[516, 542]	-
P07996	[924, 950]	TSP type-3 repeat
P36508	[156, 211]	Classic Zinc Finger
P57071	[390, 413]	Classic Zinc Finger
P57071	[527, 563]	Classic Zinc Finger
P57071	[617, 640]	Classic Zinc Finger
P57071	[681, 732]	Classic Zinc Finger
P57071	[850, 873]	Classic Zinc Finger
P98095	[577, 646]	Laminin
Q06828	[65, 90]	Ribonuclease Inhibitor
Q14392	[416, 438]	Ribonuclease Inhibitor
Q86XJ1	[196, 225]	Gas2-like domain
Q8TF47	[202, 225]	Classic Zinc Finger
Q8TF47	[441, 511]	Classic Zinc Finger
Q8WWF5	[334, 360]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UKS7	[489, 513]	Classic Zinc Finger
B7Z1M9	[247, 267]	C2 domain
F5H094	[452, 474]	-
O15354	[469, 485]	Rhodopsin 7-helix transmembrane proteins
O15354	[560, 591]	Rhodopsin 7-helix transmembrane proteins
O75152	[19, 89]	-
P10276	[77, 157]	Erythroid Transcription Factor GATA-1, subunit A
P55010	[91, 147]	-
P55259	[467, 482]	Zona pellucida, ZP-C domain
P58397	[354, 382]	Collagenase (Catalytic Domain)
P58397	[398, 418]	Collagenase (Catalytic Domain)
P58397	[473, 494]	-
Q03167	[711, 727]	Zona pellucida, ZP-C domain
Q12830	[2901, 2924]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q4KWH8	[341, 356]	Phosphatidylinositol (PI) phosphodiesterase
Q6NUM6	[341, 359]	Aldolase class I
Q7Z442	[117, 144]	Mannose-Binding Protein A, subunit A
Q7Z442	[183, 233]	-
Q8NHG8	[150, 217]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96KV7	[1482, 1499]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9NQ79	[534, 614]	Laminin
Q9ULT6	[268, 289]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9ULT6	[316, 357]	Zinc/RING finger domain, C3HC4 (zinc finger)
O43439	[496, 552]	-
O43829	[268, 319]	Classic Zinc Finger
P00749	[54, 131]	Plasminogen Kringle 4
P00749	[144, 172]	Plasminogen Kringle 4
P00749	[277, 306]	Trypsin-like serine proteases
P00749	[342, 384]	Trypsin-like serine proteases
P01859	[3, 29]	Immunoglobulins
P01859	[72, 118]	Immunoglobulins
P09871	[332, 368]	Complement Module, domain 1
P13598	[37, 61]	Immunoglobulins
P16109	[368, 409]	Complement Module, domain 1
P16109	[430, 464]	Complement Module, domain 1
P16109	[677, 714]	Complement Module, domain 1
P16109	[736, 766]	Complement Module, domain 1
Q02223	[23, 45]	Tumor necrosis factor receptor superfamily
Q15654	[268, 291]	Cysteine Rich Protein
Q15654	[397, 412]	Cysteine Rich Protein
Q17RB8	[129, 167]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q17RB8	[493, 513]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6AHZ1	[81, 105]	Classic Zinc Finger
Q6AHZ1	[225, 250]	Classic Zinc Finger
Q7Z419	[5, 49]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q7Z419	[61, 91]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q7Z419	[191, 214]	-
Q7Z419	[231, 249]	-
Q8TAX0	[194, 250]	Classic Zinc Finger
Q9UKZ9	[290, 310]	-
Q9UPQ7	[15, 35]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UPQ7	[46, 64]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UPQ7	[88, 171]	Zinc/RING finger domain, C3HC4 (zinc finger)
A4D1P6	[407, 423]	YVTN repeat-like/Quinoprotein amine dehydrogenase
O15273	[0, 17]	titin domain like
P01229	[97, 135]	Cystine-knot cytokines
Q15013	[39, 66]	-
Q3KNV8	[37, 64]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q5EBN2	[86, 102]	Classic Zinc Finger
Q5EBN2	[115, 135]	Classic Zinc Finger
Q86SR1	[556, 577]	-
Q8N3F8	[153, 224]	Cysteine Rich Protein
Q8N972	[93, 154]	Classic Zinc Finger
Q8TD17	[334, 415]	Classic Zinc Finger
Q96AP4	[145, 211]	Classic Zinc Finger
Q96EK2	[333, 405]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96IZ6	[122, 152]	Vaccinia Virus protein VP39
Q96JB6	[101, 141]	SRCR-like domain
Q96JB6	[248, 295]	SRCR-like domain
Q96JB6	[371, 419]	SRCR-like domain
Q96JB6	[489, 525]	SRCR-like domain
Q96PN7	[1004, 1029]	Classic Zinc Finger
Q9BYH1	[799, 815]	Complement Module, domain 1
Q9BYH1	[852, 878]	Complement Module, domain 1
Q9H1K0	[155, 199]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H1K0	[240, 264]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9P2G1	[171, 193]	Ankyrin repeat-containing domain
Q9P2G1	[333, 356]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9P2G1	[461, 487]	-
Q9P2G1	[507, 540]	-
Q9Y5S2	[1028, 1084]	-
O95714	[2699, 2779]	-
Q5K4E3	[226, 255]	Trypsin-like serine proteases
Q5K4E3	[478, 504]	Trypsin-like serine proteases
Q5K4E3	[751, 770]	Trypsin-like serine proteases
Q6ZN18	[252, 280]	Classic Zinc Finger
Q6ZN18	[319, 344]	Classic Zinc Finger
Q8IVP9	[259, 310]	Classic Zinc Finger
Q8IVP9	[343, 392]	Classic Zinc Finger
Q92576	[709, 779]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BQ16	[79, 163]	-
Q9BQ16	[302, 389]	Thyroglobulin type-1
Q9H0B8	[141, 174]	CAP
Q9H0B8	[205, 243]	CAP
Q9H0B8	[279, 313]	LCCL-like domain
Q9H0B8	[393, 421]	LCCL-like domain
Q9NXT0	[53, 111]	Classic Zinc Finger
Q9NXT0	[141, 192]	Classic Zinc Finger
P04155	[21, 83]	Spasmolytic Protein, domain 1
P35354	[17, 37]	Laminin
Q14896	[1248, 1273]	Immunoglobulins
Q63HQ2	[777, 820]	Laminin
Q6R6M4	[78, 131]	Cysteine proteinases
Q8WUH1	[0, 20]	Transcription activator, Churchill
Q9H3S3	[390, 413]	Trypsin-like serine proteases
Q9HBD1	[22, 52]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9HBD1	[414, 434]	Zinc finger, CCCH-type
Q9HDB9	[534, 604]	Zinc finger, CCHC-type
Q9NTI5	[562, 586]	Leucine-rich Repeat Variant
O00238	[21, 111]	CD59
O14960	[23, 59]	Glucose Permease (Domain IIA)
P10153	[42, 64]	Ribonuclease A-like domain
P10153	[80, 147]	Ribonuclease A-like domain
P35070	[30, 99]	Laminin
P58549	[52, 75]	Single helix bin
P98182	[246, 294]	Classic Zinc Finger
Q14596	[223, 252]	-
Q14681	[91, 111]	Potassium Channel Kv1.1; Chain A
Q15406	[15, 129]	Erythroid Transcription Factor GATA-1, subunit A
Q6ZT77	[137, 162]	Classic Zinc Finger
Q8NFA0	[1532, 1555]	Cysteine proteinases
Q8TEW6	[41, 59]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q96MF7	[203, 224]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96QS1	[163, 180]	Tetraspanin
Q9NTX7	[0, 44]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9P0K1	[384, 402]	Collagenase (Catalytic Domain)
Q9P0K1	[432, 596]	Disintegrin domain
Q9P0K1	[679, 720]	Laminin
D6R901	[101, 135]	Cysteine proteinases
O00144	[100, 161]	Frizzled cysteine-rich domain
O00144	[185, 210]	Rhodopsin 7-helix transmembrane proteins
O15197	[251, 375]	Tumor Necrosis Factor Receptor, subunit A, domain 2
O15197	[396, 436]	Immunoglobulins
O43164	[622, 644]	Zinc/RING finger domain, C3HC4 (zinc finger)
O43164	[665, 683]	Zinc/RING finger domain, C3HC4 (zinc finger)
O75443	[583, 652]	Laminin
O75443	[940, 1047]	Laminin
O75443	[1353, 1409]	Laminin
O75443	[2046, 2065]	Zona pellucida, ZP-C domain
O75443	[2077, 2125]	Laminin
P0CW20	[67, 84]	Cysteine Rich Protein
P10827	[0, 114]	Erythroid Transcription Factor GATA-1, subunit A
P51948	[0, 58]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q02509	[93, 177]	Phospholipase A2 domain
