accession	start	end	domain
Q9GZV8	459	483	Classic Zinc Finger
Q9GZV8	383	458	Classic Zinc Finger
Q9GZV8	484	510	Classic Zinc Finger
O00746	36	185	Nucleoside diphosphate kinase-like domain
P23497	694	755	High mobility group box domain
P23497	756	851	High mobility group box domain
P23497	594	688	SAND domain-like
P14555	21	144	Phospholipase A2 domain
Q9UQD0	124	235	Voltage-gated potassium channels. Chain C
Q9UQD0	240	455	-
Q9UQD0	867	1006	-
Q9UQD0	1317	1503	-
Q9UQD0	745	859	Voltage-gated potassium channels. Chain C
Q9UQD0	1514	1634	Voltage-gated potassium channels. Chain C
Q9UQD0	1770	1889	EF-hand
Q9UQD0	1191	1316	Voltage-gated potassium channels. Chain C
Q9UQD0	1636	1769	-
Q9UQD0	1890	1921	iswi atpase
Q9NZS9	164	249	Transcription Factor, Ets-1
Q9NZS9	24	120	Zinc/RING finger domain, C3HC4 (zinc finger)
P46091	23	322	Rhodopsin 7-helix transmembrane proteins
Q8N126	231	323	Immunoglobulins
Q8N126	133	229	Immunoglobulins
Q8N126	27	132	Immunoglobulins
Q00688	1	87	-
Q00688	106	224	-
A0A075B6S6	13	120	Immunoglobulins
Q6KF10	77	287	-
Q6KF10	340	455	Cystine-knot cytokines
Q5XG92	22	560	alpha/beta hydrolase
Q7Z4P5	80	236	-
Q7Z4P5	338	450	Cystine-knot cytokines
Q86UQ0	275	299	Classic Zinc Finger
Q86UQ0	328	364	Classic Zinc Finger
Q86UQ0	300	327	Classic Zinc Finger
Q86UQ0	81	106	Classic Zinc Finger
Q86UQ0	214	274	Classic Zinc Finger
Q86UQ0	32	80	-
Q9BXF6	18	172	C2 domain
Q9BXF6	589	653	-
Q15349	392	488	Phosphorylase Kinase; domain 1
Q15349	145	338	Transferase(Phosphotransferase) domain 1
Q15349	57	357	Phosphorylase Kinase; domain 1
Q15349	491	701	Transferase(Phosphotransferase) domain 1
O43246	32	432	Amino acid/polyamine transporter I
O43246	467	605	Amino acid/polyamine transporter I
Q9Y6R6	218	246	Classic Zinc Finger
Q9Y6R6	777	804	Classic Zinc Finger
Q9Y6R6	163	190	Classic Zinc Finger
Q9Y6R6	247	276	Classic Zinc Finger
Q9Y6R6	417	442	Classic Zinc Finger
Q9Y6R6	358	385	Classic Zinc Finger
Q9Y6R6	471	498	Classic Zinc Finger
Q9Y6R6	553	582	Classic Zinc Finger
Q9Y6R6	611	637	Classic Zinc Finger
Q9Y6R6	302	330	Classic Zinc Finger
Q9Y6R6	386	416	Classic Zinc Finger
Q9Y6R6	443	470	Classic Zinc Finger
Q9Y6R6	638	666	Classic Zinc Finger
Q9Y6R6	723	749	Classic Zinc Finger
Q9Y6R6	277	301	Classic Zinc Finger
Q9Y6R6	2	60	-
Q9Y6R6	695	722	Classic Zinc Finger
Q9Y6R6	191	217	Classic Zinc Finger
Q9Y6R6	331	357	Classic Zinc Finger
Q9Y6R6	499	525	Classic Zinc Finger
Q9Y6R6	526	552	Classic Zinc Finger
Q9Y6R6	583	610	Classic Zinc Finger
Q9Y6R6	667	694	Classic Zinc Finger
Q9Y6R6	750	776	Classic Zinc Finger
Q9H503	3	90	Barrier-to-autointegration factor, BAF
Q9HCD6	1245	1381	Tetratricopeptide repeat domain
Q9HCD6	1020	1244	Ankyrin repeat-containing domain
Q9HCD6	852	1019	Ankyrin repeat-containing domain
Q8IZ26	30	83	-
Q8IZ26	528	554	Classic Zinc Finger
Q8IZ26	305	329	Classic Zinc Finger
Q8IZ26	417	443	Classic Zinc Finger
Q8IZ26	444	471	Classic Zinc Finger
Q8IZ26	501	527	Classic Zinc Finger
Q8IZ26	190	239	Classic Zinc Finger
Q8IZ26	276	304	Classic Zinc Finger
Q8IZ26	330	358	Classic Zinc Finger
Q8IZ26	359	387	Classic Zinc Finger
Q8IZ26	388	416	Classic Zinc Finger
Q8IZ26	472	500	Classic Zinc Finger
Q8IZ26	241	275	Classic Zinc Finger
Q86YR5	485	571	Tetratricopeptide repeat domain
Q86YR5	581	653	Tetratricopeptide repeat domain
Q86YR5	21	363	Tetratricopeptide repeat domain
Q9P2N5	3	79	PWI domain
Q9P2N5	591	684	-
Q8N9I9	148	208	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8N9I9	210	345	-
Q8TF09	1	96	Dynein light chain 2a, cytoplasmic
Q92625	689	762	Transcription Factor, Ets-1
Q92625	143	206	Ankyrin repeat-containing domain
Q92625	1	142	Ankyrin repeat-containing domain
Q92625	922	1070	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q92625	774	832	Transcription Factor, Ets-1
Q92625	207	317	Ankyrin repeat-containing domain
Q9NRC6	2050	2115	-
Q9NRC6	3421	3488	-
Q9NRC6	2255	2469	-
Q9NRC6	2116	2251	-
Q9NRC6	1100	1205	-
Q9NRC6	1942	2048	-
Q9NRC6	2470	2573	-
Q9NRC6	2894	2997	-
Q9NRC6	43	163	Calponin-like domain
Q9NRC6	286	548	-
Q9NRC6	2682	2788	-
Q9NRC6	2789	2893	-
Q9NRC6	2998	3102	-
Q9NRC6	1206	1312	-
Q9NRC6	2574	2681	-
Q9NRC6	3529	3645	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q9NRC6	556	817	-
Q9NRC6	852	1066	-
Q9NRC6	1626	1929	-
Q9NRC6	3103	3286	-
Q9NRC6	1413	1512	-
Q9NRC6	1522	1622	-
Q9NRC6	1313	1412	-
Q9NRC6	3287	3416	-
Q9NRC6	169	285	Calponin-like domain
P35249	205	268	-
P35249	269	358	-
P35249	31	201	P-loop containing nucleotide triphosphate hydrolases
P38935	710	788	R3H-like domain
P38935	442	648	P-loop containing nucleotide triphosphate hydrolases
P38935	32	139	-
P38935	886	949	AN1-like Zinc finger
P38935	10	426	P-loop containing nucleotide triphosphate hydrolases
Q9NYU2	1257	1522	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
P35613	23	137	Immunoglobulins
P35613	224	321	Immunoglobulins
P35613	138	223	Immunoglobulins
Q9UK53	347	403	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UK53	172	253	-
O60481	325	354	Classic Zinc Finger
O60481	355	384	Classic Zinc Finger
O60481	385	411	Classic Zinc Finger
O60481	241	324	Classic Zinc Finger
Q8NGI7	21	309	Rhodopsin 7-helix transmembrane proteins
O60888	63	179	-
Q9NS98	524	591	ligand-binding face of the semaphorins, domain 2
Q9NS98	28	523	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9NS98	592	673	Immunoglobulins
Q5JST6	65	194	-
Q5JST6	216	382	-
Q5JST6	416	545	-
Q5JST6	551	705	EF-hand
O60337	1	67	Zinc/RING finger domain, C3HC4 (zinc finger)
P84090	1	104	Enhancer of rudimentary
Q8NCV1	108	185	-
Q53GI3	467	493	Classic Zinc Finger
Q53GI3	56	148	DNA breaking-rejoining enzymes
Q53GI3	411	440	Classic Zinc Finger
Q53GI3	522	551	Classic Zinc Finger
Q53GI3	441	466	Classic Zinc Finger
Q53GI3	494	521	Classic Zinc Finger
Q53GI3	385	410	Classic Zinc Finger
Q53GI3	149	206	-
Q53GI3	347	384	Classic Zinc Finger
Q9UBF9	246	343	Immunoglobulins
Q9UBF9	344	449	Immunoglobulins
P51149	1	190	P-loop containing nucleotide triphosphate hydrolases
Q17RY0	472	560	-
Q17RY0	658	722	Cytoplasmic polyadenylation element-binding protein, ZZ domain
Q17RY0	564	657	-
Q9NU63	169	199	Classic Zinc Finger
Q9NU63	324	382	Classic Zinc Finger
Q9NU63	83	114	Classic Zinc Finger
Q9NU63	12	78	-
Q9NU63	297	323	Classic Zinc Finger
Q9NU63	147	168	Classic Zinc Finger
Q9NU63	118	146	Classic Zinc Finger
P15172	99	166	Helix-loop-helix DNA-binding domain
Q8NHC5	18	309	Rhodopsin 7-helix transmembrane proteins
Q9BQP9	30	235	Bactericidal permeability-increasing protein; domain 1
P59826	32	214	Bactericidal permeability-increasing protein; domain 1
P59826	215	471	Bactericidal permeability-increasing protein; domain 2
P18887	312	403	BRCT domain
P18887	1	152	Galactose-binding domain-like
P18887	528	633	BRCT domain
Q9NRA1	47	167	Spermadhesin, CUB domain
Q9NRA1	177	343	Cystine-knot cytokines
Q8N475	494	731	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8N475	63	132	-
Q8N475	133	245	EF-hand
Q8N475	336	438	Immunoglobulins
Q8N475	246	335	Immunoglobulins
Q7Z739	395	565	ph1033 like domains
Q15424	16	76	SAP domain
Q15424	320	495	-
Q3SY52	22	81	-
Q3SY52	288	315	Classic Zinc Finger
Q3SY52	371	400	Classic Zinc Finger
Q3SY52	427	457	Classic Zinc Finger
Q3SY52	316	344	Classic Zinc Finger
Q3SY52	345	370	Classic Zinc Finger
Q3SY52	401	426	Classic Zinc Finger
Q3SY52	264	287	Classic Zinc Finger
Q3SY52	458	487	Classic Zinc Finger
Q3SY52	232	263	Classic Zinc Finger
Q6ZRI0	777	844	Laminin
Q6ZRI0	882	946	Laminin
Q6ZRI0	2371	2434	Laminin
Q6ZRI0	1275	1398	-
P54829	265	563	Protein tyrosine phosphatase superfamily
Q9NPZ5	78	323	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
O95125	38	130	DNA breaking-rejoining enzymes
O95125	530	558	Classic Zinc Finger
O95125	422	448	Classic Zinc Finger
O95125	231	292	-
O95125	591	615	Classic Zinc Finger
O95125	503	529	Classic Zinc Finger
O95125	559	589	Classic Zinc Finger
O95125	616	645	Classic Zinc Finger
O95125	478	502	Classic Zinc Finger
O95125	394	421	Classic Zinc Finger
Q05940	122	280	MFS general substrate transporter like domains
Q05940	287	482	MFS general substrate transporter like domains
P35443	534	604	TSP type-3 repeat
P35443	605	730	TSP type-3 repeat
P35443	287	332	Laminin
P35443	333	380	Laminin
P35443	217	261	-
P35443	381	417	Laminin
P35443	37	204	-
P35443	418	464	Laminin
P35443	731	958	-
Q7Z6M4	75	320	Transcription termination factor 3, mitochondrial
B7ZLF3	29	65	Classic Zinc Finger
B7ZLF3	118	148	Classic Zinc Finger
B7ZLF3	67	90	Classic Zinc Finger
B7ZLF3	91	117	Classic Zinc Finger
B7ZLF3	161	189	Classic Zinc Finger
Q86U42	125	299	-
P12931	141	251	SH2 domain
P12931	80	140	SH3 Domains
P12931	344	532	Transferase(Phosphotransferase) domain 1
P12931	252	343	Phosphorylase Kinase; domain 1
Q8N323	116	185	Immunoglobulins
Q9H3W5	28	180	Ribonuclease Inhibitor
Q9H3W5	526	621	Immunoglobulins
Q9H3W5	425	525	Immunoglobulins
Q9H3W5	181	415	Ribonuclease Inhibitor
P33176	333	349	-
P33176	2	332	Kinesin motor domain
Q8WXI7	12063	12194	SEA domain
Q8WXI7	12220	12350	SEA domain
Q8WXI7	12379	12508	SEA domain
Q8WXI7	12534	12663	SEA domain
Q8WXI7	12689	12819	SEA domain
Q8WXI7	12845	12975	SEA domain
Q8WXI7	13001	13131	SEA domain
Q8WXI7	13157	13287	SEA domain
Q8WXI7	13314	13443	SEA domain
Q8WXI7	13469	13599	SEA domain
Q8WXI7	13626	13755	SEA domain
Q8WXI7	13782	13910	SEA domain
Q8WXI7	13914	14044	SEA domain
Q8WXI7	14064	14195	SEA domain
Q8WXI7	14311	14439	SEA domain
Q8WXI7	14200	14291	SEA domain
Q9NS40	1	142	PAS domain
Q9NS40	667	708	-
Q9NS40	407	666	-
Q9NS40	712	885	Jelly Rolls
Q5VU92	70	239	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q5VU92	255	400	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q86SE5	7	111	-
A8MZ26	12	180	EF-hand
P16220	271	325	-
Q9H6R0	48	254	P-loop containing nucleotide triphosphate hydrolases
Q9H6R0	454	614	-
Q9H6R0	255	429	P-loop containing nucleotide triphosphate hydrolases
P20718	33	240	Trypsin-like serine proteases
P20718	21	233	Trypsin-like serine proteases
Q9NRD8	1260	1349	Translation factors
Q9NRD8	25	577	Haem peroxidase domain superfamily, animal type
Q9NRD8	772	941	EF-hand
Q9NRD8	1368	1548	Nucleotide-binding domain of ferredoxin-NADP reductase (FNR) module
Q14117	62	434	Metal-dependent hydrolases
Q14117	6	480	Urease, subunit C, domain 1
Q5T5P2	699	823	Actin interacting protein 3, C-terminal domain
Q9Y240	153	321	Mannose-Binding Protein A, subunit A
Q8IUA7	474	745	P-loop containing nucleotide triphosphate hydrolases
Q8IUA7	1275	1540	P-loop containing nucleotide triphosphate hydrolases
P18669	1	254	Phosphoglycerate mutase-like
Q9BWW7	295	325	Classic Zinc Finger
Q9BWW7	248	274	Classic Zinc Finger
Q9BWW7	188	247	Classic Zinc Finger
Q9BWW7	275	294	Classic Zinc Finger
Q86TU7	329	498	Rubisco LSMT, substrate-binding domain
Q86TU7	21	328	set domain protein methyltransferase, domain 1
O15123	411	485	Gamma-fibrinogen Carboxyl Terminal Fragment, domain 2
O15123	283	493	Gamma Fibrinogen, chain A, domain 1
P12882	713	842	-
P12882	1624	1668	-
P12882	1732	1776	-
P12882	1669	1721	-
P12882	1900	1937	-
P12882	1549	1598	-
P12882	471	669	-
P12882	84	712	Kinesin motor domain
P12882	33	80	Myosin S1 fragment, N-terminal
P12882	284	340	-
P12882	843	965	-
P12882	1066	1190	-
P12882	1238	1356	-
P12882	1357	1473	-
P12882	341	449	Myosin VI head, motor domain, U50 subdomain
P12882	966	1045	-
P21757	346	451	SRCR-like domain
Q9Y375	132	303	Galactose-binding lectin
O15205	91	165	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
O15205	8	82	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q56UQ5	6	139	Metal Binding Protein, Guanine Nucleotide Exchange Factor; Chain A
P07585	52	359	Ribonuclease Inhibitor
Q8N119	429	559	Hemopexin-like domain
Q8N119	44	329	Collagenase (Catalytic Domain)
Q8N119	330	428	Hemopexin-like domain
P07203	6	201	Glutaredoxin
Q92670	315	342	Classic Zinc Finger
Q92670	371	396	Classic Zinc Finger
Q92670	199	253	-
Q92670	282	314	Classic Zinc Finger
Q92670	343	370	Classic Zinc Finger
Q92670	41	133	DNA breaking-rejoining enzymes
Q92670	397	426	Classic Zinc Finger
Q15569	55	131	Phosphorylase Kinase; domain 1
Q15569	132	334	Transferase(Phosphotransferase) domain 1
Q96BM1	54	215	Ankyrin repeat-containing domain
P08686	23	485	Cytochrome P450
Q9Y535	1	80	RNA polymerase Rpb7-like, N-terminal domain
Q9Y535	81	202	Nucleic acid-binding proteins
Q92935	424	670	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
Q9UKN5	724	772	Classic Zinc Finger
Q9UKN5	582	639	Classic Zinc Finger
Q9UKN5	640	667	Classic Zinc Finger
Q9UKN5	668	695	Classic Zinc Finger
Q9UKN5	696	723	Classic Zinc Finger
Q9UKN5	371	543	SET domain
Q8WTR2	62	205	Protein tyrosine phosphatase superfamily
P27448	137	322	Transferase(Phosphotransferase) domain 1
P27448	637	753	Kinase associated domain 1, KA1
P27448	323	367	DNA helicase RuvA subunit, C-terminal domain
P27448	40	136	Phosphorylase Kinase; domain 1
Q86SJ6	491	600	Cadherins
Q86SJ6	761	851	TCF3-CBD (Catenin binding domain)
Q86SJ6	265	379	Cadherins
Q86SJ6	381	490	Cadherins
Q86SJ6	41	155	Cadherins
Q86SJ6	156	264	Cadherins
Q9UI47	17	147	Alpha-catenin/vinculin-like
Q9UI47	502	632	Alpha-catenin/vinculin-like
Q9UI47	653	867	Alpha-catenin/vinculin-like
Q9UI47	295	351	-
Q9UI47	383	501	Alpha-catenin/vinculin-like
Q9UI47	148	259	Alpha-catenin/vinculin-like
Q8NFF2	135	264	NCX, central ion-binding region
Q8NFF2	411	604	NCX, central ion-binding region
Q9Y333	1	95	-
O94898	601	694	Immunoglobulins
O94898	498	599	Immunoglobulins
O94898	42	357	Ribonuclease Inhibitor
O94898	695	796	Immunoglobulins
O94898	370	497	Ribonuclease Inhibitor
Q8NEE6	148	398	Ribonuclease Inhibitor
Q8NEE6	399	529	Ribonuclease Inhibitor
Q8NEE6	530	692	Ribonuclease Inhibitor
Q5SW79	1	126	-
Q9BUT1	1	245	NAD(P)-binding Rossmann-like Domain
Q15649	2	50	-
A8MTL0	10	60	-
A8MTL0	66	113	-
Q9Y2J0	529	694	C2 domain
Q9Y2J0	383	520	C2 domain
Q9Y2J0	41	173	Zinc/RING finger domain, C3HC4 (zinc finger)
O43826	212	426	MFS general substrate transporter like domains
O43826	3	202	MFS general substrate transporter like domains
P51965	38	193	Ubiquitin Conjugating Enzyme
P42127	80	132	Agouti domain
Q9BSG0	26	172	-
Q8ND82	380	443	Classic Zinc Finger
O43916	54	396	P-loop containing nucleotide triphosphate hydrolases
Q9UL36	740	766	Classic Zinc Finger
Q9UL36	650	681	Classic Zinc Finger
Q9UL36	957	991	Classic Zinc Finger
Q9UL36	1159	1191	Classic Zinc Finger
Q9UL36	1711	1747	Classic Zinc Finger
Q9UL36	682	707	Classic Zinc Finger
Q9UL36	992	1018	Classic Zinc Finger
Q9UL36	559	592	Classic Zinc Finger
Q9UL36	1246	1275	Classic Zinc Finger
Q9UL36	532	558	Classic Zinc Finger
Q9UL36	1777	1802	Classic Zinc Finger
Q9UL36	223	249	Classic Zinc Finger
Q9UL36	1192	1213	Classic Zinc Finger
Q9UL36	425	509	Classic Zinc Finger
Q9UL36	1748	1776	Classic Zinc Finger
Q9UL36	196	222	Classic Zinc Finger
Q9UL36	35	90	Classic Zinc Finger
Q9UL36	510	531	Classic Zinc Finger
Q9UL36	118	178	Classic Zinc Finger
Q9UL36	1650	1710	Classic Zinc Finger
Q9UL36	250	323	Classic Zinc Finger
Q9UL36	1047	1111	Classic Zinc Finger
Q9UL36	91	117	Classic Zinc Finger
Q9UL36	708	739	Classic Zinc Finger
Q9UL36	1019	1046	Classic Zinc Finger
Q9UL36	1214	1245	Classic Zinc Finger
O43291	26	97	Pancreatic trypsin inhibitor Kunitz domain
O43291	130	185	Pancreatic trypsin inhibitor Kunitz domain
Q9Y3A4	45	144	-
Q9Y3A4	238	280	-
O60422	318	394	lambda repressor-like DNA-binding domains
O60422	395	466	Homeodomain-like
P51677	31	324	Rhodopsin 7-helix transmembrane proteins
Q494U1	84	191	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q494U1	216	320	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q9NX55	82	119	DNA helicase RuvA subunit, C-terminal domain
Q13505	292	387	-
Q5FWF6	284	306	Classic Zinc Finger
Q5FWF6	337	360	Classic Zinc Finger
Q5FWF6	5	65	-
Q5FWF6	307	336	Classic Zinc Finger
Q5FWF6	226	254	Classic Zinc Finger
Q5FWF6	255	283	Classic Zinc Finger
Q5FWF6	171	225	Classic Zinc Finger
Q5FWF6	361	390	Classic Zinc Finger
Q5FWF6	391	421	Classic Zinc Finger
P01721	10	117	Immunoglobulins
Q6P2E9	108	485	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q6P2E9	1262	1307	-
Q6P2E9	1313	1396	conserved c-terminal region of ge- 1
Q96NA2	18	105	-
Q96NA2	244	308	-
P48448	1	345	Aldehyde Dehydrogenase; Chain A, domain 1
P48448	132	327	Aldehyde Dehydrogenase; Chain A, domain 2
Q9HBF4	583	663	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9HBF4	699	775	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9HBF4	140	316	P-loop containing nucleotide triphosphate hydrolases
P11177	225	358	-
P11177	32	224	-
Q9Y6W8	25	141	Immunoglobulins
Q96S15	19	326	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q3SXM5	61	287	NAD(P)-binding Rossmann-like Domain
B1AJZ9	5	99	-
P27918	63	134	Thrombospondin type-1 (TSP1) repeat
P27918	135	190	Thrombospondin type-1 (TSP1) repeat
P27918	191	254	Thrombospondin type-1 (TSP1) repeat
P27918	255	312	Thrombospondin type-1 (TSP1) repeat
P27918	313	376	Thrombospondin type-1 (TSP1) repeat
P27918	379	463	Thrombospondin type-1 (TSP1) repeat
P78324	35	149	Immunoglobulins
P78324	150	252	Immunoglobulins
P78324	253	357	Immunoglobulins
Q13520	19	255	Glycerol uptake facilitator protein.
Q86XS5	142	385	Gamma Fibrinogen, chain A, domain 1
Q86V88	1	165	HAD superfamily/HAD-like
Q9H6B9	77	356	alpha/beta hydrolase
Q15048	170	424	Ribonuclease Inhibitor
Q3MIS6	266	294	Classic Zinc Finger
Q3MIS6	322	349	Classic Zinc Finger
Q3MIS6	350	377	Classic Zinc Finger
Q3MIS6	378	405	Classic Zinc Finger
Q3MIS6	490	517	Classic Zinc Finger
Q3MIS6	546	574	Classic Zinc Finger
Q3MIS6	239	265	Classic Zinc Finger
Q3MIS6	295	321	Classic Zinc Finger
Q3MIS6	433	462	Classic Zinc Finger
Q3MIS6	602	628	Classic Zinc Finger
Q3MIS6	406	432	Classic Zinc Finger
Q3MIS6	518	545	Classic Zinc Finger
Q3MIS6	2	62	-
Q3MIS6	204	238	Classic Zinc Finger
Q3MIS6	575	601	Classic Zinc Finger
Q3MIS6	463	489	Classic Zinc Finger
Q05315	1	142	-
Q5T2S8	595	743	Leucine-rich Repeat Variant
Q5T2S8	744	834	Leucine-rich Repeat Variant
Q5T2S8	440	594	Leucine-rich Repeat Variant
Q5T2S8	835	1039	Leucine-rich Repeat Variant
O60522	78	201	-
O60522	254	414	-
O60522	493	666	-
O60522	990	1130	-
O60522	774	923	-
O60522	1309	1453	-
O60522	1337	1410	-
O60522	1570	1626	-
O60522	804	873	-
O60522	282	365	-
O60522	519	589	-
O60522	1018	1084	-
O60522	1627	1673	-
P08572	1486	1712	Collagen IV, non-collagenous
Q9Y5Z0	225	460	Acid Proteases
Q9Y5Z0	92	224	Acid Proteases
Q96CA5	234	298	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96CA5	71	179	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
Q6ZRI8	204	440	Rho GTPase activation protein
Q9UPT5	83	254	Exocyst complex component Exo70
Q9UPT5	332	735	Exocyst complex component Exo70
Q96PZ0	115	407	TruD, catalytic domain
Q96PZ0	432	647	TruD, catalytic domain
Q5JQS5	29	314	Rhodopsin 7-helix transmembrane proteins
Q9BY41	1	377	Histone deacetylase domain
O43508	96	249	-
Q92918	13	314	Transferase(Phosphotransferase) domain 1
Q13087	383	496	Glutaredoxin
Q13087	256	382	Glutaredoxin
Q13087	149	255	Glutaredoxin
Q13087	34	148	Glutaredoxin
Q8N1G4	19	262	Ribonuclease Inhibitor
Q8N1G4	314	525	Phenylalanyl-trna Synthetase, Chain B, domain 3
Q8WWI1	67	190	Calponin-like domain
Q8WWI1	1037	1126	-
Q8WWI1	1597	1680	Cysteine Rich Protein
Q13867	54	454	Cysteine proteinases
A8MWE9	38	136	EF-hand
Q9Y5E1	447	558	Cadherins
Q9Y5E1	559	665	Cadherins
Q9Y5E1	238	344	Cadherins
Q9Y5E1	23	126	Cadherins
Q9Y5E1	345	446	Cadherins
Q9Y5E1	128	237	Cadherins
Q8NGH7	38	329	Rhodopsin 7-helix transmembrane proteins
O43541	327	496	-
O43541	160	275	SMAD MH1 domain
P38405	76	190	GI Alpha 1, domain 2-like
P38405	44	369	P-loop containing nucleotide triphosphate hydrolases
Q9Y2K3	334	635	Myosin VI head, motor domain, U50 subdomain
Q9Y2K3	831	953	-
Q9Y2K3	954	1064	-
Q9Y2K3	1065	1178	-
Q9Y2K3	1232	1346	-
Q9Y2K3	1657	1709	-
Q9Y2K3	458	657	-
Q9Y2K3	1566	1611	-
Q9Y2K3	1612	1656	-
Q9Y2K3	27	78	Myosin S1 fragment, N-terminal
Q9Y2K3	86	696	Kinesin motor domain
Q9Y2K3	701	830	-
Q9Y2K3	1518	1565	-
Q9Y2K3	274	332	-
Q9Y2K3	1720	1764	-
P02760	28	193	-
P02760	218	283	Pancreatic trypsin inhibitor Kunitz domain
P02760	284	340	Pancreatic trypsin inhibitor Kunitz domain
Q8IYN0	30	87	-
Q8IYN0	342	368	Classic Zinc Finger
Q8IYN0	426	453	Classic Zinc Finger
Q8IYN0	482	507	Classic Zinc Finger
Q8IYN0	315	341	Classic Zinc Finger
Q8IYN0	508	532	Classic Zinc Finger
Q8IYN0	259	285	Classic Zinc Finger
Q8IYN0	396	425	Classic Zinc Finger
Q8IYN0	454	481	Classic Zinc Finger
Q8IYN0	171	229	Classic Zinc Finger
Q8IYN0	369	395	Classic Zinc Finger
Q8IYN0	286	314	Classic Zinc Finger
Q8IYN0	230	258	Classic Zinc Finger
P00450	725	909	Cupredoxins - blue copper proteins
P00450	18	366	Cupredoxins - blue copper proteins
P00450	573	724	Cupredoxins - blue copper proteins
P00450	367	572	Cupredoxins - blue copper proteins
P00450	910	1065	Cupredoxins - blue copper proteins
Q9H347	605	655	DNA helicase RuvA subunit, C-terminal domain
Q9H347	2	92	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q9H347	190	249	-
P17931	108	250	-
P55318	110	212	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
P19878	239	300	SH3 Domains
P19878	1	193	Tetratricopeptide repeat domain
P19878	347	429	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
P19878	455	515	SH3 Domains
P40933	45	162	Interleukin-15/Interleukin-21
Q9Y473	22	76	-
Q9Y473	360	382	Classic Zinc Finger
Q9Y473	326	359	Classic Zinc Finger
Q9Y473	471	497	Classic Zinc Finger
Q9Y473	527	555	Classic Zinc Finger
Q9Y473	556	583	Classic Zinc Finger
Q9Y473	584	610	Classic Zinc Finger
Q9Y473	611	641	Classic Zinc Finger
Q9Y473	666	711	Classic Zinc Finger
Q9Y473	642	665	Classic Zinc Finger
Q9Y473	254	325	Classic Zinc Finger
Q9Y473	383	412	Classic Zinc Finger
Q9Y473	413	440	Classic Zinc Finger
Q9Y473	441	470	Classic Zinc Finger
Q9Y473	498	526	Classic Zinc Finger
Q9UKI3	19	121	Immunoglobulins
P10398	19	100	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
P10398	387	579	Transferase(Phosphotransferase) domain 1
P10398	101	147	-
P10398	301	386	Phosphorylase Kinase; domain 1
B2RUY7	110	173	-
Q75N03	106	164	Zinc/RING finger domain, C3HC4 (zinc finger)
Q75N03	165	206	-
Q14849	216	444	-
Q5I0G3	287	465	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal
Q5I0G3	130	281	NAD(P)-binding Rossmann-like Domain
P42685	107	211	SH2 domain
P42685	37	106	SH3 Domains
P42685	311	503	Transferase(Phosphotransferase) domain 1
P42685	224	310	Phosphorylase Kinase; domain 1
Q8NB14	437	954	Cysteine proteinases
Q9Y281	1	166	Severin
P35244	1	121	Nucleic acid-binding proteins
Q6S8J7	55	353	Ankyrin repeat-containing domain
P80365	82	351	NAD(P)-binding Rossmann-like Domain
Q13936	514	637	Voltage-gated potassium channels. Chain C
Q13936	955	1029	Voltage-gated potassium channels. Chain C
Q13936	116	253	Voltage-gated potassium channels. Chain C
Q13936	1229	1323	Voltage-gated potassium channels. Chain C
Q13936	1324	1396	Voltage-gated potassium channels. Chain C
Q13936	410	455	-
Q13936	639	798	-
Q13936	1038	1227	-
Q13936	1398	1535	-
Q13936	254	409	-
Q13936	1604	1684	-
Q13936	889	954	Voltage-gated potassium channels. Chain C
P34059	27	418	Alkaline Phosphatase, subunit A
A2RUH7	255	352	Immunoglobulins
A2RUH7	145	248	Immunoglobulins
A2RUH7	48	144	Immunoglobulins
A6NNS2	23	305	NAD(P)-binding Rossmann-like Domain
Q9Y4A9	22	314	Rhodopsin 7-helix transmembrane proteins
