accession	start	end
B7Z6K7	192	256
O00217	100	118
O00327	229	279
O00327	298	317
O75129	509	556
O75129	648	722
O75129	742	769
O75129	969	999
O75925	197	237
P01225	89	128
P02462	20	50
P02462	1651	1668
P40126	18	70
P40126	96	127
Q15464	44	71
Q15464	99	150
Q15464	193	233
Q6PEX3	0	91
Q6PEX3	107	209
Q6ZSJ9	127	151
Q8N635	337	362
Q96AX9	84	102
Q96AX9	844	875
Q96AX9	919	944
Q9BXT8	21	83
Q9C035	29	67
Q9H772	70	86
Q9H772	127	166
Q9HCK0	264	286
Q9HCK0	317	368
Q9HCK0	391	420
Q9UKR8	169	196
Q9UL40	57	88
Q9UL40	124	148
Q9UL40	176	199
Q9Y5X4	36	117
A0A1B0GTH9	73	107
A0A7P0TAN4	222	273
O43567	263	290
O60260	139	216
O60260	314	391
O60260	406	451
P17927	92	113
P17927	147	175
P17927	215	247
P17927	264	362
P17927	412	502
P17927	542	625
P17927	665	697
P17927	715	812
P17927	862	944
P17927	992	1075
P17927	1115	1147
P17927	1165	1262
P17927	1339	1405
P17927	1444	1528
P17927	1621	1719
P17927	1792	1856
P21754	280	336
P28799	15	587
P35414	321	340
P42677	54	83
P63136	923	953
Q06587	45	96
Q495A1	189	222
Q5T753	0	117
Q6GPH4	0	18
Q6GPH4	30	182
Q6GPH4	256	279
Q6RVD6	3	53
Q6ZMV8	108	142
Q6ZMV8	164	272
Q6ZVZ8	249	285
Q8TDX9	5	29
Q8TDX9	65	82
Q8TDX9	173	209
Q8TDX9	2095	2116
Q8TF17	0	15
Q93074	1181	1204
Q96FT7	279	305
Q96FT7	320	377
Q96H40	114	151
Q96H40	201	224
Q96H40	257	274
Q96H40	285	364
Q96NL8	19	42
Q96QB1	47	74
Q9NXL9	166	204
Q9UFD9	144	163
Q9UFD9	226	253
Q9UFD9	482	524
Q9UFD9	1317	1350
Q9UFD9	1407	1437
Q9UJF2	404	423
Q9Y473	187	208
Q9Y473	230	321
Q9Y473	382	433
Q9Y473	466	545
A0A1W2PPM1	128	199
A2VEC9	63	168
A2VEC9	229	252
A2VEC9	384	446
A2VEC9	456	571
A2VEC9	726	756
A2VEC9	778	1021
A2VEC9	1171	1204
A2VEC9	1223	1539
A2VEC9	1555	2034
A2VEC9	2216	2278
A2VEC9	2381	2431
A2VEC9	2454	2994
A6NI47	17	81
A6NI47	91	118
C9JN71	134	185
O14836	23	123
O14836	184	204
O14836	219	292
O60711	141	191
O60711	319	336
P0DPK3	22	257
P29474	4	28
Q12809	58	75
Q13398	124	149
Q13398	204	226
Q13398	248	289
Q13398	304	383
Q13474	0	44
Q14393	54	79
Q14393	97	283
Q5VUB5	795	815
Q6ZMV5	484	502
Q6ZU64	655	675
Q6ZU64	1552	1575
Q8N4W9	222	526
Q92629	270	288
Q96LW9	209	281
Q9BVS4	353	374
Q9BX63	75	99
Q9BX63	203	228
Q9BX63	272	307
Q9H0D6	217	236
Q9H0D6	252	291
Q9H2A7	29	49
Q9NRA1	280	305
Q9NRA1	320	344
Q9UBF6	0	23
Q9UBF6	48	80
Q9UKP5	371	393
Q9UKP5	479	627
Q9UKP5	662	723
Q9UKP5	841	1092
Q9Y2J0	87	144
Q9Y2X0	779	847
Q9Y5R6	65	114
Q9Y5R6	146	171
A0A0A6YYL3	0	44
A0A0A6YYL3	54	81
O94900	9	41
O95376	128	143
O95376	223	325
O95388	30	107
O95388	120	200
O95388	213	264
P00995	21	78
P02765	19	41
P02765	87	109
P02765	129	157
P02765	197	239
P13497	545	600
P13497	696	756
P54753	258	345
P54753	366	401
Q02643	21	53
Q5JTZ5	0	15
Q6H8Q1	0	30
Q6H8Q1	117	163
Q6L8H1	0	287
Q6PDB4	173	226
Q6X784	217	235
Q6X784	275	335
Q7RTY7	744	770
Q7RTY7	834	853
Q8N6U2	0	23
Q8N6U2	158	178
Q8NCS7	68	83
Q8NDW4	371	564
Q8NFJ8	363	380
Q96HF1	141	188
Q96NN9	56	78
Q9H334	297	322
Q9UGI8	33	55
Q9UGI8	225	248
Q9UGI8	290	312
Q9UGI8	351	372
Q9UP79	407	521
Q9UP79	612	631
Q9UP79	647	697
Q9UP79	842	888
Q9UPM6	0	70
Q9Y2Q1	52	83
Q9Y2Q1	105	143
Q9Y2Q1	162	293
Q9Y2Q1	306	360
Q9Y2Q1	422	503
A0A8I5KTY6	35	58
A0A8I5KTY6	91	142
A0A8I5KTY6	203	268
A6NNM3	144	163
A6NNM3	226	253
A6NNM3	395	415
A6NNM3	482	524
A6NNM3	1316	1350
A6NNM3	1407	1437
E9PI22	207	223
O00213	663	681
O14763	70	189
O15355	484	509
P04628	136	169
P04628	207	238
P04628	267	369
P22531	0	71
P55056	111	126
Q13133	87	176
Q13402	1539	1565
Q17RS7	236	307
Q17RS7	842	899
Q6A163	0	70
Q6A163	392	452
Q6FI81	226	297
Q6NSI1	6	50
Q6ZS81	1136	1152
Q7LDG7	528	557
Q86UU5	581	607
Q8N587	215	323
Q8N587	440	463
Q8NAJ2	68	134
Q8NAJ2	158	211
Q8NDA2	2182	2204
Q8NDA2	2234	2255
Q8NDA2	4622	4829
Q8NDA2	4859	4984
Q8TF40	597	622
Q8TF40	636	701
Q8TF40	808	832
Q8TF40	853	908
Q8WXX7	274	298
Q8WY36	595	617
Q96MU6	106	151
Q96MU6	172	267
Q96MU6	696	728
Q9BWX5	178	276
Q9NR71	358	385
Q9NYQ7	1413	1520
Q9NYQ7	1718	1742
Q9NYQ7	1903	1920
Q9NYQ7	1930	2127
Q9NYQ7	2501	2520
Q9NZL4	337	357
Q9UBT6	608	709
Q9Y2I2	69	101
Q9Y2I2	298	528
A6NM66	17	73
O00287	130	165
O60941	264	279
O95886	428	449
O95886	464	526
O95965	27	493
P07919	26	79
P10275	256	299
P10275	549	575
P10275	588	628
P81408	138	163
P81408	212	232
P81408	300	319
P81408	373	389
P81408	520	542
P81534	42	66
Q01201	194	233
Q13939	561	577
Q15785	56	73
Q5H913	154	173
Q5H913	264	289
Q68CP9	1623	1639
Q6B9Z1	35	57
Q6B9Z1	88	122
Q6UWE0	686	718
Q6ZMZ0	108	176
Q6ZMZ0	192	310
Q6ZMZ0	636	656
Q6ZN55	300	350
Q6ZN55	383	405
Q6ZN55	457	509
Q6ZN55	729	780
Q7Z6E9	153	183
Q7Z6E9	248	308
Q86U70	0	19
Q86Y25	207	258
Q86Y25	403	482
Q8IWB4	1216	1257
Q8IWB4	1326	1345
Q8N7Y1	170	240
Q969T3	294	310
Q99661	246	269
Q9BZR6	28	51
Q9BZR6	324	345
Q9H609	18	48
Q9H609	103	157
Q9UHD1	0	45
Q9UHD1	146	173
O14649	350	372
O43609	170	259
O43609	280	318
O75603	70	132
P01024	683	704
P01024	1489	1522
P07288	193	241
P10074	185	209
P10074	282	364
P17014	260	444
P17014	455	551
P17014	568	610
P17014	624	640
P17014	652	678
P46092	323	358
Q08AE8	55	74
Q08AE8	614	629
Q13516	282	307
Q5JNZ5	12	35
Q5JNZ5	77	101
Q5KSL6	169	190
Q5KSL6	334	351
Q5KSL6	401	420
Q5VWQ8	448	470
Q6P988	407	458
Q86W47	109	128
Q86W56	230	256
Q8IWL2	9	35
Q8N535	70	107
Q8NBP7	461	571
Q8TBC5	432	455
Q969W9	11	30
Q9BXR3	925	955
Q9H0A6	157	175
Q9H2Y9	22	72
Q9H2Y9	544	565
Q9NS73	177	197
Q9Y5F7	719	742
A0AAG2TU59	23	40
A6NDE4	433	459
K9M1U5	60	82
O43309	237	316
P00747	41	81
P00747	140	361
P00747	742	765
P0DXC3	343	364
P22079	121	144
P32239	400	418
P80370	21	253
Q03403	19	101
Q17RY6	32	59
Q6UXH9	32	87
Q6UXH9	255	289
Q6UXH9	319	355
Q6ZVN7	93	127
Q7Z3F1	581	647
Q7Z6I5	38	84
Q7Z6I5	137	169
Q7Z6J4	456	489
Q8IWY8	669	720
Q8N2W9	389	424
Q8WWZ7	1272	1292
Q8WXH6	250	276
Q96N77	242	357
Q9BYQ7	0	145
Q9HBB8	690	710
Q9NZR2	21	202
Q9NZR2	787	1250
Q9NZR2	1520	1550
Q9NZR2	1827	1865
Q9NZR2	2143	2164
Q9NZR2	2461	3016
Q9NZR2	3297	3312
Q9NZR2	3329	3889
Q9NZR2	4193	4435
Q9UDY6	5	69
Q9UDY6	88	109
Q9UHJ3	597	636
Q9UHR6	0	66
A6NKU9	112	136
A6NKU9	185	209
A6NKU9	258	282
O43506	410	548
O43610	109	172
O43610	191	218
O43610	240	287
O75317	223	242
P01133	307	457
P01133	734	789
P01133	824	984
P01732	208	226
P0CG32	338	367
P22681	373	430
P22681	711	738
P34130	134	168
P35368	361	379
P36941	28	219
P54278	201	225
P54687	0	17
Q02156	213	229
Q02156	272	301
Q14517	3769	3835
Q14517	3998	4171
Q14517	4541	4562
Q5T890	421	448
Q5T890	733	774
Q5T890	793	856
Q6NUI2	0	18
Q6S8J3	17	86
Q7Z3T8	30	75
Q7Z3T8	742	792
Q7Z6J8	41	61
Q7Z6J8	95	113
Q7Z6J8	182	204
Q86YW9	1200	1234
Q8NI29	79	118
Q92900	135	164
Q96N68	105	125
Q9BXU1	995	1018
Q9BYQ9	0	184
Q9P1Z9	1275	1334
Q9P1Z9	1397	1419
Q9UKP3	0	74
Q9UKP3	138	184
Q9UKR0	122	150
Q9UKR0	174	207
Q9Y4D8	589	609
Q9Y4D8	1359	1380
Q9Y4D8	3920	3936
Q9Y5Y9	1107	1127
A2RUB6	85	113
A6NN14	114	165
A6NN14	255	306
A6NN14	367	418
A6NN14	787	838
A6NN14	1039	1090
A6NN14	1234	1251
D6RJB6	34	61
D6RJB6	101	135
O43435	357	397
O60229	2487	2504
O60383	375	395
O60494	125	454
O60494	2136	2181
P09958	576	684
P0DN87	22	53
P0DN87	81	139
P55197	14	47
P55197	59	97
P55197	126	203
Q13137	386	426
Q1X8D7	563	583
Q5SW24	126	152
Q7Z6J0	16	60
Q7Z6J0	82	116
Q86UU1	74	129
Q8IUG1	0	166
Q8IZY2	1336	1356
Q8N1L1	0	70
Q8NAP8	159	209
Q8NAP8	360	435
Q8WYQ3	92	127
Q96MH7	170	232
Q96NL3	170	271
Q96NL3	330	411
Q9BR26	498	527
Q9BTN0	14	40
Q9BYQ4	0	173
Q9P107	494	525
Q9Y215	364	450
Q9Y6Q2	126	145
A0AAG2UXS2	1049	1081
A0AAG2UXS2	1294	1326
A0AAG2UXS2	1539	1571
A8MXZ3	0	249
E9PGG2	63	86
G5E9R7	0	232
O75362	112	133
O75362	369	389
O75362	462	478
O75362	663	708
O75362	732	781
P15514	139	190
Q07021	54	78
Q15517	369	432
Q15517	481	505
Q562E7	191	221
Q5TA82	0	109
Q86Y33	179	199
Q8TB22	759	785
Q8WY41	234	274
Q8WZ73	4	97
Q8WZ73	325	349
Q92832	214	231
Q92832	256	809
Q92876	120	233
Q96GX5	306	338
Q96GX5	444	485
Q96GX5	523	564
Q9BUN1	200	222
Q9BUN1	237	283
Q9HCU0	115	146
Q9HCU0	159	174
Q9HCU0	195	359
Q9UIF8	1939	1980
Q9ULX3	276	294
Q9UND3	324	345
O00292	240	269
O00292	340	362
O15303	507	536
O15303	548	578
O60477	253	281
O60477	412	434
O60477	451	470
O95263	0	25
O95263	86	115
O95263	745	766
O95571	236	253
P04070	92	126
P04070	147	192
P22736	256	325
P48060	182	207
P56703	128	160
P56703	195	222
P56703	273	336
Q14574	660	680
Q14574	735	823
Q14574	855	876
Q16549	692	713
Q16549	758	784
Q495D7	119	137
Q5TGY3	621	641
Q5TGY3	1435	1470
Q658T7	36	72
Q6P3X8	559	587
Q6ZMN7	17	36
Q6ZMN7	46	62
Q6ZMN7	77	142
Q8IZC6	1715	1732
Q8N8I6	232	261
Q8NB12	60	87
Q8TDF5	315	335
Q8WXD0	59	82
Q8WXD0	109	129
Q96GX9	0	28
Q96I82	42	177
Q9H4F8	32	167
Q9H4F8	240	278
Q9NRG9	321	340
Q9UBS5	129	166
Q9UEW3	487	519
Q9Y219	40	78
Q9Y219	227	979
O43147	444	484
O95628	3	28
O95628	38	65
P49796	36	57
P49796	413	433
P78549	283	301
Q13461	229	249
Q14112	477	532
Q14112	752	992
Q14112	1032	1093
Q15637	271	291
Q15772	1457	1480
Q53RE8	0	22
Q53RE8	80	105
Q5TA31	0	65
Q5TA31	86	117
Q6DT37	881	936
Q6NUN9	444	484
Q6NUN9	501	552
Q6UWN5	70	224
Q6YHK3	1402	1421
Q86YD7	36	72
Q8N9V3	92	112
Q8NA97	8	53
Q8NA97	88	124
Q8NAM6	287	382
Q8NBI3	263	348
Q8NEA9	33	68
Q8TC41	338	361
Q8TC41	412	450
Q8TE02	124	140
Q8TF50	99	154
Q8TF50	191	215
Q8TF50	296	346
Q8TF50	436	486
Q92581	586	606
Q92994	0	26
Q96EV8	131	151
Q9C0B6	287	316
Q9C0B6	434	490
Q9ULJ1	458	502
Q9ULJ1	513	539
Q9Y6X2	390	427
A0A286YFB4	0	119
A8MXQ7	300	358
O60294	468	484
P46934	355	440
P46934	462	485
P46934	496	524
P49765	61	98
P62745	178	195
Q04912	90	116
Q04912	158	185
Q04912	541	576
Q04912	809	826
Q13873	80	115
Q3ZCQ2	128	152
Q49A92	513	537
Q5VU97	911	927
Q5VU97	945	1072
Q5VYP0	1213	1257
Q5VYP0	1326	1345
Q86UD7	232	249
Q86UQ0	239	290
Q8IXS0	488	507
Q8IYD8	1030	1045
Q8IYD8	1059	1092
Q8IYD8	1601	1633
Q8IZ26	186	209
Q8IZ26	242	322
Q8NEP9	103	129
Q8NEP9	163	242
Q8TCN5	146	169
Q8TCN5	182	210
Q8TCN5	632	717
Q8TCN5	734	804
Q8TF66	21	39
Q8TF66	558	580
Q9BXJ7	194	255
Q9H2S5	77	147
Q9H714	315	333
Q9H714	623	651
Q9HBQ8	34	105
Q9HBQ8	126	143
Q9UIF9	1684	1720
Q9UL36	57	135
Q9UL36	188	239
Q9UL36	473	524
Q9UL36	557	580
Q9UL36	659	693
Q9UL36	732	765
Q9UL36	958	1009
Q9UL36	1157	1237
Q9UL36	1648	1700
Q9UL36	1713	1764
Q9Y4K3	0	37
Q9Y4K3	59	114
Q9Y4K3	127	211
Q9Y4K3	223	259
A6NFA0	38	58
A6NK02	46	69
A6NK02	86	128
A8K010	44	104
O60281	2	24
O60281	970	994
O60281	2247	2272
O60281	2367	2440
O76095	60	94
P41235	49	129
P51610	1269	1298
Q13459	1664	1703
Q5VTL7	403	426
Q5VTL7	444	468
Q5VTL7	489	523
Q5VTL7	533	552
Q5VTL7	574	595
Q6UXU4	30	61
Q7Z699	324	395
Q7Z699	420	443
Q86UA6	157	196
Q86UD3	0	39
Q86UD3	60	100
Q86YN6	206	236
Q86YN6	824	889
Q8IXT1	954	993
Q8N4S0	411	431
Q8TD94	109	148
Q8TD94	186	241
Q8TEP8	385	411
Q8TEP8	441	461
Q8TEP8	912	948
Q8TEP8	1269	1297
Q8WY21	24	41
Q8WY21	691	736
Q8WY21	756	801
Q92785	200	223
Q92785	261	374
Q96FE7	59	110
Q96MI9	983	1008
Q96P64	585	607
Q9BTT6	414	435
Q9C0A6	81	118
Q9C0A6	395	420
Q9H0F5	202	238
Q9H0F5	452	467
Q9H0F5	486	512
Q9H2J1	92	121
Q9UJU3	185	245
Q9UJU3	280	304
Q9UJU3	320	352
Q9UJU3	516	567
Q9Y4K0	384	433
Q9Y4K0	503	545
Q9Y4K0	572	588
Q9Y4K0	650	677
Q9Y4X4	308	333
Q9Y4X4	368	391
A2A3K4	47	67
O15488	301	340
P21291	0	132
P30307	426	456
P35555	21	1702
P35555	1721	1787
P35555	1799	2727
P55000	21	80
Q0P670	78	148
Q12888	600	625
Q12888	691	721
Q14520	47	218
Q14520	235	258
Q14520	482	515
Q58G82	15	44
Q5T0B9	218	269
Q5T749	0	554
Q6ZTB9	20	186
Q7Z3I7	109	426
Q86T75	198	227
Q86UN3	31	46
Q8IZH2	583	598
Q8N474	160	197
Q8N474	248	267
Q8NCL9	23	39
Q8WX77	22	160
Q96H79	92	134
Q96H79	189	216
Q96H79	283	299
Q96PQ7	172	196
Q9BYQ2	0	153
Q9BZ11	349	689
Q9BZ11	720	754
Q9NXW9	4	35
Q9Y4B5	1605	1637
Q9Y678	720	744
Q9Y6V0	580	647
Q9Y6V0	1048	1118
A6NGJ6	31	64
A6NGJ6	79	135
A6NJQ4	36	72
O14511	0	18
O14511	334	350
O14511	427	455
O60566	492	512
O75312	40	55
P00738	75	104
P00738	138	158
P18084	50	82
P18084	403	442
P18084	452	668
Q15911	73	99
Q15911	616	685
Q15911	779	818
Q15911	1075	1092
Q15911	3459	3492
Q15911	3520	3548
Q16587	239	290
Q16587	515	570
Q494X3	208	229
Q494X3	246	341
Q5IJ48	31	444
Q5IJ48	595	649
Q5IJ48	794	877
Q5IJ48	1043	1206
Q6IE37	57	94
Q6UWN0	131	159
Q6ZN44	255	297
Q86UK7	14	55
Q86UK7	178	194
Q86UK7	238	256
Q86UK7	853	879
Q86V71	52	74
Q86V71	164	243
Q8IUW3	349	397
Q8NB42	293	346
Q8WW24	0	17
Q969Z4	24	130
Q969Z4	264	304
Q96LW1	205	228
Q96LW1	261	312
Q96LW1	345	396
Q96QV1	105	124
Q96QV1	525	542
Q96QV1	581	675
Q9BQI7	384	404
Q9BUH8	152	243
Q9GZT9	10	67
Q9H270	844	869
Q9NQB0	434	505
Q9P2N5	277	299
A6NF34	412	630
O15016	3	48
O15016	66	82
O15016	92	155
O15016	186	211
O15016	409	438
O15016	456	488
O15016	1097	1125
O15016	1143	1185
O75153	586	601
O94991	364	389
P07814	1469	1496
P11047	28	101
P11047	283	501
P11047	679	1043
P17027	109	210
P23327	616	698
P25391	32	78
P25391	268	507
P25391	700	722
P25391	737	1168
P25391	1351	1566
P46063	467	486
P51124	192	213
P62854	12	38
P78346	249	267
P78504	43	82
P78504	202	967
P98088	237	269
P98088	288	440
P98088	606	677
P98088	922	959
P98088	1068	1091
P98088	1113	1143
P98088	1161	1327
P98088	1372	1396
P98088	1410	1490
P98088	1566	1591
P98088	1605	1686
P98088	1732	1756
P98088	1770	1850
P98088	1939	1964
P98088	1978	2059
P98088	2105	2129
P98088	2143	2229
P98088	3211	3235
P98088	3249	3329
P98088	3509	3533
P98088	3547	3633
P98088	3942	3966
P98088	3980	4060
P98088	4616	4640
P98088	4654	4740
P98088	4796	4925
P98088	5054	5111
P98088	5130	5154
P98088	5198	5628
Q5SYE7	601	633
Q5W186	125	151
Q6P2D0	203	254
Q7Z3S7	870	887
Q7Z3S7	1073	1119
Q7Z6I6	902	922
Q7Z6I6	943	974
Q7Z6I6	1016	1058
Q8IUB2	19	225
Q8NCL4	586	619
Q8WUU4	222	275
Q8WUU4	379	432
Q96JK4	748	781
Q96N20	144	203
Q9H228	316	337
Q9NSJ1	91	144
Q9NSJ1	201	351
Q9NSJ1	382	427
Q9ULH1	444	468
A4IF30	71	95
A6NDI0	113	136
A8MWA6	36	72
O00744	71	103
O00744	138	155
O00744	236	270
O00744	307	362
O43151	46	98
O43151	261	283
O43151	947	978
O43151	1042	1109
O95544	11	35
P0DMB2	27	59
P0DV73	36	72
P19174	0	21
P22460	566	591
P40205	0	83
P40205	93	108
P56706	119	146
P56706	189	222
P56706	267	319
P56706	331	348
P59025	180	195
Q13434	56	150
Q13434	203	254
Q13434	269	303
Q13434	394	415
Q66K41	212	235
Q66K41	281	304
Q6PI77	246	290
Q6PI77	302	322
Q7L0X0	20	50
Q86VZ6	164	189
Q86VZ6	199	221
Q8IXL7	26	49
Q8IXL7	124	167
Q8IY33	177	247
Q8N883	196	246
Q8N883	278	329
Q8NEN9	870	900
Q96NL1	30	55
Q96NL1	89	111
Q96NU0	542	601
Q96NU0	665	693
Q96NU0	711	748
Q96NU0	947	990
Q9H2X3	357	379
Q9H8N7	118	140
Q9NRC8	214	237
Q9ULL0	84	102
Q9ULL4	468	516
Q9ULL4	569	589
Q9ULL4	647	667
Q9ULL4	791	841
Q9ULL4	867	902
Q9ULL4	963	983
Q9ULL4	1073	1093
Q9UQP3	88	268
C9J2P7	34	61
C9J2P7	101	135
O00187	137	161
O00187	344	375
O94941	472	536
P00326	87	135
P13349	6	29
P13349	56	84
P13349	142	174
P13942	1566	1621
P17036	191	242
P23942	210	231
P49454	1049	1069
Q13308	189	210
Q13308	653	670
Q13464	1245	1286
Q14416	490	511
Q16363	45	278
Q6DN72	418	433
Q6PH81	5	41
Q6UX71	321	380
Q7Z353	205	256
Q86SQ6	312	425
Q86SQ6	460	480
Q8IYX7	0	32
Q8IYX7	302	336
Q8NE31	9	45
Q8NEA6	335	387
Q8NEA6	403	458
Q92729	16	37
Q92966	0	36
Q9BR77	76	104
Q9H4W6	149	179
Q9H7P9	8	40
Q9H7P9	994	1022
Q9NWH7	268	338
Q9NWH7	360	385
Q9NWH7	406	440
Q9NY47	861	886
Q9NY47	1064	1116
Q9UBT2	150	170
Q9UBZ4	461	514
Q9UL68	313	343
Q9UL68	495	618
Q9UL68	694	724
Q9UL68	775	825
Q9UL68	861	987
Q9ULX5	1	30
Q9ULX5	42	137
Q9Y2Y9	158	213
O14709	361	412
O14709	613	636
O14709	670	720
O14709	753	807
O95428	27	190
O95428	305	547
O95428	619	690
O95428	708	813
O95428	1224	1249
P08253	275	344
P17029	368	419
P22674	40	67
P42081	311	328
Q14541	0	81
Q5T036	180	205
Q5TH69	1369	1385
Q5VUR7	90	108
Q6L8H2	0	237
Q6P9F5	0	83
Q7Z5Q5	254	271
Q86TJ2	21	42
Q86VX9	30	53
Q86XP1	188	226
Q86XP1	1016	1045
Q8IZF5	192	227
Q8N2H3	393	412
Q96PM5	0	81
Q96PM5	92	114
Q96PM5	126	155
Q96PM5	211	239
Q96S42	274	289
Q96S42	304	320
Q96SQ5	53	106
Q96SQ5	259	508
Q9BRR9	181	221
Q9BUB5	208	265
Q9BUB5	303	323
Q9BXP8	575	665
Q9BXP8	745	825
Q9BXP8	872	897
Q9BXP8	1034	1056
Q9BXP8	1104	1184
Q9BXP8	1194	1247
Q9BXP8	1362	1406
Q9BXP8	1438	1474
Q9BXP8	1544	1565
Q9BXP8	1586	1634
Q9BXP8	1703	1790
Q9H1C7	68	96
Q9H1J5	106	130
Q9H1J5	169	189
Q9H1J5	260	350
Q9H9K5	341	370
Q9HCH0	139	163
Q9NSN8	148	191
Q9UHC6	554	601
Q9UHC6	717	746
Q9UHC6	952	997
Q9ULG6	601	632
Q9Y6I4	0	90
Q9Y6I4	351	369
A2CJ06	217	234
A6NLI5	31	64
A6NLI5	81	134
A6NLJ0	23	67
O43900	16	97
O43900	135	155
O43900	240	375
O95153	530	564
O95153	1465	1503
O95294	670	713
P0C8F1	66	86
P35052	19	34
P35052	52	77
P35052	261	278
P49901	0	108
Q01804	750	772
Q08431	24	79
Q10469	374	395
Q15942	373	518
Q16134	575	601
Q16629	96	124
Q5EBL2	27	78
Q5EBL2	139	190
Q5EBL2	286	314
Q5EBL2	347	437
Q5EBL2	529	608
Q6P1J6	1265	1285
Q8IYL2	719	745
Q8IZP9	202	254
Q8IZP9	965	1003
Q8N1G0	661	764
Q8N1G0	781	806
Q8N1G0	849	872
Q8N1G0	954	1012
Q8N1G0	1126	1152
Q8N1G0	1191	1218
Q8NA31	474	530
Q8NES8	22	47
Q96KR4	128	186
Q96KR4	590	611
Q96N53	37	79
Q96PT4	3	23
Q96QC0	910	936
Q9NYY3	7	27
Q9P1Y6	97	153
Q9P1Y6	175	239
Q9UL58	370	449
Q9UL62	907	963
Q9UM73	449	474
Q9UM73	976	1010
Q9Y5K2	187	211
A0AAG2TUV1	45	99
A6NMZ7	1373	1397
A6NMZ7	1940	1956
O43149	707	725
O75688	156	181
P0DM63	343	364
P12931	479	508
P53804	1946	2005
Q3SY46	0	124
Q6PI78	21	42
Q8IWV1	162	182
Q8IWV1	224	250
Q8IYX0	117	310
Q8NA42	161	474
Q8NFT6	290	313
Q8NFT6	353	377
Q8NFT6	413	455
Q96BT7	332	358
Q96C24	52	107
Q96P11	356	371
Q9H8U3	7	44
Q9H8U3	88	127
Q9H8U3	146	226
Q9P242	278	327
Q9UHF1	21	185
A6NMN3	80	111
A6NMN3	158	203
A6NMN3	256	276
A8MYU2	613	636
O00110	22	42
O00110	61	189
P0CJ78	218	277
P0CJ78	341	392
P0CJ78	432	455
P0CJ78	540	592
P0CJ78	858	878
P0CJ78	923	946
P0CJ78	980	1031
P0DJD3	431	480
P38935	886	941
Q01081	144	172
Q14512	186	213
Q3SXY7	23	43
Q3SXY7	544	569
Q5T751	0	117
Q6PJI9	880	919
Q6PJI9	932	972
Q6ZMY6	0	33
Q86TC9	988	1011
Q8IV45	344	366
Q8IYW4	190	219
Q8N1Y9	98	122
Q8N1Y9	167	190
Q8N377	90	157
Q8NG31	1283	1364
Q92698	675	708
Q99550	181	198
Q9HAW0	0	42
Q9NPF0	30	176
A0AAG2TTZ7	571	589
A7XYQ1	765	789
A7XYQ1	815	852
O75051	504	550
O75051	673	702
O75051	811	852
O75051	918	946
P10073	259	310
P13945	255	282
P13945	358	381
P28290	820	908
P31275	72	104
P52594	18	47
P54198	285	301
P78312	97	117
P78312	138	159
P78312	192	217
P78312	482	524
P78312	1000	1046
P78312	1067	1094
Q0VFX4	58	83
Q12901	167	248
Q12901	307	442
Q13064	98	119
Q13064	261	298
Q15365	185	210
Q4G112	302	341
Q5DT21	28	55
Q5SWA1	584	628
Q6N063	314	330
Q6ZPA2	29	46
Q6ZVL8	122	139
Q86YF9	96	112
Q8IZ41	407	435
Q8IZP6	230	260
Q8IZP6	284	302
Q8N271	128	144
Q8N2N9	774	796
Q8NA69	214	254
Q9GZU3	2	27
Q9H0F6	343	386
Q9H2D6	0	35
Q9H2D6	112	127
Q9H2D6	1102	1122
Q9H2D6	1146	1169
Q9H3C7	151	171
Q9H3C7	374	528
Q9H3C7	574	595
Q9H706	349	371
Q9NYB5	469	489
Q9UKA4	450	477
Q9UKA4	826	846
Q9UKA4	910	936
Q9UKA4	987	1035
Q9UKA4	1424	1447
Q9UKA4	1486	1510
Q9UKA4	1579	1599
Q9UNX9	387	405
Q9Y2E4	911	928
Q9Y468	611	655
A0A0G2JLW4	46	74
A2VCK2	92	121
O94983	216	251
P13682	171	236
P13682	457	517
P25490	287	339
P60409	0	369
P62684	537	604
Q04721	23	1543
Q13751	41	78
Q13751	239	593
Q13751	780	823
Q3T906	439	477
Q5VTR2	894	931
Q5VTR2	947	966
Q6ZN04	507	564
Q86WZ6	241	394
Q8IUL8	112	215
Q8IUL8	374	477
Q8N0Y2	170	193
Q8N0Y2	241	292
Q8N143	292	398
Q8N2R0	191	272
Q8N446	9	47
Q8N446	132	159
Q92547	233	255
Q92764	392	454
Q96FZ2	0	48
Q96JY6	275	321
Q9BQ90	279	306
Q9BXR6	112	156
Q9BXR6	189	220
Q9BXR6	251	267
Q9BXR6	372	402
Q9BXR6	423	460
Q9BXR6	475	516
Q9BXX0	105	124
Q9BXX0	655	675
Q9C0D5	155	218
Q9NRM6	485	501
Q9UK13	143	585
O15072	498	720
O15072	857	1059
O75150	938	958
O75150	974	992
O95780	108	133
O95780	220	383
P08048	443	498
P08048	706	757
P08069	169	262
P08069	279	344
P08069	683	711
P0C6A0	9	69
P0C6A0	197	272
P0C864	43	112
P49327	623	649
P78368	388	410
Q03112	200	241
Q03112	254	305
Q03112	931	986
Q58WW2	121	145
Q58WW2	178	193
Q6ZN30	23	44
Q6ZN30	114	136
Q6ZN30	818	838
Q7Z713	19	37
Q7Z713	87	107
Q7Z713	118	145
Q8IZN3	346	366
Q8N8Y5	78	129
Q8NHX4	71	138
Q8NHX4	152	191
Q92804	354	379
Q969S2	307	331
Q9NYF0	172	242
Q9NYJ8	30	51
